"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
4578,2330.70117587816,6028.04617490889,83111.3909661358,24244.6703765924,293798982.161296,44174479.8258265,337973461.987123,0.0470157495971545,0.0221699225602722,11,6,12,45,1.2,14,22,40,20,0.72415333913579,0.257669282224794,4821,3370
4579,2476.08933864512,6438.358372033,46064.8420021433,41942.8710371829,308424645.747556,50934634.6735524,359359280.421109,0.0481582286977541,0.0241466030966774,11,6,12,45,1.2,14,22,60,17,0.766685796783692,0.338879135842628,5239,4053
4580,2472.87016228031,6414.23825703811,42771.7756001516,43486.1276496272,309043609.720038,51040190.7216876,360083800.441726,0.0481606175241817,0.0241872783178766,11,6,12,45,1.2,14,22,60,20,0.768485787518463,0.340147182420055,5259,4064
4581,2508.59310730637,6511.89453654393,55316.7031352859,33897.1078873248,310085972.32798,48989166.2186639,359075138.546644,0.048080825198439,0.0235574384362978,11,6,12,45,1.2,14,30,40,17,0.771517051242983,0.31550819065004,5288,3853
4582,2505.27493240349,6487.04008171467,51641.3524030311,35161.4134796831,310744509.84553,49100912.002363,359845421.847893,0.0480837199535408,0.0236234340137175,11,6,12,45,1.2,14,30,40,20,0.77343212462817,0.316850594624658,5309,3869
4583,2659.5964868629,7023.83403270557,35372.884071185,63641.2286123786,325811363.713463,57041690.1888479,382853053.902311,0.0492119032946966,0.0256599524802779,11,6,12,45,1.2,14,30,60,17,0.81724759462346,0.412243296221287,5721,4592
4584,2656.89008607621,7004.18426250138,33498.6146493969,65716.0278895548,326423940.100872,57199094.1425842,383623034.243456,0.0492141775455518,0.0257191576199381,11,6,12,45,1.2,14,30,60,20,0.819029009811898,0.414134192558683,5733,4604
4585,1627.55591221634,6479.38032917915,97609.5464786495,22681.5945264357,291592241.579623,43733363.8166834,335325605.396306,0.0469405707282689,0.0220423149990964,11,6,12,45,1.2,17,22,40,17,0.717735982427401,0.252370148205246,4787,3339
4586,1618.45906020317,6411.16411361028,92028.3417983306,23002.0200102596,292240068.973369,43785324.6837764,336025393.657146,0.0469432835750986,0.0221093123237627,11,6,12,45,1.2,17,22,40,20,0.719619910019826,0.252994354973512,4797,3341
4587,1599.65531239355,5733.06709414861,51110.6454718513,36825.0804606074,306131457.748198,50111315.3918644,356242773.140062,0.0480595500709305,0.0239875325606934,11,6,12,45,1.2,17,22,60,17,0.76001704490887,0.328988587496814,5170,3987
