"year","TB_compartment","HIV_compartment","G_compartment","mort_adj","level","level_ref","mort_rate"
2017,3,3,1,50,2,"hiv_3_only_level_2",0.288350348804554
2017,4,3,1,50,2,"hiv_3_only_level_2",0.288350348804554
2017,5,3,1,50,2,"hiv_3_only_level_2",0.288350348804554
2017,7,3,1,50,2,"hiv_3_only_level_2",0.288350348804554
2017,8,3,1,50,2,"hiv_3_only_level_2",0.288350348804554
2018,1,3,1,50,2,"hiv_3_only_level_2",0.293189876282441
2018,2,3,1,50,2,"hiv_3_only_level_2",0.293189876282441
2018,3,3,1,50,2,"hiv_3_only_level_2",0.293189876282441
2018,4,3,1,50,2,"hiv_3_only_level_2",0.293189876282441
2018,5,3,1,50,2,"hiv_3_only_level_2",0.293189876282441
2018,7,3,1,50,2,"hiv_3_only_level_2",0.293189876282441
2018,8,3,1,50,2,"hiv_3_only_level_2",0.293189876282441
2019,1,3,1,50,2,"hiv_3_only_level_2",0.296747240692676
2019,2,3,1,50,2,"hiv_3_only_level_2",0.296747240692676
2019,3,3,1,50,2,"hiv_3_only_level_2",0.296747240692676
2019,4,3,1,50,2,"hiv_3_only_level_2",0.296747240692676
2019,5,3,1,50,2,"hiv_3_only_level_2",0.296747240692676
2019,7,3,1,50,2,"hiv_3_only_level_2",0.296747240692676
2019,8,3,1,50,2,"hiv_3_only_level_2",0.296747240692676
1990,1,3,2,50,2,"hiv_3_only_level_2",0.192962842490466
1990,2,3,2,50,2,"hiv_3_only_level_2",0.192962842490466
1990,3,3,2,50,2,"hiv_3_only_level_2",0.192962842490466
1990,4,3,2,50,2,"hiv_3_only_level_2",0.192962842490466
1990,5,3,2,50,2,"hiv_3_only_level_2",0.192962842490466
1990,7,3,2,50,2,"hiv_3_only_level_2",0.192962842490466
1990,8,3,2,50,2,"hiv_3_only_level_2",0.192962842490466
1991,1,3,2,50,2,"hiv_3_only_level_2",0.185198220798388
1991,2,3,2,50,2,"hiv_3_only_level_2",0.185198220798388
1991,3,3,2,50,2,"hiv_3_only_level_2",0.185198220798388
1991,4,3,2,50,2,"hiv_3_only_level_2",0.185198220798388
1991,5,3,2,50,2,"hiv_3_only_level_2",0.185198220798388
1991,7,3,2,50,2,"hiv_3_only_level_2",0.185198220798388
1991,8,3,2,50,2,"hiv_3_only_level_2",0.185198220798388
1992,1,3,2,50,2,"hiv_3_only_level_2",0.20358874257988
1992,2,3,2,50,2,"hiv_3_only_level_2",0.20358874257988
1992,3,3,2,50,2,"hiv_3_only_level_2",0.20358874257988
1992,4,3,2,50,2,"hiv_3_only_level_2",0.20358874257988
1992,5,3,2,50,2,"hiv_3_only_level_2",0.20358874257988
1992,7,3,2,50,2,"hiv_3_only_level_2",0.20358874257988
1992,8,3,2,50,2,"hiv_3_only_level_2",0.20358874257988
1993,1,3,2,50,2,"hiv_3_only_level_2",0.17390970240446
1993,2,3,2,50,2,"hiv_3_only_level_2",0.17390970240446
1993,3,3,2,50,2,"hiv_3_only_level_2",0.17390970240446
1993,4,3,2,50,2,"hiv_3_only_level_2",0.17390970240446
1993,5,3,2,50,2,"hiv_3_only_level_2",0.17390970240446
1993,7,3,2,50,2,"hiv_3_only_level_2",0.17390970240446
1993,8,3,2,50,2,"hiv_3_only_level_2",0.17390970240446
1994,1,3,2,50,2,"hiv_3_only_level_2",0.180934016558373
1994,2,3,2,50,2,"hiv_3_only_level_2",0.180934016558373
1994,3,3,2,50,2,"hiv_3_only_level_2",0.180934016558373
1994,4,3,2,50,2,"hiv_3_only_level_2",0.180934016558373
1994,5,3,2,50,2,"hiv_3_only_level_2",0.180934016558373
1994,7,3,2,50,2,"hiv_3_only_level_2",0.180934016558373
1994,8,3,2,50,2,"hiv_3_only_level_2",0.180934016558373
1995,1,3,2,50,2,"hiv_3_only_level_2",0.158102788840835
1995,2,3,2,50,2,"hiv_3_only_level_2",0.158102788840835
1995,3,3,2,50,2,"hiv_3_only_level_2",0.158102788840835
1995,4,3,2,50,2,"hiv_3_only_level_2",0.158102788840835
1995,5,3,2,50,2,"hiv_3_only_level_2",0.158102788840835
1995,7,3,2,50,2,"hiv_3_only_level_2",0.158102788840835
1995,8,3,2,50,2,"hiv_3_only_level_2",0.158102788840835
1996,1,3,2,50,2,"hiv_3_only_level_2",0.147649004068658
1996,2,3,2,50,2,"hiv_3_only_level_2",0.147649004068658
1996,3,3,2,50,2,"hiv_3_only_level_2",0.147649004068658
1996,4,3,2,50,2,"hiv_3_only_level_2",0.147649004068658
1996,5,3,2,50,2,"hiv_3_only_level_2",0.147649004068658
1996,7,3,2,50,2,"hiv_3_only_level_2",0.147649004068658
1996,8,3,2,50,2,"hiv_3_only_level_2",0.147649004068658
1997,1,3,2,50,2,"hiv_3_only_level_2",0.176842034440384
1997,2,3,2,50,2,"hiv_3_only_level_2",0.176842034440384
1997,3,3,2,50,2,"hiv_3_only_level_2",0.176842034440384
1997,4,3,2,50,2,"hiv_3_only_level_2",0.176842034440384
1997,5,3,2,50,2,"hiv_3_only_level_2",0.176842034440384
1997,7,3,2,50,2,"hiv_3_only_level_2",0.176842034440384
1997,8,3,2,50,2,"hiv_3_only_level_2",0.176842034440384
1998,1,3,2,50,2,"hiv_3_only_level_2",0.183296597012232
1998,2,3,2,50,2,"hiv_3_only_level_2",0.183296597012232
1998,3,3,2,50,2,"hiv_3_only_level_2",0.183296597012232
1998,4,3,2,50,2,"hiv_3_only_level_2",0.183296597012232
1998,5,3,2,50,2,"hiv_3_only_level_2",0.183296597012232
1998,7,3,2,50,2,"hiv_3_only_level_2",0.183296597012232
1998,8,3,2,50,2,"hiv_3_only_level_2",0.183296597012232
1999,1,3,2,50,2,"hiv_3_only_level_2",0.190184569062721
1999,2,3,2,50,2,"hiv_3_only_level_2",0.190184569062721
1999,3,3,2,50,2,"hiv_3_only_level_2",0.190184569062721
1999,4,3,2,50,2,"hiv_3_only_level_2",0.190184569062721
1999,5,3,2,50,2,"hiv_3_only_level_2",0.190184569062721
1999,7,3,2,50,2,"hiv_3_only_level_2",0.190184569062721
1999,8,3,2,50,2,"hiv_3_only_level_2",0.190184569062721
2000,1,3,2,50,2,"hiv_3_only_level_2",0.213581901100871
2000,2,3,2,50,2,"hiv_3_only_level_2",0.213581901100871
2000,3,3,2,50,2,"hiv_3_only_level_2",0.213581901100871
2000,4,3,2,50,2,"hiv_3_only_level_2",0.213581901100871
2000,5,3,2,50,2,"hiv_3_only_level_2",0.213581901100871
2000,7,3,2,50,2,"hiv_3_only_level_2",0.213581901100871
2000,8,3,2,50,2,"hiv_3_only_level_2",0.213581901100871
2001,1,3,2,50,2,"hiv_3_only_level_2",0.21113445650583
2001,2,3,2,50,2,"hiv_3_only_level_2",0.21113445650583
2001,3,3,2,50,2,"hiv_3_only_level_2",0.21113445650583
2001,4,3,2,50,2,"hiv_3_only_level_2",0.21113445650583
2001,5,3,2,50,2,"hiv_3_only_level_2",0.21113445650583
2001,7,3,2,50,2,"hiv_3_only_level_2",0.21113445650583
2001,8,3,2,50,2,"hiv_3_only_level_2",0.21113445650583
2002,1,3,2,50,2,"hiv_3_only_level_2",0.224322685840225
2002,2,3,2,50,2,"hiv_3_only_level_2",0.224322685840225
2002,3,3,2,50,2,"hiv_3_only_level_2",0.224322685840225
2002,4,3,2,50,2,"hiv_3_only_level_2",0.224322685840225
2002,5,3,2,50,2,"hiv_3_only_level_2",0.224322685840225
2002,7,3,2,50,2,"hiv_3_only_level_2",0.224322685840225
2002,8,3,2,50,2,"hiv_3_only_level_2",0.224322685840225
2003,1,3,2,50,2,"hiv_3_only_level_2",0.238554198547366
2003,2,3,2,50,2,"hiv_3_only_level_2",0.238554198547366
2003,3,3,2,50,2,"hiv_3_only_level_2",0.238554198547366
2003,4,3,2,50,2,"hiv_3_only_level_2",0.238554198547366
2003,5,3,2,50,2,"hiv_3_only_level_2",0.238554198547366
2003,7,3,2,50,2,"hiv_3_only_level_2",0.238554198547366
2003,8,3,2,50,2,"hiv_3_only_level_2",0.238554198547366
2004,1,3,2,50,2,"hiv_3_only_level_2",0.24266477059136
2004,2,3,2,50,2,"hiv_3_only_level_2",0.24266477059136
2004,3,3,2,50,2,"hiv_3_only_level_2",0.24266477059136
2004,4,3,2,50,2,"hiv_3_only_level_2",0.24266477059136
2004,5,3,2,50,2,"hiv_3_only_level_2",0.24266477059136
2004,7,3,2,50,2,"hiv_3_only_level_2",0.24266477059136
2004,8,3,2,50,2,"hiv_3_only_level_2",0.24266477059136
2005,1,3,2,50,2,"hiv_3_only_level_2",0.237385057171297
2005,2,3,2,50,2,"hiv_3_only_level_2",0.237385057171297
2005,3,3,2,50,2,"hiv_3_only_level_2",0.237385057171297
2005,4,3,2,50,2,"hiv_3_only_level_2",0.237385057171297
2005,5,3,2,50,2,"hiv_3_only_level_2",0.237385057171297
2005,7,3,2,50,2,"hiv_3_only_level_2",0.237385057171297
2005,8,3,2,50,2,"hiv_3_only_level_2",0.237385057171297
2006,1,3,2,50,2,"hiv_3_only_level_2",0.236689292750524
2006,2,3,2,50,2,"hiv_3_only_level_2",0.236689292750524
2006,3,3,2,50,2,"hiv_3_only_level_2",0.236689292750524
2006,4,3,2,50,2,"hiv_3_only_level_2",0.236689292750524
2006,5,3,2,50,2,"hiv_3_only_level_2",0.236689292750524
2006,7,3,2,50,2,"hiv_3_only_level_2",0.236689292750524
2006,8,3,2,50,2,"hiv_3_only_level_2",0.236689292750524
2007,1,3,2,50,2,"hiv_3_only_level_2",0.218197578233801
2007,2,3,2,50,2,"hiv_3_only_level_2",0.218197578233801
2007,3,3,2,50,2,"hiv_3_only_level_2",0.218197578233801
2007,4,3,2,50,2,"hiv_3_only_level_2",0.218197578233801
2007,5,3,2,50,2,"hiv_3_only_level_2",0.218197578233801
2007,7,3,2,50,2,"hiv_3_only_level_2",0.218197578233801
2007,8,3,2,50,2,"hiv_3_only_level_2",0.218197578233801
2008,1,3,2,50,2,"hiv_3_only_level_2",0.209996106263747
2008,2,3,2,50,2,"hiv_3_only_level_2",0.209996106263747
2008,3,3,2,50,2,"hiv_3_only_level_2",0.209996106263747
2008,4,3,2,50,2,"hiv_3_only_level_2",0.209996106263747
2008,5,3,2,50,2,"hiv_3_only_level_2",0.209996106263747
2008,7,3,2,50,2,"hiv_3_only_level_2",0.209996106263747
2008,8,3,2,50,2,"hiv_3_only_level_2",0.209996106263747
2009,1,3,2,50,2,"hiv_3_only_level_2",0.201652296132283
2009,2,3,2,50,2,"hiv_3_only_level_2",0.201652296132283
2009,3,3,2,50,2,"hiv_3_only_level_2",0.201652296132283
2009,4,3,2,50,2,"hiv_3_only_level_2",0.201652296132283
2009,5,3,2,50,2,"hiv_3_only_level_2",0.201652296132283
2009,7,3,2,50,2,"hiv_3_only_level_2",0.201652296132283
2009,8,3,2,50,2,"hiv_3_only_level_2",0.201652296132283
2010,1,3,2,50,2,"hiv_3_only_level_2",0.192127909253336
2010,2,3,2,50,2,"hiv_3_only_level_2",0.192127909253336
2010,3,3,2,50,2,"hiv_3_only_level_2",0.192127909253336
2010,4,3,2,50,2,"hiv_3_only_level_2",0.192127909253336
2010,5,3,2,50,2,"hiv_3_only_level_2",0.192127909253336
2010,7,3,2,50,2,"hiv_3_only_level_2",0.192127909253336
2010,8,3,2,50,2,"hiv_3_only_level_2",0.192127909253336
2011,1,3,2,50,2,"hiv_3_only_level_2",0.174733562840203
2011,2,3,2,50,2,"hiv_3_only_level_2",0.174733562840203
2011,3,3,2,50,2,"hiv_3_only_level_2",0.174733562840203
2011,4,3,2,50,2,"hiv_3_only_level_2",0.174733562840203
2011,5,3,2,50,2,"hiv_3_only_level_2",0.174733562840203
2011,7,3,2,50,2,"hiv_3_only_level_2",0.174733562840203
2011,8,3,2,50,2,"hiv_3_only_level_2",0.174733562840203
2012,1,3,2,50,2,"hiv_3_only_level_2",0.168757339856605
2012,2,3,2,50,2,"hiv_3_only_level_2",0.168757339856605
2012,3,3,2,50,2,"hiv_3_only_level_2",0.168757339856605
2012,4,3,2,50,2,"hiv_3_only_level_2",0.168757339856605
2012,5,3,2,50,2,"hiv_3_only_level_2",0.168757339856605
2012,7,3,2,50,2,"hiv_3_only_level_2",0.168757339856605
2012,8,3,2,50,2,"hiv_3_only_level_2",0.168757339856605
2013,1,3,2,50,2,"hiv_3_only_level_2",0.166385199197663
2013,2,3,2,50,2,"hiv_3_only_level_2",0.166385199197663
2013,3,3,2,50,2,"hiv_3_only_level_2",0.166385199197663
2013,4,3,2,50,2,"hiv_3_only_level_2",0.166385199197663
2013,5,3,2,50,2,"hiv_3_only_level_2",0.166385199197663
2013,7,3,2,50,2,"hiv_3_only_level_2",0.166385199197663
2013,8,3,2,50,2,"hiv_3_only_level_2",0.166385199197663
2014,1,3,2,50,2,"hiv_3_only_level_2",0.16791197311666
2014,2,3,2,50,2,"hiv_3_only_level_2",0.16791197311666
2014,3,3,2,50,2,"hiv_3_only_level_2",0.16791197311666
2014,4,3,2,50,2,"hiv_3_only_level_2",0.16791197311666
2014,5,3,2,50,2,"hiv_3_only_level_2",0.16791197311666
2014,7,3,2,50,2,"hiv_3_only_level_2",0.16791197311666
2014,8,3,2,50,2,"hiv_3_only_level_2",0.16791197311666
2015,1,3,2,50,2,"hiv_3_only_level_2",0.162998462663578
2015,2,3,2,50,2,"hiv_3_only_level_2",0.162998462663578
2015,3,3,2,50,2,"hiv_3_only_level_2",0.162998462663578
2015,4,3,2,50,2,"hiv_3_only_level_2",0.162998462663578
2015,5,3,2,50,2,"hiv_3_only_level_2",0.162998462663578
2015,7,3,2,50,2,"hiv_3_only_level_2",0.162998462663578
2015,8,3,2,50,2,"hiv_3_only_level_2",0.162998462663578
2016,1,3,2,50,2,"hiv_3_only_level_2",0.155227778854278
2016,2,3,2,50,2,"hiv_3_only_level_2",0.155227778854278
2016,3,3,2,50,2,"hiv_3_only_level_2",0.155227778854278
2016,4,3,2,50,2,"hiv_3_only_level_2",0.155227778854278
2016,5,3,2,50,2,"hiv_3_only_level_2",0.155227778854278
2016,7,3,2,50,2,"hiv_3_only_level_2",0.155227778854278
2016,8,3,2,50,2,"hiv_3_only_level_2",0.155227778854278
2017,1,3,2,50,2,"hiv_3_only_level_2",0.151575809079188
2017,2,3,2,50,2,"hiv_3_only_level_2",0.151575809079188
2017,3,3,2,50,2,"hiv_3_only_level_2",0.151575809079188
2017,4,3,2,50,2,"hiv_3_only_level_2",0.151575809079188
2017,5,3,2,50,2,"hiv_3_only_level_2",0.151575809079188
2017,7,3,2,50,2,"hiv_3_only_level_2",0.151575809079188
2017,8,3,2,50,2,"hiv_3_only_level_2",0.151575809079188
2018,1,3,2,50,2,"hiv_3_only_level_2",0.151629468207888
2018,2,3,2,50,2,"hiv_3_only_level_2",0.151629468207888
2018,3,3,2,50,2,"hiv_3_only_level_2",0.151629468207888
2018,4,3,2,50,2,"hiv_3_only_level_2",0.151629468207888
2018,5,3,2,50,2,"hiv_3_only_level_2",0.151629468207888
2018,7,3,2,50,2,"hiv_3_only_level_2",0.151629468207888
2018,8,3,2,50,2,"hiv_3_only_level_2",0.151629468207888
2019,1,3,2,50,2,"hiv_3_only_level_2",0.154129546516708
2019,2,3,2,50,2,"hiv_3_only_level_2",0.154129546516708
2019,3,3,2,50,2,"hiv_3_only_level_2",0.154129546516708
2019,4,3,2,50,2,"hiv_3_only_level_2",0.154129546516708
2019,5,3,2,50,2,"hiv_3_only_level_2",0.154129546516708
2019,7,3,2,50,2,"hiv_3_only_level_2",0.154129546516708
2019,8,3,2,50,2,"hiv_3_only_level_2",0.154129546516708
1990,1,3,1,35,1,"hiv_3_only_level_1",0.23564456856911
1990,2,3,1,35,1,"hiv_3_only_level_1",0.23564456856911
1990,3,3,1,35,1,"hiv_3_only_level_1",0.23564456856911
1990,4,3,1,35,1,"hiv_3_only_level_1",0.23564456856911
1990,5,3,1,35,1,"hiv_3_only_level_1",0.23564456856911
1990,7,3,1,35,1,"hiv_3_only_level_1",0.23564456856911
1990,8,3,1,35,1,"hiv_3_only_level_1",0.23564456856911
1991,1,3,1,35,1,"hiv_3_only_level_1",0.239550970580612
1991,2,3,1,35,1,"hiv_3_only_level_1",0.239550970580612
1991,3,3,1,35,1,"hiv_3_only_level_1",0.239550970580612
1991,4,3,1,35,1,"hiv_3_only_level_1",0.239550970580612
1991,5,3,1,35,1,"hiv_3_only_level_1",0.239550970580612
1991,7,3,1,35,1,"hiv_3_only_level_1",0.239550970580612
1991,8,3,1,35,1,"hiv_3_only_level_1",0.239550970580612
1992,1,3,1,35,1,"hiv_3_only_level_1",0.248559933824179
1992,2,3,1,35,1,"hiv_3_only_level_1",0.248559933824179
1992,3,3,1,35,1,"hiv_3_only_level_1",0.248559933824179
1992,4,3,1,35,1,"hiv_3_only_level_1",0.248559933824179
1992,5,3,1,35,1,"hiv_3_only_level_1",0.248559933824179
1992,7,3,1,35,1,"hiv_3_only_level_1",0.248559933824179
1992,8,3,1,35,1,"hiv_3_only_level_1",0.248559933824179
1993,1,3,1,35,1,"hiv_3_only_level_1",0.238010345023979
1993,2,3,1,35,1,"hiv_3_only_level_1",0.238010345023979
1993,3,3,1,35,1,"hiv_3_only_level_1",0.238010345023979
1993,4,3,1,35,1,"hiv_3_only_level_1",0.238010345023979
1993,5,3,1,35,1,"hiv_3_only_level_1",0.238010345023979
1993,7,3,1,35,1,"hiv_3_only_level_1",0.238010345023979
1993,8,3,1,35,1,"hiv_3_only_level_1",0.238010345023979
1994,1,3,1,35,1,"hiv_3_only_level_1",0.243106192000575
1994,2,3,1,35,1,"hiv_3_only_level_1",0.243106192000575
1994,3,3,1,35,1,"hiv_3_only_level_1",0.243106192000575
1994,4,3,1,35,1,"hiv_3_only_level_1",0.243106192000575
1994,5,3,1,35,1,"hiv_3_only_level_1",0.243106192000575
1994,7,3,1,35,1,"hiv_3_only_level_1",0.243106192000575
1994,8,3,1,35,1,"hiv_3_only_level_1",0.243106192000575
1995,1,3,1,35,1,"hiv_3_only_level_1",0.253418742141006
1995,2,3,1,35,1,"hiv_3_only_level_1",0.253418742141006
1995,3,3,1,35,1,"hiv_3_only_level_1",0.253418742141006
1995,4,3,1,35,1,"hiv_3_only_level_1",0.253418742141006
1995,5,3,1,35,1,"hiv_3_only_level_1",0.253418742141006
1995,7,3,1,35,1,"hiv_3_only_level_1",0.253418742141006
1995,8,3,1,35,1,"hiv_3_only_level_1",0.253418742141006
1996,1,3,1,35,1,"hiv_3_only_level_1",0.25554119083535
1996,2,3,1,35,1,"hiv_3_only_level_1",0.25554119083535
1996,3,3,1,35,1,"hiv_3_only_level_1",0.25554119083535
1996,4,3,1,35,1,"hiv_3_only_level_1",0.25554119083535
1996,5,3,1,35,1,"hiv_3_only_level_1",0.25554119083535
1996,7,3,1,35,1,"hiv_3_only_level_1",0.25554119083535
1996,8,3,1,35,1,"hiv_3_only_level_1",0.25554119083535
1997,1,3,1,35,1,"hiv_3_only_level_1",0.28274179378701
1997,2,3,1,35,1,"hiv_3_only_level_1",0.28274179378701
1997,3,3,1,35,1,"hiv_3_only_level_1",0.28274179378701
1997,4,3,1,35,1,"hiv_3_only_level_1",0.28274179378701
1997,5,3,1,35,1,"hiv_3_only_level_1",0.28274179378701
1997,7,3,1,35,1,"hiv_3_only_level_1",0.28274179378701
1997,8,3,1,35,1,"hiv_3_only_level_1",0.28274179378701
1998,1,3,1,35,1,"hiv_3_only_level_1",0.297221032013636
1998,2,3,1,35,1,"hiv_3_only_level_1",0.297221032013636
1998,3,3,1,35,1,"hiv_3_only_level_1",0.297221032013636
1998,4,3,1,35,1,"hiv_3_only_level_1",0.297221032013636
1998,5,3,1,35,1,"hiv_3_only_level_1",0.297221032013636
1998,7,3,1,35,1,"hiv_3_only_level_1",0.297221032013636
1998,8,3,1,35,1,"hiv_3_only_level_1",0.297221032013636
1999,1,3,1,35,1,"hiv_3_only_level_1",0.289504573367947
1999,2,3,1,35,1,"hiv_3_only_level_1",0.289504573367947
1999,3,3,1,35,1,"hiv_3_only_level_1",0.289504573367947
1999,4,3,1,35,1,"hiv_3_only_level_1",0.289504573367947
1999,5,3,1,35,1,"hiv_3_only_level_1",0.289504573367947
1999,7,3,1,35,1,"hiv_3_only_level_1",0.289504573367947
1999,8,3,1,35,1,"hiv_3_only_level_1",0.289504573367947
2000,1,3,1,35,1,"hiv_3_only_level_1",0.299112380783734
2000,2,3,1,35,1,"hiv_3_only_level_1",0.299112380783734
2000,3,3,1,35,1,"hiv_3_only_level_1",0.299112380783734
2000,4,3,1,35,1,"hiv_3_only_level_1",0.299112380783734
2000,5,3,1,35,1,"hiv_3_only_level_1",0.299112380783734
2000,7,3,1,35,1,"hiv_3_only_level_1",0.299112380783734
2000,8,3,1,35,1,"hiv_3_only_level_1",0.299112380783734
2001,1,3,1,35,1,"hiv_3_only_level_1",0.294229896150469
2001,2,3,1,35,1,"hiv_3_only_level_1",0.294229896150469
2001,3,3,1,35,1,"hiv_3_only_level_1",0.294229896150469
2001,4,3,1,35,1,"hiv_3_only_level_1",0.294229896150469
2001,5,3,1,35,1,"hiv_3_only_level_1",0.294229896150469
2001,7,3,1,35,1,"hiv_3_only_level_1",0.294229896150469
2001,8,3,1,35,1,"hiv_3_only_level_1",0.294229896150469
2002,1,3,1,35,1,"hiv_3_only_level_1",0.297237548590374
2002,2,3,1,35,1,"hiv_3_only_level_1",0.297237548590374
2002,3,3,1,35,1,"hiv_3_only_level_1",0.297237548590374
2002,4,3,1,35,1,"hiv_3_only_level_1",0.297237548590374
2002,5,3,1,35,1,"hiv_3_only_level_1",0.297237548590374
2002,7,3,1,35,1,"hiv_3_only_level_1",0.297237548590374
2002,8,3,1,35,1,"hiv_3_only_level_1",0.297237548590374
2003,1,3,1,35,1,"hiv_3_only_level_1",0.302488858284323
2003,2,3,1,35,1,"hiv_3_only_level_1",0.302488858284323
2003,3,3,1,35,1,"hiv_3_only_level_1",0.302488858284323
2003,4,3,1,35,1,"hiv_3_only_level_1",0.302488858284323
2003,5,3,1,35,1,"hiv_3_only_level_1",0.302488858284323
2003,7,3,1,35,1,"hiv_3_only_level_1",0.302488858284323
2003,8,3,1,35,1,"hiv_3_only_level_1",0.302488858284323
2004,1,3,1,35,1,"hiv_3_only_level_1",0.298216632150001
2004,2,3,1,35,1,"hiv_3_only_level_1",0.298216632150001
2004,3,3,1,35,1,"hiv_3_only_level_1",0.298216632150001
2004,4,3,1,35,1,"hiv_3_only_level_1",0.298216632150001
2004,5,3,1,35,1,"hiv_3_only_level_1",0.298216632150001
2004,7,3,1,35,1,"hiv_3_only_level_1",0.298216632150001
2004,8,3,1,35,1,"hiv_3_only_level_1",0.298216632150001
2005,1,3,1,35,1,"hiv_3_only_level_1",0.293814504522889
2005,2,3,1,35,1,"hiv_3_only_level_1",0.293814504522889
2005,3,3,1,35,1,"hiv_3_only_level_1",0.293814504522889
2005,4,3,1,35,1,"hiv_3_only_level_1",0.293814504522889
2005,5,3,1,35,1,"hiv_3_only_level_1",0.293814504522889
2005,7,3,1,35,1,"hiv_3_only_level_1",0.293814504522889
2005,8,3,1,35,1,"hiv_3_only_level_1",0.293814504522889
2006,1,3,1,35,1,"hiv_3_only_level_1",0.29200403166217
2006,2,3,1,35,1,"hiv_3_only_level_1",0.29200403166217
2006,3,3,1,35,1,"hiv_3_only_level_1",0.29200403166217
2006,4,3,1,35,1,"hiv_3_only_level_1",0.29200403166217
2006,5,3,1,35,1,"hiv_3_only_level_1",0.29200403166217
2006,7,3,1,35,1,"hiv_3_only_level_1",0.29200403166217
2006,8,3,1,35,1,"hiv_3_only_level_1",0.29200403166217
2007,1,3,1,35,1,"hiv_3_only_level_1",0.280125497536366
2007,2,3,1,35,1,"hiv_3_only_level_1",0.280125497536366
2007,3,3,1,35,1,"hiv_3_only_level_1",0.280125497536366
2007,4,3,1,35,1,"hiv_3_only_level_1",0.280125497536366
2007,5,3,1,35,1,"hiv_3_only_level_1",0.280125497536366
2007,7,3,1,35,1,"hiv_3_only_level_1",0.280125497536366
2007,8,3,1,35,1,"hiv_3_only_level_1",0.280125497536366
2008,1,3,1,35,1,"hiv_3_only_level_1",0.27196484998385
2008,2,3,1,35,1,"hiv_3_only_level_1",0.27196484998385
2008,3,3,1,35,1,"hiv_3_only_level_1",0.27196484998385
2008,4,3,1,35,1,"hiv_3_only_level_1",0.27196484998385
2008,5,3,1,35,1,"hiv_3_only_level_1",0.27196484998385
2008,7,3,1,35,1,"hiv_3_only_level_1",0.27196484998385
2008,8,3,1,35,1,"hiv_3_only_level_1",0.27196484998385
2009,1,3,1,35,1,"hiv_3_only_level_1",0.261150051897424
2009,2,3,1,35,1,"hiv_3_only_level_1",0.261150051897424
2009,3,3,1,35,1,"hiv_3_only_level_1",0.261150051897424
2009,4,3,1,35,1,"hiv_3_only_level_1",0.261150051897424
2009,5,3,1,35,1,"hiv_3_only_level_1",0.261150051897424
2009,7,3,1,35,1,"hiv_3_only_level_1",0.261150051897424
2009,8,3,1,35,1,"hiv_3_only_level_1",0.261150051897424
2010,1,3,1,35,1,"hiv_3_only_level_1",0.246419400139797
2010,2,3,1,35,1,"hiv_3_only_level_1",0.246419400139797
2010,3,3,1,35,1,"hiv_3_only_level_1",0.246419400139797
2010,4,3,1,35,1,"hiv_3_only_level_1",0.246419400139797
2010,5,3,1,35,1,"hiv_3_only_level_1",0.246419400139797
2010,7,3,1,35,1,"hiv_3_only_level_1",0.246419400139797
2010,8,3,1,35,1,"hiv_3_only_level_1",0.246419400139797
2011,1,3,1,35,1,"hiv_3_only_level_1",0.227025536263869
2011,2,3,1,35,1,"hiv_3_only_level_1",0.227025536263869
2011,3,3,1,35,1,"hiv_3_only_level_1",0.227025536263869
2011,4,3,1,35,1,"hiv_3_only_level_1",0.227025536263869
2011,5,3,1,35,1,"hiv_3_only_level_1",0.227025536263869
2011,7,3,1,35,1,"hiv_3_only_level_1",0.227025536263869
2011,8,3,1,35,1,"hiv_3_only_level_1",0.227025536263869
2012,1,3,1,35,1,"hiv_3_only_level_1",0.219680227186714
2012,2,3,1,35,1,"hiv_3_only_level_1",0.219680227186714
2012,3,3,1,35,1,"hiv_3_only_level_1",0.219680227186714
2012,4,3,1,35,1,"hiv_3_only_level_1",0.219680227186714
2012,5,3,1,35,1,"hiv_3_only_level_1",0.219680227186714
2012,7,3,1,35,1,"hiv_3_only_level_1",0.219680227186714
2012,8,3,1,35,1,"hiv_3_only_level_1",0.219680227186714
2013,1,3,1,35,1,"hiv_3_only_level_1",0.215264883750237
2013,2,3,1,35,1,"hiv_3_only_level_1",0.215264883750237
2013,3,3,1,35,1,"hiv_3_only_level_1",0.215264883750237
2013,4,3,1,35,1,"hiv_3_only_level_1",0.215264883750237
2013,5,3,1,35,1,"hiv_3_only_level_1",0.215264883750237
2013,7,3,1,35,1,"hiv_3_only_level_1",0.215264883750237
2013,8,3,1,35,1,"hiv_3_only_level_1",0.215264883750237
2014,1,3,1,35,1,"hiv_3_only_level_1",0.214860901268449
2014,2,3,1,35,1,"hiv_3_only_level_1",0.214860901268449
2014,3,3,1,35,1,"hiv_3_only_level_1",0.214860901268449
2014,4,3,1,35,1,"hiv_3_only_level_1",0.214860901268449
2014,5,3,1,35,1,"hiv_3_only_level_1",0.214860901268449
2014,7,3,1,35,1,"hiv_3_only_level_1",0.214860901268449
2014,8,3,1,35,1,"hiv_3_only_level_1",0.214860901268449
2015,1,3,1,35,1,"hiv_3_only_level_1",0.212027332361586
2015,2,3,1,35,1,"hiv_3_only_level_1",0.212027332361586
2015,3,3,1,35,1,"hiv_3_only_level_1",0.212027332361586
2015,4,3,1,35,1,"hiv_3_only_level_1",0.212027332361586
2015,5,3,1,35,1,"hiv_3_only_level_1",0.212027332361586
2015,7,3,1,35,1,"hiv_3_only_level_1",0.212027332361586
