"year","sex_id","calibration_group","min_rate","max_rate","expected_rate"
2017,1,"HIV/TB_coinfection_Male",481.044454966809,805.508344626054,637.942180646635
2017,1,"TB_only_Male",274.000256247506,906.976143040795,532.461746375427
2017,2,"HIV/TB_coinfection_Female",666.494714330242,1140.524400285,886.225381212908
2017,2,"TB_only_Female",294.732459177455,1062.21788818385,624.019102142022
