"sim_id","2","3","total_diff"
18109,10700.1536125598,10081.9407827114,-618.212829848386
18321,10331.717902002,10004.0032966402,-327.714605361805
18423,9718.7944801903,9331.85513803807,-386.939342152233
18426,10375.7929146705,9905.97298599739,-469.819928673149
18741,10018.9242527575,9607.71424443477,-411.210008322698
18761,10016.8856190147,9615.36272803746,-401.522890977261
18829,9227.82138324678,9072.7760824368,-155.045300809983
18848,8630.26822559941,8442.41525536041,-187.852970239008
18866,9908.0288265253,9502.727568918,-405.3012576073
18882,10065.7452685856,9642.0121706676,-423.733097917993
18905,10280.7837534445,9877.53245760455,-403.251295839977
18944,9787.83196288981,9648.89885558932,-138.933107300481
18981,10603.6433736789,10156.6935238598,-446.949849819068
19009,9529.04700444026,9335.59752504162,-193.44947939864
19453,11709.5714519028,10977.3173194,-732.254132502841
19873,10690.733983868,10489.0595430671,-201.674440800896
20050,9503.7373628893,9044.7395174109,-458.997845478401
20095,9836.0425907184,9450.73190143429,-385.31068928411
20456,9897.22796064879,9659.02233841354,-238.205622235253
20467,9695.57342912296,9277.01116067648,-418.56226844648
20655,9130.55372472608,9041.86194120482,-88.6917835212553
20658,9810.72028078548,9408.5011497902,-402.21913099528
20693,10499.8753711446,10425.7581896985,-74.1171814460722
20905,10746.9440007774,10473.9614932882,-272.982507489205
20983,10117.8142907629,9633.30741029946,-484.506880463437
21047,8876.22306628591,8721.20649002291,-155.016576263
21049,10079.2955941996,9779.55317837413,-299.742415825494
21284,11316.9308422268,10454.8403219885,-862.090520238389
21360,10440.7939544963,9887.79269684512,-553.001257651184
21389,9254.89167221051,9073.9680411958,-180.92363101471
21403,11515.04569272,10706.7388004229,-808.30689229708
21497,8706.22950722527,8504.45269194023,-201.776815285037
21517,8938.48486199249,8659.9842975527,-278.500564439788
21693,9479.12568960825,9460.47663683923,-18.6490527690221
21695,10215.5690135024,9886.05460740732,-329.514406095106
21832,10594.6261511415,10117.5473953277,-477.078755813713
21901,9916.27447627295,9761.86889370551,-154.405582567448
22226,10161.4137318228,10089.6128767827,-71.8008550400955
22260,10136.3142968159,9762.14140467312,-374.172892142818
22425,9444.32392590644,9108.77352210302,-335.550403803423
22648,10528.8135563352,10449.4956762542,-79.3178800809346
22828,10369.4032731324,9764.60795408175,-604.795319050669
23016,9797.34014901214,9591.98197128226,-205.358177729877
23079,10780.325692796,10363.6190700407,-416.706622755322
23105,9433.13338534741,9020.01247176906,-413.120913578348
23167,10614.2558266812,10106.6443724234,-507.611454257838
23732,9591.80513119294,9327.38040896131,-264.424722231628
23778,9194.82611649821,9116.01597991083,-78.8101365873863
23932,10716.7463133483,9877.01759396345,-839.728719384853
23961,10427.6461608116,10188.2953634548,-239.350797356734
24183,10009.4738619228,9974.46562838435,-35.0082335384486
24204,10605.0870315463,10228.785148463,-376.301883083332
24210,8996.44452784728,8867.87298647104,-128.571541376241
24389,9554.49810136019,9305.74504083759,-248.753060522597
24657,11963.0016753497,11223.5649874666,-739.43668788309
24897,10264.539554327,9873.84114520683,-390.698409120148
24919,9471.64369763153,9128.68364370419,-342.96005392734
24942,10669.4205704615,10251.9266381664,-417.493932295125
24979,10682.6893198076,10063.9748525177,-618.714467289936
25067,10660.9389723025,10574.5461711814,-86.3928011210883
25088,10017.1652973369,9685.80411280364,-331.361184533225
25820,10631.4377217445,10003.7449036089,-627.692818135578
25953,9967.68561400737,9570.32416893514,-397.361445072233
26072,9506.72583673211,9320.52067278914,-186.205163942976
26200,10049.6527451753,9633.96489225073,-415.687852924553
26222,9563.34401515823,9438.29067831804,-125.05333684019
26256,10381.8464860769,9854.19388952488,-527.652596552016
26309,8240.07094757203,8077.97670393187,-162.094243640156
26490,10969.2644689197,10774.8399300587,-194.424538860962
26515,9392.20282666803,9229.91366740605,-162.289159261987
27019,10551.5266888471,10171.9033915993,-379.623297247799
27088,10333.7140322397,9796.99028541484,-536.723746824868
27130,9546.78139161077,9252.67783409134,-294.103557519433
27139,9271.07078052602,9086.7835836263,-184.287196899726
27403,10261.8960320009,9976.48908183658,-285.406950164319
27483,9123.8133261963,8977.78591051275,-146.027415683549
27553,9416.76514376924,9286.28280231395,-130.482341455285
28084,10978.2233296002,10263.38704953,-714.836280070289
28118,9384.23076280549,9333.80372261188,-50.4270401936046
28280,10215.9143498994,9670.65147963087,-545.262870268492
28711,10281.1056055122,10081.0440305117,-200.061575000571
28735,10754.9110523968,10495.4042989548,-259.506753441952
28871,11740.5302802834,10918.4856915995,-822.044588683877
29037,9602.65787659832,9260.10109377969,-342.556782818632
29215,10577.422445518,10464.5163234414,-112.90612207658
29270,9966.70924375331,9446.62962716602,-520.079616587287
29584,9051.6541244642,8743.97531208659,-307.678812377604
29643,10771.6486802481,10203.3489138357,-568.299766412345
29857,10498.977201547,10252.1386953482,-246.838506198759
29909,9910.4627228793,9443.08412959867,-467.378593280637
29911,8555.47199402983,8439.26484551533,-116.207148514508
29951,9835.86614930857,9287.36226142515,-548.503887883417
30007,8642.63773358341,8222.96458671151,-419.673146871904
30116,9345.69859496702,9233.69946906002,-111.999125906996
30123,9212.58307378028,8942.45451215683,-270.128561623455
30520,9468.18653405751,9049.92089683706,-418.265637220453
30592,9578.95415936579,9217.82703877253,-361.127120593263
30627,10599.1621824871,10297.6328783073,-301.529304179825
30655,8583.59762451528,8277.49813106979,-306.099493445485
31032,9873.60341620712,9507.18754596413,-366.415870242985
31123,10627.1347709059,10498.9515483521,-128.18322255382
31356,10862.2235479926,10408.3111314595,-453.912416533032
31378,8930.54430022199,8839.41045809439,-91.1338421275959
31401,10690.5525940603,10201.1253304747,-489.427263585676
31590,10352.3764196638,10212.7831875886,-139.593232075222
31692,10305.5434152539,10004.8747618164,-300.66865343746
31924,10281.8888234834,9968.51442269179,-313.374400791654
32032,10474.0098264749,10358.3640065347,-115.645819940257
32033,9600.10297789226,9583.95539284399,-16.1475850482675
32073,10251.4720611227,10038.8219768415,-212.650084281235
32088,10588.9448329034,10383.6874107319,-205.257422171479
32111,9660.14684536242,9324.72444676826,-335.422398594155
32263,10840.9715485969,10324.2760297249,-516.695518872026
32314,11626.5595468691,11359.4971511178,-267.06239575138
32477,10936.8901638209,10493.4107021995,-443.479461621469
32542,8881.46005822867,8685.0820981879,-196.377960040769
32992,9812.25794697962,9505.58796319175,-306.669983787873
33033,10528.2289677213,9931.75511883317,-596.473848888172
33173,10260.5482054431,10143.7432406904,-116.804964752646
33209,10181.242395196,9961.41179542324,-219.830599772808
33257,9601.16489161461,9243.01585789894,-358.149033715663
33317,10633.7846686306,10371.9840341407,-261.800634489904
33558,10185.0699938172,9775.13652066039,-409.933473156847
33634,9959.78883251396,9473.18965992612,-486.599172587838
33720,10957.184176467,10394.484053052,-562.700123415034
33809,9707.44937806937,9584.47369484686,-122.975683222516
33892,9609.92378372055,9359.68062202758,-250.243161692963
33977,9681.47845798697,9454.7485273816,-226.729930605368
33998,9796.22029696624,9290.2358988007,-505.984398165541
34001,10089.6316610942,9906.71148300165,-182.920178092589
34012,9320.7561317913,9026.32146147008,-294.434670321218
34103,9042.7192414447,8804.81817347985,-237.901067964858
34113,10125.8100634717,9804.51178589131,-321.298277580401
34136,9636.52202238393,9341.46692988135,-295.055092502576
34146,10030.4023694963,9869.38335690511,-161.019012591207
34322,10413.3025399595,9990.60642306989,-422.696116889596
34337,10761.5507652716,10606.6127827574,-154.937982514113
34626,10788.5591701312,10530.0966793059,-258.462490825312
35010,10218.5735064984,9954.428848614,-264.144657884395
35293,11259.828533182,10850.1558153219,-409.67271786011
35304,9636.8569264509,9309.05220087161,-327.80472557929
35401,8720.88668949855,8518.96484320699,-201.921846291558
35838,10978.1973814771,10495.2551296415,-482.942251835551
35845,9798.01455016251,9438.12576879683,-359.888781365682
36012,9194.25509512233,9028.69049750029,-165.564597622044
36231,9312.11432907472,9043.88220051676,-268.23212855796
36410,9928.84205435239,9338.58331858131,-590.258735771076
36426,9269.80486789466,9218.65240749823,-51.1524603964317
36490,9925.28930333456,9311.46502064072,-613.82428269384
36566,8255.73108433811,8103.0274509105,-152.703633427611
36830,9710.07001101633,9445.46338250435,-264.60662851198
36906,10079.5228278664,9739.37082309806,-340.15200476837
36971,10615.5801013093,10368.5254065541,-247.054694755188
36983,9940.7528509752,9877.50457402617,-63.2482769490307
37069,9807.68294562874,9632.31507385649,-175.367871772254
37320,10062.4992953859,9815.96607414609,-246.533221239819
37400,10527.8385943133,10406.3719574615,-121.466636851812
37615,9198.43208503392,8862.71408663433,-335.717998399594
37623,10711.8999491876,10305.4484515624,-406.451497625161
37755,10368.6171671344,9987.15097291168,-381.466194222738
37837,11481.5868517754,11022.5416393508,-459.04521242468
37870,10338.1946750608,10043.6365498548,-294.558125206035
37938,10030.332075246,9567.98151428035,-462.350560965686
38128,9561.99874224709,9234.39856518191,-327.600177065175
38483,10189.705049752,9804.90735700151,-384.797692750448
38981,10666.276210713,10349.196062894,-317.080147819062
38988,9687.51493894962,9440.44518068051,-247.069758269115
39045,9644.01907813585,9435.17962529444,-208.839452841401
39171,10725.2029340572,10352.8175006728,-372.385433384377
39177,10519.6028101429,10191.2194789959,-328.383331146968
39282,9827.06752776326,9474.02663383933,-353.040893923935
39469,10711.08925936,10426.0458049191,-285.043454440853
39563,10588.2405976836,10050.8335393207,-537.407058362895
39587,9312.5575930774,8855.89862394297,-456.658969134427
39613,10078.4066504312,9647.57032683009,-430.836323601079
39669,9805.51307543198,9768.31909845664,-37.1939769753408
39772,11025.049908262,10465.5101781995,-559.539730062561
39810,9630.63027972723,9213.87687597649,-416.753403750738
39816,10351.9675070162,9779.69176331188,-572.275743704336
39820,10727.1740788156,10349.3708951035,-377.803183712071
39822,10840.1688686816,10207.4591744927,-632.709694188841
40049,8885.13164553797,8738.65469175611,-146.476953781861
40335,9614.47374846811,9339.89673049511,-274.577017973003
40353,9508.26794518787,9210.22985707566,-298.038088112213
40524,9544.03404505171,9207.63821670128,-336.395828350434
40549,9318.84480818929,8875.72932583782,-443.115482351464
40826,9003.83119311935,8909.56952198283,-94.2616711365226
40832,9937.83596469518,9607.50727817021,-330.328686524977
40868,8787.66458355913,8680.80214389218,-106.862439666951
41174,11377.8734911095,11068.2925323465,-309.580958762981
41246,10100.8306907007,9794.47373975798,-306.356950942707
41575,9645.0152328791,9500.81230811386,-144.202924765237
41661,10699.5712605655,10196.4702418187,-503.101018746836
41760,9131.66009790849,8659.60859087358,-472.051507034912
41780,10039.7682432185,9638.33612743951,-401.432115778982
42330,10196.6971929118,9569.57885531171,-627.118337600064
42363,10393.2495446396,9854.43582701407,-538.813717625557
42600,10700.5845663139,10434.5069083172,-266.077657996693
42840,10316.779109027,9810.65584914257,-506.123259884438
42904,9983.66777660772,9890.26235143562,-93.4054251721027
42990,10097.5555397048,9784.64523401556,-312.910305689276
43353,10677.6844276602,10321.5398232401,-356.144604420046
43569,10053.1873375548,9677.08913923145,-376.098198323303
43680,10021.9444812427,9775.71280051309,-246.231680729583
43841,9607.0805218362,9367.79479725699,-239.285724579213
44057,9615.6021849971,9487.79551790945,-127.806667087649
44067,8881.19658494349,8768.99566124749,-112.200923696
44081,11147.846128121,10785.3074898615,-362.538638259559
44138,10187.771106829,10035.0863794477,-152.684727381333
44289,9142.26820393391,9030.42031586423,-111.847888069673
44383,9747.43613248723,9701.90127202783,-45.5348604594001
44484,11627.6899986653,11051.143059954,-576.54693871133
44485,12163.8249888279,11649.3242414771,-514.50074735087
44499,11165.3302273748,10643.7932195704,-521.537007804402
44708,10721.2500276911,10433.2565378319,-287.993489859209
44739,10236.655619082,9950.33206509487,-286.323553987169
44828,8842.52923800773,8806.81412008705,-35.7151179206776
44953,10334.4127360926,10223.3481863433,-111.064549749341
44979,10790.6248748915,10588.6524076141,-201.972467277425
45058,8887.32246794573,8503.82558539371,-383.496882552019
45108,10617.6584076437,10146.1083263808,-471.550081262874
45124,9699.439041832,9326.58430956498,-372.854732267024
45126,9863.85807501044,9400.48735305115,-463.370721959289
45265,8618.8809533749,8312.82461679412,-306.056336580783
45525,11262.1434111857,10862.6434473819,-399.49996380371
45550,8600.41228728558,8437.73593581145,-162.676351474131
45584,9818.67930729831,9737.41857286497,-81.2607344333464
45606,9517.71033317559,9021.84935071687,-495.860982458724
45628,10492.2420052937,10291.2227108267,-201.019294466905
45646,9700.15276407871,9219.01421027843,-481.138553800285
45917,11847.5790648883,10982.8507951129,-864.728269775429
45931,9251.20593277346,9129.81092088019,-121.39501189327
46069,10095.2754511468,9711.79107908209,-383.484372064737
46128,10120.8022115964,9872.92364820542,-247.878563390957
46187,9506.42741810012,9363.54959587527,-142.877822224846
46423,9786.48817032074,9459.4107228972,-327.07744742354
46524,9731.21732956501,9435.01184711495,-296.205482450059
46638,10344.9819998381,10073.0121401279,-271.969859710189
46657,10702.7869667961,10295.6076236687,-407.179343127398
46814,9615.89549047832,9445.82530063706,-170.070189841261
46926,10042.7785673388,9822.44801128352,-220.330556055271
46982,9214.14182436323,8850.83085703407,-363.310967329167
47073,10781.2089270474,10364.1279831823,-417.080943865052
47252,9196.51243270759,8997.03377428922,-199.478658418375
47450,10259.1494021039,10242.7871143837,-16.3622877202033
47497,9835.55877686643,9787.02392777872,-48.5348490877059
47582,10909.7019314132,10165.9480098886,-743.753921524647
47756,10541.6694311303,10356.1968352891,-185.472595841175
47881,9443.70937380595,9256.68468571688,-187.024688089074
48050,10082.3587390578,9898.04984306803,-184.308895989763
48099,10686.4806967924,10204.2442252838,-482.236471508659
48183,10799.3718752642,10470.9021825035,-328.469692760656
48219,10369.1279688784,9956.56138076062,-412.56658811781
48290,9881.38337368477,9626.90512833009,-254.47824535468
48548,10161.2588070618,9777.83075847364,-383.428048588155
48852,9897.61835964462,9823.62473440832,-73.9936252362986
48920,9337.32362549341,9008.21375758674,-329.109867906673
48944,10253.4939799934,9698.73877707582,-554.755202917564
49164,9116.31324786814,8859.90931339513,-256.403934473012
49531,9048.68961292488,8811.10258569523,-237.587027229647
49671,10131.4032135228,9971.44328750192,-159.959926020898
49681,9466.98650004171,9287.77347217927,-179.213027862439
49739,10973.0092453587,10593.3110617265,-379.698183632223
49785,9738.62471002841,9298.51587318636,-440.108836842053
50030,9463.66553617074,9243.83728815044,-219.828248020303
50175,9703.13112871216,9487.81723245553,-215.313896256628
50353,10177.0164530155,9517.99757792724,-659.018875088293
50703,9620.6933918799,9514.04379363098,-106.649598248923
50776,10532.2430792354,10311.1438738169,-221.099205418504
50811,10232.7074708759,10156.9572291741,-75.7502417017513
50966,9370.95961306339,9308.17483373561,-62.7847793277833
51022,9451.9461136952,9362.0970640781,-89.849049617098
51318,11525.1838655607,11086.1100709869,-439.07379457382
51508,9067.15546363338,8859.64560466796,-207.509858965423
51526,10372.8544109806,10187.2848861803,-185.569524800236
51622,11116.1679956322,10665.3879500137,-450.78004561849
51704,10363.3289175701,10089.1208131808,-274.208104389301
51755,10147.9598793622,9989.5817925742,-158.378086788045
51770,10027.9560798686,9550.1038286102,-477.852251258359
51788,10038.2238247835,9624.91983789103,-413.303986892482
51804,10661.3160124593,10531.6073787162,-129.708633743167
51824,10254.3764104588,9954.29571094908,-300.080699509756
51918,9268.47814012039,9235.26087742169,-33.2172626986976
51970,10638.5225130803,10272.0155240785,-366.506989001837
51982,9411.10236543602,9280.8097291758,-130.292636260221
51985,10616.2433448312,10220.1989987583,-396.044346072846
52153,8560.31591230152,8493.66563434318,-66.6502779583407
52282,11043.9753377216,10456.5814312796,-587.393906442005
52338,10070.9630824981,9887.8930190105,-183.070063487643
52355,9116.86171479975,8836.04905894409,-280.812655855658
52601,9481.07693623957,9373.70561129656,-107.371324943011
52847,9934.0726793526,9878.34361591232,-55.7290634402852
53050,10271.0671364699,10085.0584260479,-186.008710422
53201,9831.0421302313,9664.92477304579,-166.117357185503
53265,10155.429260655,9974.20293262523,-181.226328029743
53331,11423.0520516259,11274.6574561194,-148.394595506421
53647,9309.83212570676,9169.65004334689,-140.182082359874
53690,8646.52120667911,8381.72370213381,-264.7975045453
53849,9704.7035837985,9614.51882452076,-90.1847592777413
54036,10495.8404147858,10271.8588098736,-223.981604912147
54182,9159.9721241356,8865.92972037275,-294.042403762842
54482,9409.49298605733,9376.41654838669,-33.0764376706411
54497,9923.11797641413,9415.13157784797,-507.98639856616
54588,11458.2132105239,10978.7895733442,-479.42363717976
54697,9869.48375656987,9792.65192336,-76.8318332098643
54708,9998.44552242232,9945.11958441981,-53.3259380025047
55135,10885.9603629681,10496.2364460984,-389.723916869636
55148,10176.1901173612,9833.07047891002,-343.11963845123
55216,10615.3498737164,10107.8055410521,-507.544332664353
55273,9645.31158206029,9285.77257572935,-359.539006330942
55330,11087.0105900139,10441.3709826849,-645.639607329016
55376,10042.4429308694,9771.61703595756,-270.825894911837
55422,10668.6720098367,10521.0479130473,-147.624096789414
55551,9510.46485059877,9101.08958309466,-409.375267504116
55578,10963.4846204794,10382.6023076841,-580.882312795298
55630,10312.2363053495,10213.9736054541,-98.2626998953838
55670,9825.86565529412,9690.28657055915,-135.579084734962
55975,10791.2411571862,10358.2479505925,-432.993206593725
55985,10568.4801781538,10069.3863910937,-499.093787060076
56068,11201.4667750353,10420.9368739363,-780.529901098955
56100,8761.36520550878,8630.72005698848,-130.645148520294
56170,8907.19290370661,8788.95655139984,-118.236352306776
56375,10063.5750415383,9777.39915533746,-286.175886200888
56526,9399.35798682206,8957.69806588206,-441.659920939997
56728,9212.30178902067,8974.86673927687,-237.435049743808
56834,8559.89192782307,8356.8746706619,-203.017257161173
57044,9242.04618416887,9061.13821540124,-180.907968767629
57434,10352.8094774851,10039.9607955958,-312.848681889298
57505,10870.803747861,10674.0102879867,-196.793459874316
57664,10443.3597742794,10016.0933625279,-427.266411751501
57665,10098.2224799233,9603.0196425176,-495.202837405683
57712,9980.24207034294,9907.9236548497,-72.3184154932424
57974,10642.4150948675,10023.5525144336,-618.862580433832
58619,10383.953113787,9918.08949834423,-465.863615442793
58647,8680.38862837908,8568.38051110324,-112.008117275833
58736,10775.8474083451,10455.4059351265,-320.441473218558
59023,9457.73618967712,9224.59083743692,-233.145352240193
59068,9697.14515375248,9373.1267489417,-324.018404810789
59100,9946.04850914656,9549.64781882789,-396.400690318669
59142,10196.7799200686,10102.3473241227,-94.4325959458929
59153,9861.01900683664,9698.22996821197,-162.789038624665
59156,8958.99452556844,8753.4050928985,-205.589432669938
59242,10084.8191785389,9759.53995029661,-325.279228242245
59318,10508.506323119,10100.4333392341,-408.072983884913
59575,10414.9856287215,10164.4201093958,-250.565519325635
59729,8897.42857280563,8460.40250010324,-437.026072702396
59742,10450.9179274486,10375.4576976356,-75.4602298129994
59897,9098.58546378295,8821.82679211801,-276.75867166494
59921,9119.09525688796,8755.22189663791,-363.873360250049
59932,10838.7626123897,10638.985606385,-199.77700600475
60024,10514.2430790512,10176.788712801,-337.454366250238
60042,9930.50846138909,9439.83749928003,-490.670962109061
60198,9907.64712654398,9515.20737113962,-392.439755404359
60220,10673.035420699,10360.6287947723,-312.406625926635
60244,9961.59339873119,9621.90795449635,-339.685444234841
60262,9587.21603760972,9350.36458278075,-236.85145482897
60274,10807.6215514427,10120.0401647538,-687.581386688948
