"","X","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"486",3381,3381,6086.70251246856,19477.1789699498,115805.315782386,12640.1586486139,107598700.856113,187411023.277119,295009724.133232,0.0314267457993836,0.0537255811348765,9,11,8,45,1.5,14,30,40,17,0.231879475597473,0.402910684440557,2819,3480,0.171715135774192,0.270355660695736,0.00849567042186091,0.168592080763651,0.141540484649639,439,502,514,83,384
"487",3382,3382,6087.62594125232,19480.6239542895,111329.265811679,12577.0220421531,107794020.970088,186233439.632469,294027460.602557,0.0314291721941077,0.0535043997155493,9,11,8,45,1.5,14,30,40,20,0.232556666824835,0.399218482050671,2829,3446,0.171764980488711,0.270417185204136,0.0082442233533599,0.161298011732747,0.139299103664401,431,504,516,78,368
"488",3383,3383,6296.36689090428,20443.8962013784,61182.6878145199,14571.6432347979,113972761.33909,174911735.998837,288884497.337927,0.0323163316460091,0.052438616147162,9,11,8,45,1.5,14,30,60,17,0.253978878234028,0.363720348730274,3052,3220,0.185702353035555,0.284324791872013,0.0161879770609956,0.0795802909814952,0.122735909394261,375,529,541,189,174
"489",3384,3384,6297.38030888359,20448.5541445527,58076.5299621568,15289.8987981536,114167926.373611,173832131.660074,288000058.033684,0.0323184452137748,0.052227446561196,9,11,8,45,1.5,14,30,60,20,0.254655531787905,0.360335351207742,3056,3209,0.18576974778249,0.284392312014419,0.0190484927897347,0.074518566929196,0.122102529875061,373,531,543,226,167
"490",3385,3385,3604.2168007051,10451.1008125546,174782.843982226,24604.5282205867,98792462.1152831,201392874.760589,300185336.875872,0.0303687378862586,0.055229530312464,9,11,8,45,1.5,17,22,40,17,0.201347506820748,0.44674946030745,2074,4021,0.0411188123601966,0.104957185238969,0.0561448207955517,0.264700516723262,0.125468800775477,384,198,188,464,610
"491",3386,3386,3602.9983083065,10434.959825704,168965.078299228,23820.4125404969,98965463.2666191,200144966.703764,299110429.970383,0.030371079258152,0.0550027017294992,9,11,8,45,1.5,17,22,40,20,0.201947316331526,0.442836762359663,2098,3963,0.0408852720005627,0.104876001776712,0.0530220113799606,0.255220018342966,0.121624863672333,372,194,186,456,592
"492",3387,3387,3761.33547827186,10920.8852642646,101917.906958847,13631.0315528897,105226424.630482,188286996.432268,293513421.06275,0.0313163184983178,0.0539114286441283,9,11,8,45,1.5,17,22,60,17,0.223654594830283,0.40565721560343,2674,3509,0.0479160194218393,0.115425398454531,0.012441908602906,0.145961475814601,0.0801892989005261,216,215,207,141,330
"493",3388,3388,3760.3712717237,10907.501628595,97614.003763956,13749.6480561515,105402319.543868,187142174.345844,292544493.889712,0.0313184086277179,0.0536950011665771,9,11,8,45,1.5,17,22,60,20,0.224264437256948,0.402067733987668,2687,3474,0.0477223745650274,0.115361157080518,0.0129143092226564,0.138947933246642,0.0781753790698987,214,213,205,149,312
"494",3389,3389,3768.75747774289,10945.6577820937,121659.755597763,13434.434211088,106899881.576878,187598519.734136,294498401.311014,0.0313593014874313,0.0537609099839907,9,11,8,45,1.5,17,30,40,17,0.229456610508063,0.4034985618876,2778,3484,0.0482744474892428,0.11591989773464,0.0116589424594561,0.178132342474332,0.0897762545249131,250,219,211,127,412
"495",3390,3390,3767.81154840757,10932.1804202955,117119.078809626,13296.795768803,107091056.141858,186433117.101753,293524173.243611,0.0313616735120134,0.0535419701206872,9,11,8,45,1.5,17,30,40,20,0.230119428769145,0.399844551912157,2793,3453,0.0480794465298591,0.115856874101026,0.0111107853004695,0.170732959054477,0.0873403874326608,232,217,209,119,392
"496",3391,3391,3932.84192063109,11498.854450527,65817.7759424706,13699.0858449301,113348121.929871,175294294.025746,288642415.955617,0.0322405032079837,0.0524882338363784,9,11,8,45,1.5,17,30,60,17,0.251813200979497,0.364919823321859,3039,3228,0.0562785274188043,0.126852213103578,0.0127129407852121,0.0871335249692416,0.0665800878308126,156,239,234,145,190
"497",3392,3392,3932.12635612302,11487.9346176317,62625.7469973994,14331.6439353267,113539076.191853,174225825.110817,287764901.30267,0.032242566880097,0.0522792462621583,9,11,8,45,1.5,17,30,60,20,0.252475255431595,0.361569739869915,3044,3213,0.0561205307780093,0.126804537792432,0.015232158817394,0.0819318673411175,0.0657342215616416,147,237,232,176,178
"498",3489,3489,4673.69011276487,13676.7605822659,119114.82953044,12265.4104187594,100353644.433463,201767406.20391,302121050.637373,0.0305933453618132,0.0555758139967545,9,12,8,45,1.2,14,22,40,17,0.206760256939872,0.447923768303658,2260,4033,0.0877901683093567,0.176212078879718,0.00700320275365704,0.173985188949442,0.107096966948745,325,313,327,62,395
"499",3490,3490,4673.52221431842,13669.3672165545,113946.038681468,12274.0429467937,100548152.364134,200379370.084361,300927522.448495,0.0305960461683444,0.0553251532320378,9,12,8,45,1.2,14,22,40,20,0.207434632259557,0.443571712039008,2289,3970,0.0876831953402856,0.17620089245196,0.00703758255310548,0.165562245169672,0.104556765875283,317,311,325,63,377
"500",3491,3491,4858.13954311396,14374.1145027728,57125.8398106448,15869.0080355709,107598806.36061,187007768.003072,294606574.363682,0.0316545323032201,0.0540917214292043,9,12,8,45,1.2,14,22,60,17,0.23187984139042,0.401646315583757,2820,3469,0.0978800275536975,0.188501235040435,0.0213548460806871,0.07296934392286,0.0855735095198906,228,339,354,256,161
"501",3492,3492,4858.14189379243,14368.7634096976,53719.4698796529,16910.6682564687,107798399.721676,185740586.411654,293538986.13333,0.0316569275805664,0.0538527910085575,9,12,8,45,1.2,14,22,60,20,0.232571848324078,0.397673187287087,2830,3434,0.0978026037745454,0.188501391657101,0.0255033492011626,0.0674184011085362,0.0851373241792388,224,337,355,292,151
"502",3493,3493,4868.41975305255,14402.4535842243,72071.2992946719,11544.4373446034,108917880.974646,186656665.973883,295574546.948529,0.0316629159653828,0.0539325319883715,9,12,8,45,1.2,14,30,40,17,0.23645318378042,0.400545468304539,2888,3457,0.0982900594393026,0.189186165891461,0.00413186429999402,0.097324124117115,0.0879320415912854,236,343,358,37,217
"503",3494,3494,4868.4718621194,14397.2251276204,68422.2839606153,12312.8909953553,109135307.482515,185364057.027595,294499364.51011,0.0316656946579833,0.0536905241269764,9,12,8,45,1.2,14,30,40,20,0.23720701973069,0.396492614936237,2895,3428,0.0982144100600603,0.189189637718176,0.00719229831113191,0.0913777718834219,0.0870518306140134,230,341,359,65,203
"504",3495,3495,5056.25650734674,15167.1167972543,30530.0654123819,28237.4087680511,116503861.0781,172696198.046746,289200059.124846,0.032694069737166,0.0525096526585923,9,12,8,45,1.2,14,30,60,17,0.262754413451341,0.356773738560574,3094,3196,0.109353801911977,0.201701006419158,0.0706130859602531,0.0296294760346929,0.0922837302647107,264,374,390,539,67
"505",3496,3496,5056.46842840804,15163.8256881857,28429.544572099,29869.9584736891,116722680.411703,171517114.003189,288239794.414891,0.0326964985467424,0.0522790510895778,9,12,8,45,1.2,14,30,60,20,0.263513078445321,0.353076831811505,3097,3188,0.109306183584635,0.201715125904434,0.0771148582390613,0.0262065151405687,0.0932006739117028,268,370,391,560,61
"506",3497,3497,2774.89314684298,8509.18950236562,124553.306109648,12993.0854428965,99834936.8175896,201820896.850169,301655833.667758,0.0305399996229791,0.0555890931111146,9,12,8,45,1.2,17,22,40,17,0.204961854103178,0.448091483177121,2200,4037,0.0130217282130855,0.049702539720147,0.00990123231047643,0.182847606449538,0.0703695052146509,178,74,82,101,419
"507",3498,3498,2772.19534769982,8478.52559650134,119318.769637974,12920.9843307409,100025420.720794,200446949.060433,300472369.781228,0.0305426415285454,0.0553408453585712,9,12,8,45,1.2,17,22,40,20,0.205622277781922,0.443783599541093,2228,3973,0.0125780589585592,0.0495227957388412,0.00961408331239963,0.174317525101241,0.0675996534635722,167,69,78,97,398
"508",3499,3499,2881.90893705769,8562.18549862333,61212.6061224732,14790.3850971205,106875621.838258,187249789.325394,294125411.163652,0.0315805255703419,0.0541208788048781,9,12,8,45,1.2,17,22,60,17,0.229372499958272,0.402405150600482,2773,3477,0.0137885155315897,0.0568325902446838,0.0170591356981583,0.0796290451743499,0.0431306754170072,48,83,91,210,175
"509",3500,3500,2879.55758070807,8535.28785175714,57710.4518451094,15736.1240524719,107071127.446783,185994613.576625,293065741.023408,0.0315828823476682,0.0538842334753217,9,12,8,45,1.2,17,22,60,20,0.230050334310808,0.398469665490452,2791,3441,0.0133993394433754,0.0566759284143096,0.0208256239720879,0.0739220143719364,0.0424393450747443,44,77,89,251,163
