"","X","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"27",439,439,12445.1144002069,51370.7076689653,288450.43756261,75948.545567597,103745585.775813,196253692.868877,299999278.644691,0.0311107346287052,0.0549987591413709,6,9,8,45,1.5,14,30,60,17,0.218520402241969,0.430636040467717,2557,3806,0.633175530439351,0.69399219063614,0.260626869652362,0.449930636935948,0.478600796191591,1017,1043,1043,946,945
"28",440,440,12447.6823893967,51390.7367595238,283627.812372807,74609.3259991151,103847564.239851,195504482.786089,299352047.02594,0.0311118931058773,0.0548568250917162,6,9,8,45,1.5,14,30,60,20,0.218873970135315,0.428286962955672,2567,3774,0.633465326909385,0.694163285879496,0.255293310352132,0.442071796825849,0.474735254711171,1014,1044,1044,940,935
"29",444,444,9467.28427048172,37051.7347175167,338979.418852599,99988.8253407257,98344462.0445628,205216083.940211,303560545.984774,0.0304526528972868,0.0558816274120702,6,9,8,45,1.5,17,22,60,20,0.199794252977223,0.458736771896036,2033,4192,0.425997485898322,0.495590821680868,0.356369390730849,0.532271513378892,0.45090993274876,990,905,889,1035,1034
"30",445,445,9468.19064386514,37051.5560165686,367772.173755992,108496.740140409,99272340.242507,204292129.195582,303564469.438089,0.0304784639453511,0.0557765979937446,6,9,8,45,1.5,17,30,40,17,0.203011284561534,0.455839798987345,2129,4150,0.425994900313929,0.495651209853538,0.390252907051368,0.579191530632871,0.475162553338765,1016,904,891,1053,1059
"31",446,446,9470.96044681054,37071.8005898022,362310.59019086,106722.546431415,99409326.6064769,203347319.108023,302756645.7145,0.0304797701307802,0.055616847343,6,9,8,45,1.5,17,30,40,20,0.203486227781977,0.452877436119006,2150,4111,0.426287814555008,0.495835751171264,0.383187025115561,0.570291458515081,0.470468258234447,1010,906,894,1049,1053
"32",447,447,9679.26363665094,38190.3020229523,296179.409697935,79486.6729143413,103048617.571487,197134128.751648,300182746.323135,0.0310537124205224,0.0551010743509238,6,9,8,45,1.5,17,30,60,17,0.216103954984618,0.433396564091901,2495,3840,0.442471163774404,0.5097141915865,0.274717771891057,0.462525593797899,0.411610080778868,953,912,904,967,965
"33",448,448,9681.52373450918,38207.398031753,291348.241279683,78123.8277012807,103148246.892213,196391341.765294,299539588.657507,0.0310548499127495,0.0549605988456512,6,9,8,45,1.5,17,30,60,20,0.21644937820095,0.431067625592581,2504,3811,0.442718522134867,0.509864773214569,0.269290121390749,0.454652831837405,0.407699545038334,946,914,906,959,956
"34",547,547,10537.0785715169,41195.2373601063,263928.203948923,63807.0869235776,99509605.5068039,204685347.531886,304194953.03869,0.0306742319978607,0.0561885260255332,6,10,8,45,1.2,14,22,60,17,0.203833903145303,0.457072697973031,2161,4173,0.485948906852397,0.566867101582541,0.21227244652922,0.409969763857953,0.397235864803139,935,945,953,876,881
"35",548,548,10539.4452231641,41213.0687761687,258557.782011716,62463.2742130944,99619895.1809268,203789106.714941,303409001.895867,0.0306756402128349,0.056023621249928,6,10,8,45,1.2,14,22,60,20,0.204216286701531,0.454262619469246,2170,4129,0.48620690565746,0.567024782479769,0.206920594638428,0.401218246651616,0.393087990014459,927,948,955,868,872
"36",549,549,10547.6232582713,41216.293089105,287909.765033507,69598.2939892302,100583408.715922,203360779.229942,303944187.945864,0.030697240123625,0.0559174433223694,6,10,8,45,1.2,14,30,40,17,0.20755686899009,0.452919639061058,2295,4113,0.486253557526375,0.56756965350664,0.235336436207613,0.449049569303504,0.416080443859938,960,949,957,910,943
"37",550,550,10550.0943003922,41234.8261457379,282359.095863072,68067.5508294139,100703487.038635,202452962.771235,303156449.80987,0.030698803339782,0.0557509523483142,6,10,8,45,1.2,14,30,40,20,0.207973190612489,0.450073266224917,2305,4067,0.486521708213271,0.567734289539649,0.229240117419831,0.440004325313418,0.411624532370559,954,951,959,903,929
"38",551,551,10761.2031723145,42414.043068667,216071.435389085,45241.5592959792,105077796.98438,194474177.673261,299551974.657641,0.0313652991321411,0.0551112257599835,6,10,8,45,1.2,14,30,60,17,0.223139290307695,0.42505653850372,2664,3729,0.503583536391207,0.581799661761487,0.138333605675737,0.331983464385002,0.358171760648761,881,977,977,729,744
"39",552,552,10763.6325816552,42432.4466517409,211413.482734446,44250.9558811671,105195993.237968,193628680.943121,298824674.181089,0.0313666585804717,0.0549517110784227,6,10,8,45,1.2,14,30,60,20,0.223549086638489,0.42240556329542,2672,3692,0.503849813753887,0.581961523962469,0.134388440760099,0.324392970885607,0.354796691036983,877,979,979,721,727
"40",555,555,7766.95017924166,28452.1364004441,271091.76039546,66981.1137469095,99375196.9063498,204671279.226039,304046476.132388,0.0306510542542552,0.0562041841118898,6,10,8,45,1.2,17,22,60,17,0.203367897247307,0.457028588127665,2145,4172,0.301571804726183,0.382304100582886,0.224913286523778,0.421643332198291,0.330742166678435,842,741,723,898,900
"41",556,556,7768.68086873925,28464.1382621499,265716.910880663,65609.8208796979,99483300.3009081,203784781.248281,303268081.549189,0.0306524363916512,0.0560409102443835,6,10,8,45,1.2,17,22,60,20,0.203742700788802,0.454249057376727,2159,4127,0.301745457001908,0.382419409767964,0.219451992500464,0.41288459991241,0.326533951077837,832,745,725,888,890
"42",557,557,7777.0916688237,28471.0146014599,295134.911128681,72923.7746712663,100424517.197428,203360085.834786,303784603.032214,0.0306729023176579,0.0559354757691539,6,10,8,45,1.2,17,30,40,17,0.207005978760524,0.452917464985981,2269,4112,0.301844949230623,0.382979789030067,0.248580454467825,0.460823502731741,0.349786134812008,871,747,727,933,962
"43",558,558,7778.91027778137,28483.567615076,289581.167489941,71367.0512281327,100542200.782009,202462178.310919,303004379.092928,0.0306744366571349,0.0557706431011402,6,10,8,45,1.2,17,30,40,20,0.207413997624842,0.45010216067993,2286,4069,0.302026576001125,0.383100955950636,0.242380666924829,0.451773248658166,0.345271681065251,866,749,729,923,949
"44",559,559,7986.03438242963,29573.2281063828,223193.065649087,48013.1582083876,104844339.283561,194609226.867808,299453566.151369,0.0313314104925992,0.05514183689701,6,10,8,45,1.2,17,30,60,17,0.222329872866053,0.425479972508705,2647,3735,0.31779263202819,0.396900838454223,0.149371741246396,0.343588710767188,0.290826829700558,776,766,756,756,771
"45",560,560,7987.87397325929,29586.2302367853,218518.788259682,46989.2748596606,104960135.82852,193772757.373576,298732893.202095,0.0313327446819038,0.0549839226350391,6,10,8,45,1.2,17,30,60,20,0.222731349205632,0.422857301346699,2654,3701,0.317980756969887,0.397023403316227,0.1452940360773,0.33597161485203,0.287380527336022,766,771,759,746,754
"46",563,563,10535.6796300495,41191.1569087365,264149.399352406,63934.1359345943,100002906.08574,200800099.726255,300803005.811995,0.0306778095995467,0.0554136850810707,6,10,8,45,1.5,14,22,60,17,0.205544217652651,0.444890870127145,2226,3994,0.485889867706327,0.566773895492829,0.212778430350126,0.410330218846812,0.397465347398913,936,944,952,877,883
"47",564,564,10538.0447543634,41208.982308931,258773.044745723,62583.2151357135,100118061.963866,199914046.931598,300032108.895464,0.0306792176488876,0.0552489897995182,6,10,8,45,1.5,14,22,60,20,0.205943472746555,0.442112735205807,2238,3955,0.486147779469132,0.566931474629712,0.207398269874341,0.401569033897492,0.393306041951318,930,946,954,869,873
"48",565,565,10546.2402708466,41212.3567526422,288082.416589049,69714.3606580844,101100562.029647,199492601.389468,300593163.419115,0.0307008875292969,0.0551427549673505,6,10,8,45,1.5,14,30,40,17,0.209349882930787,0.440791332480039,2341,3934,0.486196603546939,0.567477510373434,0.235798681888368,0.449330918343988,0.416273702853781,961,947,956,911,944
"49",566,566,10548.7098464684,41230.8844460409,282527.165970382,68177.6529763606,101225601.509015,198595143.214356,299820744.723371,0.0307024505617111,0.0549764807807767,6,10,8,45,1.5,14,30,40,20,0.209783405299678,0.437977437064602,2355,3897,0.486464676634388,0.567642048699248,0.229678608869361,0.440278208530266,0.411808390286615,955,950,958,905,930
"50",567,567,10759.7745852631,42409.8393394605,216268.253574885,45333.1753565935,105632858.222126,190686759.906442,296319618.128568,0.0313688652050881,0.054338131278645,6,10,8,45,1.5,14,30,60,17,0.225063734202392,0.41318144751236,2703,3579,0.503522713565455,0.581704480500527,0.138698474666334,0.332304194815439,0.358346239657728,882,976,976,732,747
"51",568,568,10762.2025147874,42428.2369225424,211604.339182007,44335.6334945586,105755670.545913,189851084.24085,295606754.786763,0.0313702244934536,0.0541788215861609,6,10,8,45,1.5,14,30,60,20,0.225489534835968,0.410561265325143,2710,3551,0.503788904115581,0.581866244107034,0.134725676776548,0.324703986203268,0.354959928538468,878,978,978,722,728
"52",571,571,7765.8841661367,28449.1190452912,271313.479015494,67111.6633339355,99864387.5489145,200785237.821818,300649625.370732,0.0306546175243454,0.0554293065649139,6,10,8,45,1.5,17,22,60,17,0.20506396226033,0.444844272028291,2206,3992,0.301528147283545,0.382233076229536,0.225433211695431,0.422004639808919,0.330983600153921,843,740,721,899,901
"53",572,572,7767.61158962186,28461.1093835353,265932.842727573,65733.3986593005,99977313.0193279,199908818.667756,299886131.687084,0.0306559994996582,0.0552662407675754,6,10,8,45,1.5,17,22,60,20,0.205455484343507,0.442096342477917,2225,3953,0.301701632828858,0.382348167812767,0.219944151838046,0.413236477529425,0.326764148938566,833,744,724,890,891
"54",573,573,7776.03315952186,28468.0780592901,295308.096707511,73042.5446110761,100937260.900108,199490954.657987,300428215.558095,0.0306765355039679,0.0551607538431948,6,10,8,45,1.5,17,30,40,17,0.208783704209652,0.440786169308882,2322,3933,0.301802461053118,0.38290926462626,0.249053466162075,0.461105722004405,0.34999010158582,872,746,726,934,963
"55",574,574,7777.84853548865,28480.6202486088,289749.893863737,71479.9739089753,101059860.3339,198603293.291346,299663153.625246,0.0306780696636267,0.054996136521793,6,10,8,45,1.5,17,30,40,20,0.209208766735749,0.438002990861886,2337,3899,0.301983931209261,0.38303021614508,0.24283039139779,0.452048201311925,0.345466407283783,867,748,728,924,950
"56",575,575,7984.9112724619,29569.997907887,223390.934321759,48109.0662964873,105394544.68388,190819597.24072,296214141.924599,0.0313349623923159,0.0543686802776228,6,10,8,45,1.5,17,30,60,17,0.224237481164864,0.413597946438203,2685,3584,0.317745895002419,0.396826009956499,0.149753703612606,0.343911153047093,0.291013837989693,777,765,754,758,773
"57",576,576,7986.74776546233,29582.9890278069,218710.842908574,47078.3778165838,105514914.832887,189992844.707941,295507759.540828,0.0313362964250967,0.0542109695977515,6,10,8,45,1.5,17,30,60,20,0.224654814573518,0.411005741891851,2694,3560,0.317933860635885,0.396948368422056,0.1456488964122,0.336284582731275,0.287556489554631,768,770,758,748,755
"58",675,675,8910.90356433734,32845.3312734082,197139.184321622,37165.2286723668,101398908.292517,199632136.069367,301031044.361884,0.0309072283739704,0.055571668328641,6,11,8,45,1.2,14,22,60,17,0.210384274462822,0.441228830301052,2367,3940,0.365135967194714,0.458521315043318,0.106168911160312,0.301131899478396,0.286921699639219,765,830,836,643,685
"59",676,676,8912.91117177743,32859.5592251312,192004.193169784,36246.725669063,101530243.25039,198641051.339,300171294.58939,0.0309088673954971,0.0553883977647931,6,11,8,45,1.2,14,22,60,20,0.210839623784035,0.438121377657099,2376,3902,0.365341828273284,0.458655074205891,0.102510892452362,0.29276403491484,0.283381858705996,760,833,839,633,673
"60",677,677,8910.29197761381,32853.9372330745,220132.272932681,41298.5884322689,102701283.000677,197990033.262867,300691316.263544,0.030932544318757,0.055321994935077,6,11,8,45,1.2,14,30,40,17,0.214899716877617,0.436080171915597,2464,3878,0.365260484916838,0.458480567372061,0.122630378650376,0.338600912706652,0.303117597864888,798,832,835,686,758
"61",678,678,8912.39389921647,32868.7785674954,214787.269568928,40164.5150556424,102844329.466413,196984274.088318,299828603.554731,0.0309343641441122,0.0551365589854711,6,11,8,45,1.2,14,30,40,20,0.215395670979476,0.432926708936732,2475,3835,0.365475220893652,0.45862061032456,0.118113832038153,0.32989081702837,0.299220560963599,790,835,838,678,739
"62",679,679,9139.66610514713,34035.9912581776,151454.99257375,23681.4964934145,107773179.380123,188235344.894091,296008524.274214,0.0316838656610734,0.0543514546894383,6,11,8,45,1.2,14,30,60,17,0.232484407283299,0.405495267079801,2828,3506,0.38236336249703,0.473762883327986,0.0524687660478995,0.226685981668995,0.254971673480072,705,857,865,448,521
"63",680,680,9141.7697950978,34051.1079469116,147172.199869764,23174.8742673947,107914716.403544,187304319.446805,295219035.850349,0.0316854436800758,0.054174298223453,6,11,8,45,1.2,14,30,60,20,0.232975128021974,0.402576124650189,2838,3479,0.382582082514343,0.473903044098711,0.0504510986325749,0.219706840275944,0.252344406995167,701,859,867,440,501
"64",683,683,6201.79862929722,20995.8527058841,203245.579332986,39386.1083703899,100574131.692396,199938277.341056,300512409.033452,0.0308419289257077,0.0555948021911221,6,11,8,45,1.2,17,22,60,17,0.207524704770952,0.442188707368051,2293,3958,0.193688489308242,0.278024072306021,0.115013759194836,0.311082741634839,0.222171462571755,639,545,531,666,703
"65",684,684,6202.79951398007,21000.9638658278,198088.781444646,38428.7305650321,100702852.515524,198956588.900157,299659441.415681,0.0308435404838909,0.0554131909924609,6,11,8,45,1.2,17,22,60,20,0.207970990667612,0.439110715903003,2304,3914,0.193762441548117,0.278090757403086,0.111200918180731,0.302679341310417,0.218534717637585,632,549,533,652,686
