"","year","TB_compartment","DR_compartment","HIV_compartment","G_compartment","prop_of_pop"
"2695",2011,1,1,4,1,0
"2696",2011,1,1,4,2,0
"2697",2011,1,2,1,1,0
"2698",2011,1,2,1,2,0
"2699",2011,1,2,2,1,0
"2700",2011,1,2,2,2,0
"2701",2011,1,2,3,1,0
"2702",2011,1,2,3,2,0
"2703",2011,1,2,4,1,0
"2704",2011,1,2,4,2,0
"2705",2011,2,1,1,1,0
"2706",2011,2,1,1,2,0
"2707",2011,2,1,2,1,0
"2708",2011,2,1,2,2,0
"2709",2011,2,1,3,1,0
"2710",2011,2,1,3,2,0
"2711",2011,2,1,4,1,0
"2712",2011,2,1,4,2,0
"2713",2011,2,2,1,1,0
"2714",2011,2,2,1,2,0
"2715",2011,2,2,2,1,0
"2716",2011,2,2,2,2,0
"2717",2011,2,2,3,1,0
"2718",2011,2,2,3,2,0
"2719",2011,2,2,4,1,0
"2720",2011,2,2,4,2,0
"2721",2011,3,1,1,1,0.224513238132819
"2722",2011,3,1,1,2,0.205237609811144
"2723",2011,3,1,2,1,0.00461619387277418
"2724",2011,3,1,2,2,0.0219023714064192
"2725",2011,3,1,3,1,0
"2726",2011,3,1,3,2,0
"2727",2011,3,1,4,1,0
"2728",2011,3,1,4,2,0
"2729",2011,3,2,1,1,0.00838431179749117
"2730",2011,3,2,1,2,0.00766447505518795
"2731",2011,3,2,2,1,0.000172388982800696
"2732",2011,3,2,2,2,0.000817930882397397
"2733",2011,3,2,3,1,0
"2734",2011,3,2,3,2,0
"2735",2011,3,2,4,1,0
"2736",2011,3,2,4,2,0
"2737",2011,4,1,1,1,0
"2738",2011,4,1,1,2,0
"2739",2011,4,1,2,1,0
"2740",2011,4,1,2,2,0
"2741",2011,4,1,3,1,0
"2742",2011,4,1,3,2,0
"2743",2011,4,1,4,1,0
"2744",2011,4,1,4,2,0
"2745",2011,4,2,1,1,0
"2746",2011,4,2,1,2,0
"2747",2011,4,2,2,1,0
"2748",2011,4,2,2,2,0
"2749",2011,4,2,3,1,0
"2750",2011,4,2,3,2,0
"2751",2011,4,2,4,1,0
"2752",2011,4,2,4,2,0
"2753",2011,5,1,1,1,0
"2754",2011,5,1,1,2,0
"2755",2011,5,1,2,1,0
"2756",2011,5,1,2,2,0
"2757",2011,5,1,3,1,0
"2758",2011,5,1,3,2,0
"2759",2011,5,1,4,1,0
"2760",2011,5,1,4,2,0
"2761",2011,5,2,1,1,0
"2762",2011,5,2,1,2,0
"2763",2011,5,2,2,1,0
"2764",2011,5,2,2,2,0
"2765",2011,5,2,3,1,0
"2766",2011,5,2,3,2,0
"2767",2011,5,2,4,1,0
"2768",2011,5,2,4,2,0
"2769",2011,6,1,1,1,0.00284821697954393
"2770",2011,6,1,1,2,0.00539476764747632
"2771",2011,6,1,2,1,0.0096564729850015
"2772",2011,6,1,2,2,0.0479328976962152
"2773",2011,6,1,3,1,0
"2774",2011,6,1,3,2,0
"2775",2011,6,1,4,1,0
"2776",2011,6,1,4,2,0
"2777",2011,6,2,1,1,7.36460615776664e-05
"2778",2011,6,2,1,2,0.000136874496792987
"2779",2011,6,2,2,1,2.25955571790576e-05
"2780",2011,6,2,2,2,0.000110147375304176
"2781",2011,6,2,3,1,0
"2782",2011,6,2,3,2,0
"2783",2011,6,2,4,1,0
"2784",2011,6,2,4,2,0
"2785",2011,7,1,1,1,0
"2786",2011,7,1,1,2,0
"2787",2011,7,1,2,1,0
"2788",2011,7,1,2,2,0
"2789",2011,7,1,3,1,0
"2790",2011,7,1,3,2,0
"2791",2011,7,1,4,1,0
"2792",2011,7,1,4,2,0
"2793",2011,7,2,1,1,0
"2794",2011,7,2,1,2,0
"2795",2011,7,2,2,1,0
"2796",2011,7,2,2,2,0
"2797",2011,7,2,3,1,0
"2798",2011,7,2,3,2,0
"2799",2011,7,2,4,1,0
"2800",2011,7,2,4,2,0
"2801",2011,8,1,1,1,0
"2802",2011,8,1,1,2,0
"2803",2011,8,1,2,1,0
"2804",2011,8,1,2,2,0
"2805",2011,8,1,3,1,0
"2806",2011,8,1,3,2,0
"2807",2011,8,1,4,1,0
"2808",2011,8,1,4,2,0
"2809",2011,8,2,1,1,0
"2810",2011,8,2,1,2,0
"2811",2011,8,2,2,1,0
"2812",2011,8,2,2,2,0
"2813",2011,8,2,3,1,0
"2814",2011,8,2,3,2,0
"2815",2011,8,2,4,1,0
"2816",2011,8,2,4,2,0
"2817",2012,1,1,1,1,0.244118594161459
"2818",2012,1,1,1,2,0.197628217482243
"2819",2012,1,1,2,1,0.00562031296956183
"2820",2012,1,1,2,2,0.0204835002930776
"2821",2012,1,1,3,1,0
"2822",2012,1,1,3,2,0
"2823",2012,1,1,4,1,0
"2824",2012,1,1,4,2,0
"2825",2012,1,2,1,1,0
"2826",2012,1,2,1,2,0
"2827",2012,1,2,2,1,0
"2828",2012,1,2,2,2,0
"2829",2012,1,2,3,1,0
"2830",2012,1,2,3,2,0
"2831",2012,1,2,4,1,0
"2832",2012,1,2,4,2,0
"2833",2012,2,1,1,1,0
"2834",2012,2,1,1,2,0
"2835",2012,2,1,2,1,0
"2836",2012,2,1,2,2,0
"2837",2012,2,1,3,1,0
"2838",2012,2,1,3,2,0
"2839",2012,2,1,4,1,0
"2840",2012,2,1,4,2,0
"2841",2012,2,2,1,1,0
"2842",2012,2,2,1,2,0
"2843",2012,2,2,2,1,0
"2844",2012,2,2,2,2,0
"2845",2012,2,2,3,1,0
"2846",2012,2,2,3,2,0
"2847",2012,2,2,4,1,0
"2848",2012,2,2,4,2,0
"2849",2012,3,1,1,1,0.221824072521421
"2850",2012,3,1,1,2,0.201062074072861
"2851",2012,3,1,2,1,0.00510702888502049
"2852",2012,3,1,2,2,0.0208394079836716
"2853",2012,3,1,3,1,0
"2854",2012,3,1,3,2,0
"2855",2012,3,1,4,1,0
"2856",2012,3,1,4,2,0
"2857",2012,3,2,1,1,0.00828388652569622
"2858",2012,3,2,1,2,0.00750854218529357
"2859",2012,3,2,2,1,0.000190718921017363
"2860",2012,3,2,2,2,0.000778235152917197
"2861",2012,3,2,3,1,0
"2862",2012,3,2,3,2,0
"2863",2012,3,2,4,1,0
"2864",2012,3,2,4,2,0
"2865",2012,4,1,1,1,0
"2866",2012,4,1,1,2,0
"2867",2012,4,1,2,1,0
"2868",2012,4,1,2,2,0
"2869",2012,4,1,3,1,0
"2870",2012,4,1,3,2,0
"2871",2012,4,1,4,1,0
"2872",2012,4,1,4,2,0
"2873",2012,4,2,1,1,0
"2874",2012,4,2,1,2,0
"2875",2012,4,2,2,1,0
"2876",2012,4,2,2,2,0
"2877",2012,4,2,3,1,0
"2878",2012,4,2,3,2,0
"2879",2012,4,2,4,1,0
"2880",2012,4,2,4,2,0
"2881",2012,5,1,1,1,0
"2882",2012,5,1,1,2,0
"2883",2012,5,1,2,1,0
"2884",2012,5,1,2,2,0
"2885",2012,5,1,3,1,0
"2886",2012,5,1,3,2,0
"2887",2012,5,1,4,1,0
"2888",2012,5,1,4,2,0
"2889",2012,5,2,1,1,0
"2890",2012,5,2,1,2,0
"2891",2012,5,2,2,1,0
"2892",2012,5,2,2,2,0
"2893",2012,5,2,3,1,0
"2894",2012,5,2,3,2,0
"2895",2012,5,2,4,1,0
"2896",2012,5,2,4,2,0
"2897",2012,6,1,1,1,0.00327815697973099
"2898",2012,6,1,1,2,0.00564859958251338
"2899",2012,6,1,2,1,0.010835243821289
"2900",2012,6,1,2,2,0.0464669724195516
"2901",2012,6,1,3,1,0
"2902",2012,6,1,3,2,0
"2903",2012,6,1,4,1,0
"2904",2012,6,1,4,2,0
"2905",2012,6,2,1,1,7.83980719651017e-05
"2906",2012,6,2,1,2,0.000134792307731162
"2907",2012,6,2,2,1,2.08646587126756e-05
"2908",2012,6,2,2,2,9.23810042663782e-05
"2909",2012,6,2,3,1,0
"2910",2012,6,2,3,2,0
"2911",2012,6,2,4,1,0
"2912",2012,6,2,4,2,0
"2913",2012,7,1,1,1,0
"2914",2012,7,1,1,2,0
"2915",2012,7,1,2,1,0
"2916",2012,7,1,2,2,0
"2917",2012,7,1,3,1,0
"2918",2012,7,1,3,2,0
"2919",2012,7,1,4,1,0
"2920",2012,7,1,4,2,0
"2921",2012,7,2,1,1,0
"2922",2012,7,2,1,2,0
"2923",2012,7,2,2,1,0
"2924",2012,7,2,2,2,0
"2925",2012,7,2,3,1,0
"2926",2012,7,2,3,2,0
"2927",2012,7,2,4,1,0
"2928",2012,7,2,4,2,0
"2929",2012,8,1,1,1,0
"2930",2012,8,1,1,2,0
"2931",2012,8,1,2,1,0
"2932",2012,8,1,2,2,0
"2933",2012,8,1,3,1,0
"2934",2012,8,1,3,2,0
"2935",2012,8,1,4,1,0
"2936",2012,8,1,4,2,0
"2937",2012,8,2,1,1,0
"2938",2012,8,2,1,2,0
"2939",2012,8,2,2,1,0
"2940",2012,8,2,2,2,0
"2941",2012,8,2,3,1,0
"2942",2012,8,2,3,2,0
"2943",2012,8,2,4,1,0
"2944",2012,8,2,4,2,0
"2945",2013,1,1,1,1,0.247278708828811
"2946",2013,1,1,1,2,0.198934782261663
"2947",2013,1,1,2,1,0.00628257283043046
"2948",2013,1,1,2,2,0.021342442598799
"2949",2013,1,1,3,1,0
"2950",2013,1,1,3,2,0
"2951",2013,1,1,4,1,0
"2952",2013,1,1,4,2,0
"2953",2013,1,2,1,1,0
"2954",2013,1,2,1,2,0
"2955",2013,1,2,2,1,0
"2956",2013,1,2,2,2,0
"2957",2013,1,2,3,1,0
"2958",2013,1,2,3,2,0
"2959",2013,1,2,4,1,0
"2960",2013,1,2,4,2,0
"2961",2013,2,1,1,1,0
"2962",2013,2,1,1,2,0
"2963",2013,2,1,2,1,0
"2964",2013,2,1,2,2,0
"2965",2013,2,1,3,1,0
"2966",2013,2,1,3,2,0
"2967",2013,2,1,4,1,0
"2968",2013,2,1,4,2,0
"2969",2013,2,2,1,1,0
"2970",2013,2,2,1,2,0
"2971",2013,2,2,2,1,0
"2972",2013,2,2,2,2,0
"2973",2013,2,2,3,1,0
"2974",2013,2,2,3,2,0
"2975",2013,2,2,4,1,0
"2976",2013,2,2,4,2,0
"2977",2013,3,1,1,1,0.218657356510335
"2978",2013,3,1,1,2,0.195006000022729
"2979",2013,3,1,2,1,0.00555539445224378
"2980",2013,3,1,2,2,0.0209209486374899
"2981",2013,3,1,3,1,0
"2982",2013,3,1,3,2,0
"2983",2013,3,1,4,1,0
"2984",2013,3,1,4,2,0
"2985",2013,3,2,1,1,0.0081656274215478
"2986",2013,3,2,1,2,0.00728238174358739
"2987",2013,3,2,2,1,0.000207462863361801
"2988",2013,3,2,2,2,0.000781280239574313
"2989",2013,3,2,3,1,0
"2990",2013,3,2,3,2,0
"2991",2013,3,2,4,1,0
"2992",2013,3,2,4,2,0
"2993",2013,4,1,1,1,0
"2994",2013,4,1,1,2,0
"2995",2013,4,1,2,1,0
"2996",2013,4,1,2,2,0
"2997",2013,4,1,3,1,0
"2998",2013,4,1,3,2,0
"2999",2013,4,1,4,1,0
"3000",2013,4,1,4,2,0
"3001",2013,4,2,1,1,0
"3002",2013,4,2,1,2,0
"3003",2013,4,2,2,1,0
"3004",2013,4,2,2,2,0
"3005",2013,4,2,3,1,0
"3006",2013,4,2,3,2,0
"3007",2013,4,2,4,1,0
"3008",2013,4,2,4,2,0
"3009",2013,5,1,1,1,0
"3010",2013,5,1,1,2,0
"3011",2013,5,1,2,1,0
"3012",2013,5,1,2,2,0
"3013",2013,5,1,3,1,0
"3014",2013,5,1,3,2,0
"3015",2013,5,1,4,1,0
"3016",2013,5,1,4,2,0
"3017",2013,5,2,1,1,0
"3018",2013,5,2,1,2,0
"3019",2013,5,2,2,1,0
"3020",2013,5,2,2,2,0
"3021",2013,5,2,3,1,0
"3022",2013,5,2,3,2,0
"3023",2013,5,2,4,1,0
"3024",2013,5,2,4,2,0
"3025",2013,6,1,1,1,0.00373175489687434
"3026",2013,6,1,1,2,0.00585401502611414
"3027",2013,6,1,2,1,0.0119908753324656
"3028",2013,6,1,2,2,0.0476970877596049
"3029",2013,6,1,3,1,0
"3030",2013,6,1,3,2,0
"3031",2013,6,1,4,1,0
"3032",2013,6,1,4,2,0
"3033",2013,6,2,1,1,8.36736427003783e-05
"3034",2013,6,2,1,2,0.000132251503778222
"3035",2013,6,2,2,1,1.92549759615079e-05
"3036",2013,6,2,2,2,7.61284519277661e-05
"3037",2013,6,2,3,1,0
"3038",2013,6,2,3,2,0
"3039",2013,6,2,4,1,0
"3040",2013,6,2,4,2,0
"3041",2013,7,1,1,1,0
"3042",2013,7,1,1,2,0
"3043",2013,7,1,2,1,0
"3044",2013,7,1,2,2,0
"3045",2013,7,1,3,1,0
"3046",2013,7,1,3,2,0
"3047",2013,7,1,4,1,0
"3048",2013,7,1,4,2,0
"3049",2013,7,2,1,1,0
"3050",2013,7,2,1,2,0
"3051",2013,7,2,2,1,0
"3052",2013,7,2,2,2,0
"3053",2013,7,2,3,1,0
"3054",2013,7,2,3,2,0
"3055",2013,7,2,4,1,0
"3056",2013,7,2,4,2,0
"3057",2013,8,1,1,1,0
"3058",2013,8,1,1,2,0
"3059",2013,8,1,2,1,0
"3060",2013,8,1,2,2,0
"3061",2013,8,1,3,1,0
"3062",2013,8,1,3,2,0
"3063",2013,8,1,4,1,0
"3064",2013,8,1,4,2,0
"3065",2013,8,2,1,1,0
"3066",2013,8,2,1,2,0
"3067",2013,8,2,2,1,0
"3068",2013,8,2,2,2,0
"3069",2013,8,2,3,1,0
"3070",2013,8,2,3,2,0
"3071",2013,8,2,4,1,0
"3072",2013,8,2,4,2,0
"3073",2014,1,1,1,1,0.250675731603738
"3074",2014,1,1,1,2,0.201947594228637
"3075",2014,1,1,2,1,0.00697902689415715
"3076",2014,1,1,2,2,0.0218414626346429
"3077",2014,1,1,3,1,0
"3078",2014,1,1,3,2,0
"3079",2014,1,1,4,1,0
"3080",2014,1,1,4,2,0
"3081",2014,1,2,1,1,0
"3082",2014,1,2,1,2,0
"3083",2014,1,2,2,1,0
"3084",2014,1,2,2,2,0
"3085",2014,1,2,3,1,0
"3086",2014,1,2,3,2,0
"3087",2014,1,2,4,1,0
"3088",2014,1,2,4,2,0
"3089",2014,2,1,1,1,0
"3090",2014,2,1,1,2,0
"3091",2014,2,1,2,1,0
"3092",2014,2,1,2,2,0
"3093",2014,2,1,3,1,0
"3094",2014,2,1,3,2,0
"3095",2014,2,1,4,1,0
"3096",2014,2,1,4,2,0
"3097",2014,2,2,1,1,0
"3098",2014,2,2,1,2,0
"3099",2014,2,2,2,1,0
"3100",2014,2,2,2,2,0
"3101",2014,2,2,3,1,0
"3102",2014,2,2,3,2,0
"3103",2014,2,2,4,1,0
"3104",2014,2,2,4,2,0
"3105",2014,3,1,1,1,0.215249208409043
"3106",2014,3,1,1,2,0.189376435894537
"3107",2014,3,1,2,1,0.00599272217067842
"3108",2014,3,1,2,2,0.0204818401737902
"3109",2014,3,1,3,1,0
"3110",2014,3,1,3,2,0
"3111",2014,3,1,4,1,0
"3112",2014,3,1,4,2,0
"3113",2014,3,2,1,1,0.00803835218125058
"3114",2014,3,2,1,2,0.00707214905830221
"3115",2014,3,2,2,1,0.000223794603884256
"3116",2014,3,2,2,2,0.000764881998191334
"3117",2014,3,2,3,1,0
"3118",2014,3,2,3,2,0
"3119",2014,3,2,4,1,0
"3120",2014,3,2,4,2,0
"3121",2014,4,1,1,1,0
"3122",2014,4,1,1,2,0
"3123",2014,4,1,2,1,0
"3124",2014,4,1,2,2,0
"3125",2014,4,1,3,1,0
"3126",2014,4,1,3,2,0
"3127",2014,4,1,4,1,0
"3128",2014,4,1,4,2,0
"3129",2014,4,2,1,1,0
"3130",2014,4,2,1,2,0
"3131",2014,4,2,2,1,0
"3132",2014,4,2,2,2,0
"3133",2014,4,2,3,1,0
"3134",2014,4,2,3,2,0
"3135",2014,4,2,4,1,0
"3136",2014,4,2,4,2,0
"3137",2014,5,1,1,1,0
"3138",2014,5,1,1,2,0
"3139",2014,5,1,2,1,0
"3140",2014,5,1,2,2,0
"3141",2014,5,1,3,1,0
"3142",2014,5,1,3,2,0
"3143",2014,5,1,4,1,0
"3144",2014,5,1,4,2,0
"3145",2014,5,2,1,1,0
"3146",2014,5,2,1,2,0
"3147",2014,5,2,2,1,0
"3148",2014,5,2,2,2,0
"3149",2014,5,2,3,1,0
"3150",2014,5,2,3,2,0
"3151",2014,5,2,4,1,0
"3152",2014,5,2,4,2,0
"3153",2014,6,1,1,1,0.00409962616577554
"3154",2014,6,1,1,2,0.00598571521053328
"3155",2014,6,1,2,1,0.0131706172850737
"3156",2014,6,1,2,2,0.0478002493179966
"3157",2014,6,1,3,1,0
"3158",2014,6,1,3,2,0
"3159",2014,6,1,4,1,0
"3160",2014,6,1,4,2,0
"3161",2014,6,2,1,1,8.85992599440576e-05
"3162",2014,6,2,1,2,0.000130000591873677
"3163",2014,6,2,2,1,1.80757939649344e-05
"3164",2014,6,2,2,2,6.39165239862141e-05
"3165",2014,6,2,3,1,0
"3166",2014,6,2,3,2,0
"3167",2014,6,2,4,1,0
"3168",2014,6,2,4,2,0
"3169",2014,7,1,1,1,0
"3170",2014,7,1,1,2,0
"3171",2014,7,1,2,1,0
"3172",2014,7,1,2,2,0
"3173",2014,7,1,3,1,0
"3174",2014,7,1,3,2,0
"3175",2014,7,1,4,1,0
"3176",2014,7,1,4,2,0
"3177",2014,7,2,1,1,0
"3178",2014,7,2,1,2,0
"3179",2014,7,2,2,1,0
"3180",2014,7,2,2,2,0
"3181",2014,7,2,3,1,0
"3182",2014,7,2,3,2,0
"3183",2014,7,2,4,1,0
"3184",2014,7,2,4,2,0
"3185",2014,8,1,1,1,0
"3186",2014,8,1,1,2,0
"3187",2014,8,1,2,1,0
"3188",2014,8,1,2,2,0
"3189",2014,8,1,3,1,0
"3190",2014,8,1,3,2,0
"3191",2014,8,1,4,1,0
"3192",2014,8,1,4,2,0
"3193",2014,8,2,1,1,0
"3194",2014,8,2,1,2,0
"3195",2014,8,2,2,1,0
"3196",2014,8,2,2,2,0
"3197",2014,8,2,3,1,0
"3198",2014,8,2,3,2,0
"3199",2014,8,2,4,1,0
"3200",2014,8,2,4,2,0
"3201",2015,1,1,1,1,0.253934275710572
"3202",2015,1,1,1,2,0.205183539427725
"3203",2015,1,1,2,1,0.00766324843486208
"3204",2015,1,1,2,2,0.022245246680023
"3205",2015,1,1,3,1,0
"3206",2015,1,1,3,2,0
"3207",2015,1,1,4,1,0
"3208",2015,1,1,4,2,0
"3209",2015,1,2,1,1,0
"3210",2015,1,2,1,2,0
"3211",2015,1,2,2,1,0
"3212",2015,1,2,2,2,0
"3213",2015,1,2,3,1,0
"3214",2015,1,2,3,2,0
"3215",2015,1,2,4,1,0
"3216",2015,1,2,4,2,0
"3217",2015,2,1,1,1,0
"3218",2015,2,1,1,2,0
"3219",2015,2,1,2,1,0
"3220",2015,2,1,2,2,0
"3221",2015,2,1,3,1,0
"3222",2015,2,1,3,2,0
"3223",2015,2,1,4,1,0
"3224",2015,2,1,4,2,0
"3225",2015,2,2,1,1,0
"3226",2015,2,2,1,2,0
"3227",2015,2,2,2,1,0
"3228",2015,2,2,2,2,0
"3229",2015,2,2,3,1,0
"3230",2015,2,2,3,2,0
"3231",2015,2,2,4,1,0
"3232",2015,2,2,4,2,0
"3233",2015,3,1,1,1,0.211899737677533
"3234",2015,3,1,1,2,0.184339335663907
"3235",2015,3,1,2,1,0.00639472685820427
"3236",2015,3,1,2,2,0.0199853945697219
"3237",2015,3,1,3,1,0
"3238",2015,3,1,3,2,0
"3239",2015,3,1,4,1,0
"3240",2015,3,1,4,2,0
"3241",2015,3,2,1,1,0.00791326821202406
"3242",2015,3,2,1,2,0.00688404158080981
"3243",2015,3,2,2,1,0.000238807227069869
"3244",2015,3,2,2,2,0.000746342535798743
"3245",2015,3,2,3,1,0
"3246",2015,3,2,3,2,0
"3247",2015,3,2,4,1,0
"3248",2015,3,2,4,2,0
"3249",2015,4,1,1,1,0
"3250",2015,4,1,1,2,0
"3251",2015,4,1,2,1,0
"3252",2015,4,1,2,2,0
"3253",2015,4,1,3,1,0
"3254",2015,4,1,3,2,0
"3255",2015,4,1,4,1,0
"3256",2015,4,1,4,2,0
"3257",2015,4,2,1,1,0
"3258",2015,4,2,1,2,0
"3259",2015,4,2,2,1,0
"3260",2015,4,2,2,2,0
"3261",2015,4,2,3,1,0
"3262",2015,4,2,3,2,0
"3263",2015,4,2,4,1,0
"3264",2015,4,2,4,2,0
"3265",2015,5,1,1,1,0
"3266",2015,5,1,1,2,0
"3267",2015,5,1,2,1,0
"3268",2015,5,1,2,2,0
"3269",2015,5,1,3,1,0
"3270",2015,5,1,3,2,0
"3271",2015,5,1,4,1,0
"3272",2015,5,1,4,2,0
"3273",2015,5,2,1,1,0
"3274",2015,5,2,1,2,0
"3275",2015,5,2,2,1,0
"3276",2015,5,2,2,2,0
"3277",2015,5,2,3,1,0
"3278",2015,5,2,3,2,0
"3279",2015,5,2,4,1,0
"3280",2015,5,2,4,2,0
"3281",2015,6,1,1,1,0.00426922739570771
"3282",2015,6,1,1,2,0.00601968556148336
"3283",2015,6,1,2,1,0.0142984029532342
"3284",2015,6,1,2,2,0.0476878327465467
"3285",2015,6,1,3,1,0
"3286",2015,6,1,3,2,0
"3287",2015,6,1,4,1,0
"3288",2015,6,1,4,2,0
"3289",2015,6,2,1,1,9.22702410282341e-05
"3290",2015,6,2,1,2,0.000128776864954123
"3291",2015,6,2,2,1,1.76451491502637e-05
"3292",2015,6,2,2,2,5.81945096450041e-05
"3293",2015,6,2,3,1,0
"3294",2015,6,2,3,2,0
"3295",2015,6,2,4,1,0
"3296",2015,6,2,4,2,0
"3297",2015,7,1,1,1,0
"3298",2015,7,1,1,2,0
"3299",2015,7,1,2,1,0
"3300",2015,7,1,2,2,0
"3301",2015,7,1,3,1,0
"3302",2015,7,1,3,2,0
"3303",2015,7,1,4,1,0
"3304",2015,7,1,4,2,0
"3305",2015,7,2,1,1,0
"3306",2015,7,2,1,2,0
"3307",2015,7,2,2,1,0
"3308",2015,7,2,2,2,0
"3309",2015,7,2,3,1,0
"3310",2015,7,2,3,2,0
"3311",2015,7,2,4,1,0
"3312",2015,7,2,4,2,0
"3313",2015,8,1,1,1,0
"3314",2015,8,1,1,2,0
"3315",2015,8,1,2,1,0
"3316",2015,8,1,2,2,0
"3317",2015,8,1,3,1,0
"3318",2015,8,1,3,2,0
"3319",2015,8,1,4,1,0
"3320",2015,8,1,4,2,0
"3321",2015,8,2,1,1,0
"3322",2015,8,2,1,2,0
"3323",2015,8,2,2,1,0
"3324",2015,8,2,2,2,0
"3325",2015,8,2,3,1,0
"3326",2015,8,2,3,2,0
"3327",2015,8,2,4,1,0
"3328",2015,8,2,4,2,0
"3329",2016,1,1,1,1,0.257284680729925
"3330",2016,1,1,1,2,0.209066533894895
"3331",2016,1,1,2,1,0.00833460779284849
"3332",2016,1,1,2,2,0.0227081467046753
"3333",2016,1,1,3,1,0
"3334",2016,1,1,3,2,0
"3335",2016,1,1,4,1,0
"3336",2016,1,1,4,2,0
"3337",2016,1,2,1,1,0
"3338",2016,1,2,1,2,0
"3339",2016,1,2,2,1,0
"3340",2016,1,2,2,2,0
"3341",2016,1,2,3,1,0
"3342",2016,1,2,3,2,0
"3343",2016,1,2,4,1,0
"3344",2016,1,2,4,2,0
"3345",2016,2,1,1,1,0
"3346",2016,2,1,1,2,0
"3347",2016,2,1,2,1,0
"3348",2016,2,1,2,2,0
"3349",2016,2,1,3,1,0
"3350",2016,2,1,3,2,0
"3351",2016,2,1,4,1,0
"3352",2016,2,1,4,2,0
"3353",2016,2,2,1,1,0
"3354",2016,2,2,1,2,0
"3355",2016,2,2,2,1,0
"3356",2016,2,2,2,2,0
"3357",2016,2,2,3,1,0
"3358",2016,2,2,3,2,0
"3359",2016,2,2,4,1,0
"3360",2016,2,2,4,2,0
"3361",2016,3,1,1,1,0.208043668899381
"3362",2016,3,1,1,2,0.179402744459466
"3363",2016,3,1,2,1,0.0067394699876505
"3364",2016,3,1,2,2,0.019486159570881
"3365",2016,3,1,3,1,0
"3366",2016,3,1,3,2,0
"3367",2016,3,1,4,1,0
"3368",2016,3,1,4,2,0
"3369",2016,3,2,1,1,0.00776926564354534
"3370",2016,3,2,1,2,0.00669968755242818
"3371",2016,3,2,2,1,0.000251681451820973
"3372",2016,3,2,2,2,0.000727698905136634
"3373",2016,3,2,3,1,0
"3374",2016,3,2,3,2,0
"3375",2016,3,2,4,1,0
"3376",2016,3,2,4,2,0
"3377",2016,4,1,1,1,0
"3378",2016,4,1,1,2,0
"3379",2016,4,1,2,1,0
"3380",2016,4,1,2,2,0
"3381",2016,4,1,3,1,0
"3382",2016,4,1,3,2,0
"3383",2016,4,1,4,1,0
"3384",2016,4,1,4,2,0
"3385",2016,4,2,1,1,0
"3386",2016,4,2,1,2,0
"3387",2016,4,2,2,1,0
"3388",2016,4,2,2,2,0
"3389",2016,4,2,3,1,0
"3390",2016,4,2,3,2,0
"3391",2016,4,2,4,1,0
"3392",2016,4,2,4,2,0
"3393",2016,5,1,1,1,0
"3394",2016,5,1,1,2,0
"3395",2016,5,1,2,1,0
"3396",2016,5,1,2,2,0
"3397",2016,5,1,3,1,0
"3398",2016,5,1,3,2,0
"3399",2016,5,1,4,1,0
"3400",2016,5,1,4,2,0
"3401",2016,5,2,1,1,0
"3402",2016,5,2,1,2,0
"3403",2016,5,2,2,1,0
"3404",2016,5,2,2,2,0
"3405",2016,5,2,3,1,0
"3406",2016,5,2,3,2,0
"3407",2016,5,2,4,1,0
"3408",2016,5,2,4,2,0
"3409",2016,6,1,1,1,0.00429164027510419
"3410",2016,6,1,1,2,0.00593046882677365
"3411",2016,6,1,2,1,0.0153477713832681
"3412",2016,6,1,2,2,0.0476132487784024
"3413",2016,6,1,3,1,0
"3414",2016,6,1,3,2,0
"3415",2016,6,1,4,1,0
"3416",2016,6,1,4,2,0
"3417",2016,6,2,1,1,9.57811545032503e-05
"3418",2016,6,2,1,2,0.000130303139043706
"3419",2016,6,2,2,1,1.8629255256352e-05
"3420",2016,6,2,2,2,5.78115949952095e-05
"3421",2016,6,2,3,1,0
"3422",2016,6,2,3,2,0
"3423",2016,6,2,4,1,0
"3424",2016,6,2,4,2,0
"3425",2016,7,1,1,1,0
"3426",2016,7,1,1,2,0
"3427",2016,7,1,2,1,0
"3428",2016,7,1,2,2,0
"3429",2016,7,1,3,1,0
"3430",2016,7,1,3,2,0
"3431",2016,7,1,4,1,0
"3432",2016,7,1,4,2,0
"3433",2016,7,2,1,1,0
"3434",2016,7,2,1,2,0
"3435",2016,7,2,2,1,0
"3436",2016,7,2,2,2,0
"3437",2016,7,2,3,1,0
"3438",2016,7,2,3,2,0
"3439",2016,7,2,4,1,0
"3440",2016,7,2,4,2,0
"3441",2016,8,1,1,1,0
"3442",2016,8,1,1,2,0
"3443",2016,8,1,2,1,0
"3444",2016,8,1,2,2,0
"3445",2016,8,1,3,1,0
"3446",2016,8,1,3,2,0
"3447",2016,8,1,4,1,0
"3448",2016,8,1,4,2,0
"3449",2016,8,2,1,1,0
"3450",2016,8,2,1,2,0
"3451",2016,8,2,2,1,0
"3452",2016,8,2,2,2,0
"3453",2016,8,2,3,1,0
"3454",2016,8,2,3,2,0
"3455",2016,8,2,4,1,0
"3456",2016,8,2,4,2,0
"3457",2017,1,1,1,1,0.259787358630079
"3458",2017,1,1,1,2,0.212939455046131
"3459",2017,1,1,2,1,0.00888920120180622
"3460",2017,1,1,2,2,0.0230363112560653
"3461",2017,1,1,3,1,0
"3462",2017,1,1,3,2,0
"3463",2017,1,1,4,1,0
"3464",2017,1,1,4,2,0
"3465",2017,1,2,1,1,0
