"","variable","avg","max","min"
"1","TB_mort_HIV_neg_male",47.8906625261532,61.60674777399,40.4345887116801
"2","TB_mort_HIV_neg_female",21.9239107490958,28.2773923091851,18.3537848736399
"3","TB_mort_HIV_pos_male",72.1351658896707,82.00841627711,62.65816542275
"4","TB_mort_HIV_pos_female",77.2430183792556,88.5024596942899,68.3357546339698
