"calibration_group","max_mort_model","min_mort_model","mean_mort_model"
"HIV_neg_female",25.686801842681,16.592249650581,19.5011373147496
"HIV_neg_male",69.8698920450202,45.8427749027401,53.657350346896
"HIV_pos_female",110.55398057371,71.9613577435698,90.5158266571775
"HIV_pos_male",132.12029154722,83.97040674246,106.664710439616
