"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
733,5170.48704407178,21450.5915927723,176538.152871469,52638.6698919394,406072405.407508,35865803.9775837,6,11,12,35,1.5,17,30,40,17,0.581944396726392,0.0267347900959555,4057,646,0.0226423737746468,0.0404822240633741,0.00165861074703993,0.115231020402629,0.0450035572469225,343,495,551,4,981
841,4627.5688376627,36448.1657353229,158207.984669962,51061.4722523598,384867884.348346,35404962.8210274,6,12,12,35,1.2,17,22,40,17,0.538820646196881,0.0204524153028017,3576,480,0.115624803480478,0.0188338310103579,0.000289429723951991,0.0991863159979908,0.0584835950531946,558,1199,308,2,895
849,5671.33050496145,20360.2111439448,144539.659013059,52546.1888548294,387557012.739548,34344658.2052374,6,12,12,35,1.5,14,22,40,17,0.544289541323559,0.00599790989125853,3643,50,0.015882198930899,0.0604529230957123,0.00157832703507577,0.0872222007503564,0.0412839124530109,265,352,678,3,819
857,4632.85637763286,36468.5409014192,158409.709083799,50728.0701165256,386807330.310149,34974861.7455336,6,12,12,35,1.5,17,22,40,17,0.54276490806391,0.0145891018449012,3623,274,0.115751126073138,0.0190446670851226,0,0.099362888768935,0.0585396704817989,559,1201,315,1,898
2598,4386.38284909683,25727.1232937447,44987.4722478479,199662.711830153,264861410.635305,36955954.0585747,8,12,8,45,1.2,14,30,40,20,0.294762823816057,0.0415961610740849,2892,1007,0.0491561489019352,0.00921674869903046,0.1292916499476,8.24979432712799e-05,0.0469367613729591,365,796,96,1498,4
2614,4390.18972494502,25744.0051798188,44930.6708352269,198649.057660692,266362745.957452,36260996.9379698,8,12,8,45,1.5,14,30,40,20,0.297816097677455,0.0321222218768211,2911,798,0.0492608137477476,0.00936854457489693,0.128411686639279,3.2778711824476e-05,0.046768455918437,364,798,100,1495,2
4426,9400.72893151059,111581.781430332,44931.5912686998,163946.895461112,398016686.896071,35388272.0298768,10,12,12,35,1.2,17,22,40,20,0.565561437901057,0.0202248796235097,3892,473,0.58144054631354,0.209159453906734,0.0982863930480131,3.3584382718189e-05,0.222229994412751,1535,1975,1285,1364,3
4442,9409.99764421453,111614.42191419,44893.2230090771,162982.881795668,399992795.726878,35078926.2364699,10,12,12,35,1.5,17,22,40,20,0.569580261245434,0.01600775147161,3929,324,0.581642911807252,0.209529035794653,0.0974495231570113,0,0.222155367689729,1533,1976,1286,1358,1
4904,6252.37419472744,17798.4964547667,64548.6497547628,165388.256443427,270881870.272034,37690105.9041318,11,9,8,45,1.2,14,30,60,20,0.307006665529005,0.0516044187638753,2961,1296,0,0.0836215367626324,0.0995376529122695,0.0172047254894056,0.0500909787910769,413,1,816,1378,191
4920,6254.50896451976,17810.1691709716,64578.9026581625,164471.695960978,272392123.592568,37050669.9680073,11,9,8,45,1.5,14,30,60,20,0.310078075972532,0.0428873670210036,2976,1035,7.23688713707219e-05,0.0837066588583665,0.0987419776033611,0.0172312063643814,0.0499380529243699,411,2,817,1370,192
4932,5992.78114040256,17813.4509590064,75458.9096677322,95607.8497599175,411917993.09025,38913503.7934541,11,9,12,35,1.2,14,22,60,20,0.593832600389451,0.0682822782660744,4167,1737,9.27154035735026e-05,0.0732704886535113,0.0389605849425955,0.0267546594211074,0.0347696121051969,92,3,760,848,355
4948,5995.08182341256,17824.8795985668,75594.84074511,94989.7596666724,413941981.053862,38693782.0671188,11,9,12,35,1.5,14,22,60,20,0.597948795788253,0.0652869419871869,4205,1678,0.000163571040922424,0.0733622263950401,0.0384240147595109,0.0268736421784916,0.0347058635934913,91,4,761,842,358
3496,4171.36124420264,29599.0998671098,153247.418134049,433961.791795559,291480494.208738,38093273.9030948,9,12,8,45,1.2,14,30,60,20,0.348898199764522,0.0571005695265773,3098,1467,0.073161750483467,0.000642948515707139,0.332689021313888,0.0948442487090647,0.125334492255532,1124,967,4,1957,869
5159,4170.17139816998,32302.9681400294,167935.312549769,458998.438066301,292305998.35936,38271891.95683,11,11,8,45,1.2,14,30,60,17,0.350577032073594,0.059535563759241,3100,1533,0.0899252776533224,0.00059550443613201,0.354423583993555,0.107700809632897,0.138161293928977,1195,1085,3,1976,944
5160,4155.23679311261,32099.7897548782,173686.061252451,472055.935440582,293333954.610642,38005071.6245713,11,11,8,45,1.2,14,30,60,20,0.35266759232779,0.0558981600555231,3102,1429,0.0886656059400509,0,0.365758927875158,0.112734536657416,0.141789767618156,1220,1069,1,1983,972
5176,4159.7838850903,32120.7806908626,173395.236685505,470272.871838492,294936796.484985,37561592.9966087,11,11,8,45,1.5,14,30,60,20,0.355927300619931,0.0498524783407329,3106,1237,0.0887957462021408,0.000181311352648094,0.364211032553941,0.112479973024449,0.141417015783295,1217,1070,2,1982,971
