"calibration_group","max_mort_model_per100K_gender","min_mort_model_per100K_gender","mean_mort_model_per100K_gender","min_rate","max_rate","expected_rate"
"HIV_neg_female",46.652114772817,30.2368497928516,35.4883798426991,5.67482753734379,30.4291468557645,14.9364952815045
"HIV_neg_male",155.474818511448,101.588986439217,119.107811843023,31.1913714965941,81.8622040830871,53.0139112643772
"HIV_pos_female",201.364007159666,130.986421353456,164.746040340816,76.7365377778753,243.676862217048,144.440783115642
"HIV_pos_male",292.966232179982,186.344281667945,236.728377450682,76.0480546756959,239.894615781797,142.796262910335
