"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
65,28101.8440972243,115388.762618319,1161873.47277933,505286.071610786,354915712.44004,36383165.4563096,6,6,12,35,1.2,14,22,40,17,0.477906750259926,0.0337876729964003,3139,827,0.605043187469957,0.954850217004938,0.394606340968548,0.977711591970548,0.733052834353498,2046,1983,2033,1992,2042
66,28106.3808785339,115425.352191527,1149076.54608814,500258.554056332,355414355.292537,36171857.3381553,6,6,12,35,1.2,14,22,40,20,0.478920842958101,0.0309070344592482,3140,763,0.605270036651462,0.95503111722863,0.39024190276749,0.966510226888083,0.729263320883916,2044,1985,2034,1990,2040
67,28659.0908794187,118793.23735843,967339.86423653,428826.727074484,365929515.421587,36114696.3288774,6,6,12,35,1.2,14,22,60,17,0.500305581661599,0.0301277922437266,3217,741,0.626150356549359,0.977069949601977,0.328231220343365,0.807433053796503,0.684721145072801,2037,1993,2036,1948,2015
68,28663.4171971037,118828.67397891,956362.514031827,424812.781083831,366386434.565704,35946207.5520519,6,6,12,35,1.2,14,22,60,20,0.501234820625689,0.0278308844493621,3229,678,0.626370057618444,0.977242457770999,0.324746673739829,0.797824394604484,0.681545895933439,2035,1997,2038,1942,2011
69,28667.9215360282,118793.374287229,1052862.75282008,444370.330400262,367512516.956473,36300047.5707111,6,6,12,35,1.2,14,30,40,17,0.503524940546799,0.0326545760454982,3245,805,0.626151205484812,0.977422064382696,0.3417247776313,0.882292676036144,0.706897680883738,2041,1994,2040,1962,2029
70,28672.5074654242,118830.798936812,1041172.10401317,439948.738516806,367999190.989854,36121755.6166781,6,6,12,35,1.2,14,30,40,20,0.504514692192033,0.0302240273371113,3249,744,0.62638323199897,0.977604924343749,0.337886349556881,0.872059654585205,0.703483540121201,2039,1998,2042,1958,2027
71,29229.7854448286,122205.854488454,878583.649890553,379378.08257968,378449537.987633,36709827.671834,6,6,12,35,1.2,14,30,60,17,0.525767620075747,0.0382408656843576,3420,920,0.647308007072658,0.999825900902502,0.285304358191988,0.729743247156383,0.665545378330883,2033,2008,2044,1898,1985
72,29234.1516612734,122242.003801772,868528.143272499,375843.897123864,378894640.21543,36569296.6232291,6,6,12,35,1.2,14,30,60,20,0.526672826912445,0.0363250890553603,3432,879,0.647532126717114,1,0.282236296500325,0.720941493154349,0.662677479092947,2031,2010,2046,1890,1981
73,22590.0319746803,88594.0281693858,1187001.69990615,520809.660006896,353879135.369642,36308614.7266799,6,6,12,35,1.2,17,22,40,17,0.475798657798711,0.0327713670133651,3137,808,0.438920353956789,0.735071484491215,0.40808252309614,0.999706751645588,0.645445278297433,2029,1892,1972,2000,2045
74,22593.7007503762,88620.8012580049,1174311.74104197,515788.100185436,354367629.528128,36099654.8958785,6,6,12,35,1.2,17,22,40,20,0.476792111042333,0.0299227412881411,3138,739,0.439086342589809,0.735217773743169,0.403723256862596,0.988599017300513,0.641656597624022,2027,1896,1974,1998,2043
75,23177.382356464,91970.9658409458,995141.738259737,444628.465983513,365095308.958189,36231751.0247535,6,6,12,35,1.2,17,22,60,17,0.498609051411408,0.0317235296476681,3208,784,0.459856797856469,0.758491572037718,0.341948867709234,0.831768501550915,0.598016434788584,2013,1911,1987,1963,2021
76,23180.9819625645,91998.1273363887,984226.342737702,440601.033918395,365542829.659371,36064868.2330342,6,6,12,35,1.2,17,22,60,20,0.499519176710665,0.0294485152979446,3214,720,0.460025194546275,0.758635103211993,0.338452613709763,0.822214072334256,0.594831745950572,2011,1914,1990,1960,2019
77,23173.9880105698,91943.1453960023,1079110.95163322,460083.680643075,366163058.549984,36212566.0994745,6,6,12,35,1.2,17,30,40,17,0.500780539599992,0.0314619929136608,3224,776,0.459684315790919,0.758356225436318,0.355365693913249,0.905268165757856,0.619668600224586,2021,1908,1984,1977,2037
78,23177.8035395793,91971.7663150665,1067503.56144343,455655.295458673,366639486.751762,36035571.9387544,6,6,12,35,1.2,17,30,40,20,0.50174945424142,0.0290491362535651,3230,711,0.459861760660983,0.758508366349495,0.351521368506432,0.895108021974285,0.616249879372799,2019,1912,1988,1972,2035
79,23758.8782729647,95333.3442109576,905813.567931581,394817.248051385,376849245.797166,36575426.3613881,6,6,12,35,1.2,17,30,60,17,0.522513097089659,0.0364086521485229,3390,883,0.480702976542595,0.781678217853842,0.298707251935735,0.753578052223524,0.578666624638924,2005,1932,2000,1927,1989
80,23762.5972907089,95362.0386956588,895810.486005304,391262.437251443,377284778.517489,36435151.78377,6,6,12,35,1.2,17,30,60,20,0.523398842366634,0.0344963718367259,3401,842,0.480880877507199,0.78182651046394,0.295621285176842,0.744822186435599,0.575787714895895,2003,1934,2002,1921,1987
