"sim_id","total_in_confidence","beta_1","beta_2","phi_1.","phi_2.","phi_3.","phi_4.","varepsilon_1","varepsilon_2","iota_1.","iota_2.","xi_","zeta_","omega_","pi_34.","pi_36.","pi_46.","theta_1.","theta_2.","theta_3.","theta_4.","pi_56.","pi_67.","pi_86.","upsilon_1.","upsilon_2.","upsilon_3.","upsilon_4.","pi_76.","eta.baselinefactor_1","eta.baselinefactor_2","eta_23.1","eta_23.2","mu.baselinefactor_1","mu.baselinefactor_2","risk.other_1.","risk.other_2.","risk.other_3.","risk.other_4.","gamma_1.","gamma_2.","alpha.out_","risk.TB_1.","risk.TB_2.","risk.TB_3.","risk.TB_4."
954,20,13.1745321926452,13.4320614268187,1,1.06079179394734,0.605741043974412,0.98305713118661,0.0325492275673161,0.0397154134025157,0.575652841722942,1,3.61046987866812,0.366376063057058,2,0.5,0.0213232776597255,0.00119665359487796,1,8.63535732547324,21.1700412965589,3.5248459118435,0.00252694749468108,2,0.00271266800527306,0.200086190770593,0.359040141158239,0.330999806445743,0.357917093193124,0.00893693430771208,1.20149772010411,0.893912529474186,0.148197389515341,0.106281684123597,1.01151937235433,1.18598350814573,1,6.62534238043964,32.9744717104299,1.58551855954047,1,0,0.0222222222222222,15.7710391988593,25.6404214463446,54.5661995511564,14.7990873500032
1104,20,11.0572860438098,10.7463490279441,1,0.787777172774875,0.610133580358135,0.775486595519013,0.0405102137859841,0.0362373334457014,0.568260658167452,1,4.78249146698191,0.363034112606634,2,0.5,0.0254078272881589,0.00115861971106352,1,9.81061924632431,18.3155547648102,2.64875777685196,0.00275005092377713,2,0.00399579659685644,0.206231869489005,0.27604507369873,0.256680306801549,0.33956140562079,0.012104894183038,1.07394549128917,1.2328473549378,0.159884335893978,0.0969864849022725,0.859128280968125,1.0763033479907,1,8.70680428597816,36.1906950377258,1.29999705797037,1,0,0.0222222222222222,15.8109247816141,26.5262069735069,46.2287167816481,17.5178209807434
1119,20,10.4923170841463,12.555897593383,1,0.962765579028492,0.559683222489584,0.717147101965956,0.0413947982971414,0.037554910633854,0.699581015763297,1,4.46228763095229,0.476464488606498,2,0.5,0.025740132843521,0.00105144104447539,1,7.83564892984302,17.2538041181291,2.62626011262465,0.00356736346091025,2,0.00257024213703972,0.217781332264925,0.403927988817184,0.27221114994524,0.354887438839144,0.0084617019016283,1.19045777639228,0.883234706939115,0.154995099741726,0.0812717572946756,1.12904704140456,1.12087993443148,1,9.95453074484397,26.3352325954773,1.65732762203512,1,0,0.0222222222222222,14.148387975162,19.5247280850102,60.6736747496321,15.4035509547402
1177,20,10.1368378413538,8.65069880389025,1,1.11816351550288,0.656098475296421,0.735340853838822,0.0386360899865648,0.0410244525841294,0.529805500759437,1,3.51661039702402,0.475972494409464,2,0.5,0.0258207964647007,0.00111599864122075,1,9.99473408177744,15.3177177285475,3.17942690203652,0.00247998343335907,2,0.00310632403754537,0.200335571549184,0.288928155050721,0.405454727767988,0.335303901984294,0.0107217600624543,1.09838075938799,0.821978529802526,0.125111041176093,0.0869950693411898,0.810275139471131,1.04263508480974,1,8.17295609864918,25.4472149586025,1.27583805514811,1,0,0.0222222222222222,16.2459935553409,31.6360891274279,51.1028214099859,19.3497577609125
1277,20,12.691638600813,8.98261807517642,1,0.82790752575548,0.497689139154956,0.744761311273622,0.0320651220101041,0.0347556181628482,0.728689308886958,1,4.41127843897701,0.341784590253083,2,0.5,0.0289878675806463,0.00111863603122643,1,12.1095993711966,16.4280573236947,2.57068991129699,0.00292165090198408,2,0.00351144958650181,0.275670519817588,0.254149812639434,0.250593808541318,0.401677767192205,0.00903728713727334,1.10082202271223,1.07307627378056,0.110515924972797,0.0904714259476094,1.21234456944915,1.14430281161471,1,8.16180453075946,30.808350904299,1.12565541722842,1,0,0.0222222222222222,15.96653497537,25.0343808348652,45.7229513589938,20.1310832127321
1284,20,13.2902373906001,10.7824443555063,1,1.04047000760952,0.740005356282277,0.757408015133717,0.0379235671955685,0.0332689477904233,0.814097932241651,1,4.72121549011944,0.445608006023751,2,0.5,0.0221947866210864,0.00118085414301812,1,12.2312077293659,19.3536152250392,3.08408077870911,0.00346945036270818,2,0.00370514056246143,0.261891049980477,0.416168352863352,0.347291448990066,0.412537383396169,0.0107281358822051,1.13800267628399,0.939403681096511,0.105669375478481,0.112081017849235,1.02454601421167,0.942637621561233,1,8.79431546583834,36.192615005819,1.54630973214044,1,0,0.0222222222222222,15.8912412201237,20.0267156864635,60.625552334308,17.8584917643856
1292,20,10.5028877958209,11.4259947252316,1,0.678715433166739,0.460001767567579,1.08358615969794,0.0352320333882379,0.0420217375144467,0.78841893428459,1,4.30122394876149,0.356919135872002,2,0.5,0.0269262264094207,0.00117275588365014,1,11.501055753795,14.4879271471049,2.64640759252172,0.00335508853067824,2,0.00406710385137022,0.2098274120673,0.251021542730303,0.2582068325485,0.358223910046993,0.0114090596070645,1.24649259805838,0.994050980376962,0.12632661094927,0.117862497263886,0.944578009929772,1.06435024292453,1,8.5858573667288,34.8568923168236,1.54393844522087,1,0,0.0222222222222222,14.4924941244436,19.9466597030935,49.5656787403256,17.7889560488598
1438,20,13.2777758181403,11.1744835729415,1,0.984315411715089,0.631511938189227,1.08574337793129,0.0375932673743349,0.0370130669976292,0.712422778261074,1,3.28313351658123,0.458336941432684,2,0.5,0.0239013141896957,0.00123018500485797,1,7.63428464499161,15.103608870924,2.78886590534252,0.00273419169271064,2,0.00264412435628242,0.191510075841864,0.353144182703291,0.387234300222705,0.264779924867652,0.00988609828114972,1.18852744415304,1.08394514933705,0.113783587568093,0.118720292700937,1.03893421314133,1.07364533105373,1,9.69144440213111,36.1732892023121,1.26344117251027,1,0,0.0222222222222222,15.0152352417256,21.9086935127645,60.7058680239449,16.7415319914336
1441,20,8.32842194648158,9.32605356345391,1,1.10522245265244,0.570491147508752,0.867201585577462,0.0431026889537516,0.0378438112558465,0.756833149308201,1,3.98122756506741,0.389693155198809,2,0.5,0.0280420063727303,0.00120147156108685,1,9.27338814200896,13.077763296958,3.31366389518458,0.00281515094706352,2,0.00394520835997261,0.198681577511424,0.282943512224093,0.343713519648619,0.308376485134563,0.0121606069637259,1.2470866618647,1.23854688118719,0.126762831143004,0.0874264890613314,1.0686060558682,1.17755849545946,1,7.93378154036786,26.4996577676034,1.59261711081042,1,0,0.0222222222222222,13.032890419233,28.1866122748143,52.3340999159691,14.6892181272767
1604,20,12.1604623659798,9.5019494119371,1,0.684181997989098,0.46065224658925,0.932294297164322,0.034097189206785,0.0408848602708251,0.710111341407869,1,3.204649509033,0.452524796132411,2,0.5,0.0307016504523067,0.00117338863567722,1,9.32504110745925,16.1374451777519,2.37289051693914,0.00324106395926314,2,0.00274033493578179,0.206298230889727,0.416252102181643,0.2757261239565,0.310896464060172,0.0085201123385761,1.12212480557139,0.923137165441755,0.133931661095969,0.0784018844120272,1.1011232096159,1.1596276668363,1,6.46513797566459,29.3463501177893,1.1561129747929,1,0,0.0222222222222222,13.7995288901004,29.9081000171623,53.3461923487924,16.6191754378022
