"sim_id","total_in_confidence","beta_1","beta_2","phi_1.","phi_2.","phi_3.","phi_4.","varepsilon_","iota_1.","iota_2.","xi_","zeta_","omega_","pi_34.","pi_36.","pi_46.","theta_1.","theta_2.","theta_3.","theta_4.","pi_56.","pi_67.","pi_86.","upsilon_1.","upsilon_2.","upsilon_3.","upsilon_4.","pi_76.","eta.baselinefactor_1","eta.baselinefactor_2","eta_23.1","eta_23.2","mu.baselinefactor_1","mu.baselinefactor_2","risk.other_1.","risk.other_2.","risk.other_3.","risk.other_4.","gamma_1.","gamma_2.","alpha.out_","risk.TB_1.","risk.TB_2.","risk.TB_3.","risk.TB_4."
108,20,16.9940792391392,16.3741389643232,1,1.05251626540428,0.631172392469557,1.02701587063778,0.0355099200333077,0.329918229789359,1,4.55346798944746,0.410568931603135,2,0.5,0.0208495064132352,0.000873696534045974,1,8.82584206480172,17.4313553857252,2.29684887578999,0.00859517054499999,2,0.0113147980127612,0.231153066812851,0.274298362273532,0.287071614981458,0.265706342875471,0.00941032457465209,1.07583668210365,0.792699824079059,0.103985418390589,0.0880333866366557,1.12596584360456,1.16372473555293,1,6.78824921540956,21.3184369581516,1.37659237397884,1,0,0.0222222222222222,12.4100466528528,21.153249553911,49.1260803873343,20.608722488828
147,20,11.4262050610321,12.5658979761498,1,0.948602765691544,0.545912324849101,0.777025946235005,0.033030524109438,0.351315544088846,1,4.88009342304671,0.4920833128239,2,0.5,0.0262108027477112,0.0010080019646812,1,9.44957989856285,17.016249642914,2.30823077233475,0.0138362367360979,2,0.00912760645417066,0.276193555621335,0.289643482533599,0.276684193590458,0.395085144221454,0.0088677548932755,1.10922201373092,0.882924062757073,0.151063238878016,0.0924403379125973,1.072850082211,1.23072000817838,1,6.1818573288277,29.1826625355983,1.33353397053022,1,0,0.0222222222222222,17.2491785214779,27.7120900183066,37.9888728442335,18.3125897649372
197,20,15.1811712603706,16.5453187644403,1,1.05986610276059,0.656626551786596,0.91809584940798,0.0378791320675547,0.347569514607827,1,3.13891070140498,0.370393535375189,2,0.5,0.0243765059562908,0.000926740243135543,1,7.53927864766415,16.1067974303145,3.02212009883384,0.0125875363076818,2,0.00985735061741216,0.20003368226463,0.278318494369758,0.344927603221231,0.359159491970636,0.00787574219178932,1.13020887069523,0.891978561574197,0.0976467753902988,0.113934647665639,1.17770697908889,1.1681807456536,1,7.54735513597944,28.5286577955366,1.03800353866305,1,0,0.0222222222222222,13.1022647765305,20.9027239781954,50.5031285806253,19.0697854963937
267,20,15.2884915371361,15.3132778207305,1,0.769297863889137,0.709726188964866,1.03404631935804,0.0452279752244265,0.400709674623069,1,4.03124131862141,0.306249569914305,2,0.5,0.0248685912752043,0.000910791370175144,1,10.521634061053,15.2403063700422,2.93244719012295,0.00902976732503038,2,0.00923410081000484,0.205247480271805,0.27769441607838,0.273061889331844,0.253371660594836,0.011361322572338,1.23566230545584,0.919548346104487,0.158120159080075,0.0961002192324266,1.1906525292187,1.24566255774862,1,6.09118931062464,31.8756133440395,1.17904862883128,1,0,0.0222222222222222,14.8849957439974,25.7187319125561,42.3425917347646,20.5357715506193
397,20,16.6536158957563,17.2007362192665,1,0.822518568462147,0.675270135110924,0.903305271017435,0.036178920759003,0.413533970343513,1,3.23466374826565,0.471295099581203,2,0.5,0.0197300387713944,0.000922137426895382,1,10.6813563863025,13.7204158092329,3.5710210306198,0.0106855893521226,2,0.00891407242201183,0.26334732476194,0.253817412791997,0.261492745992089,0.350446434027188,0.0075964938231001,1.12106200588336,0.86661988249529,0.127411415995563,0.117540325430023,1.19542470085602,0.958965929193706,1,7.62615451188605,27.3530685434194,1.41643114462307,1,0,0.0222222222222222,17.4109258202052,29.508698712745,51.735766973653,20.7436561895433
408,20,16.1494537137103,14.8561354852256,1,0.859131522298697,0.641716555158801,1.09408105003042,0.0377158299394739,0.453183550356017,1,4.16036989818606,0.440612357196188,2,0.5,0.0209378591555943,0.00095219649446865,1,8.89594882436948,15.0407758172861,3.00774388604889,0.00904352120502508,2,0.0120281727873035,0.237216204200276,0.368378806733372,0.263242329648588,0.414054260333305,0.00844502381673846,1.23174358476581,1.03862742554037,0.123129711795984,0.096689114458495,1.05053897092919,1.22165657863825,1,6.54877048236315,29.378284378877,1.4135172354717,1,0,0.0222222222222222,18.5578248482124,25.402213138826,45.0543537592508,16.2230864273441
442,20,14.0442718647394,11.094323896293,1,0.969428629264884,0.749358414923283,0.688095828988398,0.0444212527271697,0.339324936228308,1,4.57572015922273,0.308893251508887,2,0.5,0.0307342234028557,0.000834089553621815,1,9.79782040468305,19.5879461218168,2.25805102640596,0.010153831971342,2,0.00924978509485777,0.284020614944216,0.290724724328747,0.311504622651653,0.280617976684355,0.00905963823260674,1.18411834899356,0.986112047879057,0.10232229534133,0.103875790203018,1.03003826475282,1.20140358462361,1,9.89897844670725,23.2110161212373,1.15749478328115,1,0,0.0222222222222222,17.1051113630535,22.8161484958039,57.7873954224871,20.8524817393435
601,20,16.7286003991995,15.6463736333286,1,0.745672461437544,0.748139853628235,0.732756268101005,0.0296305315817797,0.404659424696152,1,4.86689025541089,0.452300079560156,2,0.5,0.019999962768003,0.00121667897172216,1,9.4169106212344,15.56191902137,2.56188317819723,0.0107571030447149,2,0.00892013810302266,0.233155773677077,0.366854077202578,0.318530827696519,0.314325347630485,0.00778916349086758,1.24288130031638,1.04454336075254,0.121410260282649,0.105773840986982,1.20372996750534,1.18218274311742,1,9.75636631053379,21.4545782663514,1.3327029975888,1,0,0.0222222222222222,16.3622239945474,23.1984059067407,60.3855738739677,19.6762006946423
974,20,10.5671480647171,16.6919051511093,1,0.877204377306388,0.551857959903204,0.841247553805964,0.0419040530046795,0.335096628567133,1,3.21597316660235,0.486802660943728,2,0.5,0.0267455633092536,0.00104661813172001,1,8.63136207261994,15.905371461835,2.348461703998,0.0112375221556794,2,0.0107625047328696,0.24482288300608,0.393887914751556,0.359883686165796,0.345351668033164,0.0112185459400953,0.995975145800312,0.826654688358697,0.141527979287696,0.109748123205282,0.974072244857939,1.24083417495067,1,8.34885402912541,21.0419998460532,1.50633766053893,1,0,0.0222222222222222,12.8935453484587,29.4816096469201,59.7544489695988,14.8795662787908
1089,20,12.4354619842115,11.8202734243457,1,1.05537977277414,0.670055720906707,1.09781281925032,0.0290233111868873,0.324716921225465,1,4.44899549938105,0.348881928038414,2,0.5,0.0234341762483487,0.000938633049027667,1,12.2433425422014,17.0497926430377,3.58839912669383,0.0101433304472511,2,0.0121644989929054,0.210394257490611,0.337976590087103,0.273084156497262,0.367216122791941,0.00902194949567122,1.12478562942542,0.835483689632424,0.142739242658268,0.1000405094485,1.24455476891,1.20122730321542,1,6.87006822989927,23.3169190152007,1.21935410199154,1,0,0.0222222222222222,18.7751837420497,21.1243764356931,59.1985250034373,22.6114942110526
1116,20,15.9794522659762,16.3339286111075,1,0.732995247825335,0.665337817899404,0.82145409751012,0.0340421188453605,0.502687294150331,1,4.15648196955953,0.308431702063035,2,0.5,0.0283344970720233,0.000915897593093688,1,8.7701974840163,13.4966135400866,3.13500950941786,0.0116246103871613,2,0.0131333562343525,0.203843474465175,0.286516890693039,0.381833726941816,0.351714757835595,0.00924428814528427,1.17069016899251,0.971328191998842,0.134746990686529,0.0836329691798916,1.21271248636568,1.16446379407093,1,8.81893152737356,30.2143621458742,1.63942388840208,1,0,0.0222222222222222,11.8678599255236,23.9086798978175,58.5574499437658,14.1590065283621
1134,20,14.3381468415755,17.4045197770118,1,1.02288392822727,0.713696001264783,1.06292764189023,0.029135670043206,0.437650267535518,1,3.5263564648744,0.361669811508123,2,0.5,0.0223101741090876,0.00104877977626869,1,8.5656686398643,14.818229043193,2.57671301957716,0.0135864596942009,2,0.0116543189636633,0.200393397102836,0.283481174422901,0.317726364461373,0.302103991315139,0.0099751084843646,1.02234153064568,0.78643528586833,0.137970752899591,0.102622991007342,0.906983899734602,1.01465496827157,1,6.7527109333967,24.3398468409196,1.44497903163579,1,0,0.0222222222222222,16.0835702498617,31.6073383333236,45.5358467171856,23.0517420653562
1308,20,10.8160818419072,12.7298607255692,1,0.786516088343197,0.619516898276479,0.950435845027603,0.0348500400978526,0.391514473696399,1,4.79336844211628,0.343431485971502,2,0.5,0.0298690503663397,0.00118511456834954,1,8.8335338271693,14.1828777172668,2.71027045129808,0.0122498427194583,2,0.0115620500622317,0.187501963060359,0.342057258232066,0.32134441923517,0.360256310107079,0.00816007065922344,1.18630616581926,0.980486730135913,0.155853566113871,0.0920569389559973,1.15089351543909,1.02621946899631,1,8.66202895271824,22.6262921077208,1.26673239732799,1,0,0.0222222222222222,15.410815718122,24.6744083526639,52.6634150879346,22.3465522236234
1375,20,11.6266425766329,13.077608481895,1,1.0558165758177,0.643232863124563,0.85618504849399,0.0293715899956212,0.399763414101787,1,3.75533352103201,0.311136376265835,2,0.5,0.0285399573969252,0.00120659958688948,1,10.0699677323625,14.1651631682572,2.40030877111071,0.00860760231872994,2,0.0109306272329103,0.251739550847378,0.360669366492619,0.303950394190901,0.377905446413722,0.0102859854065286,1.08592811429569,1.03771366270251,0.147356195004797,0.121214573921695,0.856076052386974,1.06349141547193,1,6.75427453364505,29.549017855963,1.57203353726936,1,0,0.0222222222222222,19.3548791720634,26.9304299885739,59.2183069144593,15.2673546675868
1702,20,16.2677655142252,11.064365520352,1,0.796279750087516,0.526362386238608,0.793147917329416,0.0372504383152476,0.408360309190528,1,3.64445083502362,0.311331225831985,2,0.5,0.0272014431322292,0.00114794058062495,1,10.0290615157116,19.4450433413201,2.87004907467056,0.011775901156342,2,0.0114772947802304,0.218635054621917,0.278480431794504,0.302457294545122,0.314273697636537,0.0113302303442792,1.04777751662338,0.797346940464691,0.128798949853512,0.108110430371485,1.1684170577329,1.09362381561985,1,6.11871023419276,29.9725887361753,1.52943321714267,1,0,0.0222222222222222,18.1088433268894,22.7305432051168,46.0013765724194,15.7634573152677
1765,20,12.0934397263634,14.4498228800853,1,1.01234971531092,0.614864852802741,0.915996565506369,0.0446935118327553,0.351767338397032,1,4.96693047051033,0.334839949239719,2,0.5,0.0269409580304048,0.000850618589302837,1,9.92621879673672,14.96995191052,2.47958886277526,0.0140977517875571,2,0.00917035328483105,0.205024331993938,0.365394389095493,0.270818408450026,0.371233020964623,0.0121843912907252,1.06800021779619,0.9442654048309,0.136230214930796,0.0735586328398592,1.01353429156466,1.05830136364257,1,8.8836677350265,22.4054823562291,1.23652883381356,1,0,0.0222222222222222,18.1619287956691,20.8640972652798,51.1663559654421,14.8548027509576
1872,20,13.4645921507274,13.1661431427516,1,1.12140447888801,0.560882092462274,0.843282768743592,0.0319607651996553,0.387231561602479,1,4.55695739885771,0.327909047784505,2,0.5,0.0272785074540726,0.00118656932771253,1,9.81302630265569,15.0594697149456,2.54123810553665,0.0126599148377606,2,0.0112297660469245,0.287137642538139,0.353248826640309,0.352281366026066,0.412110029622428,0.0111685973986235,1.16531608227315,1.02775841304379,0.160921101987179,0.0973682342040657,1.17806112710894,1.14880091059645,1,9.80989336008828,21.8019800947098,1.10857330093906,1,0,0.0222222222222222,14.1715429982533,29.0255262341515,38.024561254561,17.0669732899802
1911,20,12.3961838731329,15.2966735885876,1,0.811899922912529,0.636770976301022,0.78178381541942,0.0293225199419442,0.52004069079419,1,4.66976104752287,0.408361444480923,2,0.5,0.0226587442308365,0.000816661513679716,1,9.96889475443554,16.0793100565913,3.30049933192658,0.0110811312080718,2,0.00852176618516419,0.223561015167132,0.298503806793223,0.298611714178595,0.251739590024479,0.0121431934889099,1.05627205840928,0.899478691065331,0.127321513276706,0.116427558291219,1.21604685938524,1.09772209023026,1,6.25892263041271,20.0643043904129,1.30372662519452,1,0,0.0222222222222222,13.8257673411913,19.7672039897101,47.0865143122658,16.8760973696232
2168,20,15.8278826517315,16.7918018618751,1,0.901521115570963,0.720444693066223,1.10952931981237,0.0386283884553882,0.377274270382091,1,4.41532789816946,0.426525314855651,2,0.5,0.0210224172179933,0.00106708663460587,1,7.869389496192,17.0604796952345,2.30343607612516,0.0100222814488922,2,0.0106135142512948,0.267360211223823,0.253796822210721,0.415190154167952,0.346878862284044,0.0106733475069873,1.20922548040462,0.905988609150555,0.126410716206218,0.0991544013748492,1.09643961343132,0.983234493901132,1,9.9087317301759,22.6231660170259,1.48643214175868,1,0,0.0222222222222222,14.4923811953854,21.7221247203818,50.4492943237438,20.9992650276562
2475,20,14.9180021391466,12.2583066682909,1,1.0304131552593,0.623881887317949,0.993223261962304,0.0332161529864895,0.393584473351939,1,3.32235891021193,0.440888298758057,2,0.5,0.0262494607932949,0.00078902893065643,1,8.45691379755295,19.6179164810031,2.34386224755493,0.0115271420285814,2,0.012107161011529,0.242297495079264,0.331804915988263,0.256208684990961,0.30374825875921,0.00834873037621045,1.2043933743073,0.911371470881093,0.123414588929553,0.0780352048980829,1.18206476720778,0.897721705473287,1,9.34568641810628,32.3278735683422,1.63833518585851,1,0,0.0222222222222222,13.086728537065,24.3804863908301,49.4962164668629,20.5979028596127
2526,20,15.0956210135856,15.1046876510498,1,0.783614097061208,0.72301483271368,0.869151671553044,0.0417541530503406,0.464623254248477,1,3.6818423992494,0.423156716929676,2,0.5,0.0229386416954057,0.00121976378562062,1,11.3075426834007,14.7971317979301,2.60370359015364,0.0123324675389644,2,0.0122246893691246,0.286101888215358,0.378192052433589,0.384339729164688,0.399794072665193,0.00953117672771491,1.21694243479857,0.97902916235995,0.139477741761834,0.0745436361182239,1.20899788524039,1.11310035262059,1,9.45796840855693,32.0687337989443,1.50257659778044,1,0,0.0222222222222222,17.6400613918394,26.9937721150522,46.8196279996373,20.5776379333425
2611,20,10.732894573008,13.0899295826007,1,1.04559767792709,0.738646512324217,1.01385242924353,0.0355818817659403,0.411550021520629,1,3.27827132776747,0.428542044002166,2,0.5,0.0240000643420445,0.00108076950299333,1,9.64362176200575,13.0475861009831,2.56465674053083,0.00917401528876947,2,0.013831692225758,0.191530571681888,0.318906338475785,0.39419486774244,0.29760003726034,0.00892843093725847,1.12744131579972,0.910882012608898,0.143557010114126,0.108890707235993,1.05242986523699,1.11082662964136,1,9.31222646557693,31.1562780479651,1.31891580451205,1,0,0.0222222222222222,13.9504013391154,30.3814923139742,56.6948762126712,14.8494588584651
3014,20,14.6469659444405,13.5331937301378,1,0.882294736983471,0.683783274941665,0.816532640113217,0.0291168019518533,0.453451989912674,1,3.19831906328589,0.421738807475023,2,0.5,0.0250718117427332,0.000874622380100361,1,10.1582169840942,16.2734142801864,2.2984813408186,0.0112814222066962,2,0.00889770916475408,0.288366117428862,0.296550056729382,0.277485577922173,0.260198140636813,0.00963038753746582,1.22357034524881,0.826532058804308,0.152479152089667,0.093128786588646,1.22215261384978,1.02614019095482,1,8.02388002925271,24.4697762011491,1.38204620300263,1,0,0.0222222222222222,14.5398164348108,29.2031740340628,39.5685659261152,22.6453387572688
3021,20,11.275979528655,15.8600582027881,1,1.06954744271998,0.655953667709287,0.889552150019302,0.0359513081159007,0.470034919615777,1,4.15705765044137,0.378355769151681,2,0.5,0.0222941817220266,0.00117494698432257,1,11.096347530809,13.2808601076455,3.67427136255658,0.00958377314810535,2,0.00989161577722965,0.23115989842817,0.287519445731729,0.4063807861009,0.369372410037076,0.0123441302713147,1.03799301326056,0.952241316755761,0.121423161347364,0.12076490405864,1.05325567593299,1.18039731346869,1,6.01016718317215,25.4867267916494,1.07764899661419,1,0,0.0222222222222222,13.6432504894026,30.5523903585751,47.5847321797078,21.2873333651925
3024,20,15.697294944893,12.7137303777226,1,1.05070814231132,0.645879442462038,0.802767732943288,0.0448467900431875,0.517314055032779,1,3.66560611999852,0.485350074395049,2,0.5,0.0190864975712022,0.00119985480507903,1,11.6572214768064,13.8505674650681,2.6108273211733,0.0140945057786324,2,0.00947865532643125,0.236880515862522,0.330061046417564,0.303044072724655,0.363479249727393,0.0100642553967281,1.14441642937807,1.09704448711161,0.133674613711549,0.113722759418311,1.17424230788353,1.19686188818486,1,8.35716239881062,22.0861350644751,1.437263594892,1,0,0.0222222222222222,13.689966514264,28.0139055820984,45.3264849011936,15.7461552204562
3321,20,14.4727503908592,15.5737987476315,1,0.874065049518689,0.697039610729761,0.972194657939963,0.0409953346035746,0.527875388721159,1,4.0944098662074,0.326358168582298,2,0.5,0.022530604235706,0.00101226578922453,1,11.5077394551709,19.6782358164411,2.49000474403189,0.0132744975517176,2,0.0131362645434925,0.188579549340442,0.337632757302297,0.319377137173961,0.334429596127971,0.0118345395302335,1.03697145453404,0.889010251404885,0.125854319071143,0.109193767976125,1.01445920651507,0.911905379267184,1,7.45977462323632,26.1344460254327,1.32128823937747,1,0,0.0222222222222222,15.6888322971164,30.530648861618,50.998737417246,19.4212669395674
3453,20,13.6525345755815,14.5063210336461,1,1.01622931714061,0.533271587161991,0.963911605377809,0.0292705396640184,0.493562941166647,1,4.63159676758027,0.397363387195067,2,0.5,0.0210387198271756,0.001034593186949,1,10.3498303337832,13.4525199088119,2.3761892238675,0.0105799610871766,2,0.0106838362756739,0.189601523866249,0.323445180171902,0.383488391701354,0.364124679536521,0.0122709814260717,1.20862537221046,1.20898317551793,0.108069735998102,0.121946213310819,0.855035183408053,1.1106757538078,1,9.09790958823522,30.4375892161199,1.01325004100823,1,0,0.0222222222222222,18.7088320720497,30.8769600041929,44.3861659315414,16.4265107573049
3533,20,12.7968900987715,14.9966399484583,1,0.93775169807637,0.556246629304616,0.942545389183317,0.0416031652725628,0.510520977276256,1,3.00883145367531,0.398615665653542,2,0.5,0.0271145575533296,0.000929073303623172,1,10.2851551055658,15.1428300603758,2.57775478300621,0.0101998812134035,2,0.00877319402314803,0.280347532799121,0.342188534838121,0.294337008202065,0.366455928458736,0.012135704835211,1.0686635871463,0.915584301334464,0.11103821697147,0.103930202601678,1.17832860848553,1.19803624486495,1,8.21953010413885,25.1384990129974,1.48282226481855,1,0,0.0222222222222222,17.9757854392193,28.207631637345,49.0951024108169,16.621269330061
3658,20,11.5970806819288,12.2992488870606,1,0.923884000969893,0.647439518777858,0.721196736896921,0.0383379757460787,0.332562956564732,1,3.48011762002926,0.423383423336457,2,0.5,0.0265505844510506,0.00123716985944694,1,8.75012347537606,14.6095725452904,2.25749820918697,0.0104241368954935,2,0.00890912544867549,0.244704371577425,0.355374181435307,0.375620888476361,0.391760801849298,0.0120178255429994,0.979178811195181,1.03054863328519,0.123819422417281,0.096405989017321,0.802268335441478,0.843403264956621,1,9.2661713126074,29.4716342001787,1.23728615073182,1,0,0.0222222222222222,18.9770790562103,29.3497174824531,59.159410643614,22.1615842497666
3791,20,15.7865306378848,15.9032461016825,1,0.68103424724657,0.576154783467358,1.02464616994667,0.0319299348612733,0.533050096294816,1,4.71691266030122,0.441170220908798,2,0.5,0.0201379116282977,0.00106543423344936,1,8.94099077460023,20.6239021179863,2.61408924325687,0.0133111035054302,2,0.00980272879032095,0.207413278345789,0.332406884705947,0.318038065143072,0.400167080015086,0.0099790366850515,1.18875708793691,1.05518276515291,0.0983644520277577,0.0843105104989,1.20188121300369,1.16065976012834,1,9.88424305103681,24.1862634376726,1.16375623898524,1,0,0.0222222222222222,16.4824134055541,28.1154341298251,51.9756474050912,19.8658608460061
3941,20,14.7235106610735,14.7429059563101,1,0.68459102670244,0.697231753186884,0.774161193272098,0.0387908405851961,0.494646238705906,1,4.35446867447648,0.302983161928029,2,0.5,0.0297087404696582,0.00117444740803902,1,9.52181393847886,20.647904462881,3.66552061779817,0.00934263364111103,2,0.0139803310609085,0.254023463883329,0.341306086397267,0.38961169579877,0.382631193831027,0.00988760008647026,1.1072046279649,0.841276649828585,0.104865318656857,0.0849253726683149,1.09054118815284,1.20976169447388,1,8.84949384598496,22.6628457204629,1.51891552111244,1,0,0.0222222222222222,17.1472308530952,31.4345978197931,39.2355249084446,19.0029270350434
3992,20,10.5852025279689,12.4163332037951,1,1.00356895842826,0.589107604660348,1.00312960966735,0.0457345841800247,0.36055907879123,1,3.14682286741327,0.416394960771574,2,0.5,0.0282765063738243,0.000820309353989525,1,8.41927738461025,19.8316580325683,2.35919505379736,0.010591200970813,2,0.0130806900047756,0.310330680206309,0.308878641834999,0.328176616486502,0.325923942644851,0.0109457216449203,1.11882373748869,1.08706921779694,0.106322966461266,0.112998418123472,1.15943596561442,1.14705698041155,1,6.66664928884911,27.0250475322127,1.3520918877592,1,0,0.0222222222222222,17.9310836344458,22.555102881132,58.336456584632,20.7518547883669
