"","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"12",429,4062.5427112583,15676.5813307638,230393.572650244,58150.6944941013,221953776.742916,75010093.8559852,296963870.598901,0.0437121855689782,0.0349245663988149,6,9,8,45,1.2,17,30,40,17,0.210274391457933,0.297032756997086,0.043561428848535,0.046948514597109,0.0355239659989928,0.239805270376856,0.100700759601883,797,524,541,601,1049
"13",430,4057.00438137081,15658.8536372011,222637.636241725,56420.9655587912,222364635.726305,74245410.9574901,296610046.683795,0.0437139235240084,0.0346695136768257,6,9,8,45,1.2,17,30,40,20,0.211125395122698,0.288764572510944,0.0434548491597887,0.0467738256711318,0.03390200110782,0.230891484986279,0.0974837807944138,781,522,539,594,1037
"14",431,4230.06854936921,16558.3806333992,170574.171012344,41888.5841979747,229191815.339013,73383722.9145084,302575538.253521,0.0443526285007423,0.0341778578416254,6,9,8,45,1.2,17,30,60,17,0.225266390221557,0.279447513475234,0.0488628458027245,0.0522325820556297,0.0202750033330777,0.171055698396443,0.077618296090527,689,564,568,449,942
"15",432,4225.36231335801,16545.425459421,164197.117749157,40875.1518662546,229579490.858833,72681502.0765395,302260992.935373,0.0443541117231916,0.0339341264454604,6,9,8,45,1.2,17,30,60,20,0.226069374460542,0.271854704155493,0.0487849587157568,0.0520841388731372,0.0193247089672529,0.163726643435407,0.0750892252385768,675,562,565,434,925
"16",437,6556.33269131754,27040.949284165,217326.52605639,53339.0278910907,224750397.575884,72272043.2950483,297022440.870932,0.0437874663912902,0.0338362369366041,6,9,8,45,1.5,14,30,40,17,0.216066974008237,0.267427403961512,0.111884518651108,0.125607153948561,0.0310120715982018,0.22478750296732,0.12423820688959,858,791,828,563,1031
"17",438,6556.13120330822,27052.813210706,209664.493480408,51694.1704971196,225177676.790051,71516739.7750223,296694416.565073,0.0437892599195716,0.0335773248730457,6,9,8,45,1.5,14,30,40,20,0.216951988555406,0.259260634626277,0.111955845109544,0.125600798652892,0.0294696906565725,0.215981639891535,0.121146727916919,847,792,827,546,1016
"18",439,6823.00766041566,28409.6831463437,159369.15708091,38585.2605081564,230836097.2534,71235488.5074301,302071585.76083,0.0443506350085176,0.0333204942923062,6,9,8,45,1.5,14,30,60,17,0.228672157143114,0.256219586667718,0.120113408015208,0.134018564045673,0.0171774803977259,0.158177938159326,0.103433019979292,818,815,854,402,912
"19",440,6823.21571946439,28423.7438783291,153087.559946227,37666.7224587273,231239334.636153,70535698.1277044,301775032.763858,0.0443522583541146,0.0330730090424453,6,9,8,45,1.5,14,30,60,20,0.229507374345042,0.248653056838705,0.120197941766497,0.134025126603791,0.0163161682944436,0.150958589544357,0.101027041025698,801,817,855,393,891
"20",445,4064.42185210152,15676.1608785229,230728.187627915,58307.5464219313,223806296.691582,71754801.860317,295561098.551899,0.0437160080439606,0.0337679392354203,6,9,8,45,1.5,17,30,40,17,0.214111477487699,0.261834696690757,0.0435589010708068,0.0470077860927279,0.0356710458765734,0.240189838524702,0.100871602753089,799,523,542,603,1050
"21",446,4058.85404472185,15658.4133081276,222954.758260864,56563.4104344827,224225417.170574,71013783.2082758,295239200.37885,0.0437177457594708,0.0335134250081071,6,9,8,45,1.5,17,30,40,20,0.214979593016435,0.253822383436717,0.043452201881651,0.0468321673934155,0.0340355715086977,0.231255948730222,0.0976443299266892,782,521,540,595,1038
"22",447,4231.70884009923,16557.7905147036,170946.252789555,41988.4470355021,231079721.229465,70240918.3761751,301320639.60564,0.044356345129027,0.0330256281517819,6,9,8,45,1.5,17,30,60,17,0.229176770416372,0.245465731251561,0.0488592979826611,0.0522843197873535,0.0203686446043172,0.171483326594395,0.0777843149136165,690,563,569,451,943
"23",448,4226.97483518189,16544.8122352841,164548.042319685,40958.8543269804,231475012.600577,69560975.6759726,301035988.27655,0.0443578281468845,0.0327823979963932,6,9,8,45,1.5,17,30,60,20,0.2299955292097,0.238113805771936,0.0487812719847437,0.0521350007234153,0.0194031966712107,0.164129955962123,0.0752432003316321,676,561,566,435,926
"24",547,4509.26841689855,16747.8864687761,124938.372627561,28468.6540873481,222806154.749929,75108672.8389931,297914827.588922,0.0438999113581382,0.0347885276785679,6,10,8,45,1.2,14,22,60,17,0.21203990429095,0.298098648779902,0.0500021633839269,0.0610390500671989,0.00769114985344184,0.118607136223756,0.0600977285133847,583,571,620,207,803
"25",548,4504.23464731196,16729.0370881552,118477.842768118,28124.278083084,223283650.545142,74213578.1311914,297497228.676334,0.0439019190504282,0.0344888655846946,6,10,8,45,1.2,14,22,60,20,0.213028931397732,0.288420377968249,0.0498888400622811,0.0608802758842658,0.00736822885878405,0.111182142819576,0.0577189346928175,562,569,617,195,778
"26",549,4531.85931443044,16869.9318047596,121799.514101549,25009.0484268897,228896640.608537,71634986.0171071,300531626.625644,0.0441445198857502,0.0339576248393118,6,10,8,45,1.2,14,30,40,17,0.224655000943151,0.260539179950456,0.0507359054173228,0.0617516077708528,0.00444708148872994,0.114999691577675,0.0583315345575567,565,580,631,98,793
"27",550,4527.00816181727,16852.9259580741,115690.49895374,24503.8898811939,229401072.99316,70768509.5861378,300169582.579298,0.0441466516555781,0.0336591971388327,6,10,8,45,1.2,14,30,40,20,0.225699821247186,0.251170346152488,0.0506336655043753,0.0615985936570382,0.00397339488450635,0.107978688940838,0.0560320769798859,558,578,628,88,774
"28",551,4708.86308424984,17804.9584820319,78511.1112238146,25370.9895075982,236277921.498818,69658877.6004577,305936799.099275,0.0448109239637379,0.0330659503189596,6,10,8,45,1.2,14,30,60,17,0.239943694490698,0.239172376814631,0.0563573277349592,0.0673346263110673,0.00478647323595602,0.0652489570655734,0.0457490198996642,465,609,649,107,596
"29",552,4704.79090109096,17792.7213226383,74054.8419970063,25707.3509761804,236754843.828469,68869047.2725684,305623891.101037,0.0448128478314623,0.0327807458168383,6,10,8,45,1.2,14,30,60,20,0.240931533790191,0.23063228408261,0.0562837573838752,0.0672061823005337,0.00510187900945418,0.0601274313801935,0.0442667810537761,435,606,646,118,565
"30",556,3054.72300457315,10478.3296731208,129322.983994702,29928.8898321214,221837356.467728,74928704.1319226,296766060.59965,0.0438269475859724,0.0346182752440472,6,10,8,45,1.2,17,22,60,20,0.210033252563948,0.296152725215089,0.0123093067527153,0.0151600610892677,0.00906041128077248,0.123646306568791,0.0453058889232655,448,216,230,235,823
"31",557,3028.02876455301,10377.0670130112,132337.195084029,27109.363392256,227097775.059008,71483274.5223332,298581049.581341,0.0440620646379213,0.0340581100445978,6,10,8,45,1.2,17,30,40,17,0.220929048154089,0.25889878936512,0.0117005110987301,0.014318076553563,0.00641654448647896,0.12711049572107,0.0452618295927232,446,198,219,153,834
"32",558,3014.93739256334,10312.8688983053,126017.695268325,26453.398238226,227590362.111133,70628270.5207133,298218632.631846,0.0440641348572322,0.0337644802994713,6,10,8,45,1.2,17,30,40,20,0.221949333467352,0.24965400196933,0.0113145491539753,0.0139051510401136,0.00580144669401552,0.119847586103721,0.0427386498781387,416,191,210,133,811
"33",559,3061.735825052,10542.3524002755,87329.246951417,25163.0901706815,234323964.086325,70121628.0678658,304445592.154191,0.0447137348309018,0.0332286489489838,6,10,8,45,1.2,17,30,60,17,0.235896503152418,0.244175896892181,0.0126942142596467,0.0153812581111875,0.00459152625987589,0.0753835127504929,0.0296076061772775,275,233,237,101,644
"34",560,3050.08942436247,10486.9075877585,82606.2735223915,25327.7299327062,234789794.859637,69337062.8753051,304126857.734942,0.0447156027581102,0.0329481970376066,6,10,8,45,1.2,17,30,60,20,0.236861368742014,0.235692733784617,0.0123608775602175,0.0150139096019282,0.00474590878088478,0.0699554677879929,0.0278853704030924,251,219,228,106,621
"35",561,4353.37503708041,15940.9467261852,189146.145342665,40144.4031710793,217083220.455121,74666158.0236816,291749378.478803,0.0431781261604651,0.0346073667874446,6,10,8,45,1.5,14,22,40,17,0.20018610954629,0.293313928030886,0.0451508054620107,0.0561218913495658,0.018639486731763,0.192400199529531,0.0835664452407034,730,541,589,424,976
"36",562,4347.47502333984,15916.8330854134,180704.866789944,38746.1291068899,217595422.715838,73714712.5550113,291310135.27085,0.0431804147484857,0.0342943528894373,6,10,8,45,1.5,14,22,40,20,0.201247023433035,0.283026360885142,0.0450058331722477,0.0559357942617201,0.0173283267031276,0.182698760337947,0.0801964515991158,705,538,586,404,959
"37",563,4511.11026570958,16747.9390914897,125313.542353173,28449.378529605,224644141.697607,71890626.8412374,296534768.538844,0.0439038988800778,0.0336402102769713,6,10,8,45,1.5,14,22,60,17,0.215846888418114,0.263303313292863,0.0500024797540414,0.0610971453047789,0.0076730751844698,0.119038313356085,0.0602333415739305,585,572,622,206,806
"38",564,4506.04862714232,16729.068939084,118820.846003577,28081.2498464559,225131251.015992,71022941.1107297,296154192.126722,0.0439059062821469,0.0333411234900321,6,10,8,45,1.5,14,22,60,20,0.216855827815442,0.253921403863543,0.0498890315514939,0.0609374920838689,0.00732788132934443,0.111576351470617,0.0578365745670608,563,570,618,190,780
"39",565,4533.49736021183,16869.5767239244,122055.838366272,25004.619067854,230797824.704214,68522759.7873188,299320584.491533,0.0441483714717015,0.0328092001926665,6,10,8,45,1.5,14,30,40,17,0.22859288400821,0.226888027713177,0.0507337706554168,0.0618032746928429,0.00444292808370817,0.115294281342958,0.0584285718976519,566,579,632,97,795
"40",566,4528.61884157979,16852.5554458583,115919.888278778,24479.1201334563,231311867.974589,67683905.3097927,298995773.284382,0.044150502944686,0.0325113819685233,6,10,8,45,1.5,14,30,40,20,0.229657611139958,0.217817858116259,0.050631437968317,0.0616493974053747,0.00395016831971137,0.10824232277002,0.0561139144016579,559,577,629,86,775
"41",567,4710.28338763099,17804.5244543766,78771.9304697937,25240.9027113969,238222885.068583,66672654.898183,304895539.966766,0.0448149026478755,0.0319217352881561,6,10,8,45,1.5,14,30,60,17,0.243972257069645,0.206883646064007,0.0563547183412304,0.0673794252445463,0.00466449099241692,0.0655487128477168,0.0458107898691955,467,608,651,104,598
"42",568,4706.18553365883,17792.2696254082,74283.8099840476,25554.6182074652,238708679.018164,65908768.1357624,304617447.153926,0.0448168262368,0.0316370862304263,6,10,8,45,1.5,14,30,60,20,0.244978471970933,0.198624069851898,0.0562810417598699,0.0672501715302045,0.00495866166277599,0.0603905809717189,0.0443110154483634,436,605,648,114,571
"43",569,3073.5063849582,10568.7342086923,201652.902906653,44141.0173494214,215196699.628869,74805398.4863264,290002098.115196,0.0431011350124088,0.0347165945964459,6,10,8,45,1.5,17,22,40,17,0.196278598206136,0.29481947475535,0.0128528228750144,0.0157525228263518,0.0223871073840545,0.20677403487131,0.0744694118168826,672,236,246,472,1000
"44",570,3058.84601800419,10493.7976408013,193037.552464158,42608.1604799762,215697970.27566,73862078.3686361,289560048.644296,0.0431033580632046,0.034408598185353,6,10,8,45,1.5,17,22,40,20,0.197316869668377,0.284619763505232,0.0124023008681145,0.0152901083783765,0.0209497492092099,0.196872537377769,0.070885167825392,658,221,234,455,984
"45",571,3072.74626522168,10546.6665033072,136386.24629696,30434.0692612731,223200631.656586,72569959.372814,295770591.0294,0.0438289596427422,0.0337639570791803,6,10,8,45,1.5,17,22,60,17,0.212856976100993,0.27064864128381,0.0127201508405514,0.0157285472772092,0.0095341174673894,0.131764011640551,0.0480791783559341,497,234,245,254,848
"46",572,3059.60174788819,10481.182127782,129677.621769285,29909.8235144196,223676977.366065,71709615.3283031,295386592.694368,0.0438309112307354,0.0334697931218154,6,10,8,45,1.5,17,22,60,20,0.21384362105912,0.261346114320581,0.0123264558380645,0.0153139454636436,0.00904253281595351,0.124053886627151,0.0454570060932729,455,217,235,232,825
"47",573,3032.60064385457,10378.9972312209,132604.084615599,27124.1976603214,228988143.174117,68358452.0336709,297346595.207788,0.0440658868648458,0.0329093229612349,6,10,8,45,1.5,17,30,40,17,0.224844528303612,0.225111439244495,0.0117121156571727,0.014462281882807,0.00643045456307946,0.127417227994531,0.0453891842752791,453,199,222,154,837
"48",574,3019.46615285676,10314.7755651471,126258.61508819,26448.4787824514,229490200.085913,67530608.4599252,297020808.545839,0.0440679567975639,0.0326162951457442,6,10,8,45,1.5,17,30,40,20,0.225884428340203,0.216160325773973,0.0113260121205378,0.0140479963179749,0.00579683372582885,0.12012447176362,0.0428511933345372,418,192,213,132,816
"49",575,3069.24458702064,10559.910121311,87586.0473648527,25092.7194865017,236199401.112964,67365485.2321544,303564886.345118,0.0447176838522726,0.0322801374517094,6,10,8,45,1.5,17,30,60,17,0.23978105684902,0.214374919937327,0.0127997720659371,0.0156180980232852,0.00452553974789852,0.0756786497465961,0.0297448308661928,279,235,242,99,647
"50",576,3057.53185531223,10504.2578334792,82839.7985369081,25238.9997395125,236673327.891308,66604516.8874621,303277844.77877,0.0447195515103286,0.0320005255124313,6,10,8,45,1.5,17,30,60,20,0.240762691525411,0.206146899310198,0.0124651880156102,0.0152486573139075,0.00466270657780582,0.0702238547051994,0.0280087374508051,256,222,232,103,622
"51",673,3292.04865135367,11182.6952517035,104608.13104315,20636.7331391742,218986937.950085,74623143.561713,293610081.511798,0.0434110376851687,0.0349341057848292,6,11,8,45,1.2,14,22,40,17,0.204129239988586,0.292848831311935,0.01654398420039,0.0226457405603656,0.000347166325698314,0.0952418839992817,0.0365146600496451,370,290,337,8,724
"52",674,3279.86328968281,11116.6209603876,98043.0349459908,20668.6912104714,219582257.212346,73529778.1775668,293112035.389913,0.0434138031206482,0.0345778485077464,6,11,8,45,1.2,14,22,40,20,0.20536231239146,0.281026745680526,0.0161467425977133,0.0222613922484791,0.000377133373468289,0.0876967141324535,0.034103781221015,332,281,328,9,693
"53",675,3319.82111755246,11253.3630054935,61553.4048719961,29045.9483870692,227620789.557489,71636487.9936473,299257277.551137,0.0442475234820068,0.0338425462224746,6,11,8,45,1.2,14,22,60,17,0.222012357203976,0.260555420171275,0.0169688419054674,0.0235217342968467,0.00823247807366609,0.0457597107418786,0.0242957718851262,196,299,354,223,485
"54",676,3308.81542633018,11195.3258619385,57317.2998520803,30280.9274611159,228187153.639812,70647402.4367251,298834556.076537,0.0442499935962314,0.0335019032292389,6,11,8,45,1.2,14,22,60,20,0.223185455345027,0.249860867078345,0.0166199199955776,0.023174594921202,0.00939051657238481,0.040891216590998,0.0230434229323708,177,293,347,248,451
"55",677,3308.82172161547,11162.9495462873,53673.1432923998,22749.0542829343,235258398.898419,67547794.2636333,302806193.162052,0.0445486060206466,0.0328467156332687,6,11,8,45,1.2,14,30,40,17,0.237831978538684,0.216346148414811,0.016425272133877,0.0231747934858683,0.00232788750352065,0.0367030402326956,0.0196292914448139,90,285,348,43,418
"56",678,3297.81475054587,11106.0162000854,50005.8086153293,23831.6723049616,235858891.502089,66602055.4907294,302460946.992819,0.0445511076236733,0.0325074568475097,6,11,8,45,1.2,14,30,40,20,0.239075766375993,0.206120285295004,0.0160829863031762,0.022827613741528,0.00334305721389172,0.032488225599749,0.018531504853033,60,276,344,75,389
"57",679,3361.25534660032,11380.0906670422,35337.9083748255,45182.2122204248,244604347.577629,64710753.4084253,309315100.986054,0.0453945315212854,0.0316454917791892,6,11,8,45,1.2,14,30,60,17,0.257190047604406,0.185670456266146,0.0177307342901532,0.0248286447045162,0.0233634346519647,0.0156306202781481,0.0202100922779677,115,312,370,480,173
"58",680,3351.46021787097,11331.1056829089,33601.3264038167,47211.9832209895,245175167.269972,63862422.3382441,309037589.608217,0.0453966523108685,0.031322004109651,6,11,8,45,1.2,14,30,60,20,0.2583723745578,0.176497820383495,0.0174362343686761,0.0245196886559779,0.0252667486526908,0.0136347917685544,0.0200616467313044,108,307,364,507,144
"59",681,3618.79146703972,13705.9659529641,114151.248922239,21650.8977600136,217834935.044682,74715831.2108481,292550766.25553,0.0433409548614579,0.0350081031646672,6,11,8,45,1.2,17,22,40,17,0.201743120336944,0.293851022657058,0.0317140008194697,0.0329517990116536,0.00129814735821254,0.106209651171502,0.045185499525139,445,453,451,30,767
"60",682,3594.39463796626,13566.6761178519,107332.699464988,21495.7374357525,218417431.184593,73636735.0499533,292054166.234546,0.0433436475349053,0.0346571259203606,6,11,8,45,1.2,17,22,40,20,0.202949632473267,0.282183223947128,0.0308765840839346,0.0321822789659588,0.00115265369540962,0.0983731910285049,0.0424695260271531,409,441,442,26,738
"61",683,3388.1565967855,12435.8504382113,67009.7673887984,26755.5607635041,227069455.79624,70849044.4413885,297918500.237629,0.0441919727650871,0.0337297849544084,6,11,8,45,1.2,17,22,60,17,0.220870391054273,0.252041134608838,0.0240780093829085,0.0256771587146531,0.00608478415656494,0.0520306291618058,0.0273856576150235,244,384,377,142,521
"62",684,3365.68563146423,12309.9255834806,62511.8105751928,27782.2226906374,227625682.69619,69881885.1984579,297507567.894648,0.044194258260617,0.033394457128625,6,11,8,45,1.2,17,22,60,20,0.22202249226037,0.241583661238157,0.0233209435088168,0.0249683838895,0.00704748389923615,0.0468611925366516,0.0258304684104297,223,378,373,175,493
"63",685,3308.84373640612,11992.3048708147,60589.5295441574,20959.0231157005,233708687.109946,67721624.6012833,301430311.711229,0.0444543464224183,0.0329617657484413,6,11,8,45,1.2,17,30,40,17,0.234622092751492,0.21822570045371,0.0214113935396845,0.0231754878721206,0.000649377276808253,0.0446519427867173,0.0225077723014187,171,353,349,16,478
"64",686,3286.13116606398,11866.3559535409,56591.219913411,21827.7266329381,234295543.726151,66786492.5386105,301082036.264762,0.0444567801226481,0.0326276524520378,6,11,8,45,1.2,17,30,40,20,0.235837636651648,0.208114523090777,0.0206541830005045,0.0224590923883099,0.00146395959490141,0.0400567434327869,0.0210788659860694,137,349,332,33,443
"65",687,3119.78368646396,10972.8459949155,38079.9586092793,39797.9226388438,242846953.899637,64915028.6295629,307761982.5292,0.0452832572921364,0.031781858348867,6,11,8,45,1.2,17,30,60,17,0.253549994640078,0.187879195624169,0.0152823610573065,0.0172121924851472,0.0183145923235764,0.0187820189014345,0.017627894075994,50,267,268,417,218
"66",688,3099.16294337633,10860.4100567593,35973.0722956205,41596.7613792495,243404556.134367,64075216.8228553,307479772.957222,0.0452853219022171,0.0314633289583663,6,11,8,45,1.2,17,30,60,20,0.254704944548491,0.178798674842071,0.0146063911546085,0.0165617770104444,0.0200013614018172,0.0163606049736886,0.0171422235456623,46,260,261,446,186
"67",689,3296.21421147957,11187.582661996,104844.850538335,20611.3863440801,220707262.693445,71510991.741908,292218254.435353,0.0434151215084708,0.033820162177704,6,11,8,45,1.5,14,22,40,17,0.207692512839796,0.259198483637528,0.016573367530258,0.0227771298490628,0.000323398664241489,0.0955139422868572,0.0366213017611938,372,292,341,4,727
"68",690,3283.99617390829,11121.4855775703,98257.2701616892,20620.5460391862,221312840.732241,70450866.9947675,291763707.727008,0.0434178865432424,0.0334650314410785,6,11,8,45,1.5,14,22,40,20,0.208946834033083,0.247735814595323,0.0161759888943831,0.0223917508802698,0.000331987700114539,0.0879429315632387,0.0341960237339366,335,282,330,5,694
"69",691,3327.1782695135,11271.6639873723,61799.8595076679,28824.4146977418,229448653.790216,68804395.3865964,298253049.176812,0.0442516946978285,0.0328965063803713,6,11,8,45,1.5,14,22,60,17,0.225798374362255,0.22993323128354,0.0170788682292817,0.0237537921555216,0.00802474618055496,0.0460429574854283,0.0243868431767556,198,301,356,217,487
"70",692,3316.10926768649,11213.4166930358,57525.8390316481,30032.4368656061,230025163.130206,67844015.6079042,297869178.738111,0.0442541644425067,0.0325568473076985,6,11,8,45,1.5,14,22,60,20,0.226992486164452,0.21954906131895,0.0167286828834686,0.023404655849075,0.00915750721844729,0.04113088764995,0.0231131862070279,178,294,352,241,455
"71",693,3312.66756667909,11164.1258246164,53812.8813835925,22534.4605480966,237214046.702365,64587323.1123068,301801369.814672,0.0445524337693696,0.0317049576334655,6,11,8,45,1.5,14,30,40,17,0.241882671149616,0.18433585801438,0.0164323439719449,0.0232960983841475,0.00212666319798513,0.0368636391971755,0.0196427791897667,91,286,350,38,420
"72",694,3301.62192099505,11107.1715411347,50108.2037279032,23590.648354608,237825429.689915,63672906.496105,301498336.18602,0.0445549350235188,0.0313663754105632,6,11,8,45,1.5,14,30,40,20,0.24314901601249,0.174448667788431,0.0160899322653792,0.0229476987726277,0.00311704932477978,0.0326059068197143,0.0185244130509496,59,277,345,72,390
"73",695,3364.83596429293,11381.523514408,35430.4064458595,44759.0090918744,246617618.252883,61912743.6841228,308530361.937006,0.0453982313111278,0.0305091546599546,6,11,8,45,1.5,14,30,60,17,0.261360093269889,0.155416790805491,0.0177393486327766,0.024941583852556,0.0229665975508844,0.0157369269716034,0.0201472438538129,109,313,372,476,175
"74",696,3355.00469969021,11332.5158197238,33650.483227478,46759.6517214275,247198419.466979,61093801.3839573,308292220.850936,0.0454003518061136,0.0301862944070379,6,11,8,45,1.5,14,30,60,20,0.262563094741632,0.1465619229451,0.0174447121744489,0.0246314880133162,0.0248425979106385,0.0136912869940848,0.01997540550897,107,308,366,499,146
"75",697,3627.9417092125,13711.9961974013,114413.852844996,21592.8040673449,219655267.783937,71455380.6984996,291110648.482436,0.0433450163560453,0.0338612120123999,6,11,8,45,1.5,17,22,40,17,0.20551353766948,0.258597185547467,0.0317502549194688,0.0332404141736371,0.00124367296746633,0.106511458056819,0.0453246731259069,449,454,454,28,768
"76",698,3603.48164139589,13572.6688234807,107560.765351969,21411.2552058921,220249327.935381,70409201.4895289,290658529.42491,0.04334770864108,0.0335109912145111,6,11,8,45,1.5,17,22,40,20,0.206744002102313,0.247285303560358,0.0309126124989347,0.0324688994637845,0.00107343480280499,0.0986353038494957,0.042588923988234,412,442,444,25,741
"77",699,3407.94562395002,12491.8755271563,67241.8810726799,26515.5799177635,228618730.882894,68336237.0177226,296954967.900617,0.0441958993497922,0.0327693536496581,6,11,8,45,1.5,17,22,60,17,0.224079372310073,0.224871237913219,0.0244148347302471,0.0263013403671965,0.00585975438548382,0.0522973940571527,0.0275903795522797,246,388,385,135,522
"78",700,3385.35716966781,12365.5529552818,62692.3623615113,27517.8511596154,229182785.393023,67394790.3792403,296577575.772263,0.044198184516967,0.0324345692360744,6,11,8,45,1.5,17,22,60,20,0.225247686682286,0.214691783781121,0.0236553777628503,0.0255888597280495,0.00679958300980205,0.0470686980898638,0.0260093318280797,227,383,375,163,494
"79",701,3316.6835732093,11995.953546158,60745.0508005623,20770.8266411648,235652736.236638,64746379.8165656,300399116.053204,0.0444581506651005,0.0318196434992417,6,11,8,45,1.5,17,30,40,17,0.238648761263527,0.186055669163757,0.0214333295394831,0.0234227704823669,0.00047290565278202,0.0448306811143992,0.0225622960345244,173,354,353,13,480
"80",702,3293.91063522564,11869.9707051706,56710.5429219167,21613.7551726597,236250336.218855,63842079.6023214,300092415.821176,0.0444605840276244,0.0314861985283522,6,11,8,45,1.5,17,30,40,20,0.239886557674195,0.176277863203999,0.0206759150494154,0.0227044708941287,0.00126331879552537,0.0401938796383918,0.021113236718884,138,351,339,29,446
