"","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort"
"37",37,14980.7705336015,70647.9601898124,568767.024505262,220565.163345428,208463290.284358,85978131.8713007,294441422.155658,0.0428356689992163,0.0377539627961702,6,6,8,45,1.2,14,30,40,17
"38",38,14985.7313235693,70686.768581323,560552.493737275,217734.700732799,208693449.586216,85454797.5966483,294148247.182864,0.042836901029173,0.0375929909988988,6,6,8,45,1.2,14,30,40,20
"39",39,15209.7487247221,71917.0872831716,501034.62929393,188699.575831175,212103122.390551,84830024.3847508,296933146.775302,0.0432032718415316,0.0372936370234322,6,6,8,45,1.2,14,30,60,17
"40",40,15214.5294063565,71954.500898982,493570.148266738,186286.82907199,212321337.428351,84336117.6228943,296657455.051245,0.0432043840945139,0.037138468917486,6,6,8,45,1.2,14,30,60,20
"41",41,11181.6802560967,52817.5457569662,654688.968482595,264270.062807933,201479392.819517,88804897.001744,290284289.821261,0.0423661717638351,0.0384288881493597,6,6,8,45,1.2,17,22,40,17
"42",42,11185.7286266896,52852.6983944352,645728.373285388,261085.772186415,201707724.850615,88256349.7904374,289964074.641053,0.0423672269541559,0.0382646177851969,6,6,8,45,1.2,17,22,40,20
"43",43,11424.2562975646,54132.7534212476,579636.694126927,227116.328256245,204519681.016629,88588974.7886808,293108655.805309,0.0426223922068752,0.0382389994688171,6,6,8,45,1.2,17,22,60,17
"44",44,11428.2656545635,54167.2671034653,571462.496791334,224382.995251388,204735638.258703,88066238.9859927,292801877.244696,0.0426235215124943,0.0380805936446183,6,6,8,45,1.2,17,22,60,20
"45",45,11481.4084593323,54488.5482126878,582753.66525867,228157.449368082,207567112.375851,86463999.2953621,294031111.671213,0.0427940938258125,0.0378491194194947,6,6,8,45,1.2,17,30,40,17
"46",46,11485.6791094216,54524.7482245967,574585.808491998,225326.023935337,207792049.40284,85948268.1988641,293740317.601704,0.0427952904834238,0.0376908971042129,6,6,8,45,1.2,17,30,40,20
"47",47,11706.2661233072,55745.3470225104,514958.420182692,196070.376071411,211353576.373215,84994084.139606,296347660.512821,0.0431539369943332,0.0373741905126765,6,6,8,45,1.2,17,30,60,17
"48",48,11710.3938244733,55780.3361571794,507542.381735033,193653.159060445,211566479.556724,84508825.4577459,296075305.01447,0.0431550174716776,0.0372219138107396,6,6,8,45,1.2,17,30,60,20
"49",49,14671.8726933906,68973.3293777014,642070.844427825,257331.293723902,204387972.079206,84552097.984491,288940070.063697,0.042422299990551,0.0371117739555227,6,6,8,45,1.5,14,22,40,17
"50",50,14676.7268264771,69011.7359935405,633031.281192371,254132.392845737,204627414.057195,84011677.1150839,288639091.172279,0.0424233864463459,0.036944848873708,6,6,8,45,1.5,14,22,40,20
"51",51,14922.2381075218,70292.341001745,566685.950087468,220103.950784802,206808462.113108,84761740.5719593,291570202.685068,0.0426656030521449,0.0370004237437795,6,6,8,45,1.5,14,22,60,17
"52",52,14926.9793278596,70329.7429073855,558437.714113521,217362.034349774,207034922.563,84244265.4544363,291279188.017436,0.0426667655132581,0.0368393672262457,6,6,8,45,1.5,14,22,60,20
"53",53,14977.2464337517,70637.7855220958,569106.897473752,220853.645365121,210195582.994904,82323418.9710982,292519001.966003,0.0428403476795423,0.0365773029268517,6,6,8,45,1.5,14,30,40,17
"54",54,14982.2022506634,70676.5739495239,560890.301111463,218019.542234389,210430982.821582,81815135.4145031,292246118.236085,0.0428415795167267,0.0364167030617098,6,6,8,45,1.5,14,30,40,20
"55",55,15206.1165368392,71906.3061046827,501445.251514306,189018.391269271,213859884.520661,81231982.3371524,295091866.857813,0.0432080614195035,0.0361190163167741,6,6,8,45,1.5,14,30,60,17
"56",56,15210.8921869212,71943.6980281046,493976.958845005,186601.08990872,214083022.871913,80752453.1933839,294835476.065297,0.0432091734920082,0.0359642001416205,6,6,8,45,1.5,14,30,60,20
"57",57,11178.6995653408,52807.989603821,655045.082914388,264577.163695772,203154879.153293,85048713.631536,288203592.784829,0.042370091274014,0.0372500898795262,6,6,8,45,1.5,17,22,40,17
"58",58,11182.7392456081,52843.1178133153,646083.004563886,261389.473936139,203388667.787335,84515523.9124792,287904191.699814,0.0423711463179555,0.0370861948440132,6,6,8,45,1.5,17,22,40,20
"59",59,11421.1050202992,54122.5002123686,580074.207710488,227463.770454456,206215120.740891,84854603.9483539,291069724.689245,0.0426272118492825,0.037061524663095,6,6,8,45,1.5,17,22,60,17
"60",60,11425.105792841,54156.9873691028,571896.72484013,224726.041968304,206436211.892952,84346593.6738506,290782805.566802,0.0426283409715486,0.0369034756174709,6,6,8,45,1.5,17,22,60,20
"61",61,11473.5594612044,54458.8175925577,582602.532417848,228285.161727342,209530197.98338,82459387.7006646,291989585.684044,0.0427987410118884,0.0366476895139523,6,6,8,45,1.5,17,30,40,17
"62",62,11477.784158876,54494.7882896921,574453.147421926,225456.67358575,209759929.893697,81960233.8624166,291720163.756114,0.0427999374831404,0.0364900968263486,6,6,8,45,1.5,17,30,40,20
"63",63,11702.9940093956,55734.7138480402,515366.2909237,196390.238474228,213103271.688581,81387074.2964115,294490345.984993,0.0431586948892018,0.0361994281338584,6,6,8,45,1.5,17,30,60,17
"64",64,11707.113499992,55769.675872519,507946.800132032,193968.742348116,213321007.753084,80915912.2310474,294236919.984131,0.0431597751920277,0.0360474982472306,6,6,8,45,1.5,17,30,60,20
"65",65,14620.2852308076,68882.4544110388,644196.118726292,269590.461489721,362969582.300878,53408195.4335125,416377777.734391,0.0516770566011416,0.024489384282527,6,6,12,35,1.2,14,22,40,17
"66",66,14624.9842743181,68919.7800050748,635452.881269639,266547.091200204,363342131.299849,53147818.5698293,416489949.869678,0.0516782442662709,0.0243272883820254,6,6,12,35,1.2,14,22,40,20
"67",67,14866.7801713795,70269.8204256549,560862.990836314,229400.271546073,370175637.347908,54196911.3228518,424372548.67076,0.0521392568413448,0.0238814750075783,6,6,12,35,1.2,14,22,60,17
"68",68,14871.3128258174,70305.7774923128,552979.680650877,226807.503069701,370526468.352487,53958968.3965152,424485436.749002,0.0521403209532347,0.0237259251949015,6,6,12,35,1.2,14,22,60,20
"69",69,14892.9522464843,70391.77915851,576244.124931998,236281.734213242,370928543.073325,52765070.0965107,423693613.169835,0.0521338692476721,0.0237082642886059,6,6,12,35,1.2,14,30,40,17
"70",70,14897.7179716461,70429.2732825483,568242.476737036,233546.973212918,371291941.743911,52529035.5336985,423820977.27761,0.0521350017342979,0.0235517640047952,6,6,12,35,1.2,14,30,40,20
"71",71,15138.9407711821,71733.076657414,500553.249937201,201010.711666987,377516860.443841,53167005.4764622,430683865.920303,0.0525579420284203,0.0231204065562665,6,6,12,35,1.2,14,30,60,17
"72",72,15143.5008536062,71768.9905438764,493348.529783659,198685.36552003,377858517.418365,52951810.3612366,430810327.779602,0.0525589606097306,0.0229702626719084,6,6,12,35,1.2,14,30,60,20
"73",73,11123.2817170362,52712.0900958535,657511.936664411,276999.679100734,362078180.396997,53382245.0922909,415460425.489288,0.0516493475339955,0.024560141505127,6,6,12,35,1.2,17,22,40,17
"74",74,11127.2206440633,52746.5462610665,648840.191830684,273969.083108197,362443138.380313,53124961.7621866,415568100.142499,0.0516505021116261,0.024400926819264,6,6,12,35,1.2,17,22,40,20
"75",75,11368.9675414213,54062.6495333424,573962.35621995,236616.257454551,368785184.20259,53541847.8947565,422327032.097347,0.0520847433204644,0.0239486161055835,6,6,12,35,1.2,17,22,60,17
"76",76,11372.7949404095,54096.0027888223,566147.448724237,234031.19519116,369128349.545755,53307331.8720628,422435681.417818,0.0520857774190807,0.0237959705520223,6,6,12,35,1.2,17,22,60,20
"77",77,11388.5416121407,54196.5400132009,589828.966672015,243733.41279048,370092204.631671,52654348.2208959,422746552.852567,0.0520951674753716,0.0237675485707059,6,6,12,35,1.2,17,30,40,17
"78",78,11392.5953246205,54231.4401489954,581895.398041591,241008.548367251,370447586.697438,52421931.8923239,422869518.589762,0.0520962707020506,0.0236139985734699,6,6,12,35,1.2,17,30,40,20
"79",79,11632.4504985746,55557.6883041989,514788.560761011,208515.65978847,376831513.047817,53246240.2381344,430077753.285952,0.0525318614763412,0.0231750197387602,6,6,12,35,1.2,17,30,60,17
"80",80,11636.3770943506,55591.3970394957,507634.34015491,206191.118646758,377165512.162502,53034643.0814832,430200155.243985,0.0525328504430576,0.0230277334957978,6,6,12,35,1.2,17,30,60,20
"81",81,14616.9204172075,68873.1815851551,644570.479503876,269908.083438207,365719204.911231,51606128.2762707,417325333.187502,0.0516816221240608,0.0233361496457756,6,6,12,35,1.5,14,22,40,17
"82",82,14621.6147846323,68910.4899295997,635825.682767266,266861.836467253,366096379.321629,51360566.442321,417456945.76395,0.0516828096004411,0.0231744419204471,6,6,12,35,1.5,14,22,40,20
"83",83,14862.9235422309,70258.4399907561,561189.340579428,229705.526197184,372830140.775135,52523893.3802195,425354034.155355,0.0521439074228309,0.0227348042410715,6,6,12,35,1.5,14,22,60,17
"84",84,14867.8298406948,70295.8530007228,553432.585314355,227161.589636478,373310957.429291,52252543.199521,425563500.628812,0.0521449713597738,0.0225749585438701,6,6,12,35,1.5,14,22,60,20
"85",85,14889.5189864542,70382.2700244829,576598.354243972,236581.146726698,373724795.561929,51066222.954871,424791018.5168,0.0521383450899508,0.0225564989310916,6,6,12,35,1.5,14,30,40,17
"86",86,14894.2802896622,70419.7465362442,568594.863769676,233843.531831395,374092585.671504,50844439.9050182,424937025.576523,0.0521394773984508,0.0224003728985634,6,6,12,35,1.5,14,30,40,20
"87",87,15135.4018620418,71722.9352936858,500979.967688036,201343.293241829,380335873.00526,51551564.9452813,431887437.950541,0.0525625179586755,0.0219715749019756,6,6,12,35,1.5,14,30,60,17
"88",88,15139.9573778486,71758.8293072129,493771.740933052,199014.277235781,380681585.303435,51349890.0137592,432031475.317194,0.0525635363738472,0.0218217883008957,6,6,12,35,1.5,14,30,60,20
"89",89,11120.3257067697,52703.0055944216,657884.163692086,277316.780849233,364830252.594961,51565163.0585674,416395415.653528,0.0516538878671871,0.0234053878648143,6,6,12,35,1.5,17,22,40,17
"90",90,11124.2568006315,52737.4404408194,649211.146562403,274283.530693066,365199774.666009,51322430.2991279,416522204.965137,0.0516550422620251,0.0232465517139734,6,6,12,35,1.5,17,22,40,20
"91",91,11365.8772023931,54052.9026436527,574414.458491938,236973.253365247,371560965.708827,51812901.4593913,423373867.168218,0.0520893637747552,0.0227970952835908,6,6,12,35,1.5,17,22,60,17
"92",92,11369.6968367554,54086.2321359566,566596.519432682,234384.673449678,371908342.266476,51592175.7592526,423500518.025729,0.0520903977041298,0.0226448107574628,6,6,12,35,1.5,17,22,60,20
"93",93,11385.4780642024,54187.1343420699,590180.287544904,244032.027416489,372884411.97577,50948215.5064709,423832627.48224,0.0520996282865952,0.0226154878748231,6,6,12,35,1.5,17,30,40,17
"94",94,11389.5243131022,54222.0126226648,582245.176853691,241304.534470276,373244101.33177,50729770.4696635,423973871.801434,0.0521007313401671,0.0224623064745853,6,6,12,35,1.5,17,30,40,20
"95",95,11629.2560291544,55547.6170855934,515212.018534571,208848.348253406,379645375.31925,51625947.4592014,431271322.778451,0.0525364061574288,0.0220260801718147,6,6,12,35,1.5,17,30,60,17
"96",96,11633.1751318903,55581.3013166005,508054.638083272,206520.385176352,379983352.390062,51427598.1993314,431410950.589394,0.0525373949635713,0.0218791458546123,6,6,12,35,1.5,17,30,60,20
"97",97,14551.0819082189,69258.6463103577,691527.262788071,301063.944456793,491711599.345471,86763187.3933166,578474786.738788,0.0595400350646261,0.0297097538982012,6,6,12,45,1.2,14,22,40,17
"98",98,14555.6241377466,69294.6888551552,682923.522492052,298006.831670567,492118079.640545,86687773.371535,578805853.01208,0.0595410197966337,0.0297114171402324,6,6,12,45,1.2,14,22,40,20
"99",99,14770.9459564895,70496.3558189344,617269.306308197,264947.579290167,498309573.427412,89951165.4863009,588260738.913713,0.059949716817978,0.030466406408962,6,6,12,45,1.2,14,22,60,17
"100",100,14775.2957892738,70530.9254953882,609405.449493388,262279.007763966,498693581.311271,89884851.8441779,588578433.155449,0.0599505388446629,0.0304678453740518,6,6,12,45,1.2,14,22,60,20
"101",101,14829.2157015706,70809.2161126272,620803.305951326,265444.355488715,500147743.103663,88429150.9277631,588576894.031426,0.0599108850365653,0.0302055062696382,6,6,12,45,1.2,14,30,40,17
"102",102,14833.8286415609,70845.4339359102,612910.067287062,262686.71906408,500542666.145133,88369817.685972,588912483.831105,0.0599119741559154,0.0302073467620421,6,6,12,45,1.2,14,30,40,20
"103",103,15042.5614750352,71992.7427352928,553876.418236237,233876.394133428,507131191.314858,91905971.9532198,599037163.268078,0.060376535494332,0.0309865415940269,6,6,12,45,1.2,14,30,60,17
"104",104,15046.9374519593,72027.254419516,546667.793522295,231472.214808531,507503579.004116,91854387.3648164,599357966.368932,0.0603773200839256,0.030987924469621,6,6,12,45,1.2,14,30,60,20
"105",105,11050.5046025383,53088.2974741907,703965.901705479,308198.414567185,491643963.965279,86369100.5015617,578013064.466841,0.0595202402311142,0.0296909353979662,6,6,12,45,1.2,17,22,40,17
"106",106,11054.306642586,53121.6723575567,695461.837857757,305166.413817226,492042974.73509,86297018.996667,578339993.731757,0.0595211960677638,0.029692550241718,6,6,12,45,1.2,17,22,40,20
"107",107,11264.6589804607,54302.1433990796,630372.960862588,272209.251752966,497608906.129637,89739626.8008962,587348532.930533,0.0599222875848667,0.0304331729325885,6,6,12,45,1.2,17,22,60,17
"108",108,11268.3369987131,54334.3791562051,622590.993044042,269556.432275043,497984543.490456,89673897.9219051,587658441.412361,0.0599230853177415,0.030434569804436,6,6,12,45,1.2,17,22,60,20
"109",109,11325.7575975596,54628.8146281667,634467.797266569,272923.96146299,499014489.667953,88064653.124641,587079142.792594,0.0598815354807672,0.0301746702695621,6,6,12,45,1.2,17,30,40,17
"110",110,11329.7399058395,54662.9619520555,626634.056171089,270177.133387162,499401470.36346,88004204.5582475,587405674.921708,0.0598825932353418,0.030176457977791,6,6,12,45,1.2,17,30,40,20
"111",111,11540.3295658256,55797.5047712843,567713.13577214,241192.400182468,504341937.714164,89973672.426511,594315610.140675,0.0601768937906698,0.0306981556227913,6,6,12,45,1.2,17,30,60,17
"112",112,11544.172087115,55830.4356357757,560537.531362598,238788.962421019,504707332.301773,89920633.4053322,594627965.707105,0.0601778542558255,0.0306998311966849,6,6,12,45,1.2,17,30,60,20
"113",113,14548.1162425666,69249.5317730594,691800.842045063,301312.814240484,494558710.429311,86197965.0730781,580756675.502389,0.0595437307659053,0.0297155319017661,6,6,12,45,1.5,14,22,40,17
"114",114,14552.6537361224,69285.5478653035,683202.19543841,298255.363112629,494968196.139712,86135156.0506117,581103352.190323,0.0595447153565195,0.0297171950013807,6,6,12,45,1.5,14,22,40,20
"115",115,14764.3541306705,70466.9791835272,617303.281907412,265110.179284698,501943202.679458,89299128.422505,591242331.101963,0.0599531989440522,0.0304718631670988,6,6,12,45,1.5,14,22,60,17
"116",116,14768.6972050768,70501.5114163259,609447.909536302,262443.45458415,502330657.504237,89247069.7264375,591577727.230675,0.0599540208548555,0.030473302011881,6,6,12,45,1.5,14,22,60,20
"117",117,14825.9780236521,70800.3545447011,621126.839908678,265720.999238206,503260608.449624,87910308.7218935,591170917.171518,0.0599151420447329,0.03021213368689,6,6,12,45,1.5,14,30,40,17
"118",118,14830.586639728,70836.5543114309,613232.939027141,262961.306830733,503659032.842854,87863471.6708184,591522504.513673,0.0599162309918045,0.0302139740058874,6,6,12,45,1.5,14,30,40,20
"119",119,15034.8760847119,71968.049276021,553849.521701784,234073.563246132,510572567.21575,91461976.0016329,602034543.217383,0.0603799581035994,0.0309919154820012,6,6,12,45,1.5,14,30,60,17
"120",120,15039.242515236,72002.4909184564,546650.238066983,231670.170003995,510947807.536432,91423744.1152837,602371551.651716,0.0603807425835032,0.0309932982430197,6,6,12,45,1.5,14,30,60,20
"121",121,11047.6568704695,53075.6100371973,704251.64232528,308444.236709682,494614074.068861,85881783.4021274,580495857.470988,0.0595239099490513,0.0296966739538338,6,6,12,45,1.5,17,22,40,17
"122",122,11051.514705503,53113.0817729353,695794.980321051,305451.150124002,495125687.203791,85712825.2071488,580838512.41094,0.0595248656491143,0.0296982886599769,6,6,12,45,1.5,17,22,40,20
"123",123,11261.788990948,54293.1672323902,630780.878873399,272538.435107516,500692057.647389,89183137.2243689,589875194.871758,0.0599257444016595,0.0304385913266369,6,6,12,45,1.5,17,22,60,17
"124",124,11265.4598534669,54325.3806743444,622997.29113578,269883.065306395,501071106.989428,89129552.7834473,590200659.772876,0.059926542022629,0.0304399880822741,6,6,12,45,1.5,17,22,60,20
"125",125,11317.8458306681,54598.9854942483,634304.378579865,273038.94925232,502467234.672159,87699425.6650269,590166660.337186,0.0598857645397794,0.0301812549535934,6,6,12,45,1.5,17,30,40,17
"126",126,11321.7851148364,54632.9158147373,626490.160977609,270296.41636581,502856904.866454,87652623.5820729,590509528.448527,0.0598868221277972,0.0301830424941474,6,6,12,45,1.5,17,30,40,20
"127",127,11537.2986012975,55788.0227156278,568101.984446983,241505.041942077,507470403.758534,89494764.4376704,596965168.196204,0.0601812476865706,0.0307049274001447,6,6,12,45,1.5,17,30,60,17
"128",128,11541.1346564348,55820.9329376876,560924.673528756,239099.123316841,507839025.442683,89453461.4000204,597292486.842703,0.0601822079942567,0.0307066028113527,6,6,12,45,1.5,17,30,60,20
"129",129,11732.1877181353,52821.6448755944,471875.977684016,159399.630447432,123425817.929559,134746494.012747,258172311.942306,0.0340889573628672,0.0467251642148255,6,7,8,35,1.2,14,22,40,17
"130",130,11736.5507658126,52859.0359932142,462285.229620688,156402.245869882,123624512.413195,133799772.935425,257424285.34862,0.0340905841916726,0.0465132150314738,6,7,8,35,1.2,14,22,40,20
"131",131,12034.1291933174,54458.1631297116,384193.111452567,121271.887492306,127943310.811863,129578931.23966,257522242.051522,0.0346618730786104,0.0459707148298193,6,7,8,35,1.2,14,22,60,17
"132",132,12038.4674100282,54495.0592013469,375850.603025853,118954.92420493,128134115.905138,128701276.34558,256835392.250717,0.0346633374202587,0.0457685917388557,6,7,8,35,1.2,14,22,60,20
"133",133,12057.1065969508,54612.1419389065,398793.679877515,127447.369339645,129377913.222321,126737976.363853,256115889.586174,0.0347037924363052,0.0456321416324614,6,7,8,35,1.2,14,30,40,17
"134",134,12061.6879290595,54650.7127225549,390364.057774905,124930.651574128,129580300.557594,125859154.981354,255439455.538948,0.0347053560056516,0.0454290589115588,6,7,8,35,1.2,14,30,40,20
"135",135,12358.3488233323,56246.1216670739,323156.95670636,96904.1549265339,133852645.278757,122089065.038407,255941710.317164,0.0352545882775322,0.0449351751635825,6,7,8,35,1.2,14,30,60,17
"136",136,12362.8712672281,56283.9787812614,315838.176313265,94980.5834451732,134045719.342675,121273833.832311,255319553.174986,0.0352559812749153,0.0447414615635659,6,7,8,35,1.2,14,30,60,20
"137",137,8362.22820253278,37278.2894669523,486080.119227171,166793.183648349,122883895.805519,135148444.085754,258032339.891273,0.0340394841275071,0.0467926538819791,6,7,8,35,1.2,17,22,40,17
"138",138,8364.6170298197,37305.5813685278,476530.372945447,163775.708493583,123077270.301363,134218649.827511,257295920.128874,0.0340410674940007,0.0465845083091813,6,7,8,35,1.2,17,22,40,20
"139",139,8641.42825385047,38799.5860165356,398538.001421626,128183.651229533,127319668.002262,130056020.602876,257375688.605137,0.0346017096281131,0.0460553274699322,6,7,8,35,1.2,17,22,60,17
"140",140,8643.99129984826,38827.5358428551,390208.912700519,125831.868797568,127505197.111449,129193900.057594,256699097.169043,0.0346031288883801,0.0458568610632966,6,7,8,35,1.2,17,22,60,20
"141",141,8657.27513858956,38915.2862412687,413200.803515883,134537.532897225,128565120.8286,127169775.154488,255734895.983088,0.0346382011790078,0.0457243513250488,6,7,8,35,1.2,17,30,40,17
"142",142,8660.05659326374,38944.8379699647,404779.794119638,131988.537511985,128761924.184035,126305964.987153,255067889.171189,0.0346397231217269,0.0455249161919406,6,7,8,35,1.2,17,30,40,20
