"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
3702,3026.56229568847,8354.24084183834,56778.264578251,21910.0423259689,270254288.575967,59476795.0437765,10,6,12,45,1.5,14,30,40,20,0.760225883882938,0.0681114428284284,5249,1055
3703,3217.81755908708,9077.41130912036,32347.2511899045,35266.896876087,281681389.481419,56177989.6081604,10,6,12,45,1.5,14,30,60,17,0.797656957813302,0.0565919763679091,5599,788
3704,3216.89552642342,9065.95605304557,30554.2285569497,36565.8612232135,282235086.226114,55461633.7810694,10,6,12,45,1.5,14,30,60,20,0.799470669266205,0.0540904535939749,5613,725
3705,1609.81296070063,5541.99182891689,105376.840797647,22184.6636628319,253869225.645289,66697195.8174127,10,6,12,45,1.5,17,22,40,17,0.706554309002627,0.0933251652400007,4766,1525
3706,1604.21441930824,5489.53989738836,100126.147010535,21947.8712083193,254456661.066392,65795524.0419177,10,6,12,45,1.5,17,22,40,20,0.708478536228634,0.0901765170463034,4778,1485
3707,1678.47430704806,5323.3291005997,56133.4999271372,23736.0576540328,266770991.320002,62223156.9305791,10,6,12,45,1.5,17,22,60,17,0.748815854498561,0.0777017700729217,5125,1271
3708,1673.68382997016,5278.77826888877,52744.5082800045,24394.7586412213,267319650.464709,61432978.5736504,10,6,12,45,1.5,17,22,60,20,0.75061306458518,0.0749424581771084,5144,1209
3709,1685.71931167233,5305.24366246934,67479.7226006633,20291.3144284945,268385141.60316,60578348.0451727,10,6,12,45,1.5,17,30,40,17,0.754103230455379,0.0719580785581584,5182,1139
3710,1680.76049033761,5259.1359565755,63841.9846575357,20686.6153127909,268967293.111188,59772729.7977627,10,6,12,45,1.5,17,30,40,20,0.756010149481995,0.069144850387492,5202,1075
3711,1775.32431407305,5259.1346403312,36062.8848912066,30861.5441556328,280759084.434045,57196117.5437396,10,6,12,45,1.5,17,30,60,17,0.794635818094642,0.0601472908098572,5571,874
3712,1771.1239987171,5220.35871715924,34004.2756598009,31977.5531836947,281300241.800906,56489567.3259282,10,6,12,45,1.5,17,30,60,20,0.796408455054316,0.0576800093361225,5587,810
3713,1840.59727931151,6106.89306821624,15376.7335765155,78885.6939962912,42933029.9856086,294084504.879585,10,7,8,35,1.2,14,22,40,17,0.015603174532459,0.887364259516021,164,6126
3714,1835.80920148558,6052.15049944375,15662.9395423773,83889.5291535597,42990550.1220297,291630536.59624,10,7,8,35,1.2,14,22,40,20,0.0157915898178997,0.878794974092286,170,6098
3715,1946.97652872265,5826.56608562911,29969.737452104,156546.202450791,49235636.0214081,265872718.01189,10,7,8,35,1.2,14,22,60,17,0.0362482457917326,0.788848375825223,579,5748
3716,1942.94800257024,5780.54769871481,32947.2645979717,162711.674071918,49332526.2450705,263713552.01598,10,7,8,35,1.2,14,22,60,20,0.036565623327386,0.781308543374349,585,5713
3717,1951.61822496831,5876.606021813,17483.1427929147,123883.915636589,48898250.5024833,269630025.817956,10,7,8,35,1.2,14,30,40,17,0.0351430921393407,0.801968937828222,560,5811
3718,1947.3665420123,5827.97097114428,20013.095830287,129664.566098589,49009268.1517469,267379142.186739,10,7,8,35,1.2,14,30,40,20,0.0355067460417212,0.794108826341682,564,5775
3719,2080.57909060909,5792.83334878102,56561.8173110487,212366.123037466,55609273.8510899,244394501.08297,10,7,8,35,1.2,14,30,60,17,0.0571259916681477,0.713846195680507,962,5400
3720,2077.05980338392,5752.47117738338,61295.8579739089,218993.944056256,55747053.4359578,242411853.695645,10,7,8,35,1.2,14,30,60,20,0.0575773080492629,0.706922768237728,968,5368
3721,1627.72598738947,11468.8053486833,17060.8130814811,69250.4518962145,42864754.131126,294663600.086175,10,7,8,35,1.2,17,22,40,17,0.0153795273818875,0.889386466627038,157,6133
3722,1617.20340584576,11361.6341450958,16943.0448446632,73931.2056407875,42916047.1255696,292244536.703466,10,7,8,35,1.2,17,22,40,20,0.0155475447891907,0.880939069517126,161,6106
3723,1534.35996835798,9660.35256604214,24585.2194386917,140637.05383793,48801828.1112255,267161102.439107,10,7,8,35,1.2,17,22,60,17,0.0348272470544347,0.793347429039257,552,5771
3724,1525.14516345142,9567.34013217078,27114.0186307704,146467.304220531,48891733.7420386,265030591.951948,10,7,8,35,1.2,17,22,60,20,0.0351217455752375,0.785907661953984,559,5738
3725,1542.57155258517,9783.00111455531,15250.2545164321,109963.899848555,48602806.0108511,270753552.604523,10,7,8,35,1.2,17,30,40,17,0.0341753222123836,0.805892306268087,539,5829
3726,1532.83183184203,9684.78648605366,17318.0162281221,115402.652527673,48706095.9058439,268533237.92973,10,7,8,35,1.2,17,30,40,20,0.0345136627703015,0.798138941928398,546,5796
3727,1483.86731413201,8266.35257451692,46577.2262525226,191930.340035971,54925959.3952448,246132342.252344,10,7,8,35,1.2,17,30,60,17,0.0548876991978134,0.71991475699915,927,5428
3728,1475.40055627919,8181.66973331523,50816.0333618131,198211.664245966,55055598.5696273,244174659.187563,10,7,8,35,1.2,17,30,60,20,0.0553123505210783,0.713078505257356,932,5396
3729,1842.48944709184,6114.24907737506,15345.8129464195,78400.103728421,42992623.1524956,289639177.953426,10,7,8,35,1.5,14,22,40,17,0.0157983803203441,0.871841126845312,171,6078
3730,1837.68114613243,6059.41258628969,15605.3521186369,83380.8485947425,43062270.5228026,287207840.615929,10,7,8,35,1.5,14,22,40,20,0.0160265200636251,0.863350868944341,179,6055
3731,1948.62208880905,5833.25870993615,29839.2942879805,155762.702564914,49409778.2911666,261640975.216715,10,7,8,35,1.5,14,22,60,17,0.0368186732542764,0.774071081392442,592,5676
3732,1944.5755484828,5787.15735863119,32786.0208585285,161903.184777646,49517400.6655703,259502506.212085,10,7,8,35,1.5,14,22,60,20,0.0371712054569933,0.766603523072775,601,5643
3733,1953.23639496809,5882.9337197162,17382.5602126875,123301.327589062,49081508.2820772,265370666.227661,10,7,8,35,1.5,14,30,40,17,0.0357433787346066,0.787095205229762,569,5743
3734,1948.96584629083,5834.21309267717,19886.6856750416,129060.370943366,49203835.7459732,263141346.963399,10,7,8,35,1.5,14,30,40,20,0.0361440795232572,0.779310396760248,574,5706
3735,2081.96243019103,5798.53094301398,56351.6914684402,211487.204492948,55894887.0698284,240332628.213642,10,7,8,35,1.5,14,30,60,17,0.0580615578799582,0.699662088979354,976,5336
3736,2078.42633833314,5758.09362810435,61056.1931074478,218091.676858312,56042682.996558,238369695.092602,10,7,8,35,1.5,14,30,60,20,0.0585456841956173,0.692807503980817,984,5306
3737,1631.87373349761,11483.2057301854,17040.8182235091,68790.1201381743,42914019.4098617,290208853.132297,10,7,8,35,1.5,17,22,40,17,0.0155409027216009,0.873830439111364,160,6089
3738,1621.31760872221,11375.8800203942,16896.972231631,73448.1218007265,42977294.9390577,287812114.156142,10,7,8,35,1.5,17,22,40,20,0.0157481706044099,0.865460999085485,168,6060
3739,1538.14564475873,9673.92400960231,24471.0968147003,139889.120075124,48964140.4983353,262915862.681312,10,7,8,35,1.5,17,22,60,17,0.0353589240748783,0.778523003058024,562,5698
3740,1528.90108305384,9580.77637206188,26969.7813306499,145694.788499783,49064651.7035515,260805759.909969,10,7,8,35,1.5,17,22,60,20,0.0356881626441715,0.771154499950718,568,5666
3741,1546.29042577647,9795.83267505015,15162.5745666309,109409.335141379,48773793.1874246,266480934.892611,10,7,8,35,1.5,17,30,40,17,0.0347354147240733,0.790972276156702,549,5758
3742,1536.51949328608,9697.47820860384,17205.0700960506,114826.8053801,48888260.6384902,264281876.238532,10,7,8,35,1.5,17,30,40,20,0.0351103689367739,0.783293138085424,557,5726
3743,1487.24240219257,8278.40950033697,46385.6852427559,191089.781722435,55197947.4137292,242053341.591267,10,7,8,35,1.5,17,30,60,17,0.055778634152558,0.705670839852538,942,5364
3744,1478.74806398474,8193.6050796739,50595.6153969028,197348.151515862,55337486.3371165,240115085.315011,10,7,8,35,1.5,17,30,60,20,0.056235713494089,0.698902426679346,948,5333
3745,1805.35820460962,5818.19865070791,28156.9071647106,44488.2195148344,90070319.4360281,178909748.438771,10,7,8,45,1.2,14,22,40,17,0.170007986469823,0.485172687502122,1711,4605
3746,1800.71051610687,5767.20510037562,26518.2167459677,47762.2985328658,90355690.1748347,177035192.870233,10,7,8,45,1.2,14,22,40,20,0.17094275840456,0.478626717931743,1724,4570
3747,1904.43426106184,5648.74807985251,21452.6667595009,93655.985354759,98495473.8659946,162463908.332227,10,7,8,45,1.2,14,22,60,17,0.197605763102069,0.427743625006652,2101,4226
3748,1900.47465251091,5605.37511747894,22240.1379118421,98066.1563300676,98783615.6480372,160799351.212448,10,7,8,45,1.2,14,22,60,20,0.198549611978114,0.421930972430695,2112,4179
3749,1918.47084088299,5649.25027427449,17142.245457526,76382.2705288694,100431346.264554,160885955.517703,10,7,8,45,1.2,14,30,40,17,0.203946985033143,0.422233395659101,2198,4184
3750,1914.3809421366,5604.39548400469,17728.9143760823,80484.6394341338,100749927.628999,159185876.044933,10,7,8,45,1.2,14,30,40,20,0.204990543036528,0.416296698618606,2217,4132
3751,2038.14040904517,5656.12751397288,33793.5063804585,136638.501027515,108839043.341006,146577406.069245,10,7,8,45,1.2,14,30,60,17,0.231487577652098,0.372267776683635,2564,3781
3752,2034.70664311235,5618.4316418655,36375.7095210292,141593.495751797,109152012.888977,145066087.378399,10,7,8,45,1.2,14,30,60,20,0.232512753362456,0.36699023446111,2578,3750
3753,1580.33620064979,10637.0998394082,32073.7423276161,38783.2534482422,89362107.5165556,179458686.870738,10,7,8,45,1.2,17,22,40,17,0.167688138860576,0.487089586809873,1683,4619
3754,1570.04507378751,10535.8847728712,30107.2079834967,41787.2811751577,89638850.2017068,177610997.732956,10,7,8,45,1.2,17,22,40,20,0.168594648393771,0.48063743512419,1693,4581
3755,1500.00991222341,9126.48761846763,19934.047587509,82992.6918914185,97551866.4666215,163312454.736242,10,7,8,45,1.2,17,22,60,17,0.194514844537561,0.430706758793115,2052,4244
3756,1493.23848686748,9038.8460664528,20688.9753815497,87185.4377345213,97657776.3701544,162409812.642055,10,7,8,45,1.2,17,22,60,20,0.194861767301427,0.427554722235404,2060,4224
3757,1493.98973025559,9020.74544555213,17758.0169714178,66967.5385408616,99406844.46761,161779633.692171,10,7,8,45,1.2,17,30,40,17,0.200591085507925,0.425354130106223,2148,4202
3758,1484.52081717988,8928.58240529575,17958.5247904899,70779.5370039237,99715596.0925948,160102517.953062,10,7,8,45,1.2,17,30,40,20,0.201602444819141,0.419497622687359,2160,4158
3759,1448.98088703072,7780.11357299347,28486.2206603864,121994.019808739,107381460.230486,148421970.150004,10,7,8,45,1.2,17,30,60,17,0.22671305945882,0.378709015634308,2508,3830
3760,1440.66899129866,7699.74198233396,30628.8228679793,126648.440153144,107684423.182876,146925289.36212,10,7,8,45,1.2,17,30,60,20,0.227705457159944,0.37348258913701,2520,3792
3761,1808.07285296766,5832.03178400944,28232.0507233334,44356.5037957576,90569903.9017587,175544886.992279,10,7,8,45,1.5,14,22,40,17,0.17164444555301,0.473422552693122,1733,4539
3762,1802.42593532612,5773.35291349535,26517.1851238752,47430.163783373,90910491.9453913,173566431.133931,10,7,8,45,1.5,14,22,40,20,0.172760089524871,0.466513762117663,1748,4497
