"year","sim_id","policy_id","time","N_1_1_1_1","N_1_1_1_2","N_1_1_2_1","N_1_1_2_2","N_1_1_3_1","N_1_1_3_2","N_1_1_4_1","N_1_1_4_2","N_1_2_1_1","N_1_2_1_2","N_1_2_2_1","N_1_2_2_2","N_1_2_3_1","N_1_2_3_2","N_1_2_4_1","N_1_2_4_2","N_2_1_1_1","N_2_1_1_2","N_2_1_2_1","N_2_1_2_2","N_2_1_3_1","N_2_1_3_2","N_2_1_4_1","N_2_1_4_2","N_2_2_1_1","N_2_2_1_2","N_2_2_2_1","N_2_2_2_2","N_2_2_3_1","N_2_2_3_2","N_2_2_4_1","N_2_2_4_2","N_3_1_1_1","N_3_1_1_2","N_3_1_2_1","N_3_1_2_2","N_3_1_3_1","N_3_1_3_2","N_3_1_4_1","N_3_1_4_2","N_3_2_1_1","N_3_2_1_2","N_3_2_2_1","N_3_2_2_2","N_3_2_3_1","N_3_2_3_2","N_3_2_4_1","N_3_2_4_2","N_4_1_1_1","N_4_1_1_2","N_4_1_2_1","N_4_1_2_2","N_4_1_3_1","N_4_1_3_2","N_4_1_4_1","N_4_1_4_2","N_4_2_1_1","N_4_2_1_2","N_4_2_2_1","N_4_2_2_2","N_4_2_3_1","N_4_2_3_2","N_4_2_4_1","N_4_2_4_2","N_5_1_1_1","N_5_1_1_2","N_5_1_2_1","N_5_1_2_2","N_5_1_3_1","N_5_1_3_2","N_5_1_4_1","N_5_1_4_2","N_5_2_1_1","N_5_2_1_2","N_5_2_2_1","N_5_2_2_2","N_5_2_3_1","N_5_2_3_2","N_5_2_4_1","N_5_2_4_2","N_6_1_1_1","N_6_1_1_2","N_6_1_2_1","N_6_1_2_2","N_6_1_3_1","N_6_1_3_2","N_6_1_4_1","N_6_1_4_2","N_6_2_1_1","N_6_2_1_2","N_6_2_2_1","N_6_2_2_2","N_6_2_3_1","N_6_2_3_2","N_6_2_4_1","N_6_2_4_2","N_7_1_1_1","N_7_1_1_2","N_7_1_2_1","N_7_1_2_2","N_7_1_3_1","N_7_1_3_2","N_7_1_4_1","N_7_1_4_2","N_7_2_1_1","N_7_2_1_2","N_7_2_2_1","N_7_2_2_2","N_7_2_3_1","N_7_2_3_2","N_7_2_4_1","N_7_2_4_2","N_8_1_1_1","N_8_1_1_2","N_8_1_2_1","N_8_1_2_2","N_8_1_3_1","N_8_1_3_2","N_8_1_4_1","N_8_1_4_2","N_8_2_1_1","N_8_2_1_2","N_8_2_2_1","N_8_2_2_2","N_8_2_3_1","N_8_2_3_2","N_8_2_4_1","N_8_2_4_2","TB_mort_HIV_neg_male","TB_mort_HIV_neg_female","TB_mort_HIV_pos_male","TB_mort_HIV_pos_female","TB_incidence_HIV_neg_male","TB_incidence_HIV_neg_female","TB_incidence_HIV_pos_male","TB_incidence_HIV_pos_female"
2018,5543,3,28.0833333333333,2786.16179380301,2787.85582946022,117.608424822236,203.19505282249,33.0774007921865,43.3556199620627,62.6680392011088,180.409047533778,0,0,0,0,0,0,0,0,0,0,10.6165536361758,18.395013504105,3.02480497082605,3.96494077405652,11.2582354837748,34.8141164069792,0,0,0,0,0,0,0,0,6225.62662857344,5391.46205879436,363.471812660979,646.574430983328,154.662027187732,216.830331147219,517.094045388991,1725.6540177581,239.198530900536,207.148594159285,15.3343573325601,27.2779495638897,6.51143395393054,9.12839152965686,28.3855244330737,94.8082605699626,25695.5075951422,21736.2820240826,1755.84274879223,3031.78501152518,828.725920379229,1124.30231520326,1399.12259875101,4567.5181490631,987.26446520086,835.170543620218,74.4972442714724,128.641367349058,35.1638587780168,47.7083251200461,126.893587909958,411.218544478095,0,0,191.344045508951,332.091677884048,88.6296711720999,120.842094692382,356.034106045483,1234.89175308848,0,0,0,0,0,0,0,0,595.973191362824,540.065860663147,204.754896282906,384.99587404163,170.076715822114,248.877866222497,203.535320628551,684.457068287924,22.8982474471477,20.7502605272253,7.87605126776785,14.8096161366437,6.53924118987674,9.56979122230594,8.17246691720471,27.5196232119195,275.903517222213,247.833720975384,117.80173356733,221.24836648258,98.6640203913314,144.415907125071,140.245344538809,481.819808610706,10.6006566785353,9.52220336012867,4.52641269301256,8.50130599520476,3.79097587294069,5.54896538136533,5.57997077311307,19.1666751656516,0,0,28.7945324156352,49.9743089974003,13.3455241550395,18.1943418090892,1829.65950374431,5838.93919664536,0,0,0,0,0,0,0,0,1181.16241703391,554.840754918698,3035.38406006419,3487.93727253578,8313.80867589551,7659.08644485527,12023.0979038359,25717.9432333898
2018,5543,3,28.1666666666667,2786.12171496774,2791.63756726039,105.035350053078,184.038947360424,30.0530169601501,40.2996449531706,67.2757459621866,180.932840433487,0,0,0,0,0,0,0,0,0,0,14.1305924866812,24.8813202070964,4.13013781823619,5.5391609406471,13.8181471755878,40.8092720159036,0,0,0,0,0,0,0,0,6225.59009219506,5397.12666997428,320.165014772407,579.982098144517,139.223201529496,199.670211113589,525.270216901324,1689.41685315528,239.197127114451,207.36623757949,14.1970641291902,25.7177405401505,6.14315153157638,8.80933956714544,29.4944569494892,96.0060686825917,25737.1481772668,21793.247325288,1544.48223907037,2715.55634572688,741.48308217311,1028.83773720514,1455.35714706721,4470.17188965639,988.86434191205,837.358950410889,69.4510010043864,122.121978274377,33.348440375436,46.2748402008245,132.506917147143,417.844476635662,0,0,252.965240200485,447.066115588394,119.151766525447,166.137279555228,421.448579901687,1419.37732913848,0,0,0,0,0,0,0,0,596.398907238442,541.053025826011,191.928680187064,367.666490851994,161.177184303617,241.280852182206,219.468641636825,699.264472282498,22.9146040846601,20.7881882892913,7.39442689341445,14.1659927599693,6.20291494089437,9.28732245222234,8.79761503853795,28.1368652772639,276.687943137902,248.789295254812,111.041110423469,212.386588767701,93.8406341909099,140.515906229656,150.879241885147,492.709273632652,10.6307955558655,9.55891774089741,4.26736573186954,8.16221398039126,3.60601754793801,5.39972404171085,5.99168120763722,19.5969228391409,0,0,62.5608320129632,110.561641531244,29.494923836825,41.1194130586436,1876.49909038241,5997.49407996599,0,0,0,0,0,0,0,0,1184.5019501703,556.174621959898,3043.18201739188,3494.59618693602,8342.97088826961,7684.30980146776,12058.7831037774,25791.7560825595
2018,5543,3,28.25,2785.68390677656,2794.90501868568,94.6345742599005,168.066572314119,27.4870238317656,37.696650852393,71.1901608924093,181.529883708329,0,0,0,0,0,0,0,0,0,0,16.3102789476749,29.1770137378502,4.88190323284464,6.69718651585832,16.3943151044331,46.1573072882297,0,0,0,0,0,0,0,0,6225.00614342281,5402.30042636035,282.849865731572,521.799473166445,125.722676425268,184.452410202252,531.306384113022,1655.24166615963,239.174690868788,207.565021573555,13.1351675790335,24.2308379750676,5.78757585484486,8.48930411795561,30.5272494405968,97.1067077514195,25778.4927626026,21849.8703602786,1358.82084763124,2432.656558794,663.232517347529,941.137962947262,1493.25826203955,4362.89768460453,990.452846229612,839.534210563756,64.7481978902871,115.932482129458,31.614170117432,44.8631675498344,137.744021874079,424.140273221713,0,0,289.008984232332,520.100871396086,138.38189437326,197.309768677618,483.109541676444,1571.93396734562,0,0,0,0,0,0,0,0,596.79596047265,542.01167355115,179.645869597825,350.610241363055,152.625226696906,233.717393226873,233.553546384286,712.237845190444,22.9298594581881,20.8250203734926,6.93589551651629,13.5380974861333,5.88093887634984,9.00827772441565,9.35615297475258,28.6971867500108,277.494688942132,249.768363270905,104.634624118427,203.82128755666,89.2334795631767,136.684165933399,160.869333576941,503.062849332426,10.6617919994578,9.59653479562957,4.02246386576022,7.83563783902586,3.42964149810101,5.25359540384065,6.37933140751002,20.0088209617727,0,0,101.366929538453,182.415772686849,48.596808186575,69.2750244106677,1936.38291468251,6186.08800437313,0,0,0,0,0,0,0,0,1187.84378786546,557.51088975504,3050.72217433099,3501.12595558854,8372.13543749185,7709.5616000362,12092.8579274775,25863.2347117781
2018,5543,3,28.3333333333333,2784.92942169675,2797.74370845348,85.9298385230538,154.592675185232,25.28612622294,35.4555513236633,74.5833278386772,182.222504289746,0,0,0,0,0,0,0,0,0,0,17.5369091109697,31.8607454763555,5.36602581989617,7.52776334108912,18.8794937390138,50.8786349432181,0,0,0,0,0,0,0,0,6223.65143637922,5406.78172951608,250.676715607903,470.951306659384,113.900615240386,170.947857688115,535.674166119547,1623.25774662488,239.122640857767,207.737200407161,12.1484396284115,22.8221361007637,5.44709413424559,8.17236431098529,31.4872368524036,98.1178928129991,25819.7205587153,21906.3081584778,1195.76248960222,2179.63101532914,593.098897672303,860.650576297711,1515.72060330371,4248.05473327835,992.036863604148,841.702357534718,60.3657758640528,110.056748067626,29.958670954938,43.4748476052784,142.629646429732,430.122990623065,0,0,306.51092302565,561.673507566929,149.141101811569,217.443557220311,539.009688132424,1695.34552472572,0,0,0,0,0,0,0,0,597.163469288943,542.941127487589,167.931275760999,333.912446140138,144.421109719546,226.21048972443,245.927890891079,723.492123876731,22.943979688466,20.8607307933169,6.5001227601019,12.9268806555327,5.57265225487521,8.73253009024394,9.85315626490076,29.20347449988,278.339802833569,250.785125625227,98.5634345555979,195.539750381508,84.8355434952943,132.923515951471,170.220115660355,512.884084217379,10.6942626068948,9.63560013604261,3.79098515742285,7.52115453376372,3.26157661793397,5.11071901850587,6.74332579511839,20.40311961306,0,0,141.323832908535,258.966901574087,68.8724389513683,100.381993448536,2008.64527243325,6399.85544384106,0,0,0,0,0,0,0,0,1191.18776750479,558.849487265649,3058.00751637837,3507.52347948461,8401.29943550345,7734.83924155015,12125.4405680448,25932.5198710891
2018,5543,3,28.4166666666667,2783.92959274941,2800.2294474806,78.5613960012992,143.094297877546,23.3777057880329,33.5040534109517,77.5741820396004,183.008939405302,0,0,0,0,0,0,0,0,0,0,18.0897807944888,33.3659513210527,5.64892999216115,8.10171275547148,21.211097470206,55.0129640093208,0,0,0,0,0,0,0,0,6221.35169781806,5410.41212071201,222.902781316825,426.47421018764,103.527679903543,158.947314757019,538.759412454387,1593.52399178519,239.034281224576,207.876685842518,11.2347464191719,21.4932110123492,5.12304590881904,7.86138768295408,32.3783548007191,99.0468706676151,25860.9743800658,21962.6866898303,1052.57669875105,1953.37077978811,530.282566047841,786.849363010495,1525.2613184986,4127.68088079204,993.621881202513,843.868231390292,56.2822706244419,104.479533207416,28.3795432960563,42.1112773173745,147.186995223818,435.808885838345,0,0,310.801721873488,579.933614550244,153.629633651836,229.025074713379,588.059082508806,1792.54457067812,0,0,0,0,0,0,0,0,597.499798066331,543.840017382635,156.801072327901,317.645639569016,136.565182977202,218.783415878508,256.724332864039,733.142108812393,22.9569019323184,20.8952669014502,6.08676233492756,12.3332800253522,5.2775779924713,8.46017828810325,10.2933896955862,29.6585800038644,279.235398182983,251.850318890128,92.8106443311679,187.531757698329,80.6392160013037,129.235610082227,178.941182586128,522.178384252232,10.7286727933429,9.67652627976239,3.57222516630099,7.21832214266957,3.101499609806,4.97113941333569,7.08422774886442,20.780506249165,0,0,179.829496443511,335.545062844142,89.056489511223,132.706138075608,2092.11875060355,6634.15208959273,0,0,0,0,0,0,0,0,1194.5337193131,560.190340885672,3065.04217752527,3513.78664410959,8430.4591501106,7760.13936213376,12156.6456608314,25999.7534988429
2018,5543,3,28.5,2782.7468626344,2802.42911852723,72.2563524429211,133.171252964478,21.7052625395674,31.7849631367705,80.2448588836603,183.873854066106,0,0,0,0,0,0,0,0,0,0,18.172951038657,34.0168163398412,5.78181376765713,8.47539475923057,23.3565876528856,58.6098736072667,0,0,0,0,0,0,0,0,6217.97574433276,5413.07113539731,198.883899056058,387.513499511747,94.4031008442126,148.261783679394,540.87266354181,1566.04079264663,238.90457169295,207.978849438942,10.3907505897804,20.2433297046973,4.81601527129202,7.55831583996272,33.2047554684285,99.9002510919192,25902.365064159,22019.1045788988,926.856579045261,1751.07959268467,474.054610924173,719.23523335686,1524.06408148938,4003.52766803129,995.212157583614,846.035621513187,52.4776590314135,99.1863579397787,26.8743580315229,40.7736922113542,151.437831326226,441.213434511151,0,0,305.896915311691,581.193140791819,153.555151846929,234.051731783804,629.814391850136,1866.46935061768,0,0,0,0,0,0,0,0,597.802775147014,544.706470601635,146.26291638433,301.868809719171,129.05674481955,211.45820651808,266.070158019744,741.301450535552,22.9685427511788,20.928556748268,5.69541085966186,11.7581349405452,4.99534692566641,8.19146001901758,10.6813366203004,30.0653191435866,280.190189749715,252.971681708109,87.3609671382655,179.789125643736,76.636656542438,125.621339694873,187.046178101284,530.952761343146,10.7653573938519,9.71961055869773,3.3655075888893,6.92670050916551,2.94906131804996,4.83483805475193,7.40271449928441,21.1416028922287,0,0,215.227712883986,408.928256196546,108.277228928489,164.950161108323,2185.35370584852,6884.65237913597,0,0,0,0,0,0,0,0,1197.8814627585,561.53337297174,3071.83129430591,3519.91424592222,8459.61020138227,7785.45800602882,12186.5820178768,26065.074363387
2018,5543,3,28.5833333333333,2781.4356335841,2804.40149088738,66.8066466825057,124.516282115735,20.2248232934163,30.2531584885492,82.6522125770942,184.795280118306,0,0,0,0,0,0,0,0,0,0,17.9350229701748,34.0553712184789,5.80402051145277,8.69354778508683,25.3032174618937,61.7226403849938,0,0,0,0,0,0,0,0,6213.42969319833,5414.67130196455,178.06516845271,353.317188760417,86.3523530727815,138.722193993298,542.259665956366,1540.76142430318,238.72990513846,208.040330397393,9.61241682339083,19.0702076722121,4.52605350117819,7.26439195339412,33.9705584665489,100.683931920807,25943.9757305363,22075.6366938635,816.481515340909,1570.24396038824,423.751992863004,657.33669128608,1514.0184462281,3877.09222560011,996.810886335997,848.207404501322,48.9332360349959,94.1634186352978,25.4406575036265,39.4631583868872,155.402560214425,446.351347128137,0,0,294.800444346481,570.31644510075,150.235546150008,234.121684874259,664.276522107975,1919.9659964081,0,0,0,0,0,0,0,0,598.069876942351,545.538274916917,136.316654738182,286.627658809235,121.893457377709,204.254735810197,274.086978598337,748.08164221013,22.9788051847355,20.9605153364445,5.32558687346535,11.2021371002531,4.72564622366933,7.92668872868588,11.021217644551,30.4264649771328,281.21000406627,254.154399854181,82.2004129726288,172.305245353848,72.8200245293504,122.081112291423,194.551934797125,539.215660843826,10.8045402731532,9.76505221913088,3.17018953426729,6.64586358914002,2.80390461310869,4.70175677582558,7.69954299811088,21.4869693575557,0,0,246.548822206444,476.989030084022,125.961935527563,196.164983981043,2286.7740370096,7147.4055381616,0,0,0,0,0,0,0,0,1201.23080408049,562.878500810005,3078.38084226424,3525.90590151431,8488.74773287801,7810.7907768725,12215.3513490235,26128.6152121096
2018,5543,3,28.6666666666667,2780.04310132036,2806.19802676396,62.0527035228353,116.892532317516,18.902125308548,28.8731271863859,84.8358943478615,185.749057945984,0,0,0,0,0,0,0,0,0,0,17.483768640433,33.6618977972263,5.74568808651951,8.79160243775303,27.0509003049992,64.4043330967309,0,0,0,0,0,0,0,0,6207.65153098876,5415.15343220081,159.971258798774,323.228277788574,79.2246436804861,130.178575642517,543.111417446363,1517.60253977749,238.507898906109,208.058854612077,8.89536905620934,17.9705704976855,4.25284677370264,6.98034017363306,34.6796987163791,101.403088517479,25985.8657693612,22132.3375139498,719.584076057592,1408.60600315292,378.772771691369,600.709913227465,1496.75498504635,3749.64623413446,998.420349325935,850.385673553496,45.631513462948,89.3975266817268,24.0759615733078,38.1805717705323,159.100303785279,451.236585498786,0,0,279.740574622268,551.030169648026,144.681196047842,230.507911260725,691.740718006268,1955.72467844544,0,0,0,0,0,0,0,0,598.298381095184,546.333014778805,126.95533774237,271.955495475526,115.071130251357,197.190224543435,280.890412907465,753.591099499306,22.9875846356728,20.9910498567001,4.9767257156906,10.6658071054982,4.46818551422425,7.66620860691125,11.3170028625193,30.744736893169,282.298249998102,255.401517610518,77.3160117794121,165.074656578228,69.1816170815104,118.615032873922,201.477761722879,546.976829925749,10.8463524053236,9.81296822746291,2.98566332063249,6.37540602558526,2.66567609284181,4.57181457441429,7.97552409681816,21.8171098937568,0,0,273.313702213429,538.419129491335,141.76257471007,225.677292477126,2394.78509942562,7418.86150903345,0,0,0,0,0,0,0,0,1204.58153476125,564.22563595148,3084.6974705039,3531.76194921064,8517.86655891369,7836.13296822762,12243.0476737622,26190.5010348198
2018,5543,3,28.75,2778.61004933665,2807.86365465338,57.871295978294,110.116558468943,17.7104166739433,27.6169761397551,86.8239717894251,186.711557438043,0,0,0,0,0,0,0,0,0,0,16.8969283369853,32.9702896869994,5.62982316393742,8.79755669627848,28.6073056710591,66.7054668574802,0,0,0,0,0,0,0,0,6200.60613357428,5414.48228902083,144.196894352585,296.676169117062,72.8903602924849,122.498888713887,543.573422645037,1496.45354007754,238.237203470662,208.033068217831,8.2351369913316,16.9405639690217,3.99584093054711,6.70650569250457,35.3358425584501,102.062205290467,26028.0744955947,22189.2442201905,634.520625980467,1264.1387749237,338.571476070736,548.938498420074,1473.67662679792,3622.26215966032,1000.04205709694,852.571857224856,42.5561344406037,84.8760656745385,22.7777766941166,36.9266625066585,162.548968027123,455.882380721594,0,0,262.352921400702,526.169082728983,137.660652156766,224.219211430481,712.686712261703,1976.24091814035,0,0,0,0,0,0,0,0,598.485491813697,547.088183622465,118.166355409521,257.874482234027,108.583741141722,190.279049502936,286.589810233386,757.934372964207,22.9947736851979,21.020064002808,4.64818430168163,10.1494886506686,4.22267578301356,7.4103635264189,11.5724205063429,31.0227884888761,283.456342363386,256.714308903554,72.6955842444161,158.092675560664,65.7139452461714,115.223017061922,207.844850019487,554.247203354697,10.8908481499391,9.86340752995807,2.81135612414489,6.11494584450394,2.53403334674982,4.44491934575603,8.23150298299268,22.1324814151352,0,0,295.386533043169,592.515874923382,155.497692664015,253.030546789068,2507.84599448672,7695.87549678354,0,0,0,0,0,0,0,0,1207.93343077557,565.574683853568,3090.78834417828,3537.48334984623,8546.96128961464,7861.4796748132,12269.7572039877,26250.8481371251
2018,5543,3,28.8333333333333,2777.17158910031,2809.43749438274,54.166522718289,104.045490084454,16.6287447175258,26.4628312101034,88.6368060116488,187.66123622098,0,0,0,0,0,0,0,0,0,0,16.2301867740149,32.0796168923857,5.47392037536138,8.73348852926281,29.9845291816885,68.6727093859829,0,0,0,0,0,0,0,0,6192.28078170242,5412.64267360988,130.397853097743,273.16781671119,67.2385859227582,115.567644306873,543.753986701913,1477.18471948499,237.917330138098,207.962387251886,7.62732108641942,15.9760483662479,3.75433302814134,6.44296293174017,35.9423504611352,102.665132668884,26070.6244391458,22246.3794833971,559.845232254935,1135.02381632845,302.654649538817,501.632949201075,1445.98656881932,3495.83696312134,1001.67687528283,854.766826548292,39.6917990055211,80.5869607828219,21.5436064873106,35.7020028426265,165.765306541052,460.301253198909,0,0,243.822185666532,497.870865961824,129.752969772433,216.050345759689,727.699263304054,1983.79526837152,0,0,0,0,0,0,0,0,598.628440587738,547.801274875954,109.932575654642,244.39704482911,102.423598886101,183.532758382165,291.288055532542,761.21151346766,23.0002659627233,21.0474614682675,4.33925156836709,9.65335429858128,3.98881729314823,7.15947649691099,11.7909639112057,31.2631957194771,284.684076203975,258.092605838448,68.3275609835347,151.355085629899,62.4097709105192,111.904857738917,213.675773696348,561.038792950898,10.9380196321667,9.91636367561709,2.64672840765517,5.86412466820761,2.40864910907542,4.32097581108151,8.46834429881706,22.4335021016734,0,0,312.864988330043,639.017202797706,167.107236019144,277.937134365851,2624.51564688622,7975.69778662212,0,0,0,0,0,0,0,0,1211.28625247258,566.925543771953,3096.66100071208,3543.07159120415,8576.02643578111,7886.82588613949,12295.5585357214,26309.7637897771
2018,5543,3,28.9166666666667,2775.75783861445,2810.95352531744,50.8630900881863,98.5673326196151,15.6406277252196,25.3935565208379,90.2897022649715,188.579428594477,0,0,0,0,0,0,0,0,0,0,15.5230660949483,31.0628367637355,5.29122348870113,8.61677163588358,31.1968673697993,70.3482815620017,0,0,0,0,0,0,0,0,6182.681181446,5409.63594315863,118.282673545506,252.279022133811,62.1747504730875,109.284420633086,543.731481491587,1459.65417623113,237.548498144861,207.846863859678,7.06769831206604,15.0728051111941,3.52753746156515,6.18959818133052,36.5022703793158,103.215157501315,26113.5242657615,22303.7539438523,494.286500063916,1019.63073819117,270.576599494968,458.429934958795,1414.71310062753,3371.11347376065,1003.32513683318,856.970990310945,37.0241978109743,76.5186559903185,20.3709627584463,34.5070172429639,168.764981247233,464.505034838247,0,0,224.99173241357,467.730267214844,121.389327359743,206.623165898835,737.411590451467,1980.44613862693,0,0,0,0,0,0,0,0,598.724565455264,548.469854322614,102.233412068508,231.527313030838,96.5815825532317,176.960217476894,295.081467503955,763.517593961019,23.0039591914098,21.0731487265814,4.04916168480525,9.17741840236842,3.76629370456021,6.9138369156756,11.9758979965497,31.4684462788765,285.979952445636,259.535085079899,64.2008464443591,144.857890992454,59.2621197770658,108.660261276099,218.994068577695,567.364574115689,10.9878092551548,9.9717858194318,2.49127174715614,5.62260644599942,2.28921328994786,4.19989064429165,8.6869207571526,22.7205595953046,0,0,325.999006122189,677.974925845045,176.617628050835,300.239707657067,2743.47986781038,8255.95385654497,0,0,0,0,0,0,0,0,1214.63974495967,568.278108853369,3102.32322264523,3548.52859891586,8605.05649571175,7912.16656437126,12320.5230325268,26367.3462759434
2019,5543,3,29,2774.40963305424,2812.45692161532,48.4167860791802,94.5426275080744,14.8924324138582,24.6440007004447,91.1198133141877,188.254739153827,0,0,0,0,0,0,0,0,0,0,14.9633761737317,30.2782701012136,5.14677694509883,8.54712701507574,32.0439085747486,71.3777118016144,0,0,0,0,0,0,0,0,6171.81388174748,5405.46450139305,108.768821727291,236.022635141054,58.2414686659174,104.615519150862,541.759915593277,1440.26085712752,237.130959111792,207.686590396203,6.62314553300894,14.3713890404501,3.35047559054493,6.00664777040604,36.9108529927038,103.508466545634,26156.7928925016,22361.388959188,441.451015158585,925.824294219219,244.553434703891,423.255642317634,1373.38486933011,3235.12149541227,1004.98756856947,859.185169078345,34.9135374379423,73.3993540984541,19.4657089167747,33.6812658485968,170.980040915706,467.425974479817,0,0,208.681140206899,441.365865758883,114.107016729736,198.418458822412,739.003354407437,1961.5653085931,0,0,0,0,0,0,0,0,598.77157730815,549.091836013931,96.0739759457232,221.493521072801,92.0323615058012,172.303385668317,296.057821066645,760.999533528697,23.0057654200623,21.0970456322722,3.81796782183299,8.81029551440766,3.59322544273722,6.74159860561537,12.0514087183982,31.4852590749508,287.342620972727,261.040572301966,60.9573425146312,140.007934000663,56.8731651041734,106.562650732835,222.561826372314,570.755553006471,11.0401651452811,10.0296288416042,2.36987881368916,5.44494207772023,2.19897583796366,4.12312257482028,8.83917027190033,22.8976785963639,0,0,338.75558098606,716.877145053944,186.106163731237,323.134502882091,2857.93899944115,8524.13318372715,0,0,0,0,0,0,0,0,1217.99363908991,569.632267178057,3107.78650312708,3553.8595960085,8634.04599781799,7937.49669552647,12344.7302292651,26423.712412779
2019,5543,3,29.0833333333333,2773.34271700803,2814.17580561254,47.2228401298501,92.7616024802585,14.520599330005,24.4505517744744,90.5452075566051,185.580052730072,0,0,0,0,0,0,0,0,0,0,14.7225396402677,30.0678862332119,5.10244607338923,8.62684281394088,32.3312749176114,71.3882891901439,0,0,0,0,0,0,0,0,6159.55781901473,5400.0189889339,102.562557865958,226.108009251183,55.9026274413888,102.472556058536,536.249045045712,1415.54401582499,236.660061582081,207.477365099226,6.35032012316151,14.0006384125651,3.25468198773563,5.95340813188902,37.0677662357395,103.336944881904,26200.6842821349,22419.5331394755,403.518601822088,859.116065887627,226.103084016867,399.194562956294,1317.58435372035,3078.14860777415,1006.67392815166,861.41891491007,33.6747094199264,71.9155358204189,19.0191741476404,33.5685718031626,171.893764657052,468.02784299616,0,0,197.066861869598,423.461144823165,109.169473872831,193.665687632049,730.195275925168,1922.85440291306,0,0,0,0,0,0,0,0,598.769971814688,549.668063242626,92.3177575286585,216.367217747269,89.6695636924433,171.306539300542,292.647381130676,750.225326738982,23.0057036930482,21.1191845859859,3.68065177379548,8.6356598673234,3.50474937211553,6.71140642457117,11.9547582295717,31.176057422737,288.781920868252,262.618080716152,59.1793488922488,138.179879504139,55.8153887210467,106.724048723281,223.227117092906,568.761224638577,11.0954653359114,10.0902390450805,2.3053367459574,5.38490088993537,2.16013501532518,4.1338131738643,8.88007975533284,22.8689844654405,0,0,355.978691696209,765.526079758714,198.259201541987,351.114423977626,2959.73875205331,8764.5734467127,0,0,0,0,0,0,0,0,1221.3476601689,570.987902957846,3113.10740824467,3559.10755616978,8662.98929732755,7962.81106409122,12368.4367890906,26479.3097860004
2019,5543,3,29.1666666666667,2772.60911345009,2816.16746025363,46.1226563699829,91.1194505742595,14.1728430022489,24.2762207608916,90.0374065974304,183.121912609018,0,0,0,0,0,0,0,0,0,0,14.4658052762328,29.8027916891055,5.04506876887856,8.68150822360031,32.5390519716358,71.2485168047111,0,0,0,0,0,0,0,0,6145.97807613961,5393.35508267706,96.9446267110507,217.117196605422,53.7484296941239,100.53590305426,531.116629368497,1392.76832337446,236.138306144512,207.221327164124,6.09120618110102,13.6442371368005,3.16170011504974,5.90041896300688,37.2063943530595,103.142239352648,26245.2010934656,22478.1981426961,369.126698639394,797.702491835248,209.096051498078,376.576014843303,1264.23373928102,2930.58586152777,1008.38431773065,863.672675661608,32.4825894820825,70.4647304609577,18.5788332027068,33.4472834327911,172.779804433842,468.631487601756,0,0,185.434048426598,404.804954157423,104.034652810244,188.277564002888,719.228876653747,1879.90155369397,0,0,0,0,0,0,0,0,598.717611281705,550.19662747716,88.6946453029334,211.317300382547,87.349302316648,170.272506477102,289.318705695102,739.839732190997,23.0036918767772,21.1394922588924,3.54730829538408,8.46189322825383,3.41727911906,6.67876603447119,11.8614253383478,30.8808577274971,290.292603626959,264.262952019115,57.4404557766462,136.344792497353,54.7713329045086,106.870111354816,223.745064699067,566.705944844465,11.1535081710308,10.1534374496292,2.2422392331894,5.32479009689308,2.12177031260802,4.14399716759168,8.91627870855552,22.8405749147109,0,0,370.527480588547,809.70678411276,209.144287249335,377.777973953134,3059.5551834607,8996.93792293111,0,0,0,0,0,0,0,0,1224.70153148479,572.344902383104,3118.30523572882,3564.28665180824,8691.8804827461,7988.10424879947,12391.7323679838,26534.2957663529
2019,5543,3,29.25,2772.19318100267,2818.41844793961,45.1037329612423,89.5950142176775,13.8454475541373,24.1165104896893,89.5815767319137,180.841630478329,0,0,0,0,0,0,0,0,0,0,14.2006919142612,29.4991263737836,4.97813152596385,8.71591864031278,32.6823102961162,70.9923615312107,0,0,0,0,0,0,0,0,6131.19867454184,5385.58077709461,91.8395639655155,208.933850536779,51.7560313574237,98.7791369485652,526.33236935143,1371.75064150477,235.570457900361,206.922625911216,5.84501114242036,13.3014937135718,3.07150975493765,5.84781283061783,37.3279144602331,102.926705182646,26290.2525256262,22537.3060931105,337.942182552787,741.163202649395,193.423631122168,355.324160866552,1213.27588537748,2791.88716742387,1010.11524858399,865.943459113094,31.3354281725637,69.0462550700552,18.1448985011391,33.3178487494038,173.638688335039,469.235580580069,0,0,173.991959434838,385.843674166194,98.8235400967657,182.44742571902,706.591400588324,1833.99217588731,0,0,0,0,0,0,0,0,598.611923040919,550.675054490797,85.205564326311,206.355477339389,85.0738813070704,169.206934156791,286.069896315327,729.830880580589,22.9996311252187,21.1578735872348,3.4180069477597,8.28939779531475,3.33093307405214,6.64387694766856,11.7710880760471,30.598563891674,291.864660473471,265.966184604517,55.7403834586992,134.503397967329,53.7400459584128,106.99902115543,224.129879331893,564.603639533956,11.2139090974008,10.2188781978724,2.18052692634363,5.26451958118573,2.08381982531755,4.15354878854402,8.94825457541518,22.81276420216,0,0,382.542988228472,849.477957415167,218.779006564624,403.046034596191,3157.01937985671,9220.68112707791,0,0,0,0,0,0,0,0,1228.05496118963,573.70314465799,3123.38316297497,3569.3980781721,8720.71414972118,8013.37125706758,12414.6366239269,26588.7019946066
