"sim_calib_id","b1_calib_id","b2_calib_id","m1_calib_id","m2_calib_id","m3_calib_id","m4_calib_id"
1056,8.8,6.4,"1-L","2-L","3-L","4-H"
1057,8.8,6.4,"1-L","2-L","3-M","4-L"
1058,8.8,6.4,"1-L","2-L","3-M","4-M"
1059,8.8,6.4,"1-L","2-L","3-M","4-H"
1060,8.8,6.4,"1-L","2-L","3-H","4-L"
1061,8.8,6.4,"1-L","2-L","3-H","4-M"
1062,8.8,6.4,"1-L","2-L","3-H","4-H"
1063,8.8,6.4,"1-L","2-M","3-L","4-L"
1064,8.8,6.4,"1-L","2-M","3-L","4-M"
1065,8.8,6.4,"1-L","2-M","3-L","4-H"
1066,8.8,6.4,"1-L","2-M","3-M","4-L"
1067,8.8,6.4,"1-L","2-M","3-M","4-M"
1068,8.8,6.4,"1-L","2-M","3-M","4-H"
1069,8.8,6.4,"1-L","2-M","3-H","4-L"
1070,8.8,6.4,"1-L","2-M","3-H","4-M"
1071,8.8,6.4,"1-L","2-M","3-H","4-H"
1072,8.8,6.4,"1-L","2-H","3-L","4-L"
1073,8.8,6.4,"1-L","2-H","3-L","4-M"
1074,8.8,6.4,"1-L","2-H","3-L","4-H"
1075,8.8,6.4,"1-L","2-H","3-M","4-L"
1076,8.8,6.4,"1-L","2-H","3-M","4-M"
1077,8.8,6.4,"1-L","2-H","3-M","4-H"
1078,8.8,6.4,"1-L","2-H","3-H","4-L"
1079,8.8,6.4,"1-L","2-H","3-H","4-M"
1080,8.8,6.4,"1-L","2-H","3-H","4-H"
1081,8.8,6.4,"1-M","2-L","3-L","4-L"
1082,8.8,6.4,"1-M","2-L","3-L","4-M"
1083,8.8,6.4,"1-M","2-L","3-L","4-H"
1084,8.8,6.4,"1-M","2-L","3-M","4-L"
1085,8.8,6.4,"1-M","2-L","3-M","4-M"
1086,8.8,6.4,"1-M","2-L","3-M","4-H"
1087,8.8,6.4,"1-M","2-L","3-H","4-L"
1088,8.8,6.4,"1-M","2-L","3-H","4-M"
1089,8.8,6.4,"1-M","2-L","3-H","4-H"
1090,8.8,6.4,"1-M","2-M","3-L","4-L"
1091,8.8,6.4,"1-M","2-M","3-L","4-M"
1092,8.8,6.4,"1-M","2-M","3-L","4-H"
1093,8.8,6.4,"1-M","2-M","3-M","4-L"
1094,8.8,6.4,"1-M","2-M","3-M","4-M"
1095,8.8,6.4,"1-M","2-M","3-M","4-H"
1096,8.8,6.4,"1-M","2-M","3-H","4-L"
1097,8.8,6.4,"1-M","2-M","3-H","4-M"
1098,8.8,6.4,"1-M","2-M","3-H","4-H"
1099,8.8,6.4,"1-M","2-H","3-L","4-L"
1100,8.8,6.4,"1-M","2-H","3-L","4-M"
1101,8.8,6.4,"1-M","2-H","3-L","4-H"
1102,8.8,6.4,"1-M","2-H","3-M","4-L"
1103,8.8,6.4,"1-M","2-H","3-M","4-M"
1104,8.8,6.4,"1-M","2-H","3-M","4-H"
1105,8.8,6.4,"1-M","2-H","3-H","4-L"
1106,8.8,6.4,"1-M","2-H","3-H","4-M"
1107,8.8,6.4,"1-M","2-H","3-H","4-H"
1108,8.8,6.4,"1-H","2-L","3-L","4-L"
1109,8.8,6.4,"1-H","2-L","3-L","4-M"
1110,8.8,6.4,"1-H","2-L","3-L","4-H"
1111,8.8,6.4,"1-H","2-L","3-M","4-L"
1112,8.8,6.4,"1-H","2-L","3-M","4-M"
1113,8.8,6.4,"1-H","2-L","3-M","4-H"
1114,8.8,6.4,"1-H","2-L","3-H","4-L"
1115,8.8,6.4,"1-H","2-L","3-H","4-M"
1116,8.8,6.4,"1-H","2-L","3-H","4-H"
1117,8.8,6.4,"1-H","2-M","3-L","4-L"
1118,8.8,6.4,"1-H","2-M","3-L","4-M"
1119,8.8,6.4,"1-H","2-M","3-L","4-H"
1120,8.8,6.4,"1-H","2-M","3-M","4-L"
1121,8.8,6.4,"1-H","2-M","3-M","4-M"
1122,8.8,6.4,"1-H","2-M","3-M","4-H"
1123,8.8,6.4,"1-H","2-M","3-H","4-L"
1124,8.8,6.4,"1-H","2-M","3-H","4-M"
1125,8.8,6.4,"1-H","2-M","3-H","4-H"
1126,8.8,6.4,"1-H","2-H","3-L","4-L"
1127,8.8,6.4,"1-H","2-H","3-L","4-M"
1128,8.8,6.4,"1-H","2-H","3-L","4-H"
1129,8.8,6.4,"1-H","2-H","3-M","4-L"
1130,8.8,6.4,"1-H","2-H","3-M","4-M"
1131,8.8,6.4,"1-H","2-H","3-M","4-H"
1132,8.8,6.4,"1-H","2-H","3-H","4-L"
1133,8.8,6.4,"1-H","2-H","3-H","4-M"
1134,8.8,6.4,"1-H","2-H","3-H","4-H"
1135,8.8,6.8,"1-L","2-L","3-L","4-L"
1136,8.8,6.8,"1-L","2-L","3-L","4-M"
1137,8.8,6.8,"1-L","2-L","3-L","4-H"
1138,8.8,6.8,"1-L","2-L","3-M","4-L"
1139,8.8,6.8,"1-L","2-L","3-M","4-M"
1140,8.8,6.8,"1-L","2-L","3-M","4-H"
1141,8.8,6.8,"1-L","2-L","3-H","4-L"
1142,8.8,6.8,"1-L","2-L","3-H","4-M"
1143,8.8,6.8,"1-L","2-L","3-H","4-H"
1144,8.8,6.8,"1-L","2-M","3-L","4-L"
1145,8.8,6.8,"1-L","2-M","3-L","4-M"
1146,8.8,6.8,"1-L","2-M","3-L","4-H"
1147,8.8,6.8,"1-L","2-M","3-M","4-L"
1148,8.8,6.8,"1-L","2-M","3-M","4-M"
1149,8.8,6.8,"1-L","2-M","3-M","4-H"
1150,8.8,6.8,"1-L","2-M","3-H","4-L"
1151,8.8,6.8,"1-L","2-M","3-H","4-M"
1152,8.8,6.8,"1-L","2-M","3-H","4-H"
1153,8.8,6.8,"1-L","2-H","3-L","4-L"
1154,8.8,6.8,"1-L","2-H","3-L","4-M"
1155,8.8,6.8,"1-L","2-H","3-L","4-H"
1156,8.8,6.8,"1-L","2-H","3-M","4-L"
1157,8.8,6.8,"1-L","2-H","3-M","4-M"
1158,8.8,6.8,"1-L","2-H","3-M","4-H"
1159,8.8,6.8,"1-L","2-H","3-H","4-L"
1160,8.8,6.8,"1-L","2-H","3-H","4-M"
1161,8.8,6.8,"1-L","2-H","3-H","4-H"
1162,8.8,6.8,"1-M","2-L","3-L","4-L"
1163,8.8,6.8,"1-M","2-L","3-L","4-M"
1164,8.8,6.8,"1-M","2-L","3-L","4-H"
1165,8.8,6.8,"1-M","2-L","3-M","4-L"
1166,8.8,6.8,"1-M","2-L","3-M","4-M"
1167,8.8,6.8,"1-M","2-L","3-M","4-H"
1168,8.8,6.8,"1-M","2-L","3-H","4-L"
1169,8.8,6.8,"1-M","2-L","3-H","4-M"
1170,8.8,6.8,"1-M","2-L","3-H","4-H"
1171,8.8,6.8,"1-M","2-M","3-L","4-L"
1172,8.8,6.8,"1-M","2-M","3-L","4-M"
1173,8.8,6.8,"1-M","2-M","3-L","4-H"
1174,8.8,6.8,"1-M","2-M","3-M","4-L"
1175,8.8,6.8,"1-M","2-M","3-M","4-M"
1176,8.8,6.8,"1-M","2-M","3-M","4-H"
1177,8.8,6.8,"1-M","2-M","3-H","4-L"
1178,8.8,6.8,"1-M","2-M","3-H","4-M"
1179,8.8,6.8,"1-M","2-M","3-H","4-H"
1180,8.8,6.8,"1-M","2-H","3-L","4-L"
1181,8.8,6.8,"1-M","2-H","3-L","4-M"
1182,8.8,6.8,"1-M","2-H","3-L","4-H"
1183,8.8,6.8,"1-M","2-H","3-M","4-L"
1184,8.8,6.8,"1-M","2-H","3-M","4-M"
1185,8.8,6.8,"1-M","2-H","3-M","4-H"
1186,8.8,6.8,"1-M","2-H","3-H","4-L"
1187,8.8,6.8,"1-M","2-H","3-H","4-M"
1188,8.8,6.8,"1-M","2-H","3-H","4-H"
1189,8.8,6.8,"1-H","2-L","3-L","4-L"
1190,8.8,6.8,"1-H","2-L","3-L","4-M"
1191,8.8,6.8,"1-H","2-L","3-L","4-H"
1192,8.8,6.8,"1-H","2-L","3-M","4-L"
1193,8.8,6.8,"1-H","2-L","3-M","4-M"
1194,8.8,6.8,"1-H","2-L","3-M","4-H"
1195,8.8,6.8,"1-H","2-L","3-H","4-L"
1196,8.8,6.8,"1-H","2-L","3-H","4-M"
1197,8.8,6.8,"1-H","2-L","3-H","4-H"
1198,8.8,6.8,"1-H","2-M","3-L","4-L"
1199,8.8,6.8,"1-H","2-M","3-L","4-M"
1200,8.8,6.8,"1-H","2-M","3-L","4-H"
1201,8.8,6.8,"1-H","2-M","3-M","4-L"
1202,8.8,6.8,"1-H","2-M","3-M","4-M"
1203,8.8,6.8,"1-H","2-M","3-M","4-H"
1204,8.8,6.8,"1-H","2-M","3-H","4-L"
1205,8.8,6.8,"1-H","2-M","3-H","4-M"
1206,8.8,6.8,"1-H","2-M","3-H","4-H"
1207,8.8,6.8,"1-H","2-H","3-L","4-L"
1208,8.8,6.8,"1-H","2-H","3-L","4-M"
1209,8.8,6.8,"1-H","2-H","3-L","4-H"
1210,8.8,6.8,"1-H","2-H","3-M","4-L"
1211,8.8,6.8,"1-H","2-H","3-M","4-M"
1212,8.8,6.8,"1-H","2-H","3-M","4-H"
1213,8.8,6.8,"1-H","2-H","3-H","4-L"
1214,8.8,6.8,"1-H","2-H","3-H","4-M"
1215,8.8,6.8,"1-H","2-H","3-H","4-H"
1216,8.8,7.2,"1-L","2-L","3-L","4-L"
1217,8.8,7.2,"1-L","2-L","3-L","4-M"
1218,8.8,7.2,"1-L","2-L","3-L","4-H"
1219,8.8,7.2,"1-L","2-L","3-M","4-L"
1220,8.8,7.2,"1-L","2-L","3-M","4-M"
1221,8.8,7.2,"1-L","2-L","3-M","4-H"
1222,8.8,7.2,"1-L","2-L","3-H","4-L"
1223,8.8,7.2,"1-L","2-L","3-H","4-M"
1224,8.8,7.2,"1-L","2-L","3-H","4-H"
1225,8.8,7.2,"1-L","2-M","3-L","4-L"
1226,8.8,7.2,"1-L","2-M","3-L","4-M"
1227,8.8,7.2,"1-L","2-M","3-L","4-H"
1228,8.8,7.2,"1-L","2-M","3-M","4-L"
1229,8.8,7.2,"1-L","2-M","3-M","4-M"
1230,8.8,7.2,"1-L","2-M","3-M","4-H"
1231,8.8,7.2,"1-L","2-M","3-H","4-L"
1232,8.8,7.2,"1-L","2-M","3-H","4-M"
1233,8.8,7.2,"1-L","2-M","3-H","4-H"
1234,8.8,7.2,"1-L","2-H","3-L","4-L"
1235,8.8,7.2,"1-L","2-H","3-L","4-M"
1236,8.8,7.2,"1-L","2-H","3-L","4-H"
1237,8.8,7.2,"1-L","2-H","3-M","4-L"
1238,8.8,7.2,"1-L","2-H","3-M","4-M"
1239,8.8,7.2,"1-L","2-H","3-M","4-H"
1240,8.8,7.2,"1-L","2-H","3-H","4-L"
1241,8.8,7.2,"1-L","2-H","3-H","4-M"
1242,8.8,7.2,"1-L","2-H","3-H","4-H"
1243,8.8,7.2,"1-M","2-L","3-L","4-L"
1244,8.8,7.2,"1-M","2-L","3-L","4-M"
1245,8.8,7.2,"1-M","2-L","3-L","4-H"
1246,8.8,7.2,"1-M","2-L","3-M","4-L"
1247,8.8,7.2,"1-M","2-L","3-M","4-M"
1248,8.8,7.2,"1-M","2-L","3-M","4-H"
1249,8.8,7.2,"1-M","2-L","3-H","4-L"
1250,8.8,7.2,"1-M","2-L","3-H","4-M"
1251,8.8,7.2,"1-M","2-L","3-H","4-H"
1252,8.8,7.2,"1-M","2-M","3-L","4-L"
1253,8.8,7.2,"1-M","2-M","3-L","4-M"
1254,8.8,7.2,"1-M","2-M","3-L","4-H"
1255,8.8,7.2,"1-M","2-M","3-M","4-L"
1256,8.8,7.2,"1-M","2-M","3-M","4-M"
1257,8.8,7.2,"1-M","2-M","3-M","4-H"
1258,8.8,7.2,"1-M","2-M","3-H","4-L"
1259,8.8,7.2,"1-M","2-M","3-H","4-M"
1260,8.8,7.2,"1-M","2-M","3-H","4-H"
1261,8.8,7.2,"1-M","2-H","3-L","4-L"
1262,8.8,7.2,"1-M","2-H","3-L","4-M"
1263,8.8,7.2,"1-M","2-H","3-L","4-H"
1264,8.8,7.2,"1-M","2-H","3-M","4-L"
1265,8.8,7.2,"1-M","2-H","3-M","4-M"
1266,8.8,7.2,"1-M","2-H","3-M","4-H"
1267,8.8,7.2,"1-M","2-H","3-H","4-L"
1268,8.8,7.2,"1-M","2-H","3-H","4-M"
1269,8.8,7.2,"1-M","2-H","3-H","4-H"
1270,8.8,7.2,"1-H","2-L","3-L","4-L"
1271,8.8,7.2,"1-H","2-L","3-L","4-M"
1272,8.8,7.2,"1-H","2-L","3-L","4-H"
1273,8.8,7.2,"1-H","2-L","3-M","4-L"
1274,8.8,7.2,"1-H","2-L","3-M","4-M"
1275,8.8,7.2,"1-H","2-L","3-M","4-H"
1276,8.8,7.2,"1-H","2-L","3-H","4-L"
1277,8.8,7.2,"1-H","2-L","3-H","4-M"
1278,8.8,7.2,"1-H","2-L","3-H","4-H"
1279,8.8,7.2,"1-H","2-M","3-L","4-L"
1280,8.8,7.2,"1-H","2-M","3-L","4-M"
1281,8.8,7.2,"1-H","2-M","3-L","4-H"
1282,8.8,7.2,"1-H","2-M","3-M","4-L"
1283,8.8,7.2,"1-H","2-M","3-M","4-M"
1284,8.8,7.2,"1-H","2-M","3-M","4-H"
1285,8.8,7.2,"1-H","2-M","3-H","4-L"
1286,8.8,7.2,"1-H","2-M","3-H","4-M"
1287,8.8,7.2,"1-H","2-M","3-H","4-H"
1288,8.8,7.2,"1-H","2-H","3-L","4-L"
1289,8.8,7.2,"1-H","2-H","3-L","4-M"
1290,8.8,7.2,"1-H","2-H","3-L","4-H"
1291,8.8,7.2,"1-H","2-H","3-M","4-L"
1292,8.8,7.2,"1-H","2-H","3-M","4-M"
1293,8.8,7.2,"1-H","2-H","3-M","4-H"
1294,8.8,7.2,"1-H","2-H","3-H","4-L"
1295,8.8,7.2,"1-H","2-H","3-H","4-M"
1296,8.8,7.2,"1-H","2-H","3-H","4-H"
1297,8.8,7.6,"1-L","2-L","3-L","4-L"
1298,8.8,7.6,"1-L","2-L","3-L","4-M"
1299,8.8,7.6,"1-L","2-L","3-L","4-H"
1300,8.8,7.6,"1-L","2-L","3-M","4-L"
1301,8.8,7.6,"1-L","2-L","3-M","4-M"
1302,8.8,7.6,"1-L","2-L","3-M","4-H"
1303,8.8,7.6,"1-L","2-L","3-H","4-L"
1304,8.8,7.6,"1-L","2-L","3-H","4-M"
1305,8.8,7.6,"1-L","2-L","3-H","4-H"
1306,8.8,7.6,"1-L","2-M","3-L","4-L"
1307,8.8,7.6,"1-L","2-M","3-L","4-M"
1308,8.8,7.6,"1-L","2-M","3-L","4-H"
1309,8.8,7.6,"1-L","2-M","3-M","4-L"
1310,8.8,7.6,"1-L","2-M","3-M","4-M"
1311,8.8,7.6,"1-L","2-M","3-M","4-H"
1312,8.8,7.6,"1-L","2-M","3-H","4-L"
1313,8.8,7.6,"1-L","2-M","3-H","4-M"
1314,8.8,7.6,"1-L","2-M","3-H","4-H"
1315,8.8,7.6,"1-L","2-H","3-L","4-L"
1316,8.8,7.6,"1-L","2-H","3-L","4-M"
1317,8.8,7.6,"1-L","2-H","3-L","4-H"
1318,8.8,7.6,"1-L","2-H","3-M","4-L"
1319,8.8,7.6,"1-L","2-H","3-M","4-M"
1320,8.8,7.6,"1-L","2-H","3-M","4-H"
1321,8.8,7.6,"1-L","2-H","3-H","4-L"
1322,8.8,7.6,"1-L","2-H","3-H","4-M"
1323,8.8,7.6,"1-L","2-H","3-H","4-H"
1324,8.8,7.6,"1-M","2-L","3-L","4-L"
1325,8.8,7.6,"1-M","2-L","3-L","4-M"
1326,8.8,7.6,"1-M","2-L","3-L","4-H"
1327,8.8,7.6,"1-M","2-L","3-M","4-L"
1328,8.8,7.6,"1-M","2-L","3-M","4-M"
1329,8.8,7.6,"1-M","2-L","3-M","4-H"
1330,8.8,7.6,"1-M","2-L","3-H","4-L"
1331,8.8,7.6,"1-M","2-L","3-H","4-M"
1332,8.8,7.6,"1-M","2-L","3-H","4-H"
1333,8.8,7.6,"1-M","2-M","3-L","4-L"
1334,8.8,7.6,"1-M","2-M","3-L","4-M"
1335,8.8,7.6,"1-M","2-M","3-L","4-H"
1336,8.8,7.6,"1-M","2-M","3-M","4-L"
1337,8.8,7.6,"1-M","2-M","3-M","4-M"
1338,8.8,7.6,"1-M","2-M","3-M","4-H"
1339,8.8,7.6,"1-M","2-M","3-H","4-L"
1340,8.8,7.6,"1-M","2-M","3-H","4-M"
1341,8.8,7.6,"1-M","2-M","3-H","4-H"
1342,8.8,7.6,"1-M","2-H","3-L","4-L"
1343,8.8,7.6,"1-M","2-H","3-L","4-M"
1344,8.8,7.6,"1-M","2-H","3-L","4-H"
1345,8.8,7.6,"1-M","2-H","3-M","4-L"
1346,8.8,7.6,"1-M","2-H","3-M","4-M"
1347,8.8,7.6,"1-M","2-H","3-M","4-H"
1348,8.8,7.6,"1-M","2-H","3-H","4-L"
1349,8.8,7.6,"1-M","2-H","3-H","4-M"
1350,8.8,7.6,"1-M","2-H","3-H","4-H"
1351,8.8,7.6,"1-H","2-L","3-L","4-L"
1352,8.8,7.6,"1-H","2-L","3-L","4-M"
1353,8.8,7.6,"1-H","2-L","3-L","4-H"
1354,8.8,7.6,"1-H","2-L","3-M","4-L"
1355,8.8,7.6,"1-H","2-L","3-M","4-M"
1356,8.8,7.6,"1-H","2-L","3-M","4-H"
1357,8.8,7.6,"1-H","2-L","3-H","4-L"
1358,8.8,7.6,"1-H","2-L","3-H","4-M"
1359,8.8,7.6,"1-H","2-L","3-H","4-H"
1360,8.8,7.6,"1-H","2-M","3-L","4-L"
1361,8.8,7.6,"1-H","2-M","3-L","4-M"
1362,8.8,7.6,"1-H","2-M","3-L","4-H"
1363,8.8,7.6,"1-H","2-M","3-M","4-L"
1364,8.8,7.6,"1-H","2-M","3-M","4-M"
1365,8.8,7.6,"1-H","2-M","3-M","4-H"
1366,8.8,7.6,"1-H","2-M","3-H","4-L"
1367,8.8,7.6,"1-H","2-M","3-H","4-M"
1368,8.8,7.6,"1-H","2-M","3-H","4-H"
1369,8.8,7.6,"1-H","2-H","3-L","4-L"
1370,8.8,7.6,"1-H","2-H","3-L","4-M"
1371,8.8,7.6,"1-H","2-H","3-L","4-H"
1372,8.8,7.6,"1-H","2-H","3-M","4-L"
1373,8.8,7.6,"1-H","2-H","3-M","4-M"
1374,8.8,7.6,"1-H","2-H","3-M","4-H"
1375,8.8,7.6,"1-H","2-H","3-H","4-L"
1376,8.8,7.6,"1-H","2-H","3-H","4-M"
1377,8.8,7.6,"1-H","2-H","3-H","4-H"
1378,8.8,8,"1-L","2-L","3-L","4-L"
1379,8.8,8,"1-L","2-L","3-L","4-M"
1380,8.8,8,"1-L","2-L","3-L","4-H"
1381,8.8,8,"1-L","2-L","3-M","4-L"
1382,8.8,8,"1-L","2-L","3-M","4-M"
1383,8.8,8,"1-L","2-L","3-M","4-H"
1384,8.8,8,"1-L","2-L","3-H","4-L"
1385,8.8,8,"1-L","2-L","3-H","4-M"
1386,8.8,8,"1-L","2-L","3-H","4-H"
1387,8.8,8,"1-L","2-M","3-L","4-L"
1388,8.8,8,"1-L","2-M","3-L","4-M"
1389,8.8,8,"1-L","2-M","3-L","4-H"
1390,8.8,8,"1-L","2-M","3-M","4-L"
1391,8.8,8,"1-L","2-M","3-M","4-M"
1392,8.8,8,"1-L","2-M","3-M","4-H"
1393,8.8,8,"1-L","2-M","3-H","4-L"
1394,8.8,8,"1-L","2-M","3-H","4-M"
1395,8.8,8,"1-L","2-M","3-H","4-H"
1396,8.8,8,"1-L","2-H","3-L","4-L"
1397,8.8,8,"1-L","2-H","3-L","4-M"
1398,8.8,8,"1-L","2-H","3-L","4-H"
1399,8.8,8,"1-L","2-H","3-M","4-L"
1400,8.8,8,"1-L","2-H","3-M","4-M"
1401,8.8,8,"1-L","2-H","3-M","4-H"
1402,8.8,8,"1-L","2-H","3-H","4-L"
1403,8.8,8,"1-L","2-H","3-H","4-M"
1404,8.8,8,"1-L","2-H","3-H","4-H"
1405,8.8,8,"1-M","2-L","3-L","4-L"
1406,8.8,8,"1-M","2-L","3-L","4-M"
1407,8.8,8,"1-M","2-L","3-L","4-H"
1408,8.8,8,"1-M","2-L","3-M","4-L"
1409,8.8,8,"1-M","2-L","3-M","4-M"
1410,8.8,8,"1-M","2-L","3-M","4-H"
1411,8.8,8,"1-M","2-L","3-H","4-L"
1412,8.8,8,"1-M","2-L","3-H","4-M"
1413,8.8,8,"1-M","2-L","3-H","4-H"
1414,8.8,8,"1-M","2-M","3-L","4-L"
1415,8.8,8,"1-M","2-M","3-L","4-M"
1416,8.8,8,"1-M","2-M","3-L","4-H"
1417,8.8,8,"1-M","2-M","3-M","4-L"
1418,8.8,8,"1-M","2-M","3-M","4-M"
1419,8.8,8,"1-M","2-M","3-M","4-H"
1420,8.8,8,"1-M","2-M","3-H","4-L"
1421,8.8,8,"1-M","2-M","3-H","4-M"
1422,8.8,8,"1-M","2-M","3-H","4-H"
1423,8.8,8,"1-M","2-H","3-L","4-L"
1424,8.8,8,"1-M","2-H","3-L","4-M"
1425,8.8,8,"1-M","2-H","3-L","4-H"
1426,8.8,8,"1-M","2-H","3-M","4-L"
1427,8.8,8,"1-M","2-H","3-M","4-M"
1428,8.8,8,"1-M","2-H","3-M","4-H"
1429,8.8,8,"1-M","2-H","3-H","4-L"
1430,8.8,8,"1-M","2-H","3-H","4-M"
1431,8.8,8,"1-M","2-H","3-H","4-H"
1432,8.8,8,"1-H","2-L","3-L","4-L"
1433,8.8,8,"1-H","2-L","3-L","4-M"
1434,8.8,8,"1-H","2-L","3-L","4-H"
1435,8.8,8,"1-H","2-L","3-M","4-L"
1436,8.8,8,"1-H","2-L","3-M","4-M"
1437,8.8,8,"1-H","2-L","3-M","4-H"
1438,8.8,8,"1-H","2-L","3-H","4-L"
1439,8.8,8,"1-H","2-L","3-H","4-M"
1440,8.8,8,"1-H","2-L","3-H","4-H"
1441,8.8,8,"1-H","2-M","3-L","4-L"
1442,8.8,8,"1-H","2-M","3-L","4-M"
1443,8.8,8,"1-H","2-M","3-L","4-H"
1444,8.8,8,"1-H","2-M","3-M","4-L"
1445,8.8,8,"1-H","2-M","3-M","4-M"
1446,8.8,8,"1-H","2-M","3-M","4-H"
1447,8.8,8,"1-H","2-M","3-H","4-L"
1448,8.8,8,"1-H","2-M","3-H","4-M"
1449,8.8,8,"1-H","2-M","3-H","4-H"
1450,8.8,8,"1-H","2-H","3-L","4-L"
1451,8.8,8,"1-H","2-H","3-L","4-M"
1452,8.8,8,"1-H","2-H","3-L","4-H"
1453,8.8,8,"1-H","2-H","3-M","4-L"
1454,8.8,8,"1-H","2-H","3-M","4-M"
1455,8.8,8,"1-H","2-H","3-M","4-H"
1456,8.8,8,"1-H","2-H","3-H","4-L"
1457,8.8,8,"1-H","2-H","3-H","4-M"
1458,8.8,8,"1-H","2-H","3-H","4-H"
1459,9.2,6,"1-L","2-L","3-L","4-L"
1460,9.2,6,"1-L","2-L","3-L","4-M"
1461,9.2,6,"1-L","2-L","3-L","4-H"
1462,9.2,6,"1-L","2-L","3-M","4-L"
1463,9.2,6,"1-L","2-L","3-M","4-M"
1464,9.2,6,"1-L","2-L","3-M","4-H"
1465,9.2,6,"1-L","2-L","3-H","4-L"
1466,9.2,6,"1-L","2-L","3-H","4-M"
1467,9.2,6,"1-L","2-L","3-H","4-H"
1468,9.2,6,"1-L","2-M","3-L","4-L"
1469,9.2,6,"1-L","2-M","3-L","4-M"
1470,9.2,6,"1-L","2-M","3-L","4-H"
1471,9.2,6,"1-L","2-M","3-M","4-L"
1472,9.2,6,"1-L","2-M","3-M","4-M"
1473,9.2,6,"1-L","2-M","3-M","4-H"
1474,9.2,6,"1-L","2-M","3-H","4-L"
1475,9.2,6,"1-L","2-M","3-H","4-M"
1476,9.2,6,"1-L","2-M","3-H","4-H"
1477,9.2,6,"1-L","2-H","3-L","4-L"
1478,9.2,6,"1-L","2-H","3-L","4-M"
1479,9.2,6,"1-L","2-H","3-L","4-H"
1480,9.2,6,"1-L","2-H","3-M","4-L"
1481,9.2,6,"1-L","2-H","3-M","4-M"
1482,9.2,6,"1-L","2-H","3-M","4-H"
1483,9.2,6,"1-L","2-H","3-H","4-L"
1484,9.2,6,"1-L","2-H","3-H","4-M"
1485,9.2,6,"1-L","2-H","3-H","4-H"
1486,9.2,6,"1-M","2-L","3-L","4-L"
1487,9.2,6,"1-M","2-L","3-L","4-M"
1488,9.2,6,"1-M","2-L","3-L","4-H"
1489,9.2,6,"1-M","2-L","3-M","4-L"
1490,9.2,6,"1-M","2-L","3-M","4-M"
1491,9.2,6,"1-M","2-L","3-M","4-H"
1492,9.2,6,"1-M","2-L","3-H","4-L"
1493,9.2,6,"1-M","2-L","3-H","4-M"
1494,9.2,6,"1-M","2-L","3-H","4-H"
1495,9.2,6,"1-M","2-M","3-L","4-L"
1496,9.2,6,"1-M","2-M","3-L","4-M"
1497,9.2,6,"1-M","2-M","3-L","4-H"
1498,9.2,6,"1-M","2-M","3-M","4-L"
1499,9.2,6,"1-M","2-M","3-M","4-M"
1500,9.2,6,"1-M","2-M","3-M","4-H"
1501,9.2,6,"1-M","2-M","3-H","4-L"
1502,9.2,6,"1-M","2-M","3-H","4-M"
1503,9.2,6,"1-M","2-M","3-H","4-H"
1504,9.2,6,"1-M","2-H","3-L","4-L"
1505,9.2,6,"1-M","2-H","3-L","4-M"
1506,9.2,6,"1-M","2-H","3-L","4-H"
1507,9.2,6,"1-M","2-H","3-M","4-L"
1508,9.2,6,"1-M","2-H","3-M","4-M"
1509,9.2,6,"1-M","2-H","3-M","4-H"
1510,9.2,6,"1-M","2-H","3-H","4-L"
1511,9.2,6,"1-M","2-H","3-H","4-M"
1512,9.2,6,"1-M","2-H","3-H","4-H"
1513,9.2,6,"1-H","2-L","3-L","4-L"
1514,9.2,6,"1-H","2-L","3-L","4-M"
1515,9.2,6,"1-H","2-L","3-L","4-H"
1516,9.2,6,"1-H","2-L","3-M","4-L"
1517,9.2,6,"1-H","2-L","3-M","4-M"
1518,9.2,6,"1-H","2-L","3-M","4-H"
1519,9.2,6,"1-H","2-L","3-H","4-L"
1520,9.2,6,"1-H","2-L","3-H","4-M"
1521,9.2,6,"1-H","2-L","3-H","4-H"
1522,9.2,6,"1-H","2-M","3-L","4-L"
1523,9.2,6,"1-H","2-M","3-L","4-M"
1524,9.2,6,"1-H","2-M","3-L","4-H"
1525,9.2,6,"1-H","2-M","3-M","4-L"
1526,9.2,6,"1-H","2-M","3-M","4-M"
1527,9.2,6,"1-H","2-M","3-M","4-H"
1528,9.2,6,"1-H","2-M","3-H","4-L"
1529,9.2,6,"1-H","2-M","3-H","4-M"
1530,9.2,6,"1-H","2-M","3-H","4-H"
1531,9.2,6,"1-H","2-H","3-L","4-L"
1532,9.2,6,"1-H","2-H","3-L","4-M"
1533,9.2,6,"1-H","2-H","3-L","4-H"
1534,9.2,6,"1-H","2-H","3-M","4-L"
1535,9.2,6,"1-H","2-H","3-M","4-M"
1536,9.2,6,"1-H","2-H","3-M","4-H"
1537,9.2,6,"1-H","2-H","3-H","4-L"
1538,9.2,6,"1-H","2-H","3-H","4-M"
1539,9.2,6,"1-H","2-H","3-H","4-H"
1540,9.2,6.4,"1-L","2-L","3-L","4-L"
1541,9.2,6.4,"1-L","2-L","3-L","4-M"
1542,9.2,6.4,"1-L","2-L","3-L","4-H"
1543,9.2,6.4,"1-L","2-L","3-M","4-L"
1544,9.2,6.4,"1-L","2-L","3-M","4-M"
1545,9.2,6.4,"1-L","2-L","3-M","4-H"
1546,9.2,6.4,"1-L","2-L","3-H","4-L"
