"","X","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","avg_prev_mse_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"21",53,53,14977.2464337517,70637.7855220958,569106.897473752,220853.645365121,875575.57479472,210195582.994904,82323418.9710982,292519001.966003,0.0428403476795423,0.0365773029268517,6,6,8,45,1.5,14,30,40,17,0.185919889365653,0.376108569177399,0.281014229271526,1922,1851,1875,1629,1994
"22",54,54,14982.2022506634,70676.5739495239,560890.301111463,218019.542234389,864568.619546039,210430982.821582,81815135.4145031,292246118.236085,0.0428415795167267,0.0364167030617098,6,6,8,45,1.5,14,30,40,20,0.186407468129382,0.370612719557286,0.278510093843334,1912,1853,1877,1618,1989
"23",55,55,15206.1165368392,71906.3061046827,501445.251514306,189018.391269271,777576.065425099,213859884.520661,81231982.3371524,295091866.857813,0.0432080614195035,0.0361190163167741,6,6,8,45,1.5,14,30,60,17,0.193509680883664,0.364307338285276,0.27890850958447,1868,1867,1886,1526,1955
"24",56,56,15210.8921869212,71943.6980281046,493976.958845005,186601.08990872,767732.638968751,214083022.871913,80752453.1933839,294835476.065297,0.0432091734920082,0.0359642001416205,6,6,8,45,1.5,14,30,60,20,0.193971862708432,0.359122397658301,0.276547130183367,1857,1869,1888,1511,1943
"25",57,57,11178.6995653408,52807.989603821,655045.082914388,264577.163695772,983608.935779322,203154879.153293,85048713.631536,288203592.784829,0.042370091274014,0.0372500898795262,6,6,8,45,1.5,17,22,40,17,0.171336625973635,0.405575998193983,0.288456312083809,1957,1694,1721,1729,2027
"26",58,58,11182.7392456081,52843.1178133153,646083.004563886,261389.473936139,971498.335558948,203388667.787335,84515523.9124792,287904191.699814,0.0423711463179555,0.0370861948440132,6,6,8,45,1.5,17,22,40,20,0.171820867507577,0.399810849042678,0.285815858275128,1950,1697,1723,1722,2023
"27",59,59,11421.1050202992,54122.5002123686,580074.207710488,227463.770454456,873081.583397612,206215120.740891,84854603.9483539,291069724.689245,0.0426272118492825,0.037061524663095,6,6,8,45,1.5,17,22,60,17,0.177675240708627,0.403477174388383,0.290576207548505,1919,1715,1733,1651,2005
"28",60,60,11425.105792841,54156.9873691028,571896.72484013,224726.041968304,862204.859970378,206436211.892952,84346593.6738506,290782805.566802,0.0426283409715486,0.0369034756174709,6,6,8,45,1.5,17,22,60,20,0.1781331822123,0.397984279648988,0.288058730930644,1909,1717,1735,1642,1997
"29",61,61,11473.5594612044,54458.8175925577,582602.532417848,228285.161727342,876820.071198953,209530197.98338,82459387.7006646,291989585.684044,0.0427987410118884,0.0366476895139523,6,6,8,45,1.5,17,30,40,17,0.184541691233982,0.377578740071261,0.281060215652621,1925,1723,1737,1654,2007
"30",62,62,11477.784158876,54494.7882896921,574453.147421926,225456.67358575,865882.393456244,209759929.893697,81960233.8624166,291720163.756114,0.0427999374831404,0.0364900968263486,6,6,8,45,1.5,17,30,40,20,0.185017530160469,0.372181606135452,0.27859956814796,1913,1725,1738,1647,2001
"31",63,63,11702.9940093956,55734.7138480402,515366.2909237,196390.238474228,779194.237255364,213103271.688581,81387074.2964115,294490345.984993,0.0431586948892018,0.0361994281338584,6,6,8,45,1.5,17,30,60,17,0.191942524465183,0.365984280366752,0.278963402415968,1870,1743,1746,1551,1966
"32",64,64,11707.113499992,55769.675872519,507946.800132032,193968.742348116,769392.331852659,213321007.753084,80915912.2310474,294236919.984131,0.0431597751920277,0.0360474982472306,6,6,8,45,1.5,17,30,60,20,0.192393516645797,0.36088980932919,0.276641662987494,1861,1745,1750,1538,1961
"33",161,161,11703.0823483084,53394.1118835094,527036.065792758,194001.877235567,786135.137260143,204389538.666612,86856307.4567891,291245846.123401,0.0425486901634219,0.0381319299141868,6,7,8,45,1.2,14,22,40,17,0.173893950537662,0.425120726149346,0.299507338343504,1871,1706,1747,1539,1972
"34",162,162,11707.3780354185,53430.9589844282,517397.789938362,190816.084626059,773352.211584268,204673595.550496,86197449.7925903,290871045.343086,0.042550024759851,0.0379336204337117,6,7,8,45,1.2,14,22,40,20,0.174482311651719,0.417996784018006,0.296239547834862,1863,1709,1751,1530,1969
"35",163,163,11966.814961428,54866.1783243437,447485.216038275,157643.815887255,671962.025211302,210013240.925895,84384043.2321134,294397284.158009,0.0430591810206296,0.0372203116963212,6,7,8,45,1.2,14,22,60,17,0.185542208031567,0.398389205478048,0.291965706754808,1785,1732,1759,1387,1902
"36",164,164,11971.0325681915,54902.2133684857,438912.391666147,155047.290505497,660832.928108321,210284499.925528,83772629.5973969,294057129.522925,0.0430603106052977,0.037029621804863,6,7,8,45,1.2,14,22,60,20,0.186104061154222,0.391778255057779,0.288941158106001,1775,1734,1761,1376,1894
"37",165,165,12038.9920196005,55259.713417586,450086.932978461,158190.580475776,675576.218891424,211797895.415748,82548911.4610244,294346806.876772,0.0430711901683773,0.0370057790914051,6,7,8,45,1.2,14,30,40,17,0.189238725748369,0.378546721659453,0.283892723703911,1789,1738,1763,1390,1907
"38",166,166,12043.5420224592,55297.8970901384,441540.929265732,155470.894177363,664353.262555692,212080314.761519,81940763.4355756,294021078.197094,0.0430726747607104,0.036815462652359,6,7,8,45,1.2,14,30,40,20,0.1898236950638,0.371971080855676,0.280897387959738,1781,1740,1765,1379,1899
"39",167,167,12299.5669668087,56708.0295850951,381594.023166062,128621.602808456,579223.222526422,216629881.25122,81416870.9262902,298046752.17751,0.0435297929659965,0.03650209637246,6,7,8,45,1.2,14,30,60,17,0.199247117484537,0.366306458400794,0.282776787942666,1677,1752,1785,1234,1829
"40",168,168,12304.0443687059,56745.3931311553,373985.906469074,126415.54114971,569450.885118645,216897007.303601,80847630.4670692,297744637.77067,0.0435310674201505,0.0363190499801446,6,7,8,45,1.2,14,30,60,20,0.199800410119532,0.360151508233766,0.279975959176649,1662,1754,1787,1224,1815
"41",169,169,8328.82224857753,37801.6864141916,541160.3646334,201681.727515423,788972.600811592,204208747.630157,85920707.9880947,290129455.618251,0.0425121277145396,0.0377898716825435,6,7,8,45,1.2,17,22,40,17,0.173519481825037,0.415004494927847,0.294261988376442,1873,1474,1502,1566,1978
"42",170,170,8331.27499510869,37829.4680143905,531577.125102786,198487.112904855,776224.98101714,204488769.201172,85277902.9708565,289766672.172029,0.0425134201669405,0.0375948329295217,6,7,8,45,1.2,17,22,40,20,0.1740994846795,0.40805412310496,0.29107680389223,1865,1476,1503,1557,1975
"43",171,171,8570.4847756372,39160.7195777865,461791.43194077,164973.373341814,674496.009636008,209316323.714868,84576913.6399209,293893237.354789,0.0430126236906756,0.0372915808650406,6,7,8,45,1.2,17,22,60,17,0.184098697911063,0.400474629536581,0.292286663723822,1787,1503,1516,1422,1918
"44",172,172,8573.02077329805,39188.5762254292,453256.59006178,162358.076860447,663376.263920954,209580992.633393,83976399.1742644,293557391.807657,0.0430137172558331,0.037104415836648,6,7,8,45,1.2,17,22,60,20,0.18464690113582,0.393981527103642,0.289314214119731,1777,1507,1518,1411,1912
"45",173,173,8631.85008981705,39500.6984000784,464434.947872081,165584.576355439,678152.072717415,210884232.314176,82598299.364095,293482531.678271,0.0430189310491745,0.0370883378682925,6,7,8,45,1.2,17,30,40,17,0.18734627437397,0.379080731632443,0.283213503003206,1792,1513,1522,1427,1920
"46",174,174,8634.71429314325,39530.7438278216,455920.444235595,162847.344316371,666933.246672931,211159712.597443,82000606.3596932,293160318.957136,0.0430203716617107,0.0369015287747125,6,7,8,45,1.2,17,30,40,20,0.187916870953597,0.37261813643619,0.280267503694894,1783,1515,1524,1415,1914
"47",175,175,8876.07458859638,40858.1448956606,395761.596324531,135589.83342675,581085.649235538,215379128.559389,81288677.2073361,296667805.766725,0.0434791189943237,0.0365910590056926,6,7,8,45,1.2,17,30,60,17,0.196656459454662,0.364920355324129,0.280788407389395,1680,1541,1545,1278,1844
"48",176,176,8879.01858326215,40888.2145472564,388163.720258747,133354.963598629,571285.916987894,215639598.039238,80729199.5237977,296368797.563036,0.0434803527991341,0.036411400205922,6,7,8,45,1.2,17,30,60,20,0.197195964469454,0.358870965815773,0.278033465142614,1664,1545,1547,1262,1834
"49",177,177,11700.5401384222,53387.1537049797,527430.289452326,194314.597461689,786832.580757417,206079385.193546,83174608.6281447,289253993.82169,0.042552699823841,0.0369609674145454,6,7,8,45,1.5,14,22,40,17,0.177394094493259,0.385312113719859,0.281353104106559,1872,1705,1745,1543,1973
"50",178,178,11704.8276401131,53423.9831575407,517786.415583638,191122.077097317,774037.303478609,206370030.113463,82534291.7618087,288904321.875272,0.0425540342320882,0.0367630937914011,6,7,8,45,1.5,14,22,40,20,0.177996101269294,0.378388645193397,0.278192373231345,1864,1708,1748,1531,1970
"51",179,179,11964.1412226157,54858.5883046087,447955.361845499,157975.905081022,672753.996453745,211748817.761933,80805935.3511949,292554753.113128,0.0430630268168054,0.036050262777419,6,7,8,45,1.5,14,22,60,17,0.189137072225036,0.359700677031841,0.274418874628438,1786,1731,1758,1389,1903
"52",180,180,11968.3507646851,54894.6031762515,439374.436950529,155371.418574697,661608.809466162,212026229.65866,80212146.2292967,292238375.887957,0.0430641562433698,0.0358599848317165,6,7,8,45,1.5,14,22,60,20,0.189711669715437,0.353280292823719,0.271495981269578,1776,1733,1760,1378,1895
"53",181,181,12036.2934335811,55252.3812375033,450450.997643834,158471.824220739,676211.496535658,213567296.495649,78997461.5461159,292564758.041765,0.0430758610065872,0.0358344214564915,6,7,8,45,1.5,14,30,40,17,0.19290364939447,0.340146434236328,0.266525041815399,1790,1737,1762,1391,1910
"54",182,182,12040.8356328173,55290.5460544405,441899.072651522,155745.554523485,664976.008862265,213855910.822417,78407112.0022893,292263022.824707,0.0430773453666378,0.0356445319735292,6,7,8,45,1.5,14,30,40,20,0.19350145024516,0.333763240693914,0.263632345469537,1782,1739,1764,1380,1900
"55",183,183,12296.7611091899,56700.1656330278,382028.202359511,128916.452098344,579941.581200073,218427785.702266,77936682.3002627,296364468.002529,0.0435343361132052,0.0353329062891751,6,7,8,45,1.5,14,30,60,17,0.202971079570306,0.328676688383444,0.265823883976875,1679,1751,1784,1238,1831
"56",184,184,12301.2309871996,56737.5087980884,374411.821306489,126702.618455841,570153.179547618,218700716.128268,77384327.3607031,296085043.488971,0.0435356103675926,0.0351502531614226,6,7,8,45,1.5,14,30,60,20,0.203536394683627,0.322704314016109,0.263120354349868,1663,1753,1786,1225,1816
"57",185,185,8324.31851437362,37777.6543381717,541410.732892594,201883.804289688,789396.510034827,205537811.934185,83031979.923628,288569791.857813,0.0425161001628659,0.0368217891167677,6,7,8,45,1.5,17,22,40,17,0.176272345068058,0.383769931405747,0.280021138236903,1874,1473,1500,1567,1979
"58",186,186,8326.75064848355,37805.3599975833,531828.431398401,198684.922167119,776645.464211588,205821940.671235,82404795.3621043,288226736.033339,0.0425173924342035,0.0366274053204708,6,7,8,45,1.5,17,22,40,20,0.176860855010083,0.37698845679484,0.276924655902462,1866,1475,1501,1558,1976
"59",187,187,8568.66064399863,39154.1138280202,462259.622282211,165308.915917889,675291.312672119,211044902.817599,80991675.7068942,292036578.524493,0.043016432600119,0.0361214419481737,6,7,8,45,1.5,17,22,60,17,0.187679067845114,0.361709006929719,0.274694037387416,1788,1502,1515,1423,1919
"60",188,188,8571.18351462491,39181.9446259192,453717.206655625,162686.043489865,664156.378286034,211315611.923797,80408442.0077646,291724053.931561,0.0430175260132275,0.0359346830143398,6,7,8,45,1.5,17,22,60,20,0.188239781984938,0.355402753929385,0.271821267957161,1780,1506,1517,1414,1913
"61",189,189,8629.95239080586,39494.1843232636,464797.667447071,165868.438066776,678790.242227917,212645796.028539,79037697.8605626,291683493.889102,0.0430235672670081,0.0359169552468711,6,7,8,45,1.5,17,30,40,17,0.190994964647882,0.340581492051198,0.26578822834954,1795,1512,1521,1429,1921
"62",190,190,8632.80374370979,39524.2057591393,456277.722311388,163124.971440827,667559.703255064,212927357.952701,78457458.3480571,291384816.300758,0.043025007655337,0.0357305672192915,6,7,8,45,1.5,17,30,40,20,0.191578158003772,0.334307613892047,0.262942885947909,1784,1514,1523,1417,1915
"63",191,191,8874.03932948937,40851.1255882948,396195.376175988,135889.786095173,581810.327188945,217168477.918924,77799184.5154578,294967662.434382,0.0434836166446781,0.0354217621511701,6,7,8,45,1.5,17,30,60,17,0.200362701557364,0.327189984478544,0.263776343017954,1682,1540,1544,1280,1845
"64",192,192,8876.97103288932,40881.1694980585,388589.758282181,133647.517530396,571995.416343524,217434646.842603,77256262.0893953,294690908.931998,0.043484850257432,0.0352424909032228,6,7,8,45,1.5,17,30,60,20,0.20091401171159,0.321319599788127,0.261116805749859,1665,1543,1546,1265,1838
"65",289,289,8820.34497627247,38430.2557102173,407843.649650423,132765.651463072,587859.901799985,206617022.624036,83077864.018938,289694886.642974,0.0427173007298306,0.0372906506246657,6,8,8,45,1.2,14,22,40,17,0.178507691718,0.384266056225263,0.281386873971631,1687,1488,1538,1258,1856
"66",290,290,8822.81492506701,38457.4327403388,397992.705468628,129830.898300431,575103.851434465,206964027.725668,82313859.0906959,289277886.816364,0.0427188989330972,0.0370568757043322,6,8,8,45,1.2,14,22,40,20,0.179226436165901,0.376005202337383,0.277615819251642,1669,1491,1540,1245,1846
"67",291,291,9079.91517220792,39900.7732487586,327519.846902375,100111.947809285,476612.483132626,213492895.231896,80163221.4936011,293656116.725497,0.0433145015737489,0.0363792485205042,6,8,8,45,1.2,14,22,60,17,0.192749543604706,0.352751290878647,0.272750417241677,1542,1522,1571,1054,1735
"68",292,292,9082.50632552821,39928.3928247667,319020.38614232,97907.1426224745,465938.427915089,213823615.43828,79461880.7215957,293285496.159876,0.0433158473518534,0.0361553771257384,6,8,8,45,1.2,14,22,60,20,0.193434557487872,0.345167997330424,0.269301277409148,1519,1525,1573,1039,1722
"69",293,293,9157.07177988751,40270.7110428313,329627.675745963,99992.1512813968,479047.609850078,215365206.73954,78610998.9829933,293976205.722533,0.0433165735751742,0.0361495038975176,6,8,8,45,1.2,14,30,40,17,0.196627623478838,0.335967782176535,0.266297702827687,1546,1531,1580,1051,1741
"70",294,294,9160.02795938487,40300.7879478621,321203.011767175,97643.7924077512,468307.620082173,215710400.074819,77911530.020587,293621930.095406,0.0433183688482554,0.0359262088382683,6,8,8,45,1.2,14,30,40,20,0.197342615252785,0.328404727693575,0.26287367147318,1525,1536,1582,1035,1731
"71",295,295,9410.46269309958,41723.3463171446,262333.343661008,75557.5145092819,389024.667180534,222949525.39383,75576265.0587187,298525790.452549,0.0439908314440384,0.0351473005284162,6,8,8,45,1.2,14,30,60,17,0.212336864922972,0.303154520625061,0.257745692774016,1388,1553,1601,863,1603
"72",296,296,9413.44565650968,41753.2859161097,255111.724735154,73837.3291820381,380115.785489812,223276857.787802,74939674.8328126,298216532.620614,0.0439921248468453,0.0349334784805023,6,8,8,45,1.2,14,30,60,20,0.213014861700769,0.296271346645068,0.254643104172919,1371,1555,1603,851,1582
"73",297,297,5796.41678732802,24524.7220497619,423460.063230333,140260.033657589,594041.235725013,204907171.294986,83925259.2863179,288832430.581304,0.042572070194381,0.0374889101465773,6,8,8,45,1.2,17,22,40,17,0.174966112231961,0.393428573678144,0.284197342955053,1694,1131,1162,1299,1876
"74",298,298,5795.46905035405,24533.6295848215,413570.778786353,137273.602034833,581173.479456362,205247143.29962,83166035.4905192,288413178.790139,0.0425739274331356,0.0372589905268924,6,8,8,45,1.2,17,22,40,20,0.175670289172367,0.385219416101471,0.280444852636919,1681,1133,1160,1285,1862
"75",299,299,6013.23668814514,25748.0581453421,343790.384724102,107025.036398009,482576.715955599,210641041.188082,82123620.6010236,292764661.789105,0.043095600910916,0.0368190995521966,6,8,8,45,1.2,17,22,60,17,0.18684255765385,0.373948236068004,0.280395396860927,1558,1169,1195,1114,1770
"76",300,300,6012.73064314477,25759.2412175466,335211.746926828,104753.577421245,471737.296208765,210962537.691464,81419451.6092641,292381989.300728,0.0430972393375214,0.0365989533447973,6,8,8,45,1.2,17,22,60,20,0.187508466672878,0.366334362206372,0.276921414439625,1531,1171,1193,1096,1751
"77",301,301,6045.02176213601,25999.7549322284,344231.962338851,106851.834664979,483128.573698194,217537862.54155,78693934.1457824,296231796.687333,0.0434357622838072,0.0358676585755505,6,8,8,45,1.2,17,30,40,17,0.201127800241515,0.336864524117119,0.268996162179317,1559,1183,1207,1111,1771
"78",302,302,6044.71960650846,26012.692228573,335818.971298672,104459.594224993,472335.977358746,217875650.434787,78019221.4757202,295894871.910507,0.0434372029877419,0.0356485993940416,6,8,8,45,1.2,17,30,40,20,0.201827453277423,0.329569148684779,0.265698300981101,1532,1185,1205,1091,1754
"79",303,303,6298.15494477602,27334.9906041015,279028.799189532,81958.6776889713,394620.622427381,221530952.790168,79013737.4061242,300544690.196292,0.0437963183088155,0.0355991698705656,6,8,8,45,1.2,17,30,60,17,0.209398605001053,0.340322418050644,0.274860511525849,1402,1228,1250,929,1646
"80",304,304,6298.30230950903,27350.1442386203,271698.442863438,80160.2437498527,385507.13316142,221849412.534401,78374819.8854558,300224232.419857,0.0437978730193549,0.035388974989798,6,8,8,45,1.2,17,30,60,20,0.210058224044033,0.333414080041893,0.271736152042963,1378,1230,1251,907,1631
"81",305,305,8819.427243643,38425.082873643,408203.299833482,133017.631324583,588465.441275351,208289514.014738,79793684.1458004,288083198.160539,0.042721273588347,0.0363224971982939,6,8,8,45,1.5,14,22,40,17,0.181971888340977,0.348755643830506,0.265363766085742,1688,1486,1537,1259,1857
"82",306,306,8821.87528135218,38452.187419012,398345.67602471,130074.760292643,575694.499017718,208643763.873037,79049842.025176,287693605.898213,0.042722871567133,0.0360894342939512,6,8,8,45,1.5,14,22,40,20,0.182705638702643,0.340712801635408,0.261709220169025,1670,1490,1539,1247,1847
"83",307,307,9078.37914754023,39895.9695621915,327997.013583246,100387.81950433,477359.181797308,215262054.019681,76711352.2175343,291973406.237215,0.0433183007203949,0.0352163440474179,6,8,8,45,1.5,14,22,60,17,0.196413965396188,0.315427725708383,0.255920845552285,1544,1520,1570,1058,1736
"84",308,308,9080.95780976699,39923.5704794278,319483.289446401,98170.7629805666,466658.580716163,215599981.942437,76030640.9179739,291630622.860411,0.0433196463113163,0.0349929395513802,6,8,8,45,1.5,14,22,60,20,0.197113908472325,0.308067489697294,0.25259069908481,1521,1524,1572,1043,1724
"85",309,309,9155.45958337089,40266.010484363,329992.14786684,100229.288400054,479642.906334628,217174241.650165,75173171.6663206,292347413.316486,0.043321263244176,0.0349851733679059,6,8,8,45,1.5,14,30,40,17,0.200374639853975,0.29879604662224,0.249585343238107,1548,1530,1579,1055,1743
"86",310,310,9158.40360048317,40296.0712271824,321556.108665422,97870.5170290512,468881.100522138,217526700.607608,74494587.0398165,292021287.647425,0.0433230582350017,0.0347623634204853,6,8,8,45,1.5,14,30,40,20,0.201104680759955,0.291458805404425,0.24628174308219,1528,1535,1581,1038,1732
"87",311,311,9408.73360913462,41718.1753442349,262750.216103032,75775.2335560962,389652.358612498,224797301.287988,72293782.6823397,297091083.970327,0.0439946207977398,0.033987414726036,6,8,8,45,1.5,14,30,60,17,0.216164124691331,0.267662462526434,0.241913293608883,1391,1552,1599,865,1605
"88",312,312,9411.70491936284,41748.0959776097,255514.346727703,74043.2833423923,380717.430967068,225131341.720483,71676811.6639493,296808153.384432,0.043995914020333,0.0337740448969531,6,8,8,45,1.5,14,30,60,20,0.216856015689766,0.260991422527116,0.238923719108441,1372,1554,1602,855,1584
"89",313,313,5796.46499526629,24521.9150877288,423873.329548191,140553.106209659,594744.815840845,206629401.297211,80294581.6817555,286923982.978967,0.0425768644239469,0.0363199483048401,6,8,8,45,1.5,17,22,40,17,0.178533331406221,0.354171631613261,0.266352481509741,1696,1130,1163,1302,1877
"90",314,314,5795.49608141463,24530.8013968309,413973.670146547,137556.398522255,581856.366147047,206977068.325409,79556976.4208941,286534044.746303,0.0425787213674962,0.0360905244646856,6,8,8,45,1.5,17,22,40,20,0.179253446888848,0.346196225877427,0.262724836383138,1683,1132,1161,1286,1863
"91",315,315,6013.71197984311,25744.7750734115,344278.048444312,107319.248646167,483355.784143734,212375837.169624,78655689.062547,291031526.232171,0.0431004150065381,0.0357477901180855,6,8,8,45,1.5,17,22,60,17,0.190435804479647,0.336450996621604,0.263443400550625,1560,1168,1196,1119,1772
