"","X","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","avg_prev_mse_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"489",1694,1694,7642.47430786116,36279.0345051477,37618.0574934925,141312.905029877,222852.471336378,162703145.630309,82990371.832568,245693517.462877,0.0373269487690845,0.0372453464248428,7,12,8,35,1.5,17,30,40,20,0.0875497918871132,0.38332004116539,0.235434916526252,932,1449,1429,1305,339
"490",1695,1695,6902.70905489204,32064.8363833451,104592.597661177,238281.772917466,381841.91601688,175238081.563003,76265488.0238744,251503569.586877,0.0386679223412776,0.0359771752961381,7,12,8,35,1.5,17,30,60,17,0.113513143907146,0.31060678958414,0.212059966745643,1374,1351,1335,1679,1027
"491",1696,1696,6863.91090753979,31822.857238765,111815.061064898,245666.035311361,396167.864522564,175853006.450105,74917576.1770915,250770582.627196,0.0386709032605124,0.0355735995007117,7,12,8,35,1.5,17,30,60,20,0.114786825032877,0.296032403466455,0.205409614249666,1407,1345,1333,1693,1071
"492",1697,1697,4007.2036274872,16830.3080191893,28269.4331272239,46146.710085096,95253.6548589964,227576985.707983,70173902.0626969,297750887.77068,0.0439412756235229,0.0334584639473945,7,12,8,45,1.2,14,22,40,17,0.22192162720179,0.244741112923482,0.233331370062636,92,823,765,544,157
"493",1698,1698,3983.09183406231,16678.7863196588,26693.0265169219,49481.1909764518,96836.0956470949,228335597.02527,68928333.0074479,297263930.032718,0.0439446216593717,0.0330308402704073,7,12,8,45,1.2,14,22,40,20,0.223492923041104,0.231273315017582,0.227383119029343,114,814,759,596,120
"494",1699,1699,3709.97940356958,15029.756350031,42105.9960605295,103074.842484033,163920.574298163,239191939.21825,67833604.2005472,307025543.418797,0.0449732188347428,0.0321548000499943,7,12,8,45,1.2,14,22,60,17,0.245979438769605,0.219436487287338,0.232707963028472,675,709,673,1086,440
"495",1700,1700,3687.46144492973,14890.695521576,43451.2781521576,107887.1056036,169916.540722264,239919358.297628,66718049.0236195,306637407.321248,0.0449764629471969,0.0317452662146661,7,12,8,45,1.2,14,22,60,20,0.247486126775462,0.207374473051814,0.227430299913638,712,701,664,1122,464
"496",1701,1701,3625.61942767252,14511.2857608958,24761.8138947998,91595.4207471028,134494.139830471,248435350.552328,62749341.2003868,311184691.752715,0.0453044275806261,0.0308597246278211,7,12,8,45,1.2,14,30,40,17,0.265125124365547,0.164462556859279,0.214793840612413,498,675,638,999,76
"497",1702,1702,3602.84123852084,14371.966667865,27151.3405618695,96299.8310463159,141425.979514571,249211882.43092,61701330.8653869,310913213.296307,0.0453076311421617,0.0304525716450203,7,12,8,45,1.2,14,30,40,20,0.266733538690671,0.153130875700701,0.209932207195686,544,666,629,1031,129
"498",1703,1703,3377.15458193545,13012.0358820435,71776.3402222507,166579.7376219,254745.268308129,259390932.503839,61666625.018535,321057557.522374,0.0462795232838644,0.029859964651262,7,12,8,45,1.2,14,30,60,17,0.287817193341305,0.152755616432992,0.220286404887148,1032,583,527,1434,788
"499",1704,1704,3355.98278860604,12884.7132825913,76507.4615912894,172407.072881951,265155.230544438,260128675.249383,60726855.3514792,320855530.600862,0.0462826239207802,0.0294708157330711,7,12,8,45,1.2,14,30,60,20,0.289345264542118,0.142594294665511,0.215969779603814,1081,571,519,1449,838
"500",1705,1705,8262.53171168873,38629.9379567824,31162.006436843,40107.6301901321,118162.106295446,226335345.403087,70576566.7369812,296911912.140068,0.0438547854847668,0.0335371377180062,7,12,8,45,1.2,17,22,40,17,0.219349843469398,0.249094951383302,0.23422239742635,360,1494,1495,464,203
"501",1706,1706,8220.11541115616,38363.2591260756,29104.858182432,43133.3961385843,118821.628858248,227077951.132238,69345267.2443619,296423218.3766,0.0438580521950293,0.0331154997613336,7,12,8,45,1.2,17,22,40,20,0.220887987266987,0.235781444068433,0.22833471566771,374,1482,1491,513,169
"502",1707,1707,7505.9889370662,34467.7424837538,38207.3079029321,91548.21406811,171729.253391862,237501158.647868,67986085.8857483,305487244.533617,0.0448625821203689,0.0322575867383136,7,12,8,45,1.2,17,22,60,17,0.242477360149246,0.22108520560768,0.231781282878463,721,1404,1406,996,359
"503",1708,1708,7466.06307451007,34220.4124699237,39015.3840350819,96025.2028376877,176727.062417203,238212778.913663,66881916.1233008,305094695.036964,0.0448657458794528,0.0318538876983992,7,12,8,45,1.2,17,22,60,20,0.243951324401208,0.209146296920297,0.226548810660752,747,1400,1404,1029,380
"504",1709,1709,7304.77732399736,33337.4614970647,22140.8312840587,80361.4675757227,143144.537680843,246283977.469017,63026287.8896499,309310265.358667,0.0451679503305623,0.030986110740197,7,12,8,45,1.2,17,30,40,17,0.260669030055344,0.167457061279556,0.21406304566745,552,1376,1383,909,40
"505",1710,1710,7264.29476811673,33088.4531412147,23914.2054948757,84713.9243922668,148980.877796474,247044503.32616,61984328.2231645,309028831.549325,0.0451711634077234,0.0305845387218416,7,12,8,45,1.2,17,30,40,20,0.262244291441231,0.156190803375037,0.209217547408134,584,1366,1374,949,63
"506",1711,1711,6638.63615788305,29666.1001972527,61252.6711589574,149342.305942459,246899.713456552,257167679.937922,61839490.1383872,319007170.076309,0.0461388588449085,0.0300123290659818,7,12,8,45,1.2,17,30,60,17,0.283212216554165,0.154624731990526,0.218918474272345,1007,1285,1293,1347,693
"507",1712,1712,6593.09348607038,29401.7072126423,65132.6046519051,154457.086653113,255584.492003731,258042871.006145,60855735.6315292,318898606.637674,0.0461418820954784,0.029621299055359,7,12,8,45,1.2,17,30,60,20,0.285024981606262,0.143987821229498,0.21450640141788,1036,1279,1287,1372,733
"508",1713,1713,4017.14321742113,16837.1710159344,28308.6627366191,45678.4226389447,94841.3996089194,229462096.376696,67137938.4253223,296600034.802019,0.0439451099516872,0.0323256461794995,7,12,8,45,1.5,14,22,40,17,0.225826217711971,0.211914555017668,0.218870386364819,88,825,768,538,159
"509",1714,1714,3992.96782998631,16685.5968599964,26677.9353159626,48974.7825912297,96331.2825971751,230234645.885274,65932175.7071107,296166821.592384,0.0439484555175584,0.0318989149380865,7,12,8,45,1.5,14,22,40,20,0.227426383436934,0.198877165767423,0.213151774602179,107,815,764,585,119
"510",1715,1715,3724.79419284053,15068.6876153074,42066.6190647808,102362.344897316,163222.445770245,241088191.129307,65220746.0013455,306308937.130652,0.0449775058650686,0.0312190836308915,7,12,8,45,1.5,14,22,60,17,0.249907105903269,0.191184784954716,0.220545945428993,669,714,675,1075,438
"511",1716,1716,3702.18107345505,14929.2919665224,43354.0855006959,107135.963042338,169121.521583011,241827618.035618,64139523.9559463,305967141.991565,0.0449807494786126,0.0308107549625947,7,12,8,45,1.5,14,22,60,20,0.251438665471242,0.179493999977781,0.215466332724511,708,702,670,1117,462
"512",1717,1717,3634.58776945908,14516.8649064219,24616.3424180905,90926.5464719104,133694.341565882,250478634.489786,60059072.678986,310537707.168772,0.045308250898001,0.0297334701622221,7,12,8,45,1.5,14,30,40,17,0.269357335876635,0.13537385029087,0.202365593083752,493,678,643,988,70
"513",1718,1718,3611.74975640704,14377.5038335494,26951.1518742246,95594.4466266567,140534.852090838,251267906.294519,59048633.2573924,310316539.551911,0.0453114540082625,0.0293271747851159,7,12,8,45,1.5,14,30,40,20,0.270992138145733,0.124448407121879,0.197720272633806,541,667,633,1028,126
"514",1719,1719,3385.4097495583,13016.9378248823,71477.2185912932,165511.436941416,253391.003107149,261494204.592543,59121873.5575234,320616078.150066,0.0462837928657164,0.0287372279510539,7,12,8,45,1.5,14,30,60,17,0.292173657062073,0.125240322717867,0.20870698988997,1029,586,530,1426,784
"515",1720,1720,3364.17965552143,12889.5667224527,76143.3049969109,171297.69012406,263694.741498945,262243787.903926,58217249.83167,320461037.735596,0.0462868930246607,0.0283488128025166,7,12,8,45,1.5,14,30,60,20,0.293726253380576,0.115459018767409,0.204592636073993,1076,572,523,1445,835
"516",1721,1721,8279.59000086997,38642.176214809,31220.6708261577,39672.1718428869,117814.608884724,228210332.79223,67529331.3274288,295739664.119659,0.0438586099031677,0.0324036878280604,7,12,8,45,1.5,17,22,40,17,0.223233465841211,0.216146516694269,0.21968999126774,346,1495,1497,453,205
"517",1722,1722,8237.0741784101,38375.407912674,29110.5623554121,42660.5416454823,118383.586091978,228966761.131815,66337186.3657666,295303947.497581,0.0438618761559098,0.0319828791979977,7,12,8,45,1.5,17,22,40,20,0.224800240124225,0.20325637033864,0.214028305231432,366,1483,1492,504,170
"518",1723,1723,7530.65472548588,34531.1132521518,38194.2466573464,90877.5517503827,171133.566385367,239386665.881995,65359827.448721,304746493.330716,0.0448668530623732,0.0313216378258545,7,12,8,45,1.5,17,22,60,17,0.246382772057118,0.192688612316049,0.219535692186583,717,1405,1409,987,356
"519",1724,1724,7490.58435818528,34283.2899773819,38946.0476413913,95316.7524749012,176036.67445186,240110152.801781,64289490.7250191,304399643.5268,0.044870016336665,0.0309191265622529,7,12,8,45,1.5,17,22,60,20,0.247881315462617,0.181115525600918,0.214498420531768,745,1401,1405,1025,376
"520",1725,1725,7320.37071731817,33347.7545704351,22021.687939195,79732.1245631294,142421.937790078,248319128.949185,60309854.8460505,308628983.795236,0.0451718772790473,0.0298580205003831,7,12,8,45,1.5,17,30,40,17,0.264884396976836,0.138085449081957,0.201484923029396,549,1377,1390,903,32
"521",1726,1726,7279.7977874214,33098.6865017522,23741.7211787986,84048.780205102,148168.985673074,249092275.908979,59305013.5959176,308397289.504897,0.0451750898962163,0.0294572980623838,7,12,8,45,1.5,17,30,40,20,0.266485800190074,0.12722053651266,0.196853168351367,581,1367,1376,942,55
"522",1727,1727,6653.04298845402,29675.173067505,60989.7954070587,148329.385256168,245647.396719186,259257413.620209,59273787.8768531,318531201.497062,0.0461431128997724,0.028888929341838,7,12,8,45,1.5,17,30,60,17,0.287540638455375,0.126882906357147,0.207211772406261,1004,1286,1295,1342,690
"523",1728,1728,6615.00085385352,29444.9638345702,65023.7701205924,153752.011247132,254835.746056149,259989948.026251,58375504.5095029,318365452.535754,0.0461461356860016,0.0285062055835202,7,12,8,45,1.5,17,30,60,20,0.289057921730931,0.117170157952936,0.203114039841934,1034,1280,1290,1368,730
"524",1825,1825,10683.9661436841,48249.5200876128,493010.204257924,176293.092436304,728236.782925525,204116742.422823,85829367.2413236,289946109.664146,0.0425569755284337,0.0379490344928943,8,6,8,45,1.2,14,22,40,17,0.173328913353167,0.414016867053742,0.293672890203454,1824,1646,1686,1464,1940
"525",1826,1826,10687.8087830593,48283.6975445773,483214.746249967,173127.596754076,715313.849331679,204417869.325558,85137884.2711842,289555753.596743,0.0425585433836729,0.0377406081843193,8,6,8,45,1.2,14,22,40,20,0.173952631242144,0.406540161641092,0.290246396441618,1816,1648,1688,1453,1930
"526",1827,1827,10944.772611473,49685.8359278454,411869.350240022,140477.216024781,612977.174804121,210514568.39913,82803664.0447745,293318232.443904,0.0431376433092772,0.0370322553753392,8,6,8,45,1.2,14,22,60,17,0.18658059719724,0.381301250843919,0.283940924020579,1730,1662,1700,1301,1859
"527",1828,1828,10948.4983708459,49719.0229280602,403252.642878328,137951.093889965,601871.2580672,210801215.18177,82166726.7565866,292967941.938357,0.0431388187508048,0.0368324841916597,8,6,8,45,1.2,14,22,60,20,0.18717432271471,0.374414324230018,0.280794323472364,1708,1665,1703,1289,1848
"528",1829,1829,11024.2812703572,50120.6183600311,414949.436441935,141150.009499418,617244.345571741,212557996.899345,81060428.849954,293618425.749299,0.0431542487726998,0.0367858861302031,8,6,8,45,1.2,14,30,40,17,0.190813108138159,0.362452404842683,0.276632756490421,1737,1672,1707,1304,1865
"529",1830,1830,11028.356295241,50156.0789956026,406362.426702737,138491.26707414,606038.12906772,212856968.497663,80426877.5326931,293283846.030356,0.0431558202121118,0.0365864570242378,8,6,8,45,1.2,14,30,40,20,0.191432361789937,0.355602089263688,0.273517225526813,1714,1674,1709,1293,1850
"530",1831,1831,11280.0842380689,51531.9123071843,345604.636697749,112625.709117381,521042.342360383,218347984.404823,79434161.5943851,297782145.999208,0.0437037670015997,0.0362746963540039,8,6,8,45,1.2,14,30,60,17,0.202805788803102,0.344868282431577,0.27383703561734,1620,1682,1726,1145,1776
"531",1832,1832,11284.0440141809,51566.3390721344,338054.495879934,110521.699832523,511426.578798772,218629679.536764,78846212.8331557,297475892.369919,0.0437049590923832,0.0360835839014088,8,6,8,45,1.2,14,30,60,20,0.203389258069494,0.338511047510003,0.270950152789748,1603,1684,1728,1130,1761
"532",1833,1833,7423.97604920409,33225.6245842441,509355.200557725,184837.25284256,734842.054033734,203920251.25356,86670525.3130778,290590776.566638,0.0425208099721963,0.03801004651989,8,6,8,45,1.2,17,22,40,17,0.172921925282083,0.423111944415821,0.298016934848952,1832,1371,1401,1497,1962
"533",1834,1834,7425.71476831295,33249.1368218776,499611.017195801,181654.997884499,721940.86667049,204213581.889476,85992542.2370958,290206124.126571,0.042522344522692,0.0378058391984244,8,6,8,45,1.2,17,22,40,20,0.173529494925793,0.415781207502868,0.29465535121433,1821,1373,1403,1489,1952
"534",1835,1835,7659.52243458218,34538.3432580626,428579.115804763,148663.44956781,619440.431065218,210139223.850627,83692427.1024176,293831650.953045,0.0430875029064256,0.0371088542401425,8,6,8,45,1.2,17,22,60,17,0.18580315384261,0.390911060268876,0.288357107055743,1740,1407,1432,1344,1880
"535",1836,1836,7661.35002040795,34562.0315745536,419980.013480919,146103.494617529,608306.88969341,210418427.660602,83067292.0167329,293485719.677334,0.0430886578654717,0.0369131044832314,8,6,8,45,1.2,17,22,60,20,0.186381462885643,0.384151745751219,0.285266604318431,1717,1409,1434,1327,1870
"536",1837,1837,7720.15942252702,34907.9350827789,431547.623407186,149462.867109792,623638.585022285,214171361.463552,81640788.2227956,295812149.686347,0.0432516190733002,0.0365964340750089,8,6,8,45,1.2,17,30,40,17,0.194154836595494,0.368727578999657,0.281441207797576,1744,1415,1445,1350,1887
"537",1838,1838,7722.25639434191,34933.5446152449,423017.349096221,146784.995151553,612458.145257361,214462452.294701,81027800.1237811,295490252.418482,0.0432528728452999,0.0364014737608664,8,6,8,45,1.2,17,30,40,20,0.194757766978186,0.362099604579886,0.278428685779036,1729,1417,1447,1334,1874
"538",1839,1839,7958.81758092646,36245.5687639778,362269.039284729,120278.016312286,526751.44194192,217939443.655196,80877183.7228086,298816627.378005,0.0436044073527613,0.0363656595565685,8,6,8,45,1.2,17,30,60,17,0.201959586847699,0.360471054768807,0.281215320808253,1626,1444,1465,1200,1803
"539",1840,1840,7961.06002566842,36271.5601512372,354709.026338363,118129.69900088,517071.345516149,218213374.046837,80300590.1898176,298513964.236655,0.0436056107480196,0.036178330673636,8,6,8,45,1.2,17,30,60,20,0.202526973169045,0.354236599004635,0.27838178608684,1611,1448,1467,1186,1790
"540",1841,1841,10681.6629417273,48242.8801831427,493409.80247976,176600.824653626,728935.170258256,205821154.661697,82149484.6593164,287970639.321013,0.0425614671308634,0.0367767257602234,8,6,8,45,1.5,14,22,40,17,0.17685922696488,0.374227892911312,0.275543559938096,1826,1645,1685,1465,1941
"541",1842,1842,10685.4964424209,48277.0403047375,483607.428301423,173427.633013757,715997.598062338,206129247.124855,81477489.0324891,287606736.157344,0.0425630347477442,0.0365687411846517,8,6,8,45,1.5,14,22,40,20,0.17749737247425,0.366961895688903,0.272229634081576,1817,1647,1687,1455,1931
"542",1843,1843,10942.3413077343,49678.5518374316,412339.019334563,140795.350629482,613755.263109211,212257502.118601,79255752.0219474,291513254.140548,0.0431414252907516,0.0358642424468844,8,6,8,45,1.5,14,22,60,17,0.190190699550311,0.342939217113245,0.266564958331778,1733,1661,1699,1303,1861
"543",1844,1844,10946.05806474,49711.718419377,403712.752562843,138260.243995603,602630.773042563,212550590.226942,78637239.8847012,291187830.111643,0.0431426005695286,0.0356648929027184,8,6,8,45,1.5,14,22,60,20,0.190797766851699,0.336251513664228,0.263524640257964,1711,1663,1701,1292,1849
"544",1845,1845,11021.6904914619,50112.5466230207,415204.083606442,141380.988957469,617719.309678393,214272706.503128,77603616.8273198,291876323.330448,0.0431589297806627,0.0356095425120746,8,6,8,45,1.5,14,30,40,17,0.194364750467581,0.325075395897792,0.259720073182687,1738,1671,1706,1307,1867
"545",1846,1846,11025.753168043,50147.9793969626,406619.034156392,138717.737304481,606510.504025878,214577600.289769,76988800.4792597,291566400.769029,0.0431605009737502,0.0354108030496667,8,6,8,45,1.5,14,30,40,20,0.194996270624827,0.318427653414128,0.256711962019477,1715,1673,1708,1294,1852
"546",1847,1847,11277.4971291979,51524.2411608384,346028.564005402,112899.754578766,521730.056874204,220149519.294464,76011799.3037339,296161318.598198,0.0437077573062609,0.0351103952442078,8,6,8,45,1.5,14,30,60,17,0.206537270540805,0.307863763495414,0.257200517018109,1621,1681,1725,1150,1778
"547",1848,1848,11281.4483762293,51558.6467477825,338468.827641314,110787.047459316,512095.970224642,220437231.926775,75441420.5228206,295878652.449595,0.0437089492254924,0.0349196912298428,8,6,8,45,1.5,14,30,60,20,0.207133203730524,0.301696505149695,0.25441485444011,1605,1683,1727,1136,1763
"548",1849,1849,7422.71486179032,33220.2677754221,509753.319383013,185147.861157058,735544.163177283,205619838.509467,82980261.7466686,288600100.256135,0.0425253268754411,0.0368369653013613,8,6,8,45,1.5,17,22,40,17,0.176442245006956,0.383210725191996,0.279826485099476,1834,1370,1400,1499,1963
"549",1850,1850,7424.43829603529,33243.755264085,500002.785943315,181958.332687551,722629.312190987,205919999.412766,82321365.546476,288241364.959242,0.0425268611918464,0.0366331933943863,8,6,8,45,1.5,17,22,40,20,0.177063962041398,0.37608636638767,0.276575164214534,1822,1372,1402,1492,1953
"550",1851,1851,7658.0937383993,34532.3597665638,429047.666220566,148987.198874773,620225.318600302,211877080.024242,80130911.0594825,292007991.083724,0.0430913216665308,0.0359399257293408,8,6,8,45,1.5,17,22,60,17,0.189402739180583,0.352401932169768,0.270902335675176,1741,1406,1431,1345,1881
"551",1852,1852,7659.9065445228,34556.0199775196,420439.66263786,146418.724214333,609074.313374235,212162602.866648,79523830.1461238,291686433.012772,0.0430924764646829,0.0357445926028295,8,6,8,45,1.5,17,22,60,20,0.189994136704028,0.345837829586143,0.267915983145086,1720,1408,1433,1329,1871
"552",1853,1853,7718.67402457735,34902.0485716866,431905.564623232,149734.792641447,624261.079860943,215947064.571348,78152094.8534585,294099159.424807,0.0432553985355156,0.0354280366770926,8,6,8,45,1.5,17,30,40,17,0.197832813500867,0.331005850881989,0.264419332191428,1745,1414,1444,1351,1888
"553",1854,1854,7720.75665292827,34927.6326991835,423368.676197922,147049.909275197,613066.974825231,216244485.843665,77557215.1418639,293801700.985529,0.0432566521369117,0.0352335049325036,8,6,8,45,1.5,17,30,40,20,0.198448855994652,0.324573674600543,0.261511265297597,1731,1416,1446,1337,1875
"554",1855,1855,7957.17280909932,36239.1637669263,362696.453913536,120560.514862382,527453.305351943,219733137.643714,77443384.8574313,297176522.501146,0.0436085552939984,0.0352005563519584,8,6,8,45,1.5,17,30,60,17,0.205674827890028,0.323342877110955,0.264508852500492,1627,1443,1464,1202,1804
"555",1856,1856,7959.40155199519,36265.1278284505,355127.433081935,118403.931068839,517755.89353122,220012988.630861,76883963.3920189,296896952.02288,0.0436097585116632,0.0350136224841018,8,6,8,45,1.5,17,30,60,20,0.206254477417674,0.31729409546481,0.261774286441242,1615,1447,1466,1187,1791
"556",1953,1953,7886.91781683622,33836.0194887748,376197.132480417,117608.829874209,535528.899660237,208240856.835653,84056516.3816171,292297373.21727,0.042742240463975,0.0372438652581588,8,7,8,45,1.2,14,22,40,17,0.181871105738205,0.394847799714433,0.288359452726319,1634,1389,1460,1178,1819
"557",1954,1954,7888.63066775276,33858.4386126416,366327.881661832,114774.677515301,522849.628457527,208607152.290166,83257933.0023958,291865085.292562,0.0427441779806688,0.0369995630770783,8,7,8,45,1.2,14,22,40,20,0.182629805892711,0.386213064035155,0.284421434963933,1623,1391,1462,1161,1807
"558",1955,1955,8152.12704681446,35237.9714775504,296309.331910291,86636.3420339423,426335.772468598,214827759.78001,81776519.8653145,296604279.645325,0.0433772453785599,0.0365655296915982,8,7,8,45,1.2,14,22,60,17,0.195514420772634,0.370195186374115,0.282854803573375,1477,1423,1476,964,1683
"559",1956,1956,8153.98514956946,35261.0235639607,287881.783028148,84579.8726664642,415876.664408143,215174051.111006,81041226.7798509,296215277.890857,0.0433787278959311,0.0363319837801975,8,7,8,45,1.2,14,22,60,20,0.196231686802266,0.36224478118791,0.279238233995088,1451,1425,1479,948,1663
"560",1957,1957,8198.66748281783,35575.9451760293,296623.135006256,86086.7297815658,426484.477446669,219275678.704275,77249595.6072398,296525274.311515,0.0435641525397454,0.0355424656356846,8,7,8,45,1.2,14,30,40,17,0.204727302705764,0.321247518008289,0.262987410357027,1479,1429,1486,960,1685
"561",1958,1958,8200.80878061317,35601.0787884352,288349.838394734,83890.7608109208,416042.486774703,219641033.396943,76538543.6980737,296179577.095016,0.0435657214981523,0.0353095683339325,8,7,8,45,1.2,14,30,40,20,0.205484054279832,0.313559222146332,0.259521638213082,1452,1432,1489,941,1665
"562",1959,1959,8484.87992604637,37071.6513851922,232848.244690172,64385.2122671848,342789.988268595,225012957.021402,77330288.6177401,302343245.639142,0.0440909055671902,0.0352690386464261,8,7,8,45,1.2,14,30,60,17,0.21661080792544,0.32212001652875,0.269365412227095,1291,1461,1512,766,1539
"563",1960,1960,8487.18602461414,37097.4300170795,225785.126797849,62838.5405998419,334208.283439385,225356258.558669,76664799.1366879,302021057.695356,0.0440923323176866,0.0350460922028463,8,7,8,45,1.2,14,30,60,20,0.217321881257521,0.314924367438446,0.266123124347984,1274,1463,1514,748,1521
"564",1961,1961,5033.92538050313,20765.433881404,391050.539876913,125064.808639587,541914.707778408,208805999.776297,82844268.4818938,291650268.258191,0.0428067473396928,0.0369603640648759,8,7,8,45,1.2,17,22,40,17,0.183041674553902,0.381740289009568,0.282390981781735,1643,996,1032,1217,1840
"565",1962,1962,5031.76888130278,20766.9122683933,381225.539821372,122190.590110377,529214.811081445,209163962.126966,82072402.6030548,291236364.73002,0.0428083280107293,0.0367211160830912,8,7,8,45,1.2,17,22,40,20,0.183783114523778,0.373394438072717,0.278588776298248,1629,998,1030,1205,1828
"566",1963,1963,5252.71563146682,21925.4395179841,312080.220776652,93435.2241469472,432693.60007305,214053481.478019,82212068.0388396,296265549.516858,0.0433168924579485,0.0366554045676018,8,7,8,45,1.2,17,22,60,17,0.19391067423384,0.374904579847404,0.284407627040622,1489,1043,1059,1015,1711
"567",1964,1964,5251.08445106638,21929.6901222114,303610.273969944,91306.4929077195,422097.541450941,214390573.950589,81490060.6850168,295880634.635605,0.0433183294744878,0.036426441519873,8,7,8,45,1.2,17,22,60,20,0.194608886859387,0.367097827514499,0.280853357186943,1469,1045,1057,992,1697
"568",1965,1965,5277.81958702969,22144.5466948778,312908.533809693,93207.0859866357,433537.986078236,218772307.589641,77720323.4195696,296492631.009211,0.0435307243315225,0.0356404393793421,8,7,8,45,1.2,17,30,40,17,0.203684680588177,0.326337293656157,0.265010987122167,1492,1051,1067,1013,1715
"569",1966,1966,5276.44957476988,22150.9190750801,304581.83719487,90940.0062410617,422949.212085782,219127750.190088,77022227.8013473,296149977.991435,0.0435322427346569,0.0354121812331481,8,7,8,45,1.2,17,30,40,20,0.20442090145184,0.318789088548145,0.261604994999992,1472,1053,1065,989,1701
"570",1967,1967,5507.73862139319,23365.2317661891,247871.002186051,70146.4303930895,346890.402966723,223699226.974145,77475402.0078136,301174628.981959,0.0440091583455541,0.0353937140169527,8,7,8,45,1.2,17,30,60,17,0.213889706209454,0.32368906467001,0.268789385439732,1301,1103,1113,816,1569
"571",1968,1968,5506.83006130881,23373.9444747844,240725.9804282,68514.494645032,338121.249609325,224033040.459388,76821071.5182414,300854111.977629,0.0440105373055999,0.0351751831900401,8,7,8,45,1.2,17,30,60,20,0.214581127136767,0.316614072914162,0.265597600025465,1280,1105,1111,798,1557
"572",1969,1969,7885.87837052016,33832.114260241,376603.387049603,117878.790690594,536200.170370958,209976352.937028,80475915.4393574,290452268.376385,0.0427468672826052,0.0360773941033807,8,7,8,45,1.5,14,22,40,17,0.185465802707646,0.356132314877354,0.2707990587925,1635,1388,1459,1183,1820
"573",1970,1970,7887.57637411542,33854.5148050682,366721.590582044,115032.814030531,523496.495791759,210350803.970274,79700222.7300923,290051026.700366,0.0427488044981312,0.0358336057895292,8,7,8,45,1.5,14,22,40,20,0.186241395342713,0.347745086083064,0.266993240712888,1624,1390,1461,1162,1808
"574",1971,1971,8150.93863311866,35233.5995236399,296780.145011619,86886.9420919053,427051.625260283,216594831.395137,78316737.1591236,294911568.554261,0.0433812324584313,0.0354051225489004,8,7,8,45,1.5,14,22,60,17,0.199174519446811,0.332786056716515,0.265980288081663,1481,1422,1475,965,1686
"575",1972,1972,8152.78258100763,35256.6303643849,288336.505717961,84816.9080503923,416562.826713746,216948643.356872,77602966.0370013,294551609.393874,0.04338271476283,0.0351720532324079,8,7,8,45,1.5,14,22,60,20,0.199907362802434,0.325068359184371,0.262487860993402,1455,1424,1478,950,1664
"576",1973,1973,8197.42779526069,35571.6906592225,296974.205682759,86300.2973222454,427043.621459487,221103522.886888,73907118.4104177,295010641.297306,0.0435679895932052,0.034380917922483,8,7,8,45,1.5,14,30,40,17,0.20851327833466,0.285106761940069,0.246810020137365,1480,1428,1484,962,1688
"577",1974,1974,8199.55544720483,35596.8062652438,288688.061030794,84092.9561990221,416577.378942265,221476423.726434,73217685.9770813,294694109.703515,0.0435695583353209,0.0341485148360008,8,7,8,45,1.5,14,30,40,20,0.209285660085766,0.277652228092413,0.24346894408909,1456,1431,1488,943,1666
"578",1975,1975,8483.46278863958,37066.8438231331,233252.74183541,64572.1663505619,343375.214797744,226862864.672738,74047587.1899334,300910451.862672,0.0440948937371234,0.0341116205059191,8,7,8,45,1.5,14,30,60,17,0.220442483158092,0.286625589922053,0.253534036540073,1294,1460,1511,768,1541
"579",1976,1976,8485.75575153844,37092.6014958657,226173.61872579,63012.5017095843,334764.477682778,227213160.083469,73402556.2857764,300615716.369246,0.0440963202818863,0.0338891353951245,8,7,8,45,1.5,14,30,60,20,0.221168042754779,0.279651150549433,0.250409596652106,1277,1462,1513,750,1523
"580",1977,1977,5034.60585605904,20763.611925086,391454.12339948,125339.2951765,542591.636357125,210539691.211514,79308825.7244837,289848516.935997,0.0428105664012575,0.0357951875031416,8,7,8,45,1.5,17,22,40,17,0.186632633555875,0.343513080037075,0.265072856796475,1646,994,1033,1220,1841
"581",1978,1978,5032.42547407896,20765.0630801803,381617.329409464,122453.874778608,529868.692742332,210905618.973852,78559250.4278685,289464869.401721,0.0428121468558796,0.035556442925404,8,7,8,45,1.5,17,22,40,20,0.187390572117228,0.335408247496859,0.261399409807043,1630,995,1031,1207,1830
"582",1979,1979,5253.16847115174,21923.1985602846,312553.717507761,93697.5413853217,433427.625924519,215812481.738892,78741058.1509034,294553539.889796,0.0433208582177759,0.0354945593545355,8,7,8,45,1.5,17,22,60,17,0.197554054879868,0.337374055543588,0.267464055211728,1491,1042,1060,1017,1713
"583",1980,1980,5251.51464376831,21927.4194045361,304068.539322971,91555.8266910165,422803.300062292,216156952.605891,78040135.0088464,294197087.614737,0.0433222950287054,0.0352660657471978,8,7,8,45,1.5,17,22,60,20,0.198267550220296,0.329795277646842,0.264031413933569,1471,1044,1058,997,1699
