"sim_id","program_id","undisc_mort","disc_mort"
19453,3,1316.9476790023,1165.87924249245
197,1,1915.31818259817,1682.09959775857
197,2,1443.53069068028,1278.80656139718
197,3,1404.32332964911,1245.40925133516
19873,1,2122.19105696302,1864.28587270856
19873,2,1578.04047871308,1399.81442700425
19873,3,1559.33243791069,1383.69977838874
20050,1,1647.16596305454,1448.53478112647
20050,2,1233.63840681144,1094.35936731641
20050,3,1202.64926110861,1067.88013267681
20095,1,1683.69849532683,1477.87721006407
20095,2,1173.09378062068,1040.56915935519
20095,3,1150.01939276489,1020.8248504745
20456,1,1737.26545129887,1526.3292004467
20456,2,1339.24939970774,1186.17915921416
20456,3,1320.26123579343,1169.88097280558
20467,1,1887.95720807616,1658.31926782854
20467,2,1378.45984736713,1220.95874514446
20467,3,1349.54252419493,1196.35580706654
20655,1,1597.16803504841,1402.41480278998
20655,2,1130.63902980467,1001.9355897953
20655,3,1125.90580157515,997.775712769471
20658,1,1851.55030120054,1625.98812291
20658,2,1289.64045352744,1144.05786073949
20658,3,1264.87271466571,1122.87891590818
20693,1,1868.1983782593,1638.85662679509
20693,2,1363.48317117452,1206.46577298365
20693,3,1359.81077291724,1203.19322607036
20905,1,1843.38763142422,1618.20376604245
20905,2,1407.62480908148,1245.9313483814
20905,3,1387.10391418531,1228.27840219343
20983,1,1867.81244716623,1639.53223424929
20983,2,1385.6808540885,1226.85224559219
20983,3,1350.86262482492,1197.27636226012
21047,1,1792.63099705915,1574.66204643057
21047,2,1361.81533356242,1206.35021901438
21047,3,1348.85410023589,1195.28925086342
21049,1,1848.25687385392,1623.44592560612
21049,2,1318.25393435032,1169.43188515814
21049,3,1299.84908125537,1153.69296219779
21284,1,1832.30571589923,1607.97496025389
21284,2,1445.65111345302,1277.42164381411
21284,3,1375.73680883863,1218.30978610065
21360,1,1835.7159489738,1612.3041904923
21360,2,1349.63918408958,1194.68517084555
21360,3,1315.17287847261,1165.51569234285
21389,1,1728.23567680157,1516.70972018881
21389,2,1218.0165612552,1079.90089930213
21389,3,1206.69946639588,1070.16694278945
21403,1,2306.54918252142,2021.00380156829
21403,2,1732.49954930182,1529.75305800636
21403,3,1666.44676110696,1474.04812279535
21497,1,1598.04722791876,1404.0914939465
21497,2,1169.32203786898,1038.26502679636
21497,3,1155.90161914583,1026.75559867174
21517,1,1493.05423304279,1310.9995954668
21517,2,1072.61596042446,951.853542087918
21517,3,1054.71594877279,936.484108478067
2168,1,1638.12352560206,1438.78165521486
2168,2,1198.11774600324,1062.68761908149
2168,3,1185.97684833103,1052.18329037508
21693,1,1828.61898067102,1608.51315541481
21693,2,1376.30719963817,1223.24137039438
21693,3,1375.51653705136,1222.34274308334
21695,1,1738.92561465602,1525.78416247055
21695,2,1415.23193560315,1249.68952733946
21695,3,1386.94989336807,1225.46909055792
21832,1,1779.3581051649,1560.53714714777
21832,2,1291.50716381595,1142.75870471814
21832,3,1260.641179463,1116.54142266422
21901,1,1741.45445479128,1528.90519896788
21901,2,1236.84986825003,1096.76019972591
21901,3,1227.55921276252,1088.743051467
22226,1,1683.76380498327,1479.23702759974
22226,2,1251.07030137911,1107.89195680296
22226,3,1246.71233955786,1103.98268526044
22260,1,1692.72070054903,1486.16777673477
22260,2,1201.26835903624,1064.77987913214
22260,3,1179.6252273501,1046.37203860533
22425,1,1773.74766317895,1556.91786381478
22425,2,1228.1477061021,1088.45779134083
22425,3,1207.89209960592,1071.27859373343
22648,1,1958.63631421352,1719.54502842346
22648,2,1444.90865262868,1279.17652864007
22648,3,1440.051155664,1274.80937373951
22828,1,1845.42281300171,1620.06794380482
22828,2,1310.92878908604,1161.88361010229
22828,3,1269.68999231798,1126.93900947858
23016,1,1659.81604969069,1458.01794349818
23016,2,1207.79885139432,1071.74357795988
23016,3,1195.84983650638,1061.490831563
23079,1,1711.1475801978,1502.77696227082
23079,2,1364.94686487932,1207.46976989213
23079,3,1331.42144350975,1178.73221365545
23105,1,1675.83533887378,1473.09229079475
23105,2,1187.15152826727,1053.76275638994
23105,3,1164.13151497387,1034.23536080726
23167,1,1708.03044980452,1498.87911779346
23167,2,1278.97584048328,1132.05236346396
23167,3,1245.93423346125,1103.83578577464
23732,1,2087.07385236621,1833.52675940014
23732,2,1450.08996376837,1288.68157559334
23732,3,1429.67729370207,1271.24834154595
23778,1,1713.08282961633,1503.55247452094
23778,2,1221.76513365739,1081.91029638385
23778,3,1217.57383037921,1078.25642046174
23932,1,1921.83993960311,1685.5321086744
23932,2,1380.22532581942,1221.86453259765
23932,3,1322.69209711701,1173.13916040869
23961,1,2007.23747093381,1761.7215218155
23961,2,1595.40547224595,1409.98475765863
23961,3,1573.69354110672,1391.30047143311
24183,1,1767.2711620989,1551.42126503395
24183,2,1266.64996926672,1121.93503909856
24183,3,1265.08243000609,1120.47244326185
24204,1,1737.02609138791,1526.62460111834
24204,2,1369.98123901392,1212.48926361716
24204,3,1343.02872224332,1189.41576981078
24210,1,1734.10717475098,1523.46931304078
24210,2,1196.67201534386,1062.07579111516
24210,3,1190.16742366379,1056.48862581735
24219,1,1733.8678946421,1523.2871650968
24219,2,1362.41278044651,1204.96514557712
24219,3,1363.08337273856,1205.37869518642
24389,1,1889.45219972753,1658.05073479642
24389,2,1318.33918167849,1169.21117948861
24389,3,1302.25572857083,1155.42726446409
24657,1,2013.39508703742,1768.64362961477
24657,2,1513.30781857175,1339.28954958875
24657,3,1465.39671752553,1298.59849839092
2475,1,1909.88827688497,1676.17859322604
2475,2,1380.30865522971,1223.77701190327
2475,3,1364.36342836831,1210.04168988097
24897,1,2034.0021640737,1784.74901194993
24897,2,1433.63880143512,1271.54148661553
24897,3,1405.16195902482,1247.13812987024
24919,1,2008.47588764822,1762.40820199152
24919,2,1425.89373966095,1263.17832468697
24919,3,1400.04288297922,1241.2849083461
24942,1,2099.47361571002,1840.09779723176
24942,2,1539.86029070978,1361.12463873467
24942,3,1509.41937150317,1335.20881556078
24979,1,1730.27016579631,1520.16357380668
24979,2,1296.15513105362,1147.86043412826
24979,3,1258.48730719182,1115.84064430771
25067,1,1674.08701613627,1469.55437771379
25067,2,1276.0900493186,1129.0014289377
25067,3,1270.51743885678,1123.97737483719
25088,1,2177.40201877821,1910.61075086306
25088,2,1510.05856364726,1338.92311921439
25088,3,1486.54960599135,1318.92528605364
2526,1,1591.09271684207,1397.68085324829
2526,2,1192.10929434024,1056.10403514232
2526,3,1185.03097085256,1049.9230855262
25820,1,1969.22551350176,1728.96585180259
25820,2,1425.26594624745,1262.81670612128
25820,3,1383.26680149415,1227.1934528481
25953,1,1853.21755400243,1627.79850381542
25953,2,1313.92566499465,1166.16288824849
25953,3,1285.08963134332,1141.64509804862
26072,1,1755.56648102475,1543.24077690053
26072,2,1303.24301400412,1155.91891033365
26072,3,1290.74286634005,1145.2246485644
2611,1,1769.80726953308,1553.79467853559
2611,2,1322.55801267688,1169.32580285972
2611,3,1314.97983161104,1162.71706026974
26200,1,1959.98235679025,1722.11984744977
26200,2,1408.30487569842,1248.89854657118
26200,3,1379.32279151203,1224.24427722918
26222,1,1804.89054606155,1585.66708965405
26222,2,1290.62069648074,1145.91724815939
26222,3,1281.70750264807,1138.11961798721
26256,1,2075.98996072615,1821.87509953462
26256,2,1594.82254813715,1409.87003299258
26256,3,1546.73722133189,1368.9717213763
26309,1,1586.31892331807,1392.93756774192
26309,2,1185.87185977969,1049.88282655105
26309,3,1174.61440828414,1040.34597506339
26490,1,1922.06288312204,1687.9781648387
26490,2,1449.05998222912,1283.81461691531
26490,3,1435.34854412276,1271.94625108455
26515,1,1708.38611992929,1499.96791989159
26515,2,1258.99863729753,1115.58390532712
26515,3,1248.10944246116,1106.08006563309
267,1,2148.67612667163,1886.88708305141
267,2,1675.60595575449,1482.65775806543
267,3,1629.33233676387,1443.38551889083
27019,1,1833.22783675184,1607.86862376611
27019,2,1311.07119817189,1160.79938998434
27019,3,1285.01762351476,1138.56225261347
27088,1,1908.96244150649,1674.55928370377
27088,2,1369.9523936307,1213.48019333962
27088,3,1330.51268124386,1180.0807803256
27130,1,1551.82785116614,1361.53928900968
27130,2,1108.32429397242,981.24820692814
27130,3,1094.55997931036,969.482175328041
27139,1,1585.9945218456,1393.13495338697
27139,2,1196.24685684367,1060.72365599916
27139,3,1184.3032533795,1050.4937917696
27403,1,1875.48509601516,1644.81905892522
27403,2,1392.98974786239,1231.8594133289
27403,3,1369.68797654986,1211.9920444045
27483,1,1730.82571494313,1520.1284068883
27483,2,1246.05537651358,1105.49991136023
27483,3,1235.81300385747,1096.66345582995
27553,1,1643.26136749949,1444.38216826793
27553,2,1241.03367836784,1101.47940655974
27553,3,1231.03146193539,1092.80856415808
27953,1,1874.53993008237,1646.16124340587
27953,2,1333.18014209059,1181.19828086994
27953,3,1333.46300655947,1181.22249150282
28084,1,1905.74522111949,1671.41216156562
28084,2,1468.38865102096,1297.89774400423
28084,3,1411.52034205835,1249.58574354799
28118,1,1585.80668895113,1393.00998585528
28118,2,1135.64461489371,1008.090121517
28118,3,1133.03774830346,1005.69189557831
28280,1,2124.65473792364,1864.90491293931
28280,2,1505.2265557761,1333.96022454309
28280,3,1469.84826208834,1303.88289641347
28711,1,1521.09861809938,1335.97644575956
28711,2,1075.00905144642,953.353693585234
28711,3,1066.24203221175,945.782809297812
28735,1,1990.0826741513,1745.57941851014
28735,2,1474.57778577192,1304.3889945015
28735,3,1455.81824193821,1288.36841852348
28871,1,2129.11156086796,1869.23597170162
28871,2,1568.12269584384,1388.84518826401
28871,3,1503.84332414425,1334.28699932503
29037,1,1986.65858439707,1744.29337819533
29037,2,1406.70764476129,1247.9941967752
29037,3,1382.2911679351,1227.11782758789
29215,1,1844.97226791007,1617.72272686366
29215,2,1271.79816387441,1126.05035582126
29215,3,1266.02294091133,1120.99944346405
29270,1,1873.99540521522,1645.779387613
29270,2,1399.6260825699,1238.46722472356
29270,3,1362.53973613373,1206.98161643543
29584,1,1650.02767432673,1447.34682519723
29584,2,1199.4936708526,1062.73107934306
29584,3,1176.33791907935,1042.94843287695
29643,1,1566.3896605611,1376.13379065153
29643,2,1168.54127392158,1035.15890784559
29643,3,1137.43406711639,1008.76547099224
29857,1,1864.49028724066,1635.65878807761
29857,2,1281.68171100293,1135.99828927956
29857,3,1267.52836998618,1123.85374961389
29909,1,1677.71200195201,1473.52054254942
29909,2,1247.08324036277,1106.10591348238
29909,3,1215.8663609115,1079.39821927446
29911,1,1795.67953544759,1577.95359134825
29911,2,1289.14909361235,1144.70313344994
29911,3,1281.06834328435,1137.67448886445
29951,1,1880.10105430293,1651.84843940366
29951,2,1463.33245426118,1295.63186965049
29951,3,1413.0224159115,1252.91389998908
30007,1,1562.96173083104,1372.04690632997
30007,2,1198.12061352981,1060.82839369682
30007,3,1163.06028387163,1030.96511275309
30116,1,1583.7201275023,1390.96707256182
30116,2,1076.31880990723,956.014010062506
30116,3,1070.67813427051,951.05280280051
30123,1,1510.02529334043,1326.96892228506
30123,2,1134.02592674025,1005.90607799379
30123,3,1115.03491756518,989.644085675333
3014,1,1883.2217537059,1655.05209598348
3014,2,1403.40805483994,1245.61846561261
3014,3,1379.94755147188,1225.60281936596
3021,1,1795.04140269338,1578.48960894359
3021,2,1351.6604564303,1198.3764820394
3021,3,1307.20501313737,1160.40761079028
3024,1,1782.64980249076,1566.86988458654
3024,2,1244.74901242337,1105.31500766935
3024,3,1232.67239431122,1094.99524742944
30520,1,1860.72054990649,1634.01445990655
30520,2,1384.8312082693,1226.71204272066
30520,3,1354.16279975552,1200.57739741536
30592,1,1886.07540794549,1656.1821372284
30592,2,1368.08070031478,1212.4756559862
30592,3,1342.97330960993,1191.05004093267
30627,1,1909.6642894865,1677.42858589224
30627,2,1368.03519340495,1213.63178723231
30627,3,1348.88859607877,1197.21196976104
30655,1,1454.37348935136,1278.69057735981
30655,2,1046.3459558659,928.377860231069
30655,3,1030.70144747663,914.982700929855
31032,1,1687.93059122618,1482.26288307981
31032,2,1276.91403035424,1130.00745954331
31032,3,1254.36700441468,1110.83734868
31123,1,1600.88548649602,1405.24259454388
31123,2,1158.00187503673,1025.0111968699
31123,3,1151.34073173644,1019.20757826829
31356,1,1562.09808225319,1371.11139586828
31356,2,1195.19376868041,1058.06988871567
31356,3,1164.13563555045,1031.77161292992
31378,1,1605.35273124026,1409.11425556599
31378,2,1167.81652962855,1033.89099114252
31378,3,1162.98513055679,1029.68640816232
31401,1,2073.53745406858,1820.72395507408
31401,2,1475.90894828026,1309.33772782436
31401,3,1439.91905342629,1278.58572883786
31590,1,1676.79775044766,1473.91402133052
31590,2,1248.4735805407,1107.57395629844
31590,3,1238.96123885125,1099.2866726652
31692,1,1758.91611750782,1545.63905787556
31692,2,1330.54715184832,1178.72100230351
31692,3,1309.26981968253,1160.61198426779
31924,1,1563.40413311585,1372.98875898797
31924,2,1210.33580420796,1071.19031717663
31924,3,1189.18656293106,1052.93327422826
32032,1,1963.95893227875,1722.81966639141
32032,2,1481.12940396913,1311.1343362497
32032,3,1471.47179598643,1302.68218266893
32033,1,1994.84309275209,1751.78448929729
32033,2,1405.2249055072,1246.4011019769
32033,3,1404.8065301683,1245.78589924008
32073,1,1791.23952895279,1573.53553346697
32073,2,1327.56486917838,1177.50520793951
32073,3,1312.24313949189,1164.23897634305
32088,1,1861.59183900904,1632.18135510918
32088,2,1320.57017665004,1168.91397601976
32088,3,1307.29884740308,1157.47744576733
32111,1,1953.5089317442,1714.01481942279
32111,2,1356.67268884055,1202.33924317344
32111,3,1337.07916777059,1185.62367570454
32263,1,1916.13844157663,1682.05254799964
32263,2,1532.87250333342,1356.20260232299
32263,3,1481.78376928501,1312.79387163156
32314,1,1799.22202754695,1579.62587729036
32314,2,1277.83592318832,1132.03765245589
