"sim_id","variable","value","TB_compartment","DR_compartment","HIV_compartment","G_compartment"
1,"N_7_1_4_2",0,"7","1","4","2"
1,"N_7_2_1_1",34.6287670494488,"7","2","1","1"
1,"N_7_2_1_2",35.2070196752828,"7","2","1","2"
1,"N_7_2_2_1",2.33603820437884,"7","2","2","1"
1,"N_7_2_2_2",4.55664632756775,"7","2","2","2"
1,"N_7_2_3_1",1.64463983685897,"7","2","3","1"
1,"N_7_2_3_2",2.3554957222485,"7","2","3","2"
1,"N_7_2_4_1",0,"7","2","4","1"
1,"N_7_2_4_2",0,"7","2","4","2"
1,"N_8_1_1_1",0,"8","1","1","1"
1,"N_8_1_1_2",0,"8","1","1","2"
1,"N_8_1_2_1",6.63182590979001,"8","1","2","1"
1,"N_8_1_2_2",13.386707005661,"8","1","2","2"
1,"N_8_1_3_1",4.69426724818919,"8","1","3","1"
1,"N_8_1_3_2",6.8028701398756,"8","1","3","2"
1,"N_8_1_4_1",0,"8","1","4","1"
1,"N_8_1_4_2",0,"8","1","4","2"
1,"N_8_2_1_1",0,"8","2","1","1"
1,"N_8_2_1_2",0,"8","2","1","2"
1,"N_8_2_2_1",0,"8","2","2","1"
1,"N_8_2_2_2",0,"8","2","2","2"
1,"N_8_2_3_1",0,"8","2","3","1"
1,"N_8_2_3_2",0,"8","2","3","2"
1,"N_8_2_4_1",0,"8","2","4","1"
1,"N_8_2_4_2",0,"8","2","4","2"
2,"N_1_1_1_1",11665.5086209762,"1","1","1","1"
2,"N_1_1_1_2",11773.8511337755,"1","1","1","2"
2,"N_1_1_2_1",499.360176271998,"1","1","2","1"
2,"N_1_1_2_2",945.74025894474,"1","1","2","2"
2,"N_1_1_3_1",205.458730670482,"1","1","3","1"
2,"N_1_1_3_2",292.01132153436,"1","1","3","2"
2,"N_1_1_4_1",0,"1","1","4","1"
2,"N_1_1_4_2",0,"1","1","4","2"
2,"N_1_2_1_1",0,"1","2","1","1"
2,"N_1_2_1_2",0,"1","2","1","2"
2,"N_1_2_2_1",0,"1","2","2","1"
2,"N_1_2_2_2",0,"1","2","2","2"
2,"N_1_2_3_1",0,"1","2","3","1"
2,"N_1_2_3_2",0,"1","2","3","2"
2,"N_1_2_4_1",0,"1","2","4","1"
2,"N_1_2_4_2",0,"1","2","4","2"
2,"N_2_1_1_1",0,"2","1","1","1"
2,"N_2_1_1_2",0,"2","1","1","2"
2,"N_2_1_2_1",0.765471905010991,"2","1","2","1"
2,"N_2_1_2_2",1.46954436435861,"2","1","2","2"
2,"N_2_1_3_1",0.365798128933108,"2","1","3","1"
2,"N_2_1_3_2",0.520713080830075,"2","1","3","2"
2,"N_2_1_4_1",0,"2","1","4","1"
2,"N_2_1_4_2",0,"2","1","4","2"
2,"N_2_2_1_1",0,"2","2","1","1"
2,"N_2_2_1_2",0,"2","2","1","2"
2,"N_2_2_2_1",0,"2","2","2","1"
2,"N_2_2_2_2",0,"2","2","2","2"
2,"N_2_2_3_1",0,"2","2","3","1"
2,"N_2_2_3_2",0,"2","2","3","2"
2,"N_2_2_4_1",0,"2","2","4","1"
2,"N_2_2_4_2",0,"2","2","4","2"
2,"N_3_1_1_1",1409.03450294122,"3","1","1","1"
2,"N_3_1_1_2",1428.42394042891,"3","1","1","2"
2,"N_3_1_2_1",41.7009889316085,"3","1","2","1"
2,"N_3_1_2_2",78.5226802835874,"3","1","2","2"
2,"N_3_1_3_1",12.819139769166,"3","1","3","1"
2,"N_3_1_3_2",18.2052101363742,"3","1","3","2"
2,"N_3_1_4_1",0,"3","1","4","1"
2,"N_3_1_4_2",0,"3","1","4","2"
2,"N_3_2_1_1",54.1373588876688,"3","2","1","1"
2,"N_3_2_1_2",54.8823320829386,"3","2","1","2"
2,"N_3_2_2_1",1.60667403976123,"3","2","2","1"
2,"N_3_2_2_2",3.02555960035339,"3","2","2","2"
2,"N_3_2_3_1",0.494020080422717,"3","2","3","1"
2,"N_3_2_3_2",0.701596985263311,"3","2","3","2"
2,"N_3_2_4_1",0,"3","2","4","1"
2,"N_3_2_4_2",0,"3","2","4","2"
2,"N_4_1_1_1",30827.2194934574,"4","1","1","1"
2,"N_4_1_1_2",31310.3015892415,"4","1","1","2"
2,"N_4_1_2_1",1104.99134477408,"4","1","2","1"
2,"N_4_1_2_2",2081.86004392835,"4","1","2","2"
2,"N_4_1_3_1",400.39422448702,"4","1","3","1"
2,"N_4_1_3_2",566.937230226612,"4","1","3","2"
2,"N_4_1_4_1",0,"4","1","4","1"
2,"N_4_1_4_2",0,"4","1","4","2"
