"X","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
5288,5288,3731.13558074581,10343.8921770631,12353.7185799096,68765.8229261354,121918686.550016,162755799.998381,284674486.548397,0.0332933424010818,0.051217884411118,11,12,8,45,1.2,14,30,60,20,0.281528067800892,0.325606558549747,3126,3151,0.0395676343857461,0.113413295429691,0.232021047241355,9.71544369068286e-06,0.100205414768601,301,183,200,907,2
5304,5304,3731.6320475498,10346.0701881254,12347.7566386032,68329.6261600859,122644974.885337,159355942.133234,282000917.018572,0.0332966078995255,0.0504620551288235,11,12,8,45,1.5,14,30,60,20,0.284046170413089,0.314946625056271,3129,3141,0.0395991475448536,0.113446373103454,0.230283855392425,0,0.0996942607473892,297,185,201,906,1
6191,6191,2042.21237918076,9077.48881716088,12542.3088640808,86491.2106132341,122450464.232756,161497985.259686,283948449.492442,0.0334029997796489,0.0511020628516515,12,12,8,45,1.2,17,30,60,17,0.283371785656312,0.321662799135846,3128,3148,0.0212443249839927,0.000886838025034186,0.302613957152217,0.000317037873132915,0.0953055311094102,281,126,11,993,3
6207,6207,2045.07612057536,9091.14539691956,12589.0152414397,86198.3612019821,123127639.611239,158352523.342125,281480162.953363,0.033406305152678,0.050396952508032,12,12,8,45,1.5,17,30,60,17,0.285719609525354,0.311800500128818,3131,3140,0.0214419190083068,0.00107763810034772,0.301447658706682,0.000393149521320223,0.0950561538901316,279,127,12,992,4
