"year","sex","TB_HIV_coinfection","val_rate","upper_rate","lower_rate"
2014,"Male","yes",154.460128428253,251.047613132462,84.1045381902776
2015,"Female","no",19.3326066919743,37.5919037486267,8.07058483364173
2015,"Female","yes",162.218985008694,264.046937059725,87.8030964870895
2015,"Male","no",57.8677533620345,89.0183339284492,29.4914264994135
2015,"Male","yes",146.649616560009,239.442248654285,79.2749821058516
2016,"Female","no",16.7323605152302,33.5443130004091,6.93521825466512
2016,"Female","yes",156.088287613362,258.186567245888,82.9033461222326
2016,"Male","no",54.4975218418298,86.9475841124802,26.5568520677749
2016,"Male","yes",148.977355263978,246.302588899378,79.2509018887567
2017,"Female","no",14.9364952806933,30.4291468561893,5.67482753739223
2017,"Female","yes",144.440783117499,243.676862223341,76.736537779911
2017,"Male","no",53.0139112640881,85.9553142851364,24.9530971966333
2017,"Male","yes",142.79626290531,239.894615766192,76.048054670765
2018,"Female","no",16.1013995870227,31.6174231941476,4.72040553388282
2018,"Female","yes",130.284396063287,221.228302545408,69.4645259762644
2018,"Male","no",53.6768862730874,87.5013597348459,25.8309724025352
2018,"Male","yes",126.600709654771,214.996540287235,67.4958868579061
2019,"Female","no",16.9659848767049,32.9872055100344,5.9832009761064
2019,"Female","yes",122.716112039047,211.693389874144,64.9820975151254
2019,"Male","no",53.1113775696852,88.6593771230134,24.804560553673
2019,"Male","yes",116.580238717828,200.747179471613,61.8335381638735
