"","sim_id","HIV/TB_coinfection_Female","HIV/TB_coinfection_Male","TB_only_Female","TB_only_Male","total_mse"
"1",244,12430.6322784382,233831.377838463,11860.635557522,42282.2997933851,300404.945467808
"2",245,12245.9054714373,230762.381764016,11864.0145054833,42301.721596341,297174.023337277
"3",246,26164.180286368,434820.466649438,12169.9448803645,43758.5928120136,516913.184628184
"4",247,15492.227376539,180224.741865904,9148.95361080057,32363.9549000218,237229.877753266
"5",248,25853.2800469199,431668.247305987,12177.7540318348,43784.6066728374,513483.88805758
"6",249,25256.3036711829,427238.06469868,12186.2357061263,43823.2643810988,508503.868457088
"7",250,85319.1578050749,643509.644353641,12475.9085918365,45197.8682966504,786502.579047203
"8",251,84247.4098632515,638269.956440022,12486.4842190579,45242.2225409125,780246.073063244
"9",252,83672.2654956591,633719.199405917,12485.9115550211,45265.9257374866,775143.302194083
"10",253,19524.2227034124,351222.805017825,12202.0482757786,43926.9407991395,426876.016796155
"11",254,18897.6406616316,347347.452363788,12213.0980935929,43970.2793373779,422428.470456391
"12",255,18378.7019559469,344208.554496489,12212.303637393,43990.8452648495,418790.405354679
"13",256,70649.0500247306,572395.553819611,12542.3431937813,45518.1675584398,701105.114596563
"14",257,69370.4331480909,567144.118254023,12553.6771560524,45566.2426182733,694634.471176439
"15",258,15325.3446655468,178036.157417251,9150.08551337435,32365.9978552589,234877.585451431
"16",259,68629.6833996312,562773.852044789,12553.4071142887,45591.8733416821,689548.815900391
"17",260,157867.779608277,794759.485489521,12848.060993983,46986.8045930435,1012462.13068482
"18",261,156902.400120284,789908.211898291,12849.9685173103,47018.0154427638,1006678.59597865
"19",262,154966.599553549,783092.962952703,12858.9378065887,47064.5219343093,997983.022247151
"20",263,60128.306172183,482505.943995588,12605.7963775871,45810.7034961057,601050.750041464
"21",264,58894.1444359134,478168.055125921,12610.4277657156,45852.5348181583,595525.162145708
"22",265,57383.0277010406,472744.029274336,12620.1526937097,45900.8152783452,588648.024947431
"23",266,144934.305696596,722494.282961151,12936.8210535655,47425.3488787739,927790.758590087
"24",267,143295.892398417,716930.453775832,12941.8042384788,47471.9380623398,920640.088475068
"25",268,140948.520214473,709750.712187487,12951.9584537471,47524.898923434,911176.089779142
"26",269,11949.7923784305,281981.395485635,9438.50733376986,33649.9495436856,337019.644741521
"27",270,255074.498097175,950771.904717886,13240.7466736077,48984.3861240977,1268071.53561277
"28",271,252855.407696554,943523.863356488,13246.2854940022,49036.8824452895,1258662.43899233
"29",272,250049.733084697,935576.224345235,13255.9695113997,49089.7250675517,1247971.65200888
"30",273,15943.6011390689,210530.902845733,4960.271570047,16754.3533778144,248189.128932663
"31",274,15971.9151602011,208381.883878775,4952.15447964298,16623.7888249047,245929.742343524
"32",275,16007.6959373061,205507.576727665,4945.82944553017,16515.1030564877,242976.205166989
"33",276,19543.5679305256,394007.549010238,5167.76848109316,17142.2974739266,435861.182895784
"34",277,19203.1987913247,390880.007465035,5163.1558010023,17044.4760178516,432290.838075214
"35",278,18694.7070635428,386561.975060533,5158.16298670287,16949.671985309,427364.517096088
"36",279,67113.7227385082,587486.86974995,5386.40892606465,17664.2354241475,677651.236838671
"37",280,11471.1224364956,277892.291731301,9443.35790174512,33662.300749377,332469.072818919
"38",281,66145.8258673435,582350.584166823,5381.93683564857,17563.8440710358,671442.190940851
"39",282,65552.2139234673,577835.808373696,5370.20503617672,17467.6753651944,666225.902698535
"40",283,15891.1805071488,315992.309772676,5196.90061746505,17284.7298048493,354365.120702139
"41",284,15367.9602768384,312224.324022133,5191.17869172853,17167.9426258315,349951.405616532
"42",285,14857.5138414749,309124.215909054,5178.41437271116,17059.1027118142,346219.246835054
"43",286,55157.9514578021,520350.339611085,5437.34411572228,17836.9475989673,598782.582783577
"44",287,54000.2452051066,515221.486230365,5433.19177995158,17736.7301817549,592391.653397178
"45",288,53255.1599447365,510898.589336014,5421.52725047381,17640.7126135005,587215.989144725
"46",289,129517.222242264,726669.791532877,5661.08275876679,18436.4770516098,880284.573585517
"47",290,128586.046389233,721913.902035391,5648.96712120161,18334.9934904166,874483.909036243
"48",291,11034.0726709558,274031.942622449,9448.1609907876,33675.8715201731,328190.047804365
"49",292,126781.043307963,715257.875038397,5646.42650492671,18264.7343278713,865950.079179158
"50",293,47432.7677902229,436355.691651222,5488.60586946744,18016.0289743419,507293.094285254
"51",294,46261.1514347699,432099.209659366,5477.83615604337,17909.5615730064,501747.758823185
"52",295,44876.3437793023,426835.392843042,5474.11036438376,17824.3590033298,495010.205990058
"53",296,118191.145648376,657042.581950982,5732.36542557288,18693.9256101891,799660.01863512
"54",297,116760.190373734,651976.087790212,5720.8993211178,18594.4443692662,793051.62185433
"55",298,114835.478865687,645646.977090497,5718.53892344072,18525.190400162,784726.185279787
"56",299,214572.185632689,869571.417176418,5964.82727245683,19435.6941491983,1109544.12423076
"57",300,212826.501574601,863024.589395961,5955.52955680145,19356.0250907378,1101162.6456181
"58",301,210183.30559871,855273.79119014,5954.31266423206,19298.8543792672,1090710.26383235
"59",302,23443.1702883606,142964.270104732,9208.07587034351,32639.8908941597,208255.407157595
"60",303,20572.1920780729,188506.532852636,2635.88441702225,16431.3394821754,228145.948829906
"61",304,20644.2142620794,186396.464665547,2601.56462313601,16073.3492314913,225715.592782254
"62",305,20441.2318957806,184386.817559791,2568.88900141161,15760.6131501785,223157.551607161
"63",306,15171.5739878094,358121.15568466,2603.33253687686,14958.392116285,390854.454325631
"64",307,14880.0910250501,355030.821170112,2576.9311111365,14669.054503032,387156.897809331
"65",308,14361.1306887192,350462.305471661,2548.61994325883,14365.0029120901,381737.059015729
"66",309,52199.302502621,536735.642003668,2614.61953946789,13875.9064419291,605425.470487686
"67",310,51740.6084768803,532843.871868214,2585.8418740039,13572.8828754288,600743.205094527
"68",311,50749.3973397365,527293.67358514,2560.34295430708,13300.236744626,593903.65062381
"69",312,14227.8408204326,284130.210021744,2632.23402833534,15032.7385152207,316023.023385732
"70",313,23388.822077515,140647.773473542,9215.73846319987,32650.3080010155,205902.642015272
"71",314,13806.5561398283,280472.594278959,2598.276116133,14677.0709586734,311554.497493594
"72",315,13310.3413631353,277418.797000774,2566.31846523648,14373.4324263858,307668.889255531
"73",316,43196.5198133631,474803.533209547,2630.31806404528,13812.3640085813,534442.735095536
"74",317,42153.2153046394,469795.68971341,2599.78934585731,13489.0968317196,528037.791195626
"75",318,41412.411274511,465527.366702325,2569.78153720508,13208.8522047454,522718.411718786
"76",319,105932.732962637,665965.157575701,2658.51337695731,12881.7318657595,787438.135781054
"77",320,104319.344824322,659974.09423975,2629.21639752702,12589.9100391807,779512.565500779
"78",321,103319.226858886,654550.367200436,2601.0156481214,12330.9731098791,772801.582817322
"79",322,37645.4762817833,395025.492583231,2652.60970373958,13778.9430793436,449102.521648097
"80",323,36584.7201983038,391129.646675141,2615.32349888959,13446.9869972642,443776.677369598
"81",324,23136.3860309631,137594.092031264,9217.04566582025,32654.6500020806,202602.173730128
"82",325,35482.952918739,386507.068876741,2589.85677062003,13169.0711752336,437748.949741334
"83",326,96581.2741022689,600087.215006036,2682.29939296628,12781.3709699015,712132.159471173
"84",327,95402.3346531087,595471.96895717,2648.19934134974,12484.3336637355,706006.836615364
"85",328,93606.666238669,589304.403125598,2625.40883596374,12233.0844597323,697769.562659963
"86",329,180594.093858291,797692.497305667,2734.68387129786,12085.2470360696,993106.522071326
"87",330,178890.620717182,791264.77246171,2703.85874522811,11814.4527601923,984673.704684313
"88",331,176416.938161249,783479.56936757,2682.69027351017,11585.1552605681,974164.353062896
"89",332,11277.5911170012,315859.788354052,10681.7656186399,36972.3980543634,374791.543144057
"90",333,11009.6532081851,312142.651332222,10688.8395615511,36992.4397748444,370833.583876803
"91",334,10761.6814745831,309129.813410374,10693.8440037285,37002.7576973507,367588.096586036
"92",335,23674.8515037053,140552.989200865,17999.1025675151,72596.939538082,254823.882810168
"93",336,13158.9249941167,246305.617643692,9524.03640435128,34047.3894054287,303035.968447589
"94",337,54281.7294381209,560884.841802366,10990.9111229496,38348.5927279798,664506.075091416
"95",338,53880.8119392497,557646.593945064,10989.91474916,38352.6189149295,660869.939548403
"96",339,52407.7714589542,550783.942485655,11002.1111730577,38383.5505219387,652577.375639605
"97",340,144196.331738269,810524.653501117,11289.0747382286,39692.2051823788,1005702.26515999
"98",341,143532.552200753,805827.556841866,11290.5922612038,39711.6303058256,1000362.33160965
"99",342,141710.85874697,798691.472329507,11298.2023196944,39741.5778583153,991442.111254487
"100",343,39435.5991362939,459784.46347142,11023.6539762489,38517.1984774437,548760.915061407
"101",344,38422.2241576828,454889.040729977,11031.2571136768,38542.7252377266,542885.247239063
"102",345,37537.2878306469,450474.607777476,11035.3845011704,38557.9059225324,537605.186031826
"103",346,122932.433184209,727386.755457812,11355.5337124919,40002.5835669575,901677.30592147
"104",347,12857.5142256798,243296.464351868,9531.72237005375,34060.4226427407,299746.123590342
"105",348,121871.962223599,722524.391944549,11357.7459415882,40025.2081220703,895779.308231806
"106",349,119649.309448565,714655.270320693,11367.8547210231,40053.0029050323,885725.437395313
"107",350,243925.807884341,992652.377060921,11654.7867589025,41383.5839824325,1289616.5556866
"108",351,242386.623101823,986331.631599506,11657.1387974739,41410.721017908,1281786.11451671
"109",352,239122.170236894,975127.674100181,11662.0601091828,41432.7476535085,1267344.65209977
"110",353,105438.429873098,619831.784635443,11419.0500320508,40292.168139072,776981.432679664
"111",354,103636.741763049,612945.881951747,11421.9645950615,40315.8535601958,768320.441870053
"112",355,102521.175409145,609293.543142693,11425.9563356576,40338.845708874,763579.52059637
"113",356,226054.702255269,907910.373716234,11743.1654884061,41811.7685524708,1187520.01001238
"114",357,223374.902661062,898720.043324025,11746.3235508222,41840.0749722114,1175681.34450812
"115",358,12116.8962779053,238892.686439192,9534.4479944814,34078.1050523763,294622.135763955
"116",359,220486.88803413,890622.938525468,11755.0447666408,41879.1387568391,1164744.01008308
"117",360,371258.338387932,1178215.07600574,12045.4979642605,43304.5159902913,1604823.42834822
"118",361,368782.298428862,1170490.71846383,12048.7843379092,43339.6559639999,1594661.4571946
"119",362,364648.579503127,1158066.10084956,12054.399066117,43367.9386722159,1578137.01809102
"120",363,11053.347243939,285729.952158657,4175.73933618636,14973.930228071,315932.968966854
"121",364,10920.4622274419,282550.799717939,4164.04246948184,14800.1982487139,312435.502663576
"122",365,10629.103815988,279115.845863455,4155.00239544797,14671.4591783153,308571.411253206
"123",366,41863.5945567182,512995.941669754,4347.73820863194,15037.5544562377,574244.828891342
"124",367,41123.2749182852,508460.70881885,4337.63228476456,14881.9142689056,568803.530290806
"125",368,40318.7392278436,503352.525743388,4329.39525762308,14764.9092883944,562765.569517249
"126",369,27553.2314348356,354127.488141105,9816.25991487413,35362.1246443547,426859.10413517
"127",370,119004.714406824,746808.896221044,4529.96331282916,15240.5708837563,885584.144824453
"128",371,118085.633595742,741443.299565478,4514.47655391351,15091.4027597568,879134.812474891
"129",372,116626.594573723,735118.11427214,4507.41076348682,14976.0445747912,871228.164184141
"130",373,30724.6341224885,418272.215084621,4372.71382707656,15135.6937714918,468505.256805677
"131",374,29879.3686879812,414166.911785384,4355.8187975968,14968.0100524784,463370.109323441
"132",375,28870.4097138729,408726.894555054,4353.36793268348,14852.4924107154,456803.164612325
"133",376,100515.00234238,667206.157944921,4573.80038922599,15351.1348983005,787646.095574827
"134",377,99470.5502579878,662372.522714549,4558.833123534,15205.6029732054,781607.509069276
"135",378,97721.9942531753,655779.029371789,4551.40990079148,15085.26919055,773137.702716306
"136",379,206608.245839548,914404.066566432,4762.62953264414,15656.0333354245,1141430.97527405
"137",380,26620.2825047679,349352.348757142,9822.12876703915,35383.9616253252,421178.721654274
"138",381,205296.899289166,908506.422861633,4748.90736340094,15525.6021966666,1134077.83171087
"139",382,202706.421334563,900219.304946929,4742.81529904778,15419.1771033267,1123087.71868387
"140",383,85922.1598496833,565457.243523558,4620.18436964393,15486.9672255633,671486.554968448
"141",384,84358.0137130832,560383.389460897,4605.98022881058,15342.1008013889,664689.484204179
"142",385,82663.4196411918,553273.311708562,4598.29957149095,15225.6950046029,655760.725925847
"143",386,190610.663104139,833070.556986561,4825.72582876838,15839.946238575,1044346.89215804
"144",387,188556.060751896,826594.99943431,4812.96064026665,15711.9516218664,1035675.97244834
"145",388,185763.659166057,816860.178858861,4806.46879102623,15609.3676363314,1023039.67445228
"146",389,320331.617884721,1085694.35803456,5028.9598648976,16309.9418362413,1427364.87762042
"147",390,318155.393557241,1078482.99778256,5016.82826574033,16195.5428428599,1417850.76244841
"148",391,25754.683179621,344844.087312379,9827.90310041553,35406.5812414328,415833.254833849
"149",392,314510.390791993,1068839.30441488,5012.19995415497,16103.7414164503,1404465.63657747
"150",393,12258.4413241107,260022.719637672,2701.82475805076,20548.4710979525,295531.456817786
"151",394,12014.5256941722,257725.672249994,2653.71334295553,20102.0509369422,292495.962224064
"152",395,11923.7274000729,253552.701318199,2623.56779565697,19747.0343337201,287847.030847649
"153",396,32420.5541983384,470737.80784705,2585.15021987159,18460.2858825406,524203.798147801
"154",397,31768.239302033,466280.01141282,2544.06896614415,18040.240696803,518632.560377801
"155",398,31304.6532085573,462502.749068297,2507.98400881239,17684.1090718904,513999.495357557
"156",399,97547.546599428,688200.598440168,2516.96073936349,16753.3209426362,805018.426721596
