"","sim_id","HIV/TB_coinfection_Female","HIV/TB_coinfection_Male","TB_only_Female","TB_only_Male","total_mse"
"1",487,61785.8301174429,593780.52739829,2788.91925914396,23274.6307131992,681629.907488076
"2",488,60826.7051726849,588467.121921516,2747.89220027626,22848.7482069334,674890.46750141
"3",489,159031.452797362,858914.641380711,2676.72717760294,21380.8738668484,1042003.69522252
"4",490,158081.124830941,853448.679155217,2630.46324769135,20928.2021163306,1035088.46935018
"5",491,14790.0605952119,187200.486191647,4587.31726342137,15707.3763470676,222285.240397347
"6",492,155424.596575954,842746.866021505,2599.00912285467,20571.6106785525,1021342.08239887
"7",493,46214.3417360477,490829.828399924,2833.57384074476,23590.3263249313,563468.070301647
"8",494,45160.453334134,485834.024579277,2789.10065115906,23132.731238033,556916.309802603
"9",495,44538.4691196463,482190.840019125,2746.61053910224,22707.5848979814,552183.504575855
"10",496,136894.70222711,771604.691392077,2658.35324358073,21058.0125693162,932215.759432084
"11",497,135542.015908221,765995.134604243,2611.00300734191,20596.6952453785,924744.848765184
"12",498,133351.095354057,758146.049870291,2577.42810844613,20228.4705864873,914303.043919281
"13",499,264082.635818916,1046070.53330237,2530.74509961264,18955.8299767242,1331639.74419763
"14",500,261220.292184753,1035465.30327122,2492.93348366529,18564.6985179752,1317743.22745761
"15",501,258252.796934483,1026417.5671863,2455.568218651,18178.130575192,1305304.06291462
"16",502,59440.0538562305,80662.9562708815,4448.01876262941,15647.3093167625,160198.338206504
"17",503,118592.817527018,658590.305118834,2650.72239870991,20823.5401264756,800657.385171038
"18",504,117281.471996203,653276.61440949,2607.57045711157,20395.3202277208,793560.977090526
"19",505,115402.135731716,647303.209002427,2569.0332148446,19990.0905459475,785264.468494935
"20",506,244595.976651912,954642.718312235,2512.84421409839,18531.1207796788,1220282.65995792
"21",507,241677.404529881,944788.142208169,2473.72995408206,18129.7337911208,1207069.01048325
"22",508,238542.117140408,936110.595425555,2435.83465181989,17739.3237359576,1194827.87095374
"23",509,396581.331294058,1235493.35821731,2417.76515635131,16674.7765374796,1651167.2312052
"24",510,392783.241319452,1223494.95664403,2381.30223722091,16304.2573043258,1634963.75750503
"25",511,388653.713148007,1212954.23244188,2346.22151574157,15942.5034451335,1619896.67055076
"26",512,49973.4638429198,100849.213149292,14631.1699007119,55513.8294592734,220967.676352197
"27",513,59844.5670929636,78077.8764170282,4442.48125485082,15540.028073599,157904.952838442
"28",514,50434.3140316542,98152.0335757499,14642.4871998251,55569.3787160505,218798.21352328
"29",515,50716.3946617958,96350.2238110419,14650.7775315586,55619.5765412963,217336.972545693
"30",516,12389.1947712818,214366.709771228,14963.7229360627,57226.9090228284,298946.536501401
"31",517,12339.1106691569,210170.990919008,14974.5745018143,57282.401428565,294767.077518545
"32",518,12240.151424623,207617.483112924,14981.1171575034,57327.5053314197,292166.25702647
"33",519,14175.967922805,338797.973744489,15278.2055490146,58818.8531496548,427071.000365963
"34",520,13996.6029397121,335824.854942977,15290.4332043134,58881.4266488491,423993.317735851
"35",521,13584.3319860722,331822.210549921,15299.5791332053,58942.0334717697,419648.155140969
"36",522,20015.8566065712,163215.391342793,14993.5347108361,57385.0381830531,255609.820843253
"37",523,19973.6879735163,160261.875899296,15001.7155732119,57427.1882698973,252664.467715921
"38",524,59953.7204444648,76716.6100005351,4428.36316732288,15402.7769001317,156501.470512455
"39",525,19960.7143977369,157495.534811806,15012.750416136,57494.4879327049,249963.487558384
"40",526,12080.4864316304,292937.255980733,15341.5403062525,59142.3285330775,379501.611251693
"41",527,11850.7339765899,290006.30086512,15354.1666011446,59207.4686898575,376418.670132712
"42",528,11409.258832993,286308.685974912,15363.7030150824,59270.6011051689,372352.248928157
