"","sim_id","HIV/TB_coinfection_Female","HIV/TB_coinfection_Male","TB_only_Female","TB_only_Male","total_mse"
"1",1216,24589.9194240363,387627.441096148,2743.4085192337,12283.6512522911,427244.420291709
"2",1217,24145.8506578016,384046.303453796,2721.31139456321,12033.7049020486,422947.170408209
"3",1218,23361.7926413566,379463.352583052,2698.52143406301,11796.2876142844,417319.954272756
"4",1219,69092.9424536317,553920.223667402,2821.34873719815,11740.9010649663,637575.415923198
"5",1220,67837.3507314907,548593.870277045,2797.80371513144,11499.6345032808,630728.659226948
"6",1221,66614.2273099525,542858.624178952,2779.12536716958,11295.2676237711,623547.244479845
"7",1222,23083.152364927,320190.381816358,2773.72849539749,12331.6627563299,358378.925433012
"8",1223,22142.8078829302,316055.887611235,2746.8951157438,12057.9273583722,353003.517968281
"9",1224,33537.4930342295,102331.757662755,18078.3256466272,73058.5779609431,227006.154304555
"10",1225,14778.0434517911,205817.900905169,8027.99687560026,27531.2112534149,256155.152485975
"11",1226,21365.5433061456,312491.257415336,2720.44155141448,11817.7723120356,348395.014584932
"12",1227,62426.6626260991,496047.518447683,2857.04834317621,11737.9071056204,573069.136522579
"13",1228,60965.6361198773,490825.719743001,2833.48594846041,11496.0168077641,566120.858619103
"14",1229,60095.4833986041,486505.46817283,2809.16630420678,11284.402887716,560694.520763356
"15",1230,126559.059243192,667399.627925833,2956.32976067118,11407.1961418845,808322.21307158
"16",1231,124585.288208056,660377.581892618,2938.38114910443,11210.6385168336,799111.889766612
"17",1232,123246.762030991,654988.776092943,2914.06850498147,11002.0705968586,792151.677225774
"18",1233,10292.8263311727,260067.791830102,11318.1515519959,39827.1126850245,321505.882398295
"19",1234,10243.0783069583,257783.1597237,11325.4292435049,39845.2919624356,319196.959236599
"20",1235,10151.9290883189,254689.323657636,11333.1702698677,39875.7162725614,316050.139288384
"21",1236,25573.1322578041,346567.12569454,8322.17126855053,28798.4871011805,409260.916322075
"22",1237,34053.1609080157,475277.089856693,11637.4101252706,41294.8465373312,562262.50742731
"23",1238,33297.2570712249,470615.573820128,11647.5625605137,41331.9040724305,556892.297524297
"24",1239,33018.0827640524,467505.653798647,11645.9213973058,41346.3575454965,553516.015505502
"25",1240,103135.078697116,695317.944931086,11948.7177695315,42742.9216323781,853144.663030112
"26",1241,102657.340798174,691457.7208114,11949.2289295441,42762.7889229739,848827.079462092
"27",1242,101354.907423297,685550.279583566,11957.1208029934,42799.6161706351,841661.923980492
"28",1243,24283.5813136905,385156.450260056,11671.9718366242,41475.0170354364,462587.020445807
"29",1244,23694.9090466988,382107.895117808,11672.8408264279,41493.2434092013,458968.888400136
"30",1245,22846.6799052976,377027.66076305,11686.2612387919,41534.9172507935,453095.519157933
"31",1246,85989.2100610407,620404.476544445,12016.0097934435,43064.5323028981,761474.228701827
"32",1247,24986.117804091,342926.182537104,8327.16590648801,28785.7259783183,405025.192226001
"33",1248,85169.3486521376,616337.739225047,12017.2658617235,43087.9300592855,756612.283798193
"34",1249,83819.4036781558,610787.204341097,12025.4646643665,43126.7307512271,749758.803434846
"35",1250,184285.279731235,856379.401850268,12321.8005379323,44517.5162757253,1097503.99839516
"36",1251,182787.195423222,850141.545304308,12326.2378334308,44559.3562424974,1089814.33480346
"37",1252,180737.121015111,843129.928735579,12334.8324001499,44602.3812029208,1080804.26335376
"38",1253,72926.403409533,525301.277426891,12078.8881495829,43352.0681505319,653658.637136539
"39",1254,71513.5238970108,520570.276507637,12082.9254880901,43389.6212608462,647556.347153584
"40",1255,69987.7334955101,513924.976881681,12088.7138041191,43418.6743245177,639420.098505828
"41",1256,168960.312054208,779232.408620714,12414.1272247827,44969.9145382623,1005576.76243797
"42",1257,167260.483996451,773524.142926648,12418.6241045355,45012.3960996698,998215.647127305
"43",1258,23799.721199306,337563.351553182,8327.63198067642,28780.2826953982,398470.987428562
"44",1259,164774.819139926,766116.39436725,12428.3832450699,45061.6825515238,988381.27930377
"45",1260,290337.722045961,1020002.49171008,12720.9639500026,46528.844669625,1369590.02237566
"46",1261,288343.810588364,1013276.63593896,12725.5586752435,46574.7649986813,1360920.77020125
"47",1262,285000.994403328,1004263.38712605,12735.6895098791,46628.1837945621,1348628.25483382
"48",1263,12720.7521301335,231845.647605954,4556.14277403906,15422.0278295759,264544.570339702
"49",1264,12756.0328686728,229299.291344216,4551.98501127292,15307.7747445719,261915.083968734
"50",1265,12634.5144527758,226331.3846084,4542.24904026809,15181.2672586824,258689.415360126
"51",1266,24678.9202221164,428551.717453752,4762.90250691219,15755.3417287146,473748.881911496
"52",1267,24369.1688906509,425340.074078359,4755.06555541158,15629.599548275,470093.908072697
"53",1268,23786.1695407244,420878.753485301,4749.16457560293,15526.1144455162,464940.202047144
"54",1269,61127.2858726566,482941.045255065,8603.33532355981,29972.365556201,582644.032007482
"55",1270,81474.386108505,633772.444335731,4973.16586180667,16186.8400251213,736406.836331164
"56",1271,80420.5028695497,628485.570821477,4967.65630161,16076.8833323447,729950.613324982
"57",1272,79823.0376010095,623865.16042844,4955.22948629205,15973.0161830418,724616.443698783
"58",1273,18553.4456890654,345693.941029376,4788.61786913336,15872.3957424514,384908.400330026
"59",1274,17944.9092821775,341787.340372507,4781.74984010941,15744.9862267814,380258.985721576
"60",1275,17416.2909880168,338597.231093207,4768.25051468224,15627.8234662121,376409.596062119
"61",1276,67116.4464713289,562606.99388559,5021.9053472313,16338.9763547015,651084.322058852
