"year","sex","val","program_id","max","min"
2028,"Female",0.0137673075519724,"1",0.0172091344399655,0.0103254806639793
2029,"Female",0.0134886589650133,"1",0.0168608237062666,0.01011649422376
2018,"Male",0.0151032401276509,"1",0.0188790501595636,0.0113274300957382
2019,"Male",0.0145382437065943,"1",0.0181728046332429,0.0109036827799457
2020,"Male",0.0141154060640997,"1",0.0176442575801246,0.0105865545480748
2021,"Male",0.0137600538168153,"1",0.0172000672710192,0.0103200403626115
2022,"Male",0.013425253145515,"1",0.0167815664318937,0.0100689398591362
2023,"Male",0.0131091483135407,"1",0.0163864353919258,0.00983186123515551
2024,"Male",0.0128097672418789,"1",0.0160122090523486,0.00960732543140918
2025,"Male",0.0125272969701613,"1",0.0156591212127016,0.00939547272762095
2026,"Male",0.0122619527676477,"1",0.0153274409595596,0.00919646457573576
2027,"Male",0.0120132827767339,"1",0.0150166034709174,0.00900996208255044
2028,"Male",0.0117802880023453,"1",0.0147253600029317,0.00883521600175901
2029,"Male",0.0115544743205066,"1",0.0144430929006333,0.00866585574037997
2018,"Female",0.0156796118532483,"2",0.0195995148165604,0.0117597088899362
2019,"Female",0.0110562554567936,"2",0.013820319320992,0.0082921915925952
2020,"Female",0.00936296981418439,"2",0.0117037122677305,0.0070222273606383
2021,"Female",0.0087284741927011,"2",0.0109105927408764,0.00654635564452582
2022,"Female",0.00842379527903689,"2",0.0105297440987961,0.00631784645927766
2023,"Female",0.00823575087717797,"2",0.0102946885964725,0.00617681315788348
2024,"Female",0.00809218137109869,"2",0.0101152267138734,0.00606913602832402
2025,"Female",0.0079618892778267,"2",0.00995236159728338,0.00597141695837003
2026,"Female",0.00783266991638688,"2",0.0097908373954836,0.00587450243729016
2027,"Female",0.00770079369138812,"2",0.00962599211423516,0.00577559526854109
2028,"Female",0.00756507435308054,"2",0.00945634294135067,0.0056738057648104
2029,"Female",0.0073978852009051,"2",0.00924735650113137,0.00554841390067882
2018,"Male",0.0141184908466752,"2",0.017648113558344,0.0105888681350064
2019,"Male",0.0112796129846312,"2",0.014099516230789,0.00845970973847342
2020,"Male",0.0100003222623923,"2",0.0125004028279904,0.00750024169679423
2021,"Male",0.0093814405784325,"2",0.0117268007230406,0.00703608043382437
2022,"Male",0.00897449343219243,"2",0.0112181167902405,0.00673087007414433
2023,"Male",0.00864939754114216,"2",0.0108117469264277,0.00648704815585662
2024,"Male",0.00836601288917348,"2",0.0104575161114668,0.00627450966688011
2025,"Male",0.00810945520107866,"2",0.0101368190013483,0.00608209140080899
2026,"Male",0.00787393020997985,"2",0.00984241276247481,0.00590544765748489
2027,"Male",0.00765676144480096,"2",0.0095709518060012,0.00574257108360072
2028,"Male",0.00745566315224847,"2",0.00931957894031058,0.00559174736418635
2029,"Male",0.00722759133359136,"2",0.0090344891669892,0.00542069350019352
2018,"Female",0.0156796118532483,"3",0.0195995148165604,0.0117597088899362
2019,"Female",0.0110562554567936,"3",0.013820319320992,0.0082921915925952
2020,"Female",0.00936296981418439,"3",0.0117037122677305,0.0070222273606383
2021,"Female",0.0087284741927011,"3",0.0109105927408764,0.00654635564452582
2022,"Female",0.00842379527903689,"3",0.0105297440987961,0.00631784645927766
2023,"Female",0.00823575087717797,"3",0.0102946885964725,0.00617681315788348
2024,"Female",0.00809218137109869,"3",0.0101152267138734,0.00606913602832402
2025,"Female",0.0079618892778267,"3",0.00995236159728338,0.00597141695837003
2026,"Female",0.00783266991638688,"3",0.0097908373954836,0.00587450243729016
2027,"Female",0.00770079369138812,"3",0.00962599211423516,0.00577559526854109
2028,"Female",0.00756507435308054,"3",0.00945634294135067,0.0056738057648104
2029,"Female",0.0073978852009051,"3",0.00924735650113137,0.00554841390067882
2018,"Male",0.0141184908466752,"3",0.017648113558344,0.0105888681350064
2019,"Male",0.0112796129846312,"3",0.014099516230789,0.00845970973847342
2020,"Male",0.0100003222623923,"3",0.0125004028279904,0.00750024169679423
2021,"Male",0.0093814405784325,"3",0.0117268007230406,0.00703608043382437
2022,"Male",0.00897449343219243,"3",0.0112181167902405,0.00673087007414433
2023,"Male",0.00864939754114216,"3",0.0108117469264277,0.00648704815585662
2024,"Male",0.00836601288917348,"3",0.0104575161114668,0.00627450966688011
2025,"Male",0.00810945520107866,"3",0.0101368190013483,0.00608209140080899
2026,"Male",0.00787393020997985,"3",0.00984241276247481,0.00590544765748489
2027,"Male",0.00765676144480096,"3",0.0095709518060012,0.00574257108360072
2028,"Male",0.00745566315224847,"3",0.00931957894031058,0.00559174736418635
2029,"Male",0.00722759133359136,"3",0.0090344891669892,0.00542069350019352
