time,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,total_pop
61.416666666666664,36708.33244338614,2140.7888785188775,1065.3348460470122,15222.296364547625,865.9183371432839,532.7909399604423,36700.93860135242,6763.599589044286,100000.00000000009
61.5,36708.401917048286,2140.7930915658503,1065.333909622602,15222.019766290863,865.902309273369,532.7675433140821,36701.62322605442,6763.158236830622,100000.0000000001
61.58333333333333,36708.47116640526,2140.7972908124816,1065.3329803988347,15221.745231522456,865.8864009742467,532.7443260888189,36702.30233018953,6762.720273608474,100000.0000000001
61.666666666666664,36708.54019243687,2140.801476320213,1065.3320583197735,15221.472744867895,865.8706113550386,532.7212868941414,36702.97595674036,6762.285673065803,100000.0000000001
61.75,36708.608996117175,2140.805648150119,1065.3311433299236,15221.202291067013,865.8549395314916,532.6984243504713,36703.644148355954,6761.854409097948,100000.00000000009
61.83333333333333,36708.67757841447,2140.8098063629104,1065.3302353742267,15220.93385497313,865.8393846259287,532.6757370890756,36704.306947354395,6761.426455805961,100000.0000000001
61.916666666666664,36708.74594029138,2140.8139510189344,1065.3293343980592,15220.667421552214,865.8239457672001,532.6532237519792,36704.96439572537,6761.001787494957,100000.0000000001
62,36708.81408270486,2140.8180821781802,1065.3284403472276,15220.402975882052,865.8086220906353,532.6308829918795,36705.61653513279,6760.580378672465,100000.00000000009
62.08333333333333,36708.88200660628,2140.8221999002794,1065.3275531679656,15220.140503151413,865.7934127379939,532.6087134720607,36706.26340691729,6760.162204046807,100000.0000000001
62.166666666666664,36708.94971294141,2140.8263042445087,1065.3266728069302,15219.879988659226,865.7783168574197,532.5867138663083,36706.9050520988,6759.747238525491,100000.0000000001
62.25,36709.0172026505,2140.8303952697943,1065.3257992111983,15219.621417813763,865.7633336033917,532.5648828588262,36707.54151137902,6759.3354572136,100000.0000000001
62.33333333333333,36709.084476668315,2140.8344730347117,1065.3249323282646,15219.36477613183,865.7484621366777,532.5432191441524,36708.172825143934,6758.926835412212,100000.0000000001
62.416666666666664,36709.15153592414,2140.8385375974894,1065.324072106037,15219.110049237966,865.7337016242881,532.5217214270766,36708.799033466275,6758.521348616827,100000.0000000001
