"year","sex_name","calibration_group","min_rate","max_rate","expected_rate"
2010,"female","HIV/TB_coinfection_Female",90.8598901853456,211.89113472691,145.796340126378
2010,"female","TB_only_Female",12.6561911650279,42.4815222354291,24.1455677151675
2010,"male","HIV/TB_coinfection_Male",55.4570254214785,135.224737031163,89.964223762711
2010,"male","TB_only_Male",52.1173296900557,133.153899946675,87.4487049545495
2011,"female","HIV/TB_coinfection_Female",84.9874667882627,197.01355274944,135.631065803751
2011,"female","TB_only_Female",11.8086637823949,40.0371704741647,22.7569047856803
2011,"male","HIV/TB_coinfection_Male",52.0673828072014,126.426867478043,83.8735968751142
2011,"male","TB_only_Male",49.3073256765481,127.002316459976,83.4216389824848
2012,"female","HIV/TB_coinfection_Female",72.9418697331302,166.885339781426,114.755969481783
2012,"female","TB_only_Female",11.6966839792646,39.0345056129122,22.3180954306348
2012,"male","HIV/TB_coinfection_Male",49.8501714577482,121.810499714511,80.6304635374065
2012,"male","TB_only_Male",47.9048848235429,124.634488774943,81.4981698781677
2013,"female","HIV/TB_coinfection_Female",53.8532795827502,125.072734658628,84.2948566669056
2013,"female","TB_only_Female",12.168270295123,39.8650990101373,22.9439259025021
2013,"male","HIV/TB_coinfection_Male",47.9047201548782,119.36602940554,78.2626729293756
2013,"male","TB_only_Male",47.5415135414515,124.493056842568,81.1871119574397
2014,"female","HIV/TB_coinfection_Female",38.4123617166323,95.7567313490594,62.1196736450296
2014,"female","TB_only_Female",12.46042689329,40.456752026856,23.2595284814674
2014,"male","HIV/TB_coinfection_Male",42.9892534138367,108.938486905413,70.7031550021388
2014,"male","TB_only_Male",46.919280991678,124.651533438747,80.3626561835776
2015,"female","HIV/TB_coinfection_Female",32.2542297354763,84.8731558482056,53.8422103604387
2015,"female","TB_only_Female",12.0709943187106,39.9172819252352,22.7978965189128
2015,"male","HIV/TB_coinfection_Male",37.6497548019425,98.1940558515433,62.502589057182
2015,"male","TB_only_Male",45.3252661825267,122.751124958107,78.0882882744826
2016,"female","HIV/TB_coinfection_Female",29.0929749079689,78.9170283426258,49.5976047310737
2016,"female","TB_only_Female",11.7928829961384,39.9144636806484,22.3878683770667
2016,"male","HIV/TB_coinfection_Male",33.7307192534983,90.5624060998826,56.9111571648428
2016,"male","TB_only_Male",43.3993883824664,120.734243587456,75.7759616347182
2017,"female","HIV/TB_coinfection_Female",24.7241900934351,66.8593943024839,41.8091088898696
2017,"female","TB_only_Female",10.967955900476,38.04703860662,21.0981723531401
2017,"male","HIV/TB_coinfection_Male",28.4557048272681,78.4111627542766,48.5683086792801
2017,"male","TB_only_Male",40.1082118081081,114.717181165363,71.3616923144981
2018,"female","HIV/TB_coinfection_Female",20.9499928855626,57.703680943978,35.5900683689042
2018,"female","TB_only_Female",10.5113781958712,37.2813700522575,20.4374262607186
2018,"male","HIV/TB_coinfection_Male",23.3485017407783,67.3258080416447,41.0437730924598
2018,"male","TB_only_Male",37.8275875827658,111.741723809729,68.4434793034409
2019,"female","HIV/TB_coinfection_Female",19.401168210585,54.9137704711348,33.5248993505949
2019,"female","TB_only_Female",9.99480691366488,36.3521704237502,19.6582979839917
2019,"male","HIV/TB_coinfection_Male",21.1733813925831,63.015176520134,37.9330303486011
2019,"male","TB_only_Male",35.532326380712,108.864629759702,65.5403778423328
