"","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort"
"860",860,6532.68010766506,25225.0104729689,34612.966997601,51454.2872341901,117824.944812425,502861557.319911,77965972.2090548,580827529.528966,0.0569016729318291,0.0247525207452181,6,12,12,35,1.5,17,22,60,20
"861",861,6578.07880513946,25582.7352969112,20339.5537790045,37209.0035903101,89709.3714713653,501120698.926104,73711434.814166,574832133.74027,0.0568443666199254,0.0240206051005868,6,12,12,35,1.5,17,30,40,17
"862",862,6553.96002437442,25452.0134162678,23576.0055578253,39443.4336134323,95025.4126118998,502110880.843886,74150921.8040031,576261802.647889,0.0568650815317754,0.0240544944820899,6,12,12,35,1.5,17,30,40,20
"863",863,5880.06678035207,21948.4037933743,66717.4730703729,84404.5427677543,178950.486411853,524790248.605382,87605476.63364,612395725.239022,0.0581075035956313,0.0263382815514281,6,12,12,35,1.5,17,30,60,17
"864",864,5858.15903895899,21832.3345570196,72205.7490029358,87464.8193341532,187361.061933068,525712908.889471,88082191.1976431,613795100.087114,0.0581254993441908,0.0263686524455334,6,12,12,35,1.5,17,30,60,20
"865",865,3986.86535001264,13058.8985744792,35471.5926022209,15111.7109426782,67629.0674693909,633627521.791878,160664480.179623,794292001.9715,0.0630381801240445,0.0349146394447812,6,12,12,45,1.2,14,22,40,17
"866",866,3973.45755365031,12990.2998464631,35358.2916063739,15654.1202204636,67976.1692269509,634692300.99037,161394068.865544,796086369.855914,0.063056683595041,0.034945844983834,6,12,12,45,1.2,14,22,40,20
"867",867,3746.16844446527,11839.2028318349,18614.0849976547,27397.7914396343,61597.2477135892,657128378.239047,180771083.087875,837899461.326921,0.0641529272016753,0.0370422451836445,6,12,12,45,1.2,14,22,60,17
"868",868,3734.00093833263,11778.6124362852,20854.7813137632,28877.8115864191,65245.2062748002,658121921.083136,181508911.656718,839630832.739854,0.0641688785386559,0.0370699280055838,6,12,12,45,1.2,14,22,60,20
"869",869,3727.19721751857,11783.0763010931,19186.7511197345,23347.3789380171,58044.4035763633,661410912.121427,178697334.24864,840108246.370067,0.0643577106833004,0.0367336199087127,6,12,12,45,1.2,14,30,40,17
"870",870,3714.61187080122,11720.5725756855,20909.6276832635,24631.4038033601,60976.2159331104,662445703.809946,179458763.755165,841904467.565111,0.0643752782729904,0.0367635807991296,6,12,12,45,1.2,14,30,40,20
"871",871,3526.53993462148,10811.1225423222,37745.7382715038,51262.2990710919,103345.699819539,682343259.167455,197376448.032801,879719707.200256,0.0653131789102101,0.0386333231028735,6,12,12,45,1.2,14,30,60,17
"872",872,3515.1350543207,10756.0889717371,41450.3672550917,53296.6938006282,109018.285081778,683307806.788726,198136808.291469,881444615.080194,0.0653336258516385,0.0386603050658821,6,12,12,45,1.2,14,30,60,20
"873",873,6989.46316473953,26323.6102578229,40802.3038132082,15194.7796903204,89310.1569260909,631984513.387037,160073953.419836,792058466.806873,0.0629746608725601,0.0348780344944629,6,12,12,45,1.2,17,22,40,17
"874",874,6966.1928168356,26200.3236547033,40409.7468058621,15588.3329513989,89164.5962287999,633031903.894283,160790495.940401,793822399.834684,0.062992832708465,0.0349086877382812,6,12,12,45,1.2,17,22,40,20
"875",875,6325.87825791593,22996.5394025217,17603.1873049815,23737.5106494013,70663.1156148205,655315199.774574,180321576.058802,835636775.833376,0.0640724252775155,0.036976764682526,6,12,12,45,1.2,17,22,60,17
"876",876,6304.64478785744,22886.2332262783,19510.1576855839,25049.6546630581,73750.6903627777,656291790.578453,181045010.843198,837336801.421651,0.064088082619318,0.0370039407640431,6,12,12,45,1.2,17,22,60,20
"877",877,6270.14985465056,22784.71927172,20465.2152795123,20413.0241336662,69933.108539549,659518427.788792,178097549.917449,837615977.706241,0.0642681289554989,0.0366722408382369,6,12,12,45,1.2,17,30,40,17
"878",878,6248.14812127679,22670.6363461371,21864.4779108599,21531.7524706839,72315.0148489577,660534421.755737,178845511.391116,839379933.146853,0.0642854217935686,0.0367017654302371,6,12,12,45,1.2,17,30,40,20
"879",879,5658.67368187228,19810.137687913,31444.8051486672,44064.6976564946,100978.314174947,679958010.845048,196073146.933667,876031157.778715,0.06520592603297,0.0385231074741286,6,12,12,45,1.2,17,30,60,17
"880",880,5638.56045829745,19707.9467623774,34762.5786508658,45912.860577339,106021.94644888,680906335.47209,196819118.810361,877725454.28245,0.0652212077382154,0.0385496019751894,6,12,12,45,1.2,17,30,60,20
"881",881,3992.76655757221,13068.1547911822,35447.8035509691,15058.502640673,67567.2275403965,636399541.509125,162352198.042382,798751739.551507,0.0630748239075002,0.0349697531405737,6,12,12,45,1.5,14,22,40,17
"882",882,3979.34228733244,12999.5375810505,35319.7276596202,15588.5866883083,67887.1942163115,637467965.379478,163094916.595908,800562881.975386,0.0630932978237317,0.0350009305629746,6,12,12,45,1.5,14,22,40,20
"883",883,3751.62180767173,11847.7720330127,18508.0130734984,27257.3408339655,61364.7477481484,659920683.335025,182595493.670473,842516177.005498,0.0641880018680109,0.0370951701309615,6,12,12,45,1.5,14,22,60,17
"884",884,3739.4400444235,11787.1667450888,20730.5681261887,28723.0480615131,64980.2229772142,660917439.715559,183345239.094784,844262678.810343,0.0642039276957923,0.037122828180256,6,12,12,45,1.5,14,22,60,20
"885",885,3732.56965303231,11791.2011981214,19108.7688365078,23240.478452441,57873.0181401025,664238662.281258,180535763.941895,844774426.223153,0.0643939801716337,0.0367883974107567,6,12,12,45,1.5,14,30,40,17
"886",886,3719.96920207396,11728.6829619059,20815.7370688408,24511.5151211265,60775.9043539472,665276661.379798,181309469.404273,846586130.784071,0.0644160163824895,0.0368183312861794,6,12,12,45,1.5,14,30,40,20
"887",887,3531.50295739184,10818.6247458969,37579.4451491115,51064.6554886969,102994.228341097,685194301.792754,199341576.85442,884535878.647173,0.0653679701209703,0.0386872657078882,6,12,12,45,1.5,14,30,60,17
"888",888,3520.08487955711,10763.5803422859,41265.1082043481,53084.3099127247,108633.083338916,686161645.973382,200113131.229282,886274777.202663,0.0653912613938849,0.0387142226257268,6,12,12,45,1.5,14,30,60,20
"889",889,6999.50599080288,26339.9389763729,40786.065030909,15150.7187830454,89276.2287811301,634755393.872434,161758856.946509,796514250.818943,0.0630113536674964,0.0349331950366355,6,12,12,45,1.5,17,22,40,17
"890",890,6976.20683785235,26216.660488029,40379.2355781448,15532.3759570705,89104.4788610967,635805947.100698,162488757.569407,798294704.670105,0.0630294964640466,0.0349638206545363,6,12,12,45,1.5,17,22,40,20
"891",891,6335.22959204588,23011.8994239605,17508.1805857343,23609.7327981462,70465.0423998868,658105617.136058,182140951.985975,840246569.122032,0.0641075484720434,0.0370297309937689,6,12,12,45,1.5,17,22,60,17
"892",892,6313.97117857914,22901.6045402526,19397.5656097994,24908.0585670747,73521.1998957059,659084940.09414,182876577.495821,841961517.589961,0.0641231807664525,0.0370568827457162,6,12,12,45,1.5,17,22,60,20
"893",893,6279.16925169221,22798.7097904744,20395.8846193872,20316.1894072658,69789.9530688197,662341522.277601,179929867.158316,842271389.435918,0.0643044302868663,0.0367268534728359,6,12,12,45,1.5,17,30,40,17
"894",894,6257.14652147337,22684.6133337258,21779.514148007,21422.2818589896,72143.5558621957,663360698.740698,180689890.3522,844050589.092898,0.064321695388511,0.0367563514086696,6,12,12,45,1.5,17,30,40,20
"895",895,5667.2784197303,19823.9327737893,31292.2595946143,43882.5699788398,100666.040766974,682809346.51061,198034344.488745,880843690.999355,0.0652560724552899,0.0385771148443054,6,12,12,45,1.5,17,30,60,17
"896",896,5647.14701835577,19721.7348720209,34591.7002111029,45716.4839888076,105677.066090287,683760451.79569,198791354.750628,882551806.546318,0.0652789503093595,0.0386035847410949,6,12,12,45,1.5,17,30,60,20
"897",897,12238.3174875064,55845.0076511095,413824.768447035,162104.375629946,644012.469215597,171306062.485278,28916037.7130931,200222100.198371,0.0354248849239069,0.0215267185368988,7,6,8,35,1.2,14,22,40,17
"898",898,12240.2745248782,55864.8057671818,408649.723058653,159921.188876478,636675.992227191,171567854.367448,28650167.2017877,200218021.569236,0.0354310050098576,0.0213648390152155,7,6,8,35,1.2,14,22,40,20
"899",899,12537.0480156137,57529.6626293249,304395.943281688,119846.709692457,494309.363619083,178634238.202418,25870718.6622174,204504956.864636,0.0361520914723637,0.0203782991331971,7,6,8,35,1.2,14,22,60,17
"900",900,12539.0010696166,57549.0788782298,300310.386790789,118186.516319784,488584.98305842,178881559.948894,25641144.8143408,204522704.763235,0.0361573842244736,0.0202253269775274,7,6,8,35,1.2,14,22,60,20
"901",901,12546.742923938,57568.7597033452,347185.713300499,131077.999189835,548379.215117617,178712963.495876,26005931.8314537,204718895.32733,0.0361029887234607,0.0204773232063906,7,6,8,35,1.2,14,30,40,17
"902",902,12548.8292029207,57589.181466832,342709.233165665,129231.468492135,542078.712327552,178971802.642651,25768612.5770995,204740415.219751,0.0361088641238904,0.0203219368268694,7,6,8,35,1.2,14,30,40,20
"903",903,12839.8880271254,59241.7555903007,252373.369695786,96481.822496701,420936.835809913,185418540.745213,23445675.7091354,208864216.454348,0.0366980974018747,0.0194114137638429,7,6,8,35,1.2,14,30,60,17
"904",904,12841.9756148913,59261.8248063718,248866.479890005,95091.4362964346,416061.716607702,185662835.852861,23240659.3733648,208903495.226225,0.0367033204748506,0.0192661658636927,7,6,8,35,1.2,14,30,60,20
"905",905,8884.84721491337,40244.9231350234,428631.494335314,169916.8451619,647678.109847151,170573445.446442,29070467.4398805,199643912.886322,0.0353692758626839,0.021595570223417,7,6,8,35,1.2,17,22,40,17
"906",906,8885.56790018453,40259.0422931603,423445.399388351,167714.942628284,640304.95220998,170829026.525064,28808769.0344561,199637795.55952,0.035375257454491,0.0214367190877632,7,6,8,35,1.2,17,22,40,20
"907",907,9159.3853712959,41818.7176893845,319219.486043234,127247.240264687,497444.829368601,177725824.912785,26067635.9492989,203793460.862083,0.0360824199274585,0.0204744028170013,7,6,8,35,1.2,17,22,60,17
"908",908,9160.24304426773,41833.2207274292,315093.630060547,125555.562302169,491642.656134414,177967153.545294,25841135.4660735,203808289.011367,0.0360875936898877,0.0203242924351361,7,6,8,35,1.2,17,22,60,20
"909",909,9169.17080713055,41862.5427747366,362389.61258007,138812.474025589,552233.800187526,177473004.530229,26284911.6408386,203757916.171068,0.0360304124173809,0.0206580035391779,7,6,8,35,1.2,17,30,40,17
"910",910,9170.13097294253,41877.9412434307,357861.922877803,136928.731374822,545838.726468998,177725596.257046,26048671.8663137,203774268.123359,0.0360361572598347,0.0205053197155272,7,6,8,35,1.2,17,30,40,20
"911",911,9461.86147230311,43492.7021329011,267784.201746329,103707.719554864,424446.484906397,183742752.618155,23809436.299954,207552188.918109,0.0365809903679962,0.0195246152558667,7,6,8,35,1.2,17,30,60,17
"912",912,9462.95338384427,43508.4523934899,264185.414255432,102264.566675799,419421.386708566,183982321.848591,23603630.3294038,207585952.177995,0.0365860997868769,0.0193797947119686,7,6,8,35,1.2,17,30,60,20
"913",913,12236.7330251233,55837.8996205769,413960.565720847,162243.443835099,644278.642201646,172801656.989878,27545154.3467759,200346811.336654,0.0354513693941448,0.0206421214085679,7,6,8,35,1.5,14,22,40,17
"914",914,12238.6841868674,55857.6701451714,408785.160799745,160059.15136067,636940.666492454,173067944.638931,27289519.5553291,200357464.19426,0.0354574834663214,0.0204806868362757,7,6,8,35,1.5,14,22,40,20
"915",915,12535.3774622183,57522.1885423421,304533.055143338,119977.876621597,494568.497769495,180166967.108623,24612626.2550283,204779593.363651,0.0361775588427242,0.0194971145662539,7,6,8,35,1.5,14,22,60,17
"916",916,12537.3248903998,57541.5770298341,300445.5207776,118315.424035282,488839.846733117,180418386.468921,24392547.8951852,204810934.364106,0.0361828464750897,0.0194542506707251,7,6,8,35,1.5,14,22,60,20
"917",917,12545.0615623971,57561.3483070719,347305.170555688,131202.295368698,548613.875793854,180259885.669822,24732589.0687688,204992474.73859,0.0361293002139075,0.0195951580960693,7,6,8,35,1.5,14,30,40,17
"918",918,12547.1421317975,57581.7422251118,342827.859097388,129354.319973362,542311.06342766,180522922.368152,24505029.8866957,205027952.254848,0.0361351698333059,0.0194402033692326,7,6,8,35,1.5,14,30,40,20
"919",919,12838.1102916201,59233.9517501294,252492.834645255,96596.9243774868,421161.821064491,187003377.399426,22276799.6260697,209280177.025496,0.0367243947705455,0.0192661658636927,7,6,8,35,1.5,14,30,60,17
"920",920,12840.19235559,59253.9926678116,248983.653525999,95204.0689723083,416281.907521709,187251499.911175,22080860.631611,209332360.542786,0.0367296124921742,0.0192661658636927,7,6,8,35,1.5,14,30,60,20
"921",921,8884.02464752733,40239.4106225284,428768.300684671,170057.764542511,647949.500497238,172064729.845138,27693292.6978303,199758022.542968,0.0353957798923092,0.0207106119687295,7,6,8,35,1.5,17,22,40,17
"922",922,8884.73775099705,40253.4965926364,423582.091663438,167854.969479199,640575.29548627,172324624.933724,27441589.3789849,199766214.312709,0.0354017556043204,0.0205521988604315,7,6,8,35,1.5,17,22,40,20
"923",923,9158.42212868564,41812.7053601878,319358.747632489,127381.696745983,497711.571867346,179253336.824347,24800762.0275026,204054098.85185,0.0361079093358876,0.019592776262356,7,6,8,35,1.5,17,22,60,17
"924",924,9159.27266493264,41827.1752180156,315231.200119184,125688.00299003,491905.650992162,179498592.480576,24583541.6133206,204082134.093897,0.0361130780924691,0.0194430771600557,7,6,8,35,1.5,17,22,60,20
"925",925,9168.18223489435,41856.5453351781,362512.427210633,138940.742367696,552477.897148401,179018693.100563,24987712.9732642,204006406.073827,0.0360567509027947,0.0197712515431902,7,6,8,35,1.5,17,30,40,17
"926",926,9169.13481251881,41871.9128226272,357984.044923458,137055.727765402,546080.820324005,179275460.538085,24761122.2921632,204036582.830248,0.0360624900900844,0.0196189911134117,7,6,8,35,1.5,17,30,40,20
"927",927,9460.77970967371,43486.3944525923,267912.08855771,103829.792435555,424689.055155532,185330786.48995,22611978.9979636,207942765.487913,0.0366072363281847,0.0190667212797174,7,6,8,35,1.5,17,30,60,17
"928",928,9461.86442191777,43502.1137615856,264311.10206338,102384.333585331,419659.413832214,185574181.356113,22415180.2472374,207989361.60335,0.0366123405692348,0.0190667212797174,7,6,8,35,1.5,17,30,60,20
"929",929,12174.1619508389,56373.5690883583,471126.206796389,197608.922307449,737282.860143036,285392221.961386,22797768.6374315,308189990.598817,0.0440819883721307,0.0202276666492895,7,6,8,45,1.2,14,22,40,17
"930",930,12175.920077152,56391.7974215561,466017.687290599,195388.843647201,729974.248436507,285722181.543485,22771748.2001127,308493929.743597,0.0440870654966868,0.0202276666492895,7,6,8,45,1.2,14,22,40,20
"931",931,12437.0201265733,57853.9590970993,367162.35727862,156572.182272351,594025.518774644,292749490.16996,24647790.0487623,317397280.218722,0.0446412374373587,0.0202547785615107,7,6,8,45,1.2,14,22,60,17
"932",932,12438.7599031606,57871.7184780928,362964.014656904,154786.583887165,588061.076925323,293059579.799959,24636287.9155467,317695867.715506,0.0446456419855777,0.0202547785615107,7,6,8,45,1.2,14,22,60,20
"933",933,12489.3589814777,58146.8032989903,399625.953237044,162878.808181003,633140.923698515,294490530.167645,24131538.0145147,318622068.18216,0.0447440041903404,0.0200322156908453,7,6,8,45,1.2,14,30,40,17
"934",934,12491.2396783372,58165.5925332148,395154.458566215,160967.513256632,626778.804034399,294812655.084161,24120914.4744182,318933569.55858,0.0447488611194985,0.0200322156908453,7,6,8,45,1.2,14,30,40,20
"935",935,12743.360588266,59588.1104558027,308709.438738352,128614.876765382,509655.786547803,301331987.587125,25976463.2159934,327308450.803119,0.0451756445583179,0.0200588838348918,7,6,8,45,1.2,14,30,60,17
"936",936,12745.2213738898,59606.4215914982,305060.772421762,127089.752008122,504502.167395272,301634636.908717,25979170.0228727,327613806.93159,0.0451799853075131,0.0200588838348918,7,6,8,45,1.2,14,30,60,20
"937",937,8817.2601816627,40708.9185957471,485851.586734163,205559.845695037,740937.61120661,284588669.804507,22686645.2467709,307275315.051278,0.0440375629552272,0.0201937847693349,7,6,8,45,1.2,17,22,40,17
"938",938,8817.90490905082,40722.2919488413,480749.70589769,203333.381063714,733623.283819296,284911060.260159,22660286.8711702,307571347.131329,0.0440425232523281,0.0201937847693349,7,6,8,45,1.2,17,22,40,20
"939",939,9059.01543393757,42101.4711660897,382246.328180535,164389.397771869,597796.212552432,291774381.105914,24479997.8886237,316254378.994538,0.0445862630851478,0.0202199043495576,7,6,8,45,1.2,17,22,60,17
"940",940,9059.75735680688,42114.9676507842,378029.383119168,162586.25376216,591790.361888919,292077273.285362,24467593.578115,316544866.863477,0.0445905668360058,0.0202199043495576,7,6,8,45,1.2,17,22,60,20
"941",941,9103.79957685799,42360.0911858647,414558.043680797,170719.896027389,636741.830470909,293320373.43038,23752318.5556454,317072691.986025,0.0446831588640303,0.0198316050477387,7,6,8,45,1.2,17,30,40,17
"942",942,9104.66180522144,42374.5487038818,410074.29981687,168793.65722296,630347.167548933,293634990.751503,23740693.5354263,317375684.286929,0.0446879059928445,0.0198316050477387,7,6,8,45,1.2,17,30,40,20
"943",943,9342.00940438109,43736.1383143374,323608.330068396,136127.964627278,512814.442414393,299995126.101869,25527588.5599461,325522714.661815,0.0451048236320387,0.0198574904259269,7,6,8,45,1.2,17,30,60,17
"944",944,9342.95482862444,43750.6488819361,319925.111245916,134578.472400756,507597.187357233,300290660.837849,25528806.7310051,325819467.568854,0.0451090671240915,0.0198574904259269,7,6,8,45,1.2,17,30,60,20
"945",945,12172.7551504324,56367.169604936,471247.51793703,197736.585791562,737524.028483961,287317285.331528,22640550.5086346,309957835.840163,0.0441038862079287,0.0202276666492895,7,6,8,45,1.5,14,22,40,17
"946",946,12174.5080709994,56385.3740391648,466139.861293686,195516.666939305,730216.410343156,287650427.265843,22622664.8258346,310273092.091678,0.0441089581761407,0.0202276666492895,7,6,8,45,1.5,14,22,40,20
"947",947,12435.5475825521,57847.2821228228,367288.69808752,156698.726918038,594270.254710933,294693982.062549,24567862.050709,319261844.113258,0.0446622701282471,0.0202547785615107,7,6,8,45,1.5,14,22,60,17
"948",948,12437.2823537021,57865.0175267927,363089.910182009,154912.373445103,588304.583507606,295007004.318041,24563958.8636494,319570963.181691,0.0446666702922679,0.0202547785615107,7,6,8,45,1.5,14,22,60,20
"949",949,12487.8575772886,58140.1293033496,399736.13908323,162997.375764682,633361.50172855,296463761.655146,24050510.4120385,320514272.067185,0.0447656984036338,0.0200322156908453,7,6,8,45,1.5,14,30,40,17
"950",950,12489.7332064242,58158.8944930324,395264.934549568,161085.829820347,626999.392069371,296788889.894848,24047690.6388506,320836580.533699,0.0447705504015413,0.0200322156908453,7,6,8,45,1.5,14,30,40,20
"951",951,12741.7894500185,59581.1312250131,308821.764732542,128729.564575924,509874.249983497,303319627.313813,25975397.645054,329295024.958867,0.0451973565572733,0.0200588838348918,7,6,8,45,1.5,14,30,60,17
"952",952,12743.6457497046,59599.4145832372,305172.33143029,127203.419852691,504718.811615923,303624847.312411,25985411.6182185,329610258.930629,0.0452016927309441,0.0200588838348918,7,6,8,45,1.5,14,30,60,20
"953",953,8816.5445949628,40703.8756782451,485973.333653925,205688.314473159,741182.068400292,286510787.606861,22525383.4485808,309036171.055442,0.044059473069012,0.0201937847693349,7,6,8,45,1.5,17,22,40,17
"954",954,8817.18260247093,40717.222799403,480872.489319177,203462.180581493,733869.075302544,286836301.203082,22507000.9997583,309343302.20284,0.0440644283271177,0.0201937847693349,7,6,8,45,1.5,17,22,40,20
"955",955,9058.19086833962,42096.0516326007,382373.851192338,164517.684626568,598045.778319847,293715392.447665,24394279.1461965,318109671.593861,0.0446073100026233,0.0202199043495576,7,6,8,45,1.5,17,22,60,17
"956",956,9058.92640518387,42109.521895741,378156.669339839,162713.980770096,592039.09841086,294021163.927443,24389327.1118707,318410491.039313,0.0446116094682558,0.0202199043495576,7,6,8,45,1.5,17,22,60,20
"957",957,9102.93139217632,42354.6221008486,414669.160308756,170839.829312027,636966.543113808,295289833.3076,23665162.9366367,318954996.244237,0.0447048716275479,0.0198316050477387,7,6,8,45,1.5,17,30,40,17
"958",958,9103.78710880061,42369.0532102946,410185.891911741,168913.519016351,630572.251247187,295607399.933446,23661191.6324633,319268591.56591,0.0447096139344569,0.0198316050477387,7,6,8,45,1.5,17,30,40,20
"959",959,9341.03502857476,43730.2843139295,323722.351836275,136245.016000012,513038.687178791,301978807.870028,25518704.263743,327497512.133771,0.0451265577517923,0.0198574904259269,7,6,8,45,1.5,17,30,60,17
"960",960,9341.97436316892,43744.7670338037,320038.567283677,134694.713606198,507820.022286848,302276960.639059,25527056.6531254,327804017.292184,0.0451307967685805,0.0198574904259269,7,6,8,45,1.5,17,30,60,20
"961",961,12183.9794521787,56488.7627663251,474682.809489495,210723.368878908,754078.920586908,448363556.965285,51694815.1879544,500058372.15324,0.0541530723229784,0.0212569575818827,7,6,12,35,1.2,14,22,40,17
"962",962,12185.8999179159,56508.1330048899,469454.347652919,208458.240631881,746606.621207606,448790019.74738,51813820.0249721,500603839.772352,0.0541623148845618,0.0212569575818827,7,6,12,35,1.2,14,22,40,20
"963",963,12466.6169990256,58094.1267104325,364974.253111597,167135.046116727,602670.042937782,459307323.500538,56998033.0795526,516305356.580091,0.0548008930291495,0.0213900436391357,7,6,12,35,1.2,14,22,60,17
"964",964,12468.5156736749,58112.9748354254,360694.689165654,165303.120384466,596579.30005922,459705092.024085,57124441.2298619,516829533.253947,0.054809028503942,0.0213980223637947,7,6,12,35,1.2,14,22,60,20
"965",965,12474.7802892895,58125.5572609023,408496.536688935,178661.060079964,657757.934319091,459166332.956224,55780927.3661286,514947260.322353,0.0547518219824968,0.02135345004445,7,6,12,35,1.2,14,30,40,17
"966",966,12476.8059288085,58145.3751594314,403865.857924508,176673.361278528,651161.400291276,459580482.638305,55909990.98176,515490473.620065,0.0547607122172615,0.02135345004445,7,6,12,35,1.2,14,30,40,20
"967",967,12753.7284203246,59722.222858315,311951.908399013,141649.895783092,526077.755460744,469064577.621356,60919580.1453922,529984157.766748,0.0552976188250967,0.0220604011702511,7,6,12,35,1.2,14,30,60,17
"968",968,12755.7405082628,59741.5657577957,308171.117476645,140044.785394251,520713.209136954,469451279.122349,61054051.2759221,530505330.398271,0.0553055422449972,0.0220740620313671,7,6,12,35,1.2,14,30,60,20
"969",969,8818.59002342697,40781.7091481961,489552.852505185,218734.723077894,757887.874754703,447473134.352856,51448346.5938267,498921480.946683,0.0541133257913083,0.0212203304029967,7,6,12,35,1.2,17,22,40,17
"970",970,8819.41097814574,40796.3798542547,484335.948179643,216468.879248881,750420.618260925,447889965.201176,51564051.4611664,499454016.662342,0.0541223547449442,0.0212203304029967,7,6,12,35,1.2,17,22,40,20
"971",971,9079.25058587735,42295.9056818284,380213.897994821,175056.750446641,606645.804709168,458163785.417939,56612976.4780683,514776761.896007,0.0547479524473852,0.0213287669261315,7,6,12,35,1.2,17,22,60,17
"972",972,9080.17264313086,42310.6846448324,375919.51488517,173213.072977226,600523.445150359,458552519.652894,56735604.6828563,515288124.335751,0.0547559013313377,0.0213365657360668,7,6,12,35,1.2,17,22,60,20
"973",973,9084.9596703287,42313.6807120598,423567.969347075,186626.681730389,661593.291459853,457867973.925503,55137805.2103972,513005779.1359,0.0546971188794326,0.021155242123604,7,6,12,35,1.2,17,30,40,17
"974",974,9085.97250922808,42329.2802074806,418930.86030867,184630.496292332,654976.60931771,458272779.082556,55262998.4055131,513535777.488069,0.054705806398535,0.021155242123604,7,6,12,35,1.2,17,30,40,20
"975",975,9345.36774608111,43836.8529817446,327010.398207516,149343.146913508,529535.765848849,467521934.977837,60127941.0415378,527649876.019375,0.0552303761991028,0.0219730161386332,7,6,12,35,1.2,17,30,60,17
"976",976,9346.47966339029,43852.5471448164,323200.089728311,147720.210556762,524119.32709328,467899850.936221,60258175.6017795,528158026.538001,0.0552381208103136,0.0219863742310113,7,6,12,35,1.2,17,30,60,20
"977",977,12182.446105688,56482.2062061553,474820.760145829,210867.488014356,754352.900472028,450933714.529676,52305878.0061288,503239592.535805,0.0541986137465823,0.0212569575818827,7,6,12,35,1.5,14,22,40,17
"978",978,12184.3619799403,56501.5475192431,469593.162703018,208602.733981173,746881.806183375,451362375.997055,52432980.1599848,503795356.15704,0.0542078416726025,0.0212569575818827,7,6,12,35,1.5,14,22,40,20
"979",979,12465.011328456,58087.2617800977,365119.547278187,167281.086658685,602952.907045426,461896587.353003,57696731.8100745,519593319.163078,0.0548453610988689,0.0214236619185775,7,6,12,35,1.5,14,22,60,17
"980",980,12466.9055460926,58106.0812121626,360839.472852939,165448.639710817,596861.099322011,462296360.245026,57830667.3530234,520127027.598049,0.0548534835933966,0.0214374313508168,7,6,12,35,1.5,14,22,60,20
"981",981,12473.1661797764,58118.7447476855,408621.362061888,178795.074480553,658008.347469903,461769014.366918,56470279.8216816,518239294.1886,0.0547971978559875,0.02135345004445,7,6,12,35,1.5,14,30,40,17
"982",982,12475.1872002354,58138.5346543662,403991.114908778,176807.463909224,651412.300672604,462185283.775672,56607054.168184,518792337.943856,0.0548060739428619,0.02135345004445,7,6,12,35,1.5,14,30,40,20
"983",983,12752.0310110921,59715.0758599296,312082.904861138,141784.55129482,526334.56302698,471689721.7699,61692199.3162687,533381921.086169,0.0553427960579515,0.0221253795057842,7,6,12,35,1.5,14,30,60,17
"984",984,12754.0386416717,59734.390106508,308301.308083439,140178.729189671,520968.46602129,472078310.22471,61833867.1582117,533912177.382921,0.0553507063588797,0.0221390278011675,7,6,12,35,1.5,14,30,60,20
"985",985,8817.72351525649,40776.3586419207,489691.069959183,218879.348465843,758164.500582203,450041799.112584,52055651.7647491,502097450.877333,0.0541589000541437,0.0212203304029967,7,6,12,35,1.5,17,22,40,17
"986",986,8818.53794703261,40791.0016882313,484475.191870767,216614.056477691,750698.787983722,450460984.50231,52179202.8893396,502640187.39165,0.054167914703422,0.0212203304029967,7,6,12,35,1.5,17,22,40,20
"987",987,9078.26686996889,42290.1469984466,380360.302920021,175204.234530183,606932.95131862,460750895.310762,57305926.5526673,518056821.863429,0.0547924600840306,0.0213624029441473,7,6,12,35,1.5,17,22,60,17
"988",988,9079.1826106384,42304.8994527023,376065.600164933,173360.241926929,600809.924155202,461141892.231961,57435791.5975164,518577683.829477,0.0548003962820973,0.0213744832251878,7,6,12,35,1.5,17,22,60,20
"989",989,9083.96230545336,42307.9563286081,423693.545759047,186761.735788623,661847.200181732,460468765.000379,55821387.3726464,516290152.373025,0.0547425373030848,0.021155242123604,7,6,12,35,1.5,17,30,40,17
"990",990,9084.96901139438,42323.5258209708,419057.062793671,184765.803695521,655231.361321557,460875584.122309,55954169.2833077,516829753.405617,0.054751210992483,0.021155242123604,7,6,12,35,1.5,17,30,40,20
"991",991,9344.24441341223,43830.6987970661,327143.039625837,149479.830902152,529797.813738468,470144738.644842,60892859.2950375,531037597.939879,0.0552756048007707,0.0220380514238024,7,6,12,35,1.5,17,30,60,17
"992",992,9345.35049755726,43846.362487673,323332.152789681,147856.370393374,524380.236168285,470524459.034149,61030175.2576376,531554634.291787,0.0552833365795233,0.0220513972128436,7,6,12,35,1.5,17,30,60,20
"993",993,12123.6972452172,57043.2465868598,530884.519912444,245634.594715803,845686.058460324,612255902.417269,146594808.295024,758850710.712292,0.0621539070527235,0.0337102439951835,7,6,12,45,1.2,14,22,40,17
"994",994,12125.422177525,57060.9729264491,525817.239172648,243417.241372583,838420.875649205,612706710.652818,146889105.164994,759595815.817812,0.0621616002109639,0.033723620186581,7,6,12,45,1.2,14,22,40,20
