"","year","TB_compartment","DR_compartment","HIV_compartment","G_compartment","pop_estimate","total_pop","prop_of_pop"
"1985",2005,5,1,1,1,0,1136506.77244094,0
"1986",2005,5,1,1,2,0,1136506.77244094,0
"1987",2005,5,1,2,1,0,1136506.77244094,0
"1988",2005,5,1,2,2,0,1136506.77244094,0
"1989",2005,5,1,3,1,0,1136506.77244094,0
"1990",2005,5,1,3,2,0,1136506.77244094,0
"1991",2005,5,1,4,1,0,1136506.77244094,0
"1992",2005,5,1,4,2,0,1136506.77244094,0
"1993",2005,5,2,1,1,0,1136506.77244094,0
"1994",2005,5,2,1,2,0,1136506.77244094,0
"1995",2005,5,2,2,1,0,1136506.77244094,0
"1996",2005,5,2,2,2,0,1136506.77244094,0
"1997",2005,5,2,3,1,0,1136506.77244094,0
"1998",2005,5,2,3,2,0,1136506.77244094,0
"1999",2005,5,2,4,1,0,1136506.77244094,0
"2000",2005,5,2,4,2,0,1136506.77244094,0
"2001",2005,6,1,1,1,0,1136506.77244094,0
"2002",2005,6,1,1,2,0,1136506.77244094,0
"2003",2005,6,1,2,1,0,1136506.77244094,0
"2004",2005,6,1,2,2,0,1136506.77244094,0
"2005",2005,6,1,3,1,0,1136506.77244094,0
"2006",2005,6,1,3,2,0,1136506.77244094,0
"2007",2005,6,1,4,1,0,1136506.77244094,0
"2008",2005,6,1,4,2,0,1136506.77244094,0
"2009",2005,6,2,1,1,0,1136506.77244094,0
"2010",2005,6,2,1,2,0,1136506.77244094,0
"2011",2005,6,2,2,1,0,1136506.77244094,0
"2012",2005,6,2,2,2,0,1136506.77244094,0
"2013",2005,6,2,3,1,0,1136506.77244094,0
"2014",2005,6,2,3,2,0,1136506.77244094,0
"2015",2005,6,2,4,1,0,1136506.77244094,0
"2016",2005,6,2,4,2,0,1136506.77244094,0
"2017",2005,7,1,1,1,0,1136506.77244094,0
"2018",2005,7,1,1,2,0,1136506.77244094,0
"2019",2005,7,1,2,1,0,1136506.77244094,0
"2020",2005,7,1,2,2,0,1136506.77244094,0
"2021",2005,7,1,3,1,0,1136506.77244094,0
"2022",2005,7,1,3,2,0,1136506.77244094,0
"2023",2005,7,1,4,1,0,1136506.77244094,0
"2024",2005,7,1,4,2,0,1136506.77244094,0
"2025",2005,7,2,1,1,0,1136506.77244094,0
"2026",2005,7,2,1,2,0,1136506.77244094,0
"2027",2005,7,2,2,1,0,1136506.77244094,0
"2028",2005,7,2,2,2,0,1136506.77244094,0
"2029",2005,7,2,3,1,0,1136506.77244094,0
"2030",2005,7,2,3,2,0,1136506.77244094,0
"2031",2005,7,2,4,1,0,1136506.77244094,0
"2032",2005,7,2,4,2,0,1136506.77244094,0
"2033",2005,8,1,1,1,0,1136506.77244094,0
"2034",2005,8,1,1,2,0,1136506.77244094,0
"2035",2005,8,1,2,1,0,1136506.77244094,0
"2036",2005,8,1,2,2,0,1136506.77244094,0
"2037",2005,8,1,3,1,0,1136506.77244094,0
"2038",2005,8,1,3,2,0,1136506.77244094,0
"2039",2005,8,1,4,1,0,1136506.77244094,0
"2040",2005,8,1,4,2,0,1136506.77244094,0
"2041",2005,8,2,1,1,0,1136506.77244094,0
"2042",2005,8,2,1,2,0,1136506.77244094,0
"2043",2005,8,2,2,1,0,1136506.77244094,0
"2044",2005,8,2,2,2,0,1136506.77244094,0
"2045",2005,8,2,3,1,0,1136506.77244094,0
"2046",2005,8,2,3,2,0,1136506.77244094,0
"2047",2005,8,2,4,1,0,1136506.77244094,0
"2048",2005,8,2,4,2,0,1136506.77244094,0
"2049",2006,1,1,1,1,285938.238671834,1135307.76689603,0.251859669253915
"2050",2006,1,1,1,2,220401.627213925,1135307.76689603,0.194133814319364
"2051",2006,1,1,2,1,4874.03854878525,1135307.76689603,0.00429314296167555
"2052",2006,1,1,2,2,26311.7935614813,1135307.76689603,0.0231759125839672
"2053",2006,1,1,3,1,0,1135307.76689603,0
"2054",2006,1,1,3,2,0,1135307.76689603,0
"2055",2006,1,1,4,1,0,1135307.76689603,0
"2056",2006,1,1,4,2,0,1135307.76689603,0
"2057",2006,1,2,1,1,0,1135307.76689603,0
"2058",2006,1,2,1,2,0,1135307.76689603,0
"2059",2006,1,2,2,1,0,1135307.76689603,0
"2060",2006,1,2,2,2,0,1135307.76689603,0
"2061",2006,1,2,3,1,0,1135307.76689603,0
"2062",2006,1,2,3,2,0,1135307.76689603,0
"2063",2006,1,2,4,1,0,1135307.76689603,0
"2064",2006,1,2,4,2,0,1135307.76689603,0
"2065",2006,2,1,1,1,0,1135307.76689603,0
"2066",2006,2,1,1,2,0,1135307.76689603,0
"2067",2006,2,1,2,1,0,1135307.76689603,0
"2068",2006,2,1,2,2,0,1135307.76689603,0
"2069",2006,2,1,3,1,0,1135307.76689603,0
"2070",2006,2,1,3,2,0,1135307.76689603,0
"2071",2006,2,1,4,1,0,1135307.76689603,0
"2072",2006,2,1,4,2,0,1135307.76689603,0
"2073",2006,2,2,1,1,0,1135307.76689603,0
"2074",2006,2,2,1,2,0,1135307.76689603,0
"2075",2006,2,2,2,1,0,1135307.76689603,0
"2076",2006,2,2,2,2,0,1135307.76689603,0
"2077",2006,2,2,3,1,0,1135307.76689603,0
"2078",2006,2,2,3,2,0,1135307.76689603,0
"2079",2006,2,2,4,1,0,1135307.76689603,0
"2080",2006,2,2,4,2,0,1135307.76689603,0
"2081",2006,3,1,1,1,279842.253592218,1135307.76689603,0.24649021327258
"2082",2006,3,1,1,2,260545.338234659,1135307.76689603,0.229493134665149
"2083",2006,3,1,2,1,4770.12776578233,1135307.76689603,0.00420161642937055
"2084",2006,3,1,2,2,31104.1948269407,1135307.76689603,0.0273971479222597
"2085",2006,3,1,3,1,0,1135307.76689603,0
"2086",2006,3,1,3,2,0,1135307.76689603,0
"2087",2006,3,1,4,1,0,1135307.76689603,0
"2088",2006,3,1,4,2,0,1135307.76689603,0
"2089",2006,3,2,1,1,10450.5405905807,1135307.76689603,0.00920502871142415
"2090",2006,3,2,1,2,9729.90889673002,1135307.76689603,0.00857028303728773
"2091",2006,3,2,2,1,178.137551419257,1135307.76689603,0.000156906837611348
"2092",2006,3,2,2,2,1161.56744166998,1135307.76689603,0.00102313000539559
"2093",2006,3,2,3,1,0,1135307.76689603,0
"2094",2006,3,2,3,2,0,1135307.76689603,0
"2095",2006,3,2,4,1,0,1135307.76689603,0
"2096",2006,3,2,4,2,0,1135307.76689603,0
"2097",2006,4,1,1,1,0,1135307.76689603,0
"2098",2006,4,1,1,2,0,1135307.76689603,0
"2099",2006,4,1,2,1,0,1135307.76689603,0
"2100",2006,4,1,2,2,0,1135307.76689603,0
"2101",2006,4,1,3,1,0,1135307.76689603,0
"2102",2006,4,1,3,2,0,1135307.76689603,0
"2103",2006,4,1,4,1,0,1135307.76689603,0
"2104",2006,4,1,4,2,0,1135307.76689603,0
"2105",2006,4,2,1,1,0,1135307.76689603,0
"2106",2006,4,2,1,2,0,1135307.76689603,0
"2107",2006,4,2,2,1,0,1135307.76689603,0
"2108",2006,4,2,2,2,0,1135307.76689603,0
"2109",2006,4,2,3,1,0,1135307.76689603,0
"2110",2006,4,2,3,2,0,1135307.76689603,0
"2111",2006,4,2,4,1,0,1135307.76689603,0
"2112",2006,4,2,4,2,0,1135307.76689603,0
"2113",2006,5,1,1,1,0,1135307.76689603,0
"2114",2006,5,1,1,2,0,1135307.76689603,0
"2115",2006,5,1,2,1,0,1135307.76689603,0
"2116",2006,5,1,2,2,0,1135307.76689603,0
"2117",2006,5,1,3,1,0,1135307.76689603,0
"2118",2006,5,1,3,2,0,1135307.76689603,0
"2119",2006,5,1,4,1,0,1135307.76689603,0
"2120",2006,5,1,4,2,0,1135307.76689603,0
"2121",2006,5,2,1,1,0,1135307.76689603,0
"2122",2006,5,2,1,2,0,1135307.76689603,0
"2123",2006,5,2,2,1,0,1135307.76689603,0
"2124",2006,5,2,2,2,0,1135307.76689603,0
"2125",2006,5,2,3,1,0,1135307.76689603,0
"2126",2006,5,2,3,2,0,1135307.76689603,0
"2127",2006,5,2,4,1,0,1135307.76689603,0
"2128",2006,5,2,4,2,0,1135307.76689603,0
"2129",2006,6,1,1,1,0,1135307.76689603,0
"2130",2006,6,1,1,2,0,1135307.76689603,0
"2131",2006,6,1,2,1,0,1135307.76689603,0
"2132",2006,6,1,2,2,0,1135307.76689603,0
"2133",2006,6,1,3,1,0,1135307.76689603,0
"2134",2006,6,1,3,2,0,1135307.76689603,0
"2135",2006,6,1,4,1,0,1135307.76689603,0
"2136",2006,6,1,4,2,0,1135307.76689603,0
"2137",2006,6,2,1,1,0,1135307.76689603,0
"2138",2006,6,2,1,2,0,1135307.76689603,0
"2139",2006,6,2,2,1,0,1135307.76689603,0
"2140",2006,6,2,2,2,0,1135307.76689603,0
"2141",2006,6,2,3,1,0,1135307.76689603,0
"2142",2006,6,2,3,2,0,1135307.76689603,0
"2143",2006,6,2,4,1,0,1135307.76689603,0
"2144",2006,6,2,4,2,0,1135307.76689603,0
"2145",2006,7,1,1,1,0,1135307.76689603,0
"2146",2006,7,1,1,2,0,1135307.76689603,0
"2147",2006,7,1,2,1,0,1135307.76689603,0
"2148",2006,7,1,2,2,0,1135307.76689603,0
"2149",2006,7,1,3,1,0,1135307.76689603,0
"2150",2006,7,1,3,2,0,1135307.76689603,0
"2151",2006,7,1,4,1,0,1135307.76689603,0
"2152",2006,7,1,4,2,0,1135307.76689603,0
"2153",2006,7,2,1,1,0,1135307.76689603,0
"2154",2006,7,2,1,2,0,1135307.76689603,0
"2155",2006,7,2,2,1,0,1135307.76689603,0
"2156",2006,7,2,2,2,0,1135307.76689603,0
"2157",2006,7,2,3,1,0,1135307.76689603,0
"2158",2006,7,2,3,2,0,1135307.76689603,0
"2159",2006,7,2,4,1,0,1135307.76689603,0
"2160",2006,7,2,4,2,0,1135307.76689603,0
"2161",2006,8,1,1,1,0,1135307.76689603,0
"2162",2006,8,1,1,2,0,1135307.76689603,0
"2163",2006,8,1,2,1,0,1135307.76689603,0
"2164",2006,8,1,2,2,0,1135307.76689603,0
"2165",2006,8,1,3,1,0,1135307.76689603,0
"2166",2006,8,1,3,2,0,1135307.76689603,0
"2167",2006,8,1,4,1,0,1135307.76689603,0
"2168",2006,8,1,4,2,0,1135307.76689603,0
"2169",2006,8,2,1,1,0,1135307.76689603,0
"2170",2006,8,2,1,2,0,1135307.76689603,0
"2171",2006,8,2,2,1,0,1135307.76689603,0
"2172",2006,8,2,2,2,0,1135307.76689603,0
"2173",2006,8,2,3,1,0,1135307.76689603,0
"2174",2006,8,2,3,2,0,1135307.76689603,0
"2175",2006,8,2,4,1,0,1135307.76689603,0
"2176",2006,8,2,4,2,0,1135307.76689603,0
"2177",2007,1,1,1,1,284727.92611667,1126934.43613239,0.252657046397347
"2178",2007,1,1,1,2,221940.180217094,1126934.43613239,0.196941519489622
"2179",2007,1,1,2,1,4824.66789558207,1126934.43613239,0.00428123211155051
"2180",2007,1,1,2,2,25465.7938030476,1126934.43613239,0.0225974049479271
"2181",2007,1,1,3,1,0,1126934.43613239,0
"2182",2007,1,1,3,2,0,1126934.43613239,0
"2183",2007,1,1,4,1,0,1126934.43613239,0
"2184",2007,1,1,4,2,0,1126934.43613239,0
"2185",2007,1,2,1,1,0,1126934.43613239,0
"2186",2007,1,2,1,2,0,1126934.43613239,0
"2187",2007,1,2,2,1,0,1126934.43613239,0
"2188",2007,1,2,2,2,0,1126934.43613239,0
"2189",2007,1,2,3,1,0,1126934.43613239,0
"2190",2007,1,2,3,2,0,1126934.43613239,0
"2191",2007,1,2,4,1,0,1126934.43613239,0
"2192",2007,1,2,4,2,0,1126934.43613239,0
"2193",2007,2,1,1,1,0,1126934.43613239,0
"2194",2007,2,1,1,2,0,1126934.43613239,0
"2195",2007,2,1,2,1,0,1126934.43613239,0
"2196",2007,2,1,2,2,0,1126934.43613239,0
"2197",2007,2,1,3,1,0,1126934.43613239,0
"2198",2007,2,1,3,2,0,1126934.43613239,0
"2199",2007,2,1,4,1,0,1126934.43613239,0
"2200",2007,2,1,4,2,0,1126934.43613239,0
"2201",2007,2,2,1,1,0,1126934.43613239,0
"2202",2007,2,2,1,2,0,1126934.43613239,0
"2203",2007,2,2,2,1,0,1126934.43613239,0
"2204",2007,2,2,2,2,0,1126934.43613239,0
"2205",2007,2,2,3,1,0,1126934.43613239,0
"2206",2007,2,2,3,2,0,1126934.43613239,0
"2207",2007,2,2,4,1,0,1126934.43613239,0
"2208",2007,2,2,4,2,0,1126934.43613239,0
"2209",2007,3,1,1,1,276766.929004408,1126934.43613239,0.245592751566155
"2210",2007,3,1,1,2,257709.958703834,1126934.43613239,0.228682299911153
"2211",2007,3,1,2,1,4689.77010839202,1126934.43613239,0.00416152879708528
"2212",2007,3,1,2,2,29570.0790317656,1126934.43613239,0.0262393960852321
"2213",2007,3,1,3,1,0,1126934.43613239,0
"2214",2007,3,1,3,2,0,1126934.43613239,0
"2215",2007,3,1,4,1,0,1126934.43613239,0
"2216",2007,3,1,4,2,0,1126934.43613239,0
"2217",2007,3,2,1,1,10335.694444148,1126934.43613239,0.00917151354396429
"2218",2007,3,2,1,2,9624.0233540851,1126934.43613239,0.00854000290124638
"2219",2007,3,2,2,1,175.136643051984,1126934.43613239,0.00015540978910277
"2220",2007,3,2,2,2,1104.2768103149,1126934.43613239,0.000979894459614476
"2221",2007,3,2,3,1,0,1126934.43613239,0
"2222",2007,3,2,3,2,0,1126934.43613239,0
"2223",2007,3,2,4,1,0,1126934.43613239,0
"2224",2007,3,2,4,2,0,1126934.43613239,0
"2225",2007,4,1,1,1,0,1126934.43613239,0
"2226",2007,4,1,1,2,0,1126934.43613239,0
"2227",2007,4,1,2,1,0,1126934.43613239,0
"2228",2007,4,1,2,2,0,1126934.43613239,0
"2229",2007,4,1,3,1,0,1126934.43613239,0
"2230",2007,4,1,3,2,0,1126934.43613239,0
"2231",2007,4,1,4,1,0,1126934.43613239,0
"2232",2007,4,1,4,2,0,1126934.43613239,0
"2233",2007,4,2,1,1,0,1126934.43613239,0
"2234",2007,4,2,1,2,0,1126934.43613239,0
"2235",2007,4,2,2,1,0,1126934.43613239,0
"2236",2007,4,2,2,2,0,1126934.43613239,0
"2237",2007,4,2,3,1,0,1126934.43613239,0
"2238",2007,4,2,3,2,0,1126934.43613239,0
"2239",2007,4,2,4,1,0,1126934.43613239,0
"2240",2007,4,2,4,2,0,1126934.43613239,0
"2241",2007,5,1,1,1,0,1126934.43613239,0
"2242",2007,5,1,1,2,0,1126934.43613239,0
"2243",2007,5,1,2,1,0,1126934.43613239,0
"2244",2007,5,1,2,2,0,1126934.43613239,0
"2245",2007,5,1,3,1,0,1126934.43613239,0
"2246",2007,5,1,3,2,0,1126934.43613239,0
"2247",2007,5,1,4,1,0,1126934.43613239,0
"2248",2007,5,1,4,2,0,1126934.43613239,0
"2249",2007,5,2,1,1,0,1126934.43613239,0
"2250",2007,5,2,1,2,0,1126934.43613239,0
"2251",2007,5,2,2,1,0,1126934.43613239,0
"2252",2007,5,2,2,2,0,1126934.43613239,0
"2253",2007,5,2,3,1,0,1126934.43613239,0
"2254",2007,5,2,3,2,0,1126934.43613239,0
"2255",2007,5,2,4,1,0,1126934.43613239,0
"2256",2007,5,2,4,2,0,1126934.43613239,0
"2257",2007,6,1,1,1,0,1126934.43613239,0
"2258",2007,6,1,1,2,0,1126934.43613239,0
"2259",2007,6,1,2,1,0,1126934.43613239,0
"2260",2007,6,1,2,2,0,1126934.43613239,0
"2261",2007,6,1,3,1,0,1126934.43613239,0
"2262",2007,6,1,3,2,0,1126934.43613239,0
"2263",2007,6,1,4,1,0,1126934.43613239,0
"2264",2007,6,1,4,2,0,1126934.43613239,0
"2265",2007,6,2,1,1,0,1126934.43613239,0
"2266",2007,6,2,1,2,0,1126934.43613239,0
"2267",2007,6,2,2,1,0,1126934.43613239,0
"2268",2007,6,2,2,2,0,1126934.43613239,0
"2269",2007,6,2,3,1,0,1126934.43613239,0
"2270",2007,6,2,3,2,0,1126934.43613239,0
"2271",2007,6,2,4,1,0,1126934.43613239,0
"2272",2007,6,2,4,2,0,1126934.43613239,0
"2273",2007,7,1,1,1,0,1126934.43613239,0
"2274",2007,7,1,1,2,0,1126934.43613239,0
"2275",2007,7,1,2,1,0,1126934.43613239,0
"2276",2007,7,1,2,2,0,1126934.43613239,0
"2277",2007,7,1,3,1,0,1126934.43613239,0
"2278",2007,7,1,3,2,0,1126934.43613239,0
"2279",2007,7,1,4,1,0,1126934.43613239,0
"2280",2007,7,1,4,2,0,1126934.43613239,0
"2281",2007,7,2,1,1,0,1126934.43613239,0
"2282",2007,7,2,1,2,0,1126934.43613239,0
"2283",2007,7,2,2,1,0,1126934.43613239,0
"2284",2007,7,2,2,2,0,1126934.43613239,0
"2285",2007,7,2,3,1,0,1126934.43613239,0
"2286",2007,7,2,3,2,0,1126934.43613239,0
"2287",2007,7,2,4,1,0,1126934.43613239,0
"2288",2007,7,2,4,2,0,1126934.43613239,0
"2289",2007,8,1,1,1,0,1126934.43613239,0
"2290",2007,8,1,1,2,0,1126934.43613239,0
"2291",2007,8,1,2,1,0,1126934.43613239,0
"2292",2007,8,1,2,2,0,1126934.43613239,0
"2293",2007,8,1,3,1,0,1126934.43613239,0
"2294",2007,8,1,3,2,0,1126934.43613239,0
"2295",2007,8,1,4,1,0,1126934.43613239,0
"2296",2007,8,1,4,2,0,1126934.43613239,0
"2297",2007,8,2,1,1,0,1126934.43613239,0
"2298",2007,8,2,1,2,0,1126934.43613239,0
"2299",2007,8,2,2,1,0,1126934.43613239,0
"2300",2007,8,2,2,2,0,1126934.43613239,0
"2301",2007,8,2,3,1,0,1126934.43613239,0
"2302",2007,8,2,3,2,0,1126934.43613239,0
"2303",2007,8,2,4,1,0,1126934.43613239,0
"2304",2007,8,2,4,2,0,1126934.43613239,0
"2305",2008,1,1,1,1,282138.213520691,1111294.36287737,0.253882520190401
"2306",2008,1,1,1,2,221458.941986269,1111294.36287737,0.199280181186978
"2307",2008,1,1,2,1,4852.17634370155,1111294.36287737,0.0043662386004895
"2308",2008,1,1,2,2,24786.6505267049,1111294.36287737,0.0223043069007632
"2309",2008,1,1,3,1,0,1111294.36287737,0
"2310",2008,1,1,3,2,0,1111294.36287737,0
"2311",2008,1,1,4,1,0,1111294.36287737,0
"2312",2008,1,1,4,2,0,1111294.36287737,0
"2313",2008,1,2,1,1,0,1111294.36287737,0
"2314",2008,1,2,1,2,0,1111294.36287737,0
"2315",2008,1,2,2,1,0,1111294.36287737,0
"2316",2008,1,2,2,2,0,1111294.36287737,0
"2317",2008,1,2,3,1,0,1111294.36287737,0
"2318",2008,1,2,3,2,0,1111294.36287737,0
"2319",2008,1,2,4,1,0,1111294.36287737,0
"2320",2008,1,2,4,2,0,1111294.36287737,0
"2321",2008,2,1,1,1,0,1111294.36287737,0
"2322",2008,2,1,1,2,0,1111294.36287737,0
"2323",2008,2,1,2,1,0,1111294.36287737,0
"2324",2008,2,1,2,2,0,1111294.36287737,0
"2325",2008,2,1,3,1,0,1111294.36287737,0
"2326",2008,2,1,3,2,0,1111294.36287737,0
"2327",2008,2,1,4,1,0,1111294.36287737,0
"2328",2008,2,1,4,2,0,1111294.36287737,0
"2329",2008,2,2,1,1,0,1111294.36287737,0
"2330",2008,2,2,1,2,0,1111294.36287737,0
"2331",2008,2,2,2,1,0,1111294.36287737,0
"2332",2008,2,2,2,2,0,1111294.36287737,0
"2333",2008,2,2,3,1,0,1111294.36287737,0
"2334",2008,2,2,3,2,0,1111294.36287737,0
"2335",2008,2,2,4,1,0,1111294.36287737,0
"2336",2008,2,2,4,2,0,1111294.36287737,0
"2337",2008,3,1,1,1,271762.622263256,1111294.36287737,0.244546027894542
"2338",2008,3,1,1,2,252545.881863684,1111294.36287737,0.227253813480878
"2339",2008,3,1,2,1,4673.73827314379,1111294.36287737,0.00420567081888415
"2340",2008,3,1,2,2,28266.0364019157,1111294.36287737,0.025435237814695
"2341",2008,3,1,3,1,0,1111294.36287737,0
"2342",2008,3,1,3,2,0,1111294.36287737,0
"2343",2008,3,1,4,1,0,1111294.36287737,0
"2344",2008,3,1,4,2,0,1111294.36287737,0
"2345",2008,3,2,1,1,10148.8116197897,1111294.36287737,0.00913242427821942
"2346",2008,3,2,1,2,9431.17401150688,1111294.36287737,0.00848665693497055
"2347",2008,3,2,2,1,174.537943810349,1111294.36287737,0.000157058246348371
"2348",2008,3,2,2,2,1055.57812289312,1111294.36287737,0.000949863652830932
"2349",2008,3,2,3,1,0,1111294.36287737,0
"2350",2008,3,2,3,2,0,1111294.36287737,0
"2351",2008,3,2,4,1,0,1111294.36287737,0
"2352",2008,3,2,4,2,0,1111294.36287737,0
"2353",2008,4,1,1,1,0,1111294.36287737,0
"2354",2008,4,1,1,2,0,1111294.36287737,0
"2355",2008,4,1,2,1,0,1111294.36287737,0
"2356",2008,4,1,2,2,0,1111294.36287737,0
"2357",2008,4,1,3,1,0,1111294.36287737,0
"2358",2008,4,1,3,2,0,1111294.36287737,0
"2359",2008,4,1,4,1,0,1111294.36287737,0
"2360",2008,4,1,4,2,0,1111294.36287737,0
"2361",2008,4,2,1,1,0,1111294.36287737,0
"2362",2008,4,2,1,2,0,1111294.36287737,0
"2363",2008,4,2,2,1,0,1111294.36287737,0
"2364",2008,4,2,2,2,0,1111294.36287737,0
"2365",2008,4,2,3,1,0,1111294.36287737,0
"2366",2008,4,2,3,2,0,1111294.36287737,0
"2367",2008,4,2,4,1,0,1111294.36287737,0
"2368",2008,4,2,4,2,0,1111294.36287737,0
"2369",2008,5,1,1,1,0,1111294.36287737,0
"2370",2008,5,1,1,2,0,1111294.36287737,0
"2371",2008,5,1,2,1,0,1111294.36287737,0
"2372",2008,5,1,2,2,0,1111294.36287737,0
"2373",2008,5,1,3,1,0,1111294.36287737,0
"2374",2008,5,1,3,2,0,1111294.36287737,0
"2375",2008,5,1,4,1,0,1111294.36287737,0
"2376",2008,5,1,4,2,0,1111294.36287737,0
"2377",2008,5,2,1,1,0,1111294.36287737,0
"2378",2008,5,2,1,2,0,1111294.36287737,0
"2379",2008,5,2,2,1,0,1111294.36287737,0
"2380",2008,5,2,2,2,0,1111294.36287737,0
"2381",2008,5,2,3,1,0,1111294.36287737,0
"2382",2008,5,2,3,2,0,1111294.36287737,0
"2383",2008,5,2,4,1,0,1111294.36287737,0
"2384",2008,5,2,4,2,0,1111294.36287737,0
"2385",2008,6,1,1,1,0,1111294.36287737,0
"2386",2008,6,1,1,2,0,1111294.36287737,0
"2387",2008,6,1,2,1,0,1111294.36287737,0
"2388",2008,6,1,2,2,0,1111294.36287737,0
"2389",2008,6,1,3,1,0,1111294.36287737,0
"2390",2008,6,1,3,2,0,1111294.36287737,0
"2391",2008,6,1,4,1,0,1111294.36287737,0
"2392",2008,6,1,4,2,0,1111294.36287737,0
"2393",2008,6,2,1,1,0,1111294.36287737,0
"2394",2008,6,2,1,2,0,1111294.36287737,0
"2395",2008,6,2,2,1,0,1111294.36287737,0
"2396",2008,6,2,2,2,0,1111294.36287737,0
"2397",2008,6,2,3,1,0,1111294.36287737,0
"2398",2008,6,2,3,2,0,1111294.36287737,0
"2399",2008,6,2,4,1,0,1111294.36287737,0
"2400",2008,6,2,4,2,0,1111294.36287737,0
"2401",2008,7,1,1,1,0,1111294.36287737,0
"2402",2008,7,1,1,2,0,1111294.36287737,0
"2403",2008,7,1,2,1,0,1111294.36287737,0
"2404",2008,7,1,2,2,0,1111294.36287737,0
"2405",2008,7,1,3,1,0,1111294.36287737,0
"2406",2008,7,1,3,2,0,1111294.36287737,0
"2407",2008,7,1,4,1,0,1111294.36287737,0
"2408",2008,7,1,4,2,0,1111294.36287737,0
"2409",2008,7,2,1,1,0,1111294.36287737,0
"2410",2008,7,2,1,2,0,1111294.36287737,0
"2411",2008,7,2,2,1,0,1111294.36287737,0
"2412",2008,7,2,2,2,0,1111294.36287737,0
"2413",2008,7,2,3,1,0,1111294.36287737,0
"2414",2008,7,2,3,2,0,1111294.36287737,0
"2415",2008,7,2,4,1,0,1111294.36287737,0
"2416",2008,7,2,4,2,0,1111294.36287737,0
"2417",2008,8,1,1,1,0,1111294.36287737,0
"2418",2008,8,1,1,2,0,1111294.36287737,0
"2419",2008,8,1,2,1,0,1111294.36287737,0
"2420",2008,8,1,2,2,0,1111294.36287737,0
"2421",2008,8,1,3,1,0,1111294.36287737,0
"2422",2008,8,1,3,2,0,1111294.36287737,0
"2423",2008,8,1,4,1,0,1111294.36287737,0
"2424",2008,8,1,4,2,0,1111294.36287737,0
"2425",2008,8,2,1,1,0,1111294.36287737,0
"2426",2008,8,2,1,2,0,1111294.36287737,0
"2427",2008,8,2,2,1,0,1111294.36287737,0
"2428",2008,8,2,2,2,0,1111294.36287737,0
"2429",2008,8,2,3,1,0,1111294.36287737,0
"2430",2008,8,2,3,2,0,1111294.36287737,0
"2431",2008,8,2,4,1,0,1111294.36287737,0
"2432",2008,8,2,4,2,0,1111294.36287737,0
"2433",2009,1,1,1,1,278262.71359231,1089393.78736457,0.255428952156478
"2434",2009,1,1,1,2,219016.696433561,1089393.78736457,0.201044561639551
"2435",2009,1,1,2,1,4968.93251531112,1089393.78736457,0.00456119042805615
"2436",2009,1,1,2,2,24296.4924233895,1089393.78736457,0.0223027638905183
"2437",2009,1,1,3,1,0,1089393.78736457,0
"2438",2009,1,1,3,2,0,1089393.78736457,0
"2439",2009,1,1,4,1,0,1089393.78736457,0
"2440",2009,1,1,4,2,0,1089393.78736457,0
"2441",2009,1,2,1,1,0,1089393.78736457,0
"2442",2009,1,2,1,2,0,1089393.78736457,0
"2443",2009,1,2,2,1,0,1089393.78736457,0
"2444",2009,1,2,2,2,0,1089393.78736457,0
"2445",2009,1,2,3,1,0,1089393.78736457,0
"2446",2009,1,2,3,2,0,1089393.78736457,0
"2447",2009,1,2,4,1,0,1089393.78736457,0
"2448",2009,1,2,4,2,0,1089393.78736457,0
"2449",2009,2,1,1,1,0,1089393.78736457,0
"2450",2009,2,1,1,2,0,1089393.78736457,0
"2451",2009,2,1,2,1,0,1089393.78736457,0
"2452",2009,2,1,2,2,0,1089393.78736457,0
"2453",2009,2,1,3,1,0,1089393.78736457,0
"2454",2009,2,1,3,2,0,1089393.78736457,0
"2455",2009,2,1,4,1,0,1089393.78736457,0
"2456",2009,2,1,4,2,0,1089393.78736457,0
"2457",2009,2,2,1,1,0,1089393.78736457,0
"2458",2009,2,2,1,2,0,1089393.78736457,0
"2459",2009,2,2,2,1,0,1089393.78736457,0
"2460",2009,2,2,2,2,0,1089393.78736457,0
"2461",2009,2,2,3,1,0,1089393.78736457,0
"2462",2009,2,2,3,2,0,1089393.78736457,0
"2463",2009,2,2,4,1,0,1089393.78736457,0
"2464",2009,2,2,4,2,0,1089393.78736457,0
"2465",2009,3,1,1,1,265250.496908168,1089393.78736457,0.243484495675208
"2466",2009,3,1,1,2,245378.405970772,1089393.78736457,0.225243074466566
"2467",2009,3,1,2,1,4736.57358463226,1089393.78736457,0.00434789847304971
"2468",2009,3,1,2,2,27220.9136500276,1089393.78736457,0.0249872121226977
"2469",2009,3,1,3,1,0,1089393.78736457,0
"2470",2009,3,1,3,2,0,1089393.78736457,0
"2471",2009,3,1,4,1,0,1089393.78736457,0
"2472",2009,3,1,4,2,0,1089393.78736457,0
"2473",2009,3,2,1,1,9905.62021648759,1089393.78736457,0.00909278199616961
"2474",2009,3,2,1,2,9163.50893666785,1089393.78736457,0.0084115670962618
"2475",2009,3,2,2,1,176.884490712408,1089393.78736457,0.000162369652520529
"2476",2009,3,2,2,2,1016.54864253215,1089393.78736457,0.000933132402922322
"2477",2009,3,2,3,1,0,1089393.78736457,0
"2478",2009,3,2,3,2,0,1089393.78736457,0
