"","year","sim_id","time","N_1_1_1_1","N_1_1_1_2","N_1_1_2_1","N_1_1_2_2","N_1_1_3_1","N_1_1_3_2","N_1_1_4_1","N_1_1_4_2","N_1_2_1_1","N_1_2_1_2","N_1_2_2_1","N_1_2_2_2","N_1_2_3_1","N_1_2_3_2","N_1_2_4_1","N_1_2_4_2","N_2_1_1_1","N_2_1_1_2","N_2_1_2_1","N_2_1_2_2","N_2_1_3_1","N_2_1_3_2","N_2_1_4_1","N_2_1_4_2","N_2_2_1_1","N_2_2_1_2","N_2_2_2_1","N_2_2_2_2","N_2_2_3_1","N_2_2_3_2","N_2_2_4_1","N_2_2_4_2","N_3_1_1_1","N_3_1_1_2","N_3_1_2_1","N_3_1_2_2","N_3_1_3_1","N_3_1_3_2","N_3_1_4_1","N_3_1_4_2","N_3_2_1_1","N_3_2_1_2","N_3_2_2_1","N_3_2_2_2","N_3_2_3_1","N_3_2_3_2","N_3_2_4_1","N_3_2_4_2","N_4_1_1_1","N_4_1_1_2","N_4_1_2_1","N_4_1_2_2","N_4_1_3_1","N_4_1_3_2","N_4_1_4_1","N_4_1_4_2","N_4_2_1_1","N_4_2_1_2","N_4_2_2_1","N_4_2_2_2","N_4_2_3_1","N_4_2_3_2","N_4_2_4_1","N_4_2_4_2","N_5_1_1_1","N_5_1_1_2","N_5_1_2_1","N_5_1_2_2","N_5_1_3_1","N_5_1_3_2","N_5_1_4_1","N_5_1_4_2","N_5_2_1_1","N_5_2_1_2","N_5_2_2_1","N_5_2_2_2","N_5_2_3_1","N_5_2_3_2","N_5_2_4_1","N_5_2_4_2","N_6_1_1_1","N_6_1_1_2","N_6_1_2_1","N_6_1_2_2","N_6_1_3_1","N_6_1_3_2","N_6_1_4_1","N_6_1_4_2","N_6_2_1_1","N_6_2_1_2","N_6_2_2_1","N_6_2_2_2","N_6_2_3_1","N_6_2_3_2","N_6_2_4_1","N_6_2_4_2","N_7_1_1_1","N_7_1_1_2","N_7_1_2_1","N_7_1_2_2","N_7_1_3_1","N_7_1_3_2","N_7_1_4_1","N_7_1_4_2","N_7_2_1_1","N_7_2_1_2","N_7_2_2_1","N_7_2_2_2","N_7_2_3_1","N_7_2_3_2","N_7_2_4_1","N_7_2_4_2","N_8_1_1_1","N_8_1_1_2","N_8_1_2_1","N_8_1_2_2","N_8_1_3_1","N_8_1_3_2","N_8_1_4_1","N_8_1_4_2","N_8_2_1_1","N_8_2_1_2","N_8_2_2_1","N_8_2_2_2","N_8_2_3_1","N_8_2_3_2","N_8_2_4_1","N_8_2_4_2","HIV_neg_male","HIV_neg_female","HIV_pos_male","HIV_pos_female"
"1",1990,963,0,7495.75210669805,7533.91069221926,351.540531377138,665.972260033291,146.568752398998,208.426243976613,0,0,0,0,0,0,0,0,0,0,0,0,0.542235105087803,1.04217484467775,0.264519061981564,0.376752883701843,0,0,0,0,0,0,0,0,0,0,2587.50204167685,2622.90404920508,78.463963537111,148.015270806545,25.2061448377039,35.8329094139014,0,0,99.4159662949567,100.776168037994,3.02293903386345,5.70288896641593,0.971315703094461,1.38083646609246,0,0,33737.095810571,34272.8444157596,1198.59365664121,2256.39373261496,427.210344767324,604.852564180074,0,0,1296.19249340374,1316.81901950601,46.3957267528509,87.3839395547722,16.6477158895618,23.5776805733197,0,0,0,0,1.85991319794281,3.54888055061141,0.759801922990405,1.0776956442322,0,0,0,0,0,0,0,0,0,0,253.053106155532,256.571850383257,32.1840787493571,61.6788298768439,21.9902458554258,31.2781777130967,0,0,9.72263782385154,9.857903319406,1.23207516284091,2.36069615202806,0.838457931375321,1.19245203339981,0,0,742.462127825518,754.349086576882,64.9713925388829,127.35967087358,49.7519353928875,71.2780164479545,0,0,28.5263177481958,28.9833082079251,2.49012887030612,4.88041191374602,1.90090472968458,2.7231737847155,0,0,0,0,7.10445771554724,14.318681313199,4.94038650841994,7.15533428759277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1990,963,0.0833333333333333,7487.95829266504,7518.36789731554,361.656666527011,684.770276525823,148.681466997467,211.93675114692,0,0,0,0,0,0,0,0,0,0,0,0,0.549823840615994,1.05769178632333,0.268331997647337,0.38311002131979,0,0,0,0,0,0,0,0,0,0,2589.22718491708,2621.85188540411,81.8082147466042,154.199740457878,25.8238311872888,36.798795474005,0,0,99.4822490570426,100.735742222173,3.15161580718067,5.94088129139509,0.99511646137445,1.41805497459998,0,0,33667.4452098095,34165.8931876184,1243.50596421265,2339.77436599579,436.545720981184,619.524808928681,0,0,1293.5166810121,1312.70977037251,48.1292313866466,90.6044598147874,17.0126280066288,24.1513200971723,0,0,0,0,1.89885601494075,3.62652870594124,0.776437730083602,1.1039220586626,0,0,0,0,0,0,0,0,0,0,250.562821395815,254.87761521422,32.7604276187565,63.0523925233048,22.0598213741103,31.734013019077,0,0,9.62695822395761,9.79280806081417,1.25415230219752,2.41328518018927,0.841088985387643,1.2097974781806,0,0,739.700772535393,750.764945298591,66.8016818027323,131.017174738892,51.002633763221,73.2641297746171,0,0,28.4202243140888,28.8455996731779,2.56028557643416,5.02056605029472,1.94863043868462,2.79896130470456,0,0,0,0,7.2709461153171,14.6762789473657,5.07305350867647,7.36622121172906,0,0,0,0,0,0,0,0,0,0,2.82541410475993,1.64479212920435,1.0573778590393,0.983943414766804
"3",1990,963,0.166666666666667,7480.42468431541,7503.16888616758,371.569513759733,703.239835925991,150.878940082911,215.567980991031,0,0,0,0,0,0,0,0,0,0,0,0,0.558894997910344,1.07579405701799,0.272212766663552,0.389575434611476,0,0,0,0,0,0,0,0,0,0,2590.24228519003,2620.08666882607,85.0254590789404,160.168595224836,26.4543170193273,37.7839554821366,0,0,99.5212508328462,100.667919778364,3.2754330515249,6.17062562700809,1.01941067311947,1.45601669941323,0,0,33598.6590244719,34060.0574552275,1287.60536512967,2421.86517882178,446.282435636555,634.780008795446,0,0,1290.87407867887,1308.64338047388,49.8318772155254,93.7761447096457,17.3930924753915,24.747590306709,0,0,0,0,1.94422507475225,3.71551482016295,0.793491176592531,1.13080471739279,0,0,0,0,0,0,0,0,0,0,248.241169181147,253.277956500222,33.4071706744127,64.5389865313912,22.1779593145472,32.2354413890472,0,0,9.53775770348493,9.73134658204988,1.27892893759171,2.47020918518701,0.845572115472303,1.2288813254062,0,0,736.908597672861,747.214267452404,68.6200383792621,134.680593276356,52.2515279096559,75.27718084401,0,0,28.3129467386252,28.7091768579204,2.6299832707503,5.16094217115403,1.99628874682929,2.87577755930778,0,0,0,0,7.44110473807813,15.0419225107396,5.20842910165445,7.58191961624183,0,0,0,0,0,0,0,0,0,0,5.62384491197589,3.27899607549473,2.12534806239457,1.98639648982197
"4",1990,963,0.25,7473.12586392906,7488.28692056976,381.282914548264,721.385971474553,153.157576921848,219.31554467079,0,0,0,0,0,0,0,0,0,0,0,0,0.569146445224158,1.09596978832931,0.276186489868649,0.396182020924753,0,0,0,0,0,0,0,0,0,0,2590.67802064633,2617.74367770515,88.1259301477692,165.939819980326,27.097832725064,38.7893004330168,0,0,99.5379924858921,100.577898312659,3.39478090326233,6.39280776365669,1.04420735139401,1.494756848295,0,0,33530.6437487765,33955.2395273328,1330.90183043284,2502.6769967328,456.407150862377,650.602421172215,0,0,1288.2610938539,1304.61609635219,51.5040314833932,96.8993852925084,17.7886035504702,25.3658962720542,0,0,0,0,1.99466906318575,3.81353106511362,0.811060388976506,1.15847349723203,0,0,0,0,0,0,0,0,0,0,246.074201069233,251.764299909131,34.1130502420443,66.1208115199995,22.3413930296602,32.7807935168212,0,0,9.45450034436957,9.6731894434934,1.30597245898776,2.53078383734033,0.851782856987549,1.24964000719452,0,0,734.085381109262,743.691238493447,70.431402463701,138.357018032359,53.5018756299772,77.3195440663701,0,0,28.2044764881407,28.5738163579462,2.69941142182408,5.30181237429662,2.04400379147458,2.95371296106741,0,0,0,0,7.6157940997141,15.4171361204367,5.34658834619929,7.80255171861797,0,0,0,0,0,0,0,0,0,0,8.39710495796109,4.90319200328482,3.20610532842324,3.00886997277684
"5",1990,963,0.333333333333333,7466.03916032691,7473.69812660719,390.800568539748,739.213529202306,155.513902685145,223.175182918099,0,0,0,0,0,0,0,0,0,0,0,0,0.580327690752133,1.11779254063974,0.280270512018539,0.402952724182825,0,0,0,0,0,0,0,0,0,0,2590.64803591851,2614.94029137009,91.1192407880413,171.53030407058,27.7545979729973,39.8156457611507,0,0,99.5368404246987,100.470187726577,3.51002601485422,6.60807201450108,1.06951505332539,1.53430690770929,0,0,33463.3183484175,33851.3547655195,1373.40540259947,2582.22094148396,466.906833550663,666.976616294646,0,0,1285.67461315128,1300.62466606086,53.1460644925692,99.9745843289171,18.1986668254967,26.0056546476644,0,0,0,0,2.04907412933226,3.91866616937158,0.829211114722743,1.18701674899734,0,0,0,0,0,0,0,0,0,0,244.049399755587,250.329124298074,34.8682627233213,67.7823060183289,22.5470973443272,33.3684668598244,0,0,9.37670521492808,9.61804767074443,1.33490618643504,2.59441095946058,0.859605883404544,1.27201242384603,0,0,731.231286620667,740.190893431264,72.2397091744226,142.051989525188,54.7566660659678,79.3934875936052,0,0,28.0948198557696,28.4393274103038,2.76872088654617,5.44338914152561,2.09188948739945,3.03285389469015,0,0,0,0,7.79565357517796,15.8030695884974,5.48762732259296,8.02826778320233,0,0,0,0,0,0,0,0,0,0,11.1468581521121,6.51790823658695,4.30161729656483,4.05272443873103
"6",1990,963,0.416666666666667,7459.14432302393,7459.38115305073,400.126049759716,756.727193192712,157.94455490589,227.142757289384,0,0,0,0,0,0,0,0,0,0,0,0,0.592231013857778,1.14090693766162,0.284476208746935,0.409902805035473,0,0,0,0,0,0,0,0,0,0,2590.25105927808,2611.77823796961,94.0143789659887,176.95583814996,28.4248258898424,40.8637298195782,0,0,99.5215879473404,100.348696578272,3.62151136024218,6.81702103279538,1.09534204895411,1.57469536156895,0,0,33396.6126944147,33748.3299278057,1415.12619631114,2660.50843147076,477.7687504874,683.887470330629,0,0,1283.11194217651,1296.66627552283,54.7583496434705,103.00215633964,18.6227990509339,26.6662934086082,0,0,0,0,2.10652207195304,4.0293369775563,0.847984661650023,1.2164913002157,0,0,0,0,0,0,0,0,0,0,242.155518643278,248.965826136608,35.6642906111462,69.5099002066693,22.7922771304432,33.9969313028365,0,0,9.3039402058841,9.56566754554351,1.36540289902559,2.66056899726033,0.868934587109993,1.29594017738434,0,0,728.346798353007,736.709010988052,74.0480373229628,145.769721040879,56.0186334305316,81.5011652985814,0,0,27.9839954435383,28.3055478266845,2.83802963091591,5.58583394841891,2.14005004098649,3.11328240044507,0,0,0,0,7.98114281616112,16.2005663990154,5.63165558592776,8.25923646715235,0,0,0,0,0,0,0,0,0,0,13.8746347856156,8.12362760694691,5.41364897043935,5.11918699892341
"7",1990,963,0.5,7452.42320799141,7445.31684227842,409.262822306521,773.931509230522,160.446274684131,231.214240056086,0,0,0,0,0,0,0,0,0,0,0,0,0.604683829717733,1.16501621828892,0.288810420106367,0.417041652767089,0,0,0,0,0,0,0,0,0,0,2589.57291655949,2608.34572700454,96.8197243168231,182.23114552091,29.1087255486384,41.934228699796,0,0,99.4955326196272,100.216814017828,3.72955683207974,7.02021695336047,1.12169642406332,1.61594826852403,0,0,33330.4660771842,33646.1016005666,1456.07439745414,2737.55117501812,488.98045630515,701.320151146806,0,0,1280.57074843585,1292.7384882825,56.3412633955374,105.982527349883,19.060527682972,27.3472513146153,0,0,0,0,2.16625460949584,4.14422959748646,0.867404083595674,1.24693029526921,0,0,0,0,0,0,0,0,0,0,240.382425996524,247.668592091572,36.4937382245942,71.2917708147129,23.0743522080491,34.6647318515753,0,0,9.23581604251615,9.51582571027803,1.39717851111134,2.72880357942093,0.879670516959319,1.32136768862529,0,0,725.432661598593,733.242012616325,75.8587460924782,149.513305889416,57.2902744962953,83.6446136691588,0,0,27.8720318869486,28.1723401135171,2.90742798440695,5.7292652357682,2.18858061004581,3.19507604742067,0,0,0,0,8.17257673589633,16.6102215698375,5.7787905245498,8.49563753759089,0,0,0,0,0,0,0,0,0,0,16.5818465292428,9.72079349719385,6.54378711008575,6.209367902686
"8",1990,963,0.583333333333333,7445.85955902646,7431.48800143028,418.214250247822,790.830900032859,163.015901510717,235.385708133987,0,0,0,0,0,0,0,0,0,0,0,0,0.617543444475912,1.18987367090333,0.293276414088544,0.424374006699006,0,0,0,0,0,0,0,0,0,0,2588.68793899094,2604.71894038291,99.5430584270957,187.369901309646,29.8065031736118,43.0277658697433,0,0,99.4615303662147,100.077467075979,3.83445960984876,7.21818208518887,1.14858613168177,1.65808963800092,0,0,33264.8261668593,33544.6151008347,1496.26025960756,2813.36116322096,500.529789136397,719.260112598905,0,0,1278.04902139103,1288.83920333038,57.8951851377281,108.916134627309,19.5113907204059,28.047977692413,0,0,0,0,2.22764888622911,4.26225897841146,0.887478297041904,1.27834842960098,0,0,0,0,0,0,0,0,0,0,238.720997823876,246.432310295855,37.350215941111,73.1176684067544,23.3909476317843,35.3704915809165,0,0,9.171982169068,9.4683257587861,1.42998761635221,2.79872086693886,0.89172301712604,1.34824231964575,0,0,722.489839529555,729.786891631715,77.6735724335057,153.284865560498,58.5738598514724,85.8257482604895,0,0,27.7589661926373,28.039588749136,2.97698238415541,5.87376410787869,2.23756772809721,3.27830779231298,0,0,0,0,8.37014963502131,17.0324215967756,5.92915351462694,8.73765687639973,0,0,0,0,0,0,0,0,0,0,19.2697965885476,11.3098140029469,7.69345732319203,7.32427224204542
"9",1990,963,0.666666666666667,7439.43877394075,7417.87915824277,426.983607575818,807.429679973771,165.650367040291,239.653335927107,0,0,0,0,0,0,0,0,0,0,0,0,0.630691792872417,1.21527400876951,0.297874806566773,0.43190112559621,0,0,0,0,0,0,0,0,0,0,2587.66045750606,2600.96361061009,102.191589061394,192.384775791338,30.5183633804097,44.1449220310245,0,0,99.4220528844488,99.9331813006994,3.93649506079734,7.41140052680723,1.17601904487622,1.70114181463949,0,0,33199.6479116402,33443.8233163587,1535.69409637508,2887.95065325619,512.404862647184,737.693085357604,0,0,1275.54503013286,1284.96661053621,59.4204968946265,111.803426048526,19.974936407372,28.7679320907787,0,0,0,0,2.29019299434525,4.38252838125668,0.908205978298254,1.31074691725203,0,0,0,0,0,0,0,0,0,0,237.163001979247,245.252476780041,38.2282150143223,74.978728854144,23.7398807499839,36.112912720739,0,0,9.1121222957377,9.42299464131064,1.46361867063051,2.86998029561199,0.905008742521796,1.37651442492313,0,0,719.519469572303,726.34113840913,79.4937313552745,157.085703053623,59.8714482647426,88.0463624359838,0,0,27.6448420622449,27.9071973096957,3.04673922996474,6.01938022919403,2.28708984777247,3.36304592614676,0,0,0,0,8.57395910609814,17.467384223275,6.08286642843058,8.98548191359806,0,0,0,0,0,0,0,0,0,0,21.9396909047021,12.891066351679,8.86394275630046,8.46481267760349
"10",1990,963,0.75,7433.14769917442,7404.47634670053,435.57408637088,823.732067060207,168.346689759509,244.013389241056,0,0,0,0,0,0,0,0,0,0,0,0,0.644031135843619,1.24104628258713,0.302604259033567,0.439621680417053,0,0,0,0,0,0,0,0,0,0,2586.5461115022,2597.1364018572,104.771976970896,197.287481509514,31.2445094288199,45.2862423627784,0,0,99.3792379289524,99.7861338200589,4.03591774288192,7.60031993191541,1.20400297079039,1.74512576150123,0,0,33134.8925737582,33343.6856914071,1574.38627177204,2961.33214876717,524.594059380521,756.605069554273,0,0,1273.05728634222,1281.11915168192,60.9175829578948,114.644859352951,20.4507229859817,29.5065840050037,0,0,0,0,2.35346608536238,4.5042962784257,0.929578457034021,1.34411720462789,0,0,0,0,0,0,0,0,0,0,235.700996467937,244.125114340985,39.1229962955364,76.867304605503,24.1191486567752,36.890776996383,0,0,9.05595049144382,9.37967954730007,1.49788971143922,2.94228808301331,0.919451187337685,1.40613737213496,0,0,716.522825359635,722.902674327033,81.3200029605616,160.91643688976,61.1849006372465,90.3081274830104,0,0,27.5297084305806,27.7750859312036,3.11672822929103,6.16613697732225,2.3372178696898,3.44935407478459,0,0,0,0,8.78402539598385,17.9151908478622,6.24004911171468,9.23929827586244,0,0,0,0,0,0,0,0,0,0,24.5926480306989,14.4649007220219,10.0564008395661,9.63182083079547
