"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
521,4178.84421997803,14260.6955410408,58722.2790461046,15351.3427405162,92513.1615476397,241814889.712653,11342125.0734327,253157014.786086,0.040880864634449,0.0192390743854577,6,10,8,35,1.2,17,22,40,17,265,337,367,2,492
529,4676.33331783476,16319.3629246723,52893.6894485166,15755.0203416316,89644.4060326552,245379602.699148,11614581.317027,256994184.016175,0.0410406553953766,0.0194488164845493,6,10,8,35,1.5,14,22,40,17,244,490,540,3,453
537,4183.62209662798,14267.6766381349,58700.756706516,15270.3215617234,92422.3770030023,243106996.252413,11229024.4105005,254336020.662913,0.0409258767351841,0.0192390743854577,6,10,8,35,1.5,17,22,40,17,264,340,370,1,491
1297,4997.46393889873,17964.2226178511,71792.7871056639,15847.3369774119,110601.810639826,242398363.099757,11397443.5800111,253795806.679769,0.0408438871613781,0.0194668640889613,7,9,8,35,1.5,14,22,40,17,372,575,612,4,577
