"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
4623,3137.79372614295,8161.47758576172,22661.8384641312,43613.6414175354,77574.7511935713,199966950.3959,28234082.1094045,228201032.505304,0.0393210238914614,0.022894621613585,11,7,8,35,1.2,17,30,60,17,112,21,3,490,70
4624,3127.74634509865,8126.80557795138,24093.4831043481,45151.2266086613,80499.2616360595,200424272.815203,27753963.1687865,228178235.983989,0.0393281030922916,0.0226082780178711,11,7,8,35,1.2,17,30,60,20,149,14,1,508,117
4639,3144.9544409108,8169.6832547145,22645.8642661795,43537.6743960325,77498.1763578373,201570317.888797,26686972.5023677,228257290.391164,0.0393396749721982,0.0219240179302185,11,7,8,35,1.5,17,30,60,17,110,25,4,489,69
4640,3134.89382723107,8135.01801286938,24068.5710625833,45062.4712169423,80400.9541196261,202032180.029126,26228585.2285202,228260765.257646,0.0393467461520989,0.0216392619893171,11,7,8,35,1.5,17,30,60,20,147,16,2,507,116
5388,3183.72361885421,8806.53257153985,46755.3880754474,25613.6089010269,84359.2531668684,185757915.113545,32800823.428727,218558738.542272,0.0381239492261363,0.0247076353258569,12,6,8,35,1.2,17,22,60,20,203,97,9,218,426
5389,3183.18302254379,8859.496843629,68495.5951214488,21859.7519558436,102398.026943465,184738326.497562,34653168.0066194,219391494.504181,0.0380734976972326,0.0255230797870902,12,6,8,35,1.2,17,30,40,17,344,107,8,96,582
5390,3174.21881525514,8830.24487292988,66932.3642979554,22172.3406495984,101109.168635739,185183775.439567,34084258.9857157,219268034.425283,0.0380811210130221,0.0252328688907697,12,6,8,35,1.2,17,30,40,20,338,100,5,102,578
5392,3178.22996668597,9257.35332168333,30241.0159404358,33807.8875877451,76484.4868165503,197107615.593996,29069293.482924,226176909.07692,0.0390555131906131,0.0232851897810768,12,6,8,35,1.2,17,30,60,20,86,155,6,374,240
5406,3180.76707690859,8837.54228481001,66928.6279348283,22138.7865097312,101085.723806278,186704336.213567,32287053.8549912,218991390.068558,0.0380999832640425,0.0242502577893162,12,6,8,35,1.5,17,30,40,20,337,101,7,101,577
5408,3184.09532007212,9263.39362183831,30225.9426814189,33743.5495898254,76416.9812131548,198697276.016412,27480643.1392141,226177919.155626,0.0390742527212079,0.0223115932735154,12,6,8,35,1.5,17,30,60,20,85,158,10,373,239
