sim_id,HIV_neg_female,HIV_neg_male,HIV_pos_female,HIV_pos_male,hiv_prev_mse_male,hiv_prev_mse_female,hiv_prev_mse,max_perc_diff_male,max_perc_diff_female,b1_contact,b2_contact,hiv2_mort,hiv3_mort,hiv4_mort,tb_hiv1_mort,tb_hiv2_mort,tb_hiv3_mort,tb_hiv4_mort,hiv_prev_mse_male_norm,hiv_prev_mse_female_norm,hiv_prev_mse_male_norm_rank,hiv_prev_mse_female_norm_rank,tb_mort_mse_male_neg_norm,tb_mort_mse_female_neg_norm,tb_mort_mse_male_pos_norm,tb_mort_mse_female_pos_norm,tb_mort_mse_overall_norm,tbmort_rank_total,tbmort_HIV_neg_male,tbmort_HIV_neg_female,tbmort_HIV_pos_male,tbmort_HIV_pos_female
446,11450.50442,44666.28814,412922.4128,121311.4939,99409326.61,203347319.1,302756645.7,0.03047977,0.055616847,6,9,8,45,1.5,17,30,40,20,0.203486228,0.452877436,2150,4111,0.436362524,0.503313853,0.385355571,0.571431532,0.474971406,1011,906,886,1049,1053
447,11688.14064,45938.04015,336286.1007,90302.63733,103048617.6,197134128.8,300182746.3,0.031053712,0.055101074,6,9,8,45,1.5,17,30,60,17,0.216103955,0.433396564,2495,3840,0.451911402,0.516592428,0.276111335,0.461628034,0.415022577,953,912,904,967,964
448,11690.55046,45956.12926,331084.986,88828.02913,103148246.9,196391341.8,299539588.7,0.03105485,0.054960599,6,9,8,45,1.5,17,30,60,20,0.216449378,0.431067626,2504,3811,0.452132566,0.516727083,0.270916288,0.454175945,0.4112996,946,914,906,959,955
547,12753.8242,49679.91669,299603.2713,72609.20732,99509605.51,204685347.5,304194953,0.030674232,0.056188526,6,10,8,45,1.2,14,22,60,17,0.203833903,0.457072698,2161,4173,0.497660875,0.576140419,0.213777361,0.409069359,0.401614275,937,949,953,876,881
548,12756.3442,49698.76999,293814.2653,71146.95826,99619895.18,203789106.7,303409001.9,0.03067564,0.056023621,6,10,8,45,1.2,14,22,60,20,0.204216287,0.454262619,2170,4129,0.497891382,0.57628123,0.208625856,0.400774947,0.397654763,929,951,955,869,872
549,12767.54247,49712.37221,328005.3227,79264.56807,100583408.7,203360779.2,303944187.9,0.03069724,0.055917443,6,10,8,45,1.2,14,30,40,17,0.207556869,0.452919639,2295,4113,0.498057687,0.576906965,0.237224204,0.449763444,0.421089225,961,953,957,910,945
550,12770.17446,49731.97376,322018.9964,77605.62983,100703487,202452962.8,303156449.8,0.030698803,0.055750952,6,10,8,45,1.2,14,30,40,20,0.207973191,0.450073266,2305,4067,0.498297342,0.577054034,0.231379763,0.441186314,0.416840099,956,955,959,905,931
551,13010.755,51071.63605,245235.4804,51604.81947,105077797,194474177.7,299551974.7,0.031365299,0.055111226,6,10,8,45,1.2,14,30,60,17,0.22313929,0.425056539,2664,3729,0.514676515,0.590497131,0.139778879,0.331171904,0.362319964,882,977,977,728,742
552,13013.34001,51091.0813,240211.0677,50520.99517,105195993.2,193628680.9,298824674.2,0.031366659,0.054951711,6,10,8,45,1.2,14,30,60,20,0.223549087,0.422405563,2672,3692,0.514914259,0.590641575,0.135960565,0.323972992,0.359091234,877,979,979,721,726
555,9449.554948,34595.56702,307819.9757,76223.72989,99375196.91,204671279.2,304046476.1,0.030651054,0.056204184,6,10,8,45,1.2,17,22,60,17,0.203367897,0.457028588,2145,4172,0.313234417,0.391505316,0.226511328,0.420842145,0.335153988,842,739,721,898,898
