"","calibration_group","max_incidence","min_incidence","mean_incidence"
"1","HIV_neg_female",310.83389161228,278.82360082507,290.278685770848
"2","HIV_neg_male",376.899484048269,338.04537016521,352.089295831462
"3","HIV_pos_female",1148.4867109662,1027.8604819135,1075.52987285806
"4","HIV_pos_male",556.094388965101,493.177632171901,519.15529847843
