"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
513,4763.64336350878,15617.7236547012,59112.487440323,15568.5544780255,95062.4089365585,219318124.935867,10363138.4889383,229681263.424805,0.0392406573146017,0.0171468168358829,6,10,8,35,1.2,14,22,40,17,287,589,517,2,450
514,4758.1924591447,15603.1842284583,60027.0758603936,16298.9562367459,96687.4087847425,219683371.970354,10282531.9221655,229965903.89252,0.0392485263659768,0.0171468168358829,6,10,8,35,1.2,14,22,40,20,297,587,513,8,456
521,4213.11519655871,10970.743265444,67055.1999985081,16431.0804152345,98670.1388757453,219308240.967148,11042783.2056433,230351024.172791,0.0391319662383575,0.0181992632092718,6,10,8,35,1.2,17,22,40,17,318,277,315,10,504
529,4766.29835329298,15619.5309648662,59080.5964844052,15506.6287734588,94973.0545760232,220384081.741606,10146476.4585742,230530558.200181,0.0392667107916144,0.0171468168358829,6,10,8,35,1.5,14,22,40,17,286,590,520,1,449
530,4760.83912608596,15604.9825261096,59984.47866278,16230.3749390483,96580.6752540238,220752793.234061,10074638.891267,230827432.125328,0.0392745963950896,0.0171468168358829,6,10,8,35,1.5,14,22,40,20,296,588,514,6,455
537,4217.96799057673,10975.2032602095,67028.8872880004,16376.0353124071,98598.0938511937,220372737.127789,10824265.4289205,231197002.556709,0.0391583720216385,0.0181992632092718,6,10,8,35,1.5,17,22,40,17,316,278,322,9,503
2177,4352.50500822651,13306.2644168875,47708.4492916709,16287.0779727786,81654.2966895635,222141072.543425,11000849.5165275,233141922.059953,0.0393477032708222,0.0182305188367787,8,9,8,35,1.2,14,22,40,17,169,467,386,7,357
2185,4224.74350800488,10498.1008033481,54418.0237268989,16041.3033488348,85182.1713870867,220836430.383667,11070202.6528738,231906633.036541,0.0392491466482374,0.0182914020758212,8,9,8,35,1.2,17,22,40,17,214,207,327,4,409
2193,4355.55457073204,13308.6446985345,47662.7326164478,16208.0733613439,81535.0052470582,223211671.900368,10800485.0321449,234012156.932513,0.0393740401261085,0.0182305188367787,8,9,8,35,1.5,14,22,40,17,166,468,387,5,356
2201,4230.17834878796,10503.455759061,54378.8728688455,15970.289684906,85082.7966616004,221904162.384016,10862705.8774663,232766868.261482,0.0392754916301499,0.0182914020758212,8,9,8,35,1.5,17,22,40,17,212,210,332,3,408
