"X","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
6188,6188,2447.0340584922,10970.1728801857,19220.8879818735,59252.5358681564,111491232.33734,176955406.455274,288446638.792614,0.0320854221086935,0.0527414862341877,12,12,8,45,1.2,17,22,60,20,0.245375208923011,0.370128084586392,2982,3250,0.0243822060479385,0.000220266562446774,0.16672179274385,0.00734117226350727,0.0571393840242841,105,121,3,793,25
6189,6189,2448.6882090659,10989.0578288702,26422.0171580015,42158.3093443392,113944601.363702,176527870.209195,290472471.572897,0.0322539635503277,0.0527750753455937,12,12,8,45,1.2,17,30,40,17,0.253881245236033,0.368787585033168,3051,3243,0.0246130999389822,0.000312696760064512,0.106498813791846,0.0176588553149497,0.042232460071848,44,125,4,640,47
6190,6190,2443.09212100825,10929.050881275,24527.156306364,44804.4744861333,114214220.769579,175082298.407439,289296519.177018,0.0322567255535048,0.0524976994957055,12,12,8,45,1.2,17,30,40,20,0.254816038343977,0.364255131066568,3057,3223,0.0238794343171487,0,0.115821256513414,0.0149439236402628,0.0440054409095327,48,117,1,666,45
6206,6206,2445.84742995518,10937.3303334707,24552.251497922,44496.2047147914,114878931.084594,171562108.959021,286441040.043615,0.0322600522846081,0.0517399149786538,12,12,8,45,1.5,17,30,40,20,0.257120644791849,0.353217909249367,3068,3189,0.0239806617530879,0.000153960440187125,0.114735221767987,0.014979879700247,0.0437414548791251,47,118,2,663,46
