"","variable","avg","max","min"
"1","TB_mort_HIV_neg_male",45.8036137432706,56.8560909415498,40.51925021173
"2","TB_mort_HIV_neg_female",20.85916189113,26.076033191535,18.3906154074671
"3","TB_mort_HIV_pos_male",75.920840042523,85.8908051458598,62.1135226061699
"4","TB_mort_HIV_pos_female",80.3502177246318,90.79655273966,65.19631502228
