"","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"818",3218,4612.40771681684,11666.0705501724,52261.111724395,74161.8629673205,142701.452958705,233299543.610514,10385280.8013305,243684824.411845,0.0403020892427374,0.0174469270781185,9,10,8,35,1.5,14,22,40,20,2278,1643,2046,3212,1738
"819",3219,4265.40047980954,10317.1706356336,145442.841842361,163288.347741054,323313.760698858,253921363.039118,12674017.3411072,266595380.380225,0.0419584516065925,0.0175012924386275,9,10,8,35,1.5,14,22,60,17,3984,1135,1626,4735,3626
"820",3220,4253.62412301129,10270.9445369521,154418.551700367,167351.313911256,336294.434271586,254392140.287861,12699183.1789247,267091323.466786,0.0419727046846792,0.0175012924386275,9,10,8,35,1.5,14,22,60,20,4054,1120,1612,4790,3734
"821",3221,4306.58357737312,10511.2756171135,91121.094892763,124270.400924866,230209.355012116,253408454.103467,11747064.5789339,265155518.682401,0.0419338324886453,0.0174611236876388,9,10,8,35,1.5,14,30,40,17,3247,1211,1680,4213,2712
"822",3222,4292.36381519206,10468.4730303441,99371.7158253749,128147.873796862,242280.426467773,253694909.674222,11760247.0855269,265455156.759749,0.0419501452010835,0.0174611236876388,9,10,8,35,1.5,14,30,40,20,3345,1191,1663,4274,2880
"823",3223,3989.06069341682,9387.70077388923,232046.764277223,234567.234969522,479990.760714051,273649403.62834,15637932.799367,289287336.427707,0.0434976220459309,0.0175151395773167,9,10,8,35,1.5,14,30,60,17,4785,672,1137,5310,4524
"824",3224,3985.3807396089,9369.97862588632,242633.413016117,239211.975740891,495200.748122503,274031662.688826,15708276.2669924,289739938.955819,0.0435107925948501,0.0175151395773167,9,10,8,35,1.5,14,30,60,20,4854,662,1123,5344,4631
"825",3225,8217.42521737122,25024.4685557749,40679.4737356602,61373.5920514957,135294.959560302,231264243.037283,10290789.3186586,241555032.355942,0.0401295043134471,0.0173123797203191,9,10,8,35,1.5,17,22,40,17,2152,3729,4269,2825,1281
"826",3226,8207.59658181402,24961.2363173609,46971.5332469094,64518.0310960776,144658.397242162,231824972.071435,10276851.0846263,242101823.156061,0.040185494014478,0.0173123797203191,9,10,8,35,1.5,17,22,40,20,2296,3718,4263,2927,1555
"827",3227,7323.74214858806,21136.7263165817,126493.683862224,145289.233689582,300243.386016976,251874213.203094,12397574.1890101,264271787.392104,0.0418103684927812,0.0173649576238061,9,10,8,35,1.5,17,22,60,17,3819,3320,3927,4537,3329
