"X","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
6063,6063,2929.32844185986,9012.42588509873,20182.8138257794,53633.1989099493,119614799.567711,166788037.18438,286402836.752091,0.0330565945174325,0.0518181197033753,12,11,8,45,1.2,17,30,60,17,0.27354029827987,0.338249257726472,3113,3165,0.000446116576558806,0.0271697872852698,0.146924862424317,0.00871940694499495,0.0522164615831592,92,3,47,747,31
6064,6064,2926.01249760213,8975.93774495116,18769.2293371411,56090.7004012446,119854380.96053,165561604.340912,285415985.301442,0.0330587376545207,0.0515738478170872,12,11,8,45,1.2,17,30,60,20,0.274370947075606,0.334403893283561,3114,3161,0,0.0269844998102935,0.155582642896489,0.00669404170525521,0.0540799053425819,96,1,45,772,23
6079,6079,2931.01105970765,9018.11891164897,20231.7313388472,53279.5095785445,120312121.032778,163340495.705757,283652616.738535,0.0330598168202925,0.0510606986561278,12,11,8,45,1.5,17,30,60,17,0.275957970321857,0.327439816762817,3115,3154,0.000515721481182053,0.027263808169861,0.145678814518548,0.00878949531352074,0.0518963988798292,91,4,48,741,32
6080,6080,2927.68276688967,8981.58583707864,18800.5637571435,55720.2753137375,120558633.604055,162128821.759689,282687455.363744,0.0330619597164651,0.0508167001361562,12,11,8,45,1.5,17,30,60,20,0.276812650095005,0.323640727449916,3117,3150,6.90555208846008e-05,0.0270778306852312,0.15427763490346,0.00673893724958974,0.053734348887138,95,2,46,766,24
