"","sim_id","HIV/TB_coinfection_Female","HIV/TB_coinfection_Male","TB_only_Female","TB_only_Male","total_mse","rank_total","rank_1","rank_2","rank_3","rank_4","b1_calib_id","b2_calib_id","m1_calib_id","m2_calib_id","m3_calib_id","m4_calib_id"
"47",47,168567.393897189,16498.8450189225,15059.3872695921,60585.3810723394,260711.007258043,1538,20,2757,2231,2162,6,6,"1-M","2-H","3-L","4-M"
"48",48,169228.465953862,15880.6322347554,15070.326632644,60659.6101545524,260839.034975814,1539,7,2758,2234,2163,6,6,"1-M","2-H","3-L","4-H"
"49",49,105865.795409039,29982.5468637003,15346.0051599705,62082.4000210887,213276.747453799,841,270,2418,2272,2199,6,6,"1-M","2-H","3-M","4-L"
"50",50,106406.296354826,28833.5387581633,15357.3853496587,62160.3509014648,212757.571364113,832,253,2426,2274,2201,6,6,"1-M","2-H","3-M","4-M"
"51",51,106935.071411535,27762.8903310967,15368.3593155177,62235.9199965714,212302.241054721,822,244,2431,2277,2204,6,6,"1-M","2-H","3-M","4-H"
"52",52,63937.9668583602,54054.5733278227,15621.2997575311,63526.3636022993,197140.203546013,625,549,1987,2316,2235,6,6,"1-M","2-H","3-H","4-L"
"53",53,64330.0693962371,52452.7099164186,15632.6707946787,63605.1761375481,196020.626244882,605,526,1991,2322,2239,6,6,"1-M","2-H","3-H","4-M"
"54",54,64718.8369132381,50953.7747450304,15643.62992947,63681.5003301825,194997.741917921,581,508,1993,2325,2241,6,6,"1-M","2-H","3-H","4-H"
"55",55,315530.478264906,29744.1881460039,9134.81133253167,34283.7503987323,388693.228142174,2242,268,2911,1435,1378,6,6,"1-H","2-L","3-L","4-L"
"56",56,316400.990959226,29625.8380086907,9140.06596047262,34303.4326950541,389470.327623443,2244,265,2912,1437,1379,6,6,"1-H","2-L","3-L","4-M"
"57",57,317238.685530095,29528.8399523124,9145.28557404833,34324.1431808475,390236.954237303,2247,261,2913,1440,1381,6,6,"1-H","2-L","3-L","4-H"
"58",58,219167.660271051,17381.5527563935,9411.88929640242,35583.7127885979,281544.815112444,1712,55,2856,1482,1423,6,6,"1-H","2-L","3-M","4-L"
"59",59,219966.626689683,16837.3967333373,9417.78984785614,35610.3720816369,281832.185352514,1717,31,2858,1487,1424,6,6,"1-H","2-L","3-M","4-M"
"60",60,220737.735269876,16338.226523318,9423.61335773113,35637.6269774902,282137.202128415,1720,15,2860,1488,1425,6,6,"1-H","2-L","3-M","4-H"
"61",61,149412.448844785,22985.9787882604,9668.1358312318,36813.5004415981,218880.063905875,900,174,2673,1528,1463,6,6,"1-H","2-L","3-H","4-L"
"62",62,150111.461137124,22020.4667746358,9674.54728518028,36845.8187045978,218652.293901538,898,152,2681,1529,1464,6,6,"1-H","2-L","3-H","4-M"
"63",63,150788.764879497,21122.9286227019,9680.84727723594,36878.3711082453,218470.91188768,894,138,2686,1530,1467,6,6,"1-H","2-L","3-H","4-H"
"64",64,244655.504281261,19659.8287760043,9438.80756728939,35721.5968674902,309475.737492045,1907,114,2876,1489,1427,6,6,"1-H","2-M","3-L","4-L"
"65",65,245470.707537954,19317.5282604117,9444.94563757415,35749.4702057325,309982.651641672,1912,106,2879,1493,1430,6,6,"1-H","2-M","3-L","4-M"
"66",66,246257.470651752,19009.3548789627,9451.00452119965,35777.9622012251,310495.792253139,1917,101,2881,1494,1432,6,6,"1-H","2-M","3-L","4-H"
"67",67,164848.955151609,18875.9838069508,9720.24158088815,37067.9160123772,230513.096551825,1083,98,2741,1538,1473,6,6,"1-H","2-M","3-M","4-L"
"68",68,165558.268298796,18082.7918390949,9726.96089442404,37102.1575980586,230470.178630373,1082,76,2747,1541,1478,6,6,"1-H","2-M","3-M","4-M"
"69",69,166245.728867998,17348.6113247419,9733.56167066031,37136.6092104826,230464.511073883,1081,51,2752,1542,1479,6,6,"1-H","2-M","3-M","4-H"
"70",70,108444.736998311,32017.3036317933,9977.38827509162,38327.7787283328,188767.207633529,452,303,2452,1582,1516,6,6,"1-H","2-M","3-H","4-L"
"71",71,109035.057010134,30802.8387617452,9984.58931248769,38367.2817163284,188189.766800695,444,285,2460,1585,1517,6,6,"1-H","2-M","3-H","4-M"
"72",72,109610.571173147,29670.4689223422,9991.63952463057,38406.6578033186,187679.337423438,436,266,2471,1587,1518,6,6,"1-H","2-M","3-H","4-H"
"73",73,182596.106277724,16951.9391529831,9769.88659912217,37324.9214132664,246642.853443095,1359,36,2791,1549,1486,6,6,"1-H","2-H","3-L","4-L"
"74",74,183315.194172773,16361.6698574945,9776.94754315218,37361.2205153772,246815.032088797,1364,16,2792,1551,1487,6,6,"1-H","2-H","3-L","4-M"
"75",75,184012.440632972,15819.7001009386,9783.88266151337,37397.7107749925,247013.734170417,1366,5,2794,1554,1488,6,6,"1-H","2-H","3-L","4-H"
"76",76,118887.836872481,25803.291120633,10061.0521690342,38726.5393094227,193478.719471571,556,212,2510,1594,1528,6,6,"1-H","2-H","3-M","4-L"
"77",77,119475.896234477,24755.0869197804,10068.6473905813,38768.7138907015,193068.34443554,544,197,2517,1596,1529,6,6,"1-H","2-H","3-M","4-M"
"78",78,120049.898471207,23780.508621877,10076.0801502373,38810.6970137498,192717.184257071,536,183,2525,1599,1530,6,6,"1-H","2-H","3-M","4-H"
"79",79,74555.336173019,46246.0725199889,10329.7486121774,40021.8769908449,171153.03429603,195,471,2131,1634,1567,6,6,"1-H","2-H","3-H","4-L"
"80",80,74999.2081940401,44758.401130295,10337.7380423569,40068.4922840029,170163.839650695,173,444,2136,1637,1570,6,6,"1-H","2-H","3-H","4-M"
"81",81,75437.2241061892,43368.3348901613,10345.5358608003,40114.6091036825,169265.703960833,162,420,2139,1639,1572,6,6,"1-H","2-H","3-H","4-H"
"82",82,230512.033879878,17291.8781236319,20540.9292839169,85565.0077674569,353909.849054884,2123,47,2869,2806,2812,6,6.4,"1-L","2-L","3-L","4-L"
"83",83,231291.9914942,16787.5028363271,20552.887730985,85652.3931750415,354284.775236554,2127,28,2872,2807,2813,6,6.4,"1-L","2-L","3-L","4-M"
"84",84,232044.758153739,16323.8766860748,20564.3816681318,85736.7687514535,354669.785259399,2129,13,2874,2810,2815,6,6.4,"1-L","2-L","3-L","4-H"
"85",85,140594.993472351,27095.0122546176,20817.1299842987,87095.8957212272,275603.031432495,1671,237,2648,2827,2827,6,6.4,"1-L","2-L","3-M","4-L"
"86",86,141247.006719931,26006.7090488481,20828.9536197557,87182.9135250877,275265.582913623,1670,218,2652,2828,2828,6,6.4,"1-L","2-L","3-M","4-M"
"87",87,141879.617627468,24990.3280888915,20840.3153170201,87266.8843544036,274977.145387783,1666,201,2654,2830,2829,6,6.4,"1-L","2-L","3-M","4-H"
"88",88,79966.8765564798,55655.2385806637,21060.3300912153,88504.6781255026,245187.123353861,1337,575,2169,2845,2845,6,6.4,"1-L","2-L","3-H","4-L"
"89",89,80447.9510501836,54001.13602475,21071.8141299264,88589.8627413912,244110.763946251,1317,546,2180,2846,2846,6,6.4,"1-L","2-L","3-H","4-M"
"90",90,80919.1472853679,52448.3470814215,21082.8488324169,88672.0350401681,243122.378239374,1307,525,2193,2847,2847,6,6.4,"1-L","2-L","3-H","4-H"
"91",91,163709.907678175,19597.6248408031,20842.6201300959,87236.4061822897,291386.558831363,1792,111,2731,2829,2830,6,6.4,"1-L","2-M","3-L","4-L"
"92",92,164377.633736259,18770.3329924973,20854.8257614193,87325.964785054,291328.757275229,1790,95,2735,2831,2831,6,6.4,"1-L","2-M","3-L","4-M"
"93",93,165025.530210289,18001.4784624153,20866.5540918284,87412.3872831661,291305.950047699,1789,73,2743,2832,2834,6,6.4,"1-L","2-M","3-L","4-H"
"94",94,94020.2711460757,42677.017177467,21112.2889012276,88806.6732595605,246616.250484331,1358,415,2327,2848,2848,6,6.4,"1-L","2-M","3-M","4-L"
"95",95,94757.5438221193,40819.9680208967,21125.2741249673,88887.4819091253,245590.267877109,1345,402,2334,2849,2849,6,6.4,"1-L","2-M","3-M","4-M"
"96",96,95008.4912652615,39890.5770909277,21135.8810998088,88981.275101769,245016.224557767,1332,393,2339,2850,2850,6,6.4,"1-L","2-M","3-M","4-H"
"97",97,48690.6742226538,79872.6317884559,21355.9996368476,90182.1456554386,240101.451303396,1261,821,1714,2863,2863,6,6.4,"1-L","2-M","3-H","4-L"
"98",98,48994.6526900498,77866.3940152524,21367.7062599181,90269.2334835396,238497.98644876,1232,789,1719,2864,2864,6,6.4,"1-L","2-M","3-H","4-M"
"99",99,49299.1559890198,75980.7766324528,21378.9517324082,90353.1955641287,237012.07991801,1205,762,1728,2865,2865,6,6.4,"1-L","2-M","3-H","4-H"
"100",100,108220.543723604,30768.4804201521,21153.7972684409,89028.485730223,249171.30714242,1401,283,2444,2851,2851,6,6.4,"1-L","2-H","3-L","4-L"
"101",101,108708.260432896,29592.663157477,21166.0825578067,89119.1232985538,248586.129446733,1391,264,2455,2853,2852,6,6.4,"1-L","2-H","3-L","4-M"
"102",102,109186.971688954,28494.1682072865,21177.8854581395,89206.5446581089,248065.570012489,1384,249,2462,2857,2854,6,6.4,"1-L","2-H","3-L","4-H"
"103",103,56866.6863708009,65196.6725950953,21434.6577727489,90605.2305773276,234103.247315973,1149,661,1839,2869,2869,6,6.4,"1-L","2-H","3-M","4-L"
"104",104,57154.31847563,63394.3074350813,21446.7547029149,90695.0251366315,232690.405750258,1124,638,1846,2870,2870,6,6.4,"1-L","2-H","3-M","4-M"
"105",105,57444.104384778,61702.6201832774,21458.3740285006,90781.5870935579,231386.685690114,1100,617,1855,2872,2871,6,6.4,"1-L","2-H","3-M","4-H"
"106",106,26988.7189983651,110162.880032062,21686.7872794109,92004.0983429524,250842.484652791,1417,1087,1127,2878,2878,6,6.4,"1-L","2-H","3-H","4-L"
"107",107,27064.0562793057,107771.048736729,21698.6951911907,92092.9026991766,248626.702906402,1394,1054,1130,2879,2879,6,6.4,"1-L","2-H","3-H","4-M"
"108",108,27153.0948129639,105521.104587626,21710.1304377244,92178.4701255146,246562.799963829,1356,1029,1135,2882,2881,6,6.4,"1-L","2-H","3-H","4-H"
"109",109,246815.863006822,18721.1867888607,13046.1229523263,50370.2241678822,328953.396915891,2007,90,2883,1931,1902,6,6.4,"1-M","2-L","3-L","4-L"
"110",110,247624.608223587,18283.7104538427,13055.4497093429,50425.7105481935,329389.478934966,2011,80,2886,1936,1905,6,6.4,"1-M","2-L","3-L","4-M"
"111",111,248404.855419403,17884.0775204706,13064.5016162246,50480.208039645,329833.642595743,2014,66,2888,1941,1906,6,6.4,"1-M","2-L","3-L","4-H"
"112",112,155368.611968521,23776.2599874471,13345.8482959806,51867.9119069556,244358.632158905,1324,182,2708,1973,1936,6,6.4,"1-M","2-L","3-M","4-L"
"113",113,156059.591140246,22777.8240938008,13355.4463675772,51927.0534758019,244119.915077426,1318,171,2710,1975,1937,6,6.4,"1-M","2-L","3-M","4-M"
"114",114,156729.392606294,21847.4207316008,13364.7498891052,51984.9616735253,243926.524900525,1314,150,2712,1978,1940,6,6.4,"1-M","2-L","3-M","4-H"
"115",115,92392.5421729638,47415.8979113957,13613.0779275675,53274.1749893907,206695.693001318,770,486,2294,2017,1978,6,6.4,"1-M","2-L","3-H","4-L"
"116",116,92922.4941941621,45872.4716199403,13622.6719006069,53335.0156355149,205752.653350224,758,465,2303,2018,1979,6,6.4,"1-M","2-L","3-H","4-M"
"117",117,93440.3425910026,44425.5823309457,13631.9639864975,53394.4614964823,204892.350404928,746,440,2317,2019,1980,6,6.4,"1-M","2-L","3-H","4-H"
"118",118,179075.611052572,18337.2668637391,13374.4572535641,52018.1141842573,262805.449354133,1560,83,2769,1980,1942,6,6.4,"1-M","2-M","3-L","4-L"
"119",119,179782.695098109,17592.7311166648,13384.3921939006,52079.2468908122,262839.065299487,1561,58,2775,1983,1943,6,6.4,"1-M","2-M","3-L","4-M"
"120",120,180468.141470455,16903.0188869571,13394.0229863342,52139.1126030362,262904.295946782,1562,34,2779,1986,1944,6,6.4,"1-M","2-M","3-L","4-H"
"121",121,107209.122391587,36234.1457017637,13670.2227967576,53584.0998642947,210697.590754403,809,346,2434,2024,1984,6,6.4,"1-M","2-M","3-M","4-L"
"122",122,108011.988848728,34521.4366847702,13682.1653288247,53644.6038427092,209860.194705032,799,329,2441,2026,1985,6,6.4,"1-M","2-M","3-M","4-M"
"123",123,108296.137973879,33657.2884512377,13690.2157377174,53711.3699823218,209355.012145156,794,320,2448,2028,1986,6,6.4,"1-M","2-M","3-M","4-H"
"124",124,59004.2099183329,68197.6016815011,13940.8077039378,54978.4903818099,196121.109685582,607,705,1889,2071,2017,6,6.4,"1-M","2-M","3-H","4-L"
"125",125,59369.8456761094,66320.0484702701,13950.9489518614,55044.3276216907,194685.170719932,575,683,1896,2072,2020,6,6.4,"1-M","2-M","3-H","4-M"
"126",126,59733.1723178375,64557.5107563783,13960.7616754355,55108.5198039674,193359.964553619,552,656,1904,2073,2022,6,6.4,"1-M","2-M","3-H","4-H"
"127",127,121955.686707803,26399.8331365483,13717.4657954001,53821.3345778037,215894.320217555,871,227,2545,2030,1987,6,6.4,"1-M","2-H","3-L","4-L"
"128",128,122495.731689161,25323.8501231923,13727.8401694601,53887.1611707978,215434.583152611,864,208,2559,2034,1988,6,6.4,"1-M","2-H","3-L","4-M"
"129",129,123024.350023934,24320.8086294078,13737.8877553377,53951.470904982,215034.517313661,859,193,2565,2039,1989,6,6.4,"1-M","2-H","3-L","4-H"
"130",130,67889.2518207566,55272.817652481,14034.8377096344,55421.6276142569,192618.534797129,534,564,2007,2079,2032,6,6.4,"1-M","2-H","3-M","4-L"
"131",131,68241.234172147,53595.2844571417,14045.4017158422,55490.331198534,191372.251543665,507,539,2015,2081,2033,6,6.4,"1-M","2-H","3-M","4-M"
"132",132,68592.3896909927,52022.9460229026,14055.6223037069,55557.3017406014,190228.259758204,492,521,2029,2083,2034,6,6.4,"1-M","2-H","3-M","4-H"
"133",133,34592.6329999496,94810.8099911838,14310.9999174167,56859.824845292,200574.267753842,687,957,1371,2122,2062,6,6.4,"1-M","2-H","3-H","4-L"
"134",134,34744.5025917582,92567.7398596891,14321.6765363247,56930.5365584026,198564.455546175,647,929,1378,2123,2064,6,6.4,"1-M","2-H","3-H","4-M"
"135",135,34906.5183800493,90459.994741048,14331.9973481871,56999.3470996071,196697.857568891,616,899,1382,2124,2067,6,6.4,"1-M","2-H","3-H","4-H"
"136",136,261171.058327978,20611.6764232748,7885.94469146584,28734.9786235864,318403.658066306,1952,132,2893,1191,1138,6,6.4,"1-H","2-L","3-L","4-L"
"137",137,261993.667313959,20229.7379211247,7888.07905558197,28724.9537194152,318836.438010081,1954,125,2894,1190,1139,6,6.4,"1-H","2-L","3-L","4-M"
"138",138,262787.149011053,19883.0317379276,7890.35119207618,28717.5479335135,319278.079874571,1956,119,2895,1189,1140,6,6.4,"1-H","2-L","3-L","4-H"
"139",139,168532.284765381,21679.745247456,8152.95143987284,29890.2967246486,228255.278177359,1044,147,2756,1246,1189,6,6.4,"1-H","2-L","3-M","4-L"
"140",140,169245.459656728,20762.3442686911,8156.01214213421,29889.8552355702,228053.671303124,1041,135,2759,1245,1190,6,6.4,"1-H","2-L","3-M","4-M"
"141",141,169936.39099553,19909.0835170968,8159.15583520701,29891.4886181671,227896.118966001,1038,120,2760,1248,1191,6,6.4,"1-H","2-L","3-M","4-H"
"142",142,104658.259525489,40837.8690199544,8402.46756629978,31006.1380954218,184904.734207165,388,403,2408,1300,1240,6,6.4,"1-H","2-L","3-H","4-L"
"143",143,105232.27520919,39396.9967829817,8406.28722187387,31013.6710900992,184049.230304145,374,385,2413,1301,1241,6,6.4,"1-H","2-L","3-H","4-M"
"144",144,105792.158488874,38048.1725158076,8410.14389924933,31022.81460039,183273.289504321,362,371,2417,1302,1243,6,6.4,"1-H","2-L","3-H","4-H"
"145",145,192950.09544358,17982.7932586135,8180.44554144967,30028.5261626943,249141.860406338,1400,70,2809,1252,1195,6,6.4,"1-H","2-M","3-L","4-L"
"146",146,193679.703136202,17311.8404251213,8183.67449653629,30028.7086226495,249203.926680509,1402,48,2810,1253,1197,6,6.4,"1-H","2-M","3-L","4-M"
"147",147,194386.573001736,16692.153153009,8186.98963568458,30031.0333067071,249296.749097136,1404,25,2813,1254,1199,6,6.4,"1-H","2-M","3-L","4-H"
"148",148,118709.863344423,31645.7364351493,8454.39612644041,31249.7355835313,190059.731489544,489,297,2508,1311,1248,6,6.4,"1-H","2-M","3-M","4-L"
"149",149,119291.109304634,30410.2256195369,8458.48680970904,31258.8731324484,189418.694866329,473,276,2514,1313,1250,6,6.4,"1-H","2-M","3-M","4-M"
"150",150,119858.345142664,29256.3844879516,8462.61122442541,31269.6293445424,188846.970199583,455,260,2519,1314,1251,6,6.4,"1-H","2-M","3-M","4-H"
"151",151,69476.7471330068,58617.8008618484,8707.25195656517,32413.0048658895,169214.80481731,160,599,2050,1360,1300,6,6.4,"1-H","2-M","3-H","4-L"
"152",152,69898.0605153283,56859.2343991195,8712.06898993635,32429.6443027443,167899.008207128,136,587,2059,1361,1301,6,6.4,"1-H","2-M","3-H","4-M"
"153",153,70314.4784722928,55210.4283249653,8716.8762022952,32447.4661877051,166689.249187258,119,563,2065,1362,1302,6,6.4,"1-H","2-M","3-H","4-H"
"154",154,135338.943262884,23282.5437299845,8501.45442622425,31486.4195304023,198609.360949495,652,177,2609,1318,1259,6,6.4,"1-H","2-H","3-L","4-L"
"155",155,135979.539653682,22462.9969961866,8508.97123972673,31500.5703783732,198452.078267969,644,164,2617,1319,1262,6,6.4,"1-H","2-H","3-L","4-M"
"156",156,136499.644844554,21383.3572777793,8510.23540957964,31509.4981428104,197902.735674724,637,142,2625,1320,1263,6,6.4,"1-H","2-H","3-L","4-H"
"157",157,78891.1837861616,47254.0018724974,8797.12663990928,32799.5735634947,167741.885862063,132,482,2157,1384,1316,6,6.4,"1-H","2-H","3-M","4-L"
"158",158,79301.3455557468,45691.9686695891,8802.32175417426,32818.7512464151,166614.387225925,114,459,2162,1385,1319,6,6.4,"1-H","2-H","3-M","4-M"
"159",159,79707.9540373392,44229.9806311613,8807.49845439511,32839.0725236838,165584.505646579,95,434,2165,1386,1320,6,6.4,"1-H","2-H","3-M","4-H"
"160",160,42738.5685380035,82014.4996975437,9057.62693791053,34016.4505145236,167827.145687981,133,838,1576,1420,1363,6,6.4,"1-H","2-H","3-H","4-L"
"161",161,42959.5852356133,79908.6377667092,9063.45159152372,34042.230112963,165973.904706809,99,822,1584,1424,1364,6,6.4,"1-H","2-H","3-H","4-M"
"162",162,43187.5031780955,77931.9655706429,9069.21724037934,34068.7444557233,164257.430444841,74,790,1586,1427,1365,6,6.4,"1-H","2-H","3-H","4-H"
"163",163,180944.970536734,20223.6455475639,19307.5159702073,79021.0428768619,299497.174931367,1848,124,2785,2695,2698,6,6.8,"1-L","2-L","3-L","4-L"
"164",164,181640.283404747,19396.3762210787,19319.1924914044,79104.5044003006,299460.356517531,1847,107,2788,2696,2701,6,6.8,"1-L","2-L","3-L","4-M"
"165",165,182313.488773372,18625.4395546284,19330.4331324722,79185.2910170565,299454.652477529,1846,88,2790,2698,2704,6,6.8,"1-L","2-L","3-L","4-H"
"166",166,98211.3555012144,48289.3167395311,19594.2435249543,80603.9899221987,246698.905687898,1360,493,2383,2725,2728,6,6.8,"1-L","2-L","3-M","4-L"
"167",167,99022.8346868857,46225.0335541826,19606.9868755104,80680.357306089,245535.212422668,1344,470,2390,2727,2729,6,6.8,"1-L","2-L","3-M","4-M"
"168",168,99240.0569548711,45307.1736251156,19617.0515913219,80768.9309977629,244933.213169071,1330,451,2391,2730,2730,6,6.8,"1-L","2-L","3-M","4-H"
"169",169,47178.0239834511,95120.8721850896,19849.6110283641,82058.7035825321,244207.210779437,1320,964,1669,2754,2755,6,6.8,"1-L","2-L","3-H","4-L"
"170",170,47480.1113949265,92902.32219767,19860.9593320782,82141.3602259386,242384.753150613,1292,940,1679,2756,2756,6,6.8,"1-L","2-L","3-H","4-M"
"171",171,47781.8913046597,90811.61883638,19871.8796858817,82221.2691862212,240686.659013143,1267,904,1686,2757,2757,6,6.8,"1-L","2-L","3-H","4-H"
"172",172,119222.615556816,32889.4589517859,19621.5441034629,80753.5743341295,252487.192946194,1437,311,2513,2728,2731,6,6.8,"1-L","2-M","3-L","4-L"
