"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
515,4831.09773074396,16419.1474756691,25283.818276161,27083.7012401282,73617.7647227023,234858420.616722,10691722.0312247,245550142.647946,0.0404684609704253,0.0171894575422599,6,10,8,35,1.2,14,22,60,17,66,635,544,306,10
531,4833.45771891,16420.6091075168,25185.5797109623,26941.8750361643,73381.5215735534,235963947.275384,10613314.9496514,246577262.225035,0.0405112480199986,0.0171894575422599,6,10,8,35,1.5,14,22,60,17,62,636,546,305,7
1287,5438.30479718203,20543.4312521933,25263.1255082126,30439.2291145038,81684.0906720917,245486457.416791,11329791.4778634,256816248.894654,0.041318566604398,0.0172722063928782,7,9,8,35,1.2,14,30,60,17,170,783,673,351,9
1303,5439.971938951,20543.9590002769,25169.1143608474,30307.9142208944,81460.9595209697,246628879.297565,11310876.0097407,257939755.307306,0.0413615823993638,0.0172722063928782,7,9,8,35,1.5,14,30,60,17,165,784,674,349,6
3719,5386.0131595472,20744.3586955556,25236.8246220949,28870.2280767965,80237.4245539942,246068745.354378,12145955.8961142,258214701.250492,0.0412484595765681,0.0183811246396202,10,7,8,35,1.2,14,30,60,17,159,785,666,338,8
3735,5387.57640184613,20744.7382932733,25157.7841166151,28755.628070053,80045.7268817875,247207898.537378,12123493.3450084,259331391.882386,0.0412912557238674,0.0183811246396202,10,7,8,35,1.5,14,30,60,17,157,787,668,333,5
4611,4234.48742281866,13599.9327342359,24999.1382394653,34065.1896111587,76898.7480076786,237128974.63126,11314190.7529958,248443165.384256,0.0405635205511747,0.0179331606542588,11,7,8,35,1.2,14,22,60,17,113,479,337,397,2
4619,3637.16179538737,8826.99439457949,25106.2670963758,28910.7105658115,66481.1338521541,235378701.566487,11290147.0845419,246668848.651029,0.0404230143212825,0.0180000994407896,11,7,8,35,1.2,17,22,60,17,9,21,27,339,4
4627,4237.11374685636,13601.8795221599,24895.693589954,33915.3494464913,76650.0363054615,238240505.564486,11241233.2970434,249481738.861529,0.0406062099114324,0.0179331606542588,11,7,8,35,1.5,14,22,60,17,109,480,339,393,1
4635,3641.93860632136,8831.86008077608,25013.9669767144,28774.167568572,66261.9332323839,236485688.623602,11207716.5543916,247693405.177993,0.0404629738301477,0.0180000994407896,11,7,8,35,1.5,17,22,60,17,7,23,29,335,3
