"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
4555,8991.64142470653,26092.7717499328,383737.192995469,136829.374834426,332824216.027748,31954057.130437,11,6,12,35,1.2,17,22,60,17,0.529756981110119,0.0287915873755937,3494,750
4556,8989.21962021708,26052.89178251,373884.956993178,134749.514953704,333493344.835298,31772975.6622454,11,6,12,35,1.2,17,22,60,20,0.531297599007708,0.0261554907693536,3515,679
4557,9013.67439417914,26095.7259841594,449285.225387328,142864.89602326,334785539.501795,31056656.1850118,11,6,12,35,1.2,17,30,40,17,0.534272778387093,0.0157276575858913,3547,343
4558,9011.22023069174,26054.3029732335,438576.857060385,140314.91009583,335501949.644235,30866728.4028716,11,6,12,35,1.2,17,30,40,20,0.535922257941709,0.012962780611288,3566,238
4559,9511.37630766751,28062.2722407713,313523.286260898,110531.367836294,349317997.707356,32649731.4340497,11,6,12,35,1.2,17,30,60,17,0.567732651814804,0.038918878086871,3930,985
4560,9509.58627153863,28029.6936137708,305093.323413344,109089.573784151,349972944.45598,32525492.7684173,11,6,12,35,1.2,17,30,60,20,0.569240616606507,0.0371102715623704,3948,950
4561,12486.9582881444,38424.1205693484,519063.630509411,170336.118129037,320857721.430731,30760247.3694983,11,6,12,35,1.5,14,22,40,17,0.502205042620017,0.0114126811256396,3253,187
4562,12487.4179829292,38412.8279649904,506676.112451085,167053.546245628,321610739.465128,30515836.8918696,11,6,12,35,1.5,14,22,40,20,0.503938809045717,0.00785467136881266,3266,87
4563,13035.5985507699,41054.842887852,358837.075258702,126501.086816725,336939121.463326,31632061.3843215,11,6,12,35,1.5,14,22,60,17,0.53923123612561,0.024104128730402,3608,624
4564,13036.3736783968,41048.7430256817,349093.281208931,124564.128778311,337632212.279665,31469693.0810611,11,6,12,35,1.5,14,22,60,20,0.540827024715576,0.021740449346421,3626,558
4565,13072.1594829286,41113.1110407385,423580.476136819,131907.345245529,338779429.475371,30700171.960004,11,6,12,35,1.5,14,30,40,17,0.543468404557821,0.0105381323125125,3664,161
4566,13073.0924438714,41107.3609038745,412948.706701882,129494.069593897,339521623.203088,30525969.8931531,11,6,12,35,1.5,14,30,40,20,0.545177248845345,0.00800218271031691,3683,93
4567,13637.1900951741,43899.4915211411,290589.031808748,102318.056841359,353775219.932765,32558492.8607262,11,6,12,35,1.5,14,30,60,17,0.577995065055003,0.0375906709771202,4032,959
4568,13638.3780904307,43898.1898355614,282279.82134773,101028.296646021,354454087.774484,32450942.3497313,11,6,12,35,1.5,14,30,60,20,0.579558106333825,0.0360250025524907,4047,920
4569,8521.09667924949,24385.5899275556,546177.800812666,183239.820505934,319044124.454167,30718628.5288617,11,6,12,35,1.5,17,22,40,17,0.498029374303868,0.0108068141329909,3224,169
4570,8515.82977452422,24310.9117531114,533762.328760637,179825.226353632,319849451.495399,30295063.4131184,11,6,12,35,1.5,17,22,40,20,0.49988357821668,0.00464075763210725,3237,32
4571,8992.33160080828,26097.1780872717,384124.596903074,136966.296693552,334689677.991306,31456095.9595969,11,6,12,35,1.5,17,22,60,17,0.534052064591657,0.0215425090154512,3544,549
4572,8989.89616196891,26057.2179070967,374253.892856514,134866.646053258,335366284.69943,31289009.7073495,11,6,12,35,1.5,17,22,60,20,0.535609899783332,0.0191101480074615,3564,473
