"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
65,23798.6704401141,97538.9200993987,1015737.79684265,442769.757774548,308683496.479456,32508925.0827552,6,6,12,35,1.2,14,22,40,17,0.474174820878572,0.0368690871916935,3139,946,0.553237747777035,0.952672712914425,0.394929162902869,0.977841770176969,0.719670348442824,1969,1891,1957,1916,1966
66,23802.8984502991,97573.0602404109,1003932.17891525,438131.065360127,309157133.641586,32295110.3287029,6,6,12,35,1.2,14,22,40,20,0.475265334215775,0.0337564752101924,3140,868,0.553471105689235,0.952874421705339,0.390319405166422,0.966012364819549,0.715669324345136,1967,1893,1958,1913,1964
67,24287.5531913522,100534.764070364,847977.829435365,376065.980749392,318526289.361394,32182600.5504443,6,6,12,35,1.2,14,22,60,17,0.496837098612066,0.032118612166568,3216,832,0.573715223077823,0.975996201821894,0.328641462680266,0.809743779083842,0.672024166665956,1961,1904,1960,1872,1939
68,24291.5911833731,100567.895123942,837844.779880171,372368.472304078,318960803.041261,32010705.9543187,6,6,12,35,1.2,14,22,60,20,0.497837533123923,0.0296162536093788,3222,766,0.573941683580409,0.976188845276524,0.324967018108692,0.799590312197788,0.668671964790854,1959,1908,1962,1866,1937
69,24293.4386649582,100514.93438952,920909.803509075,389494.521080454,319904126.154563,32319184.8982739,6,6,12,35,1.2,14,30,40,17,0.500009462437332,0.0341069411732564,3239,876,0.573579681372829,0.976276984439027,0.341986240076558,0.88282270558651,0.693666402868731,1965,1902,1964,1887,1955
70,24297.7188596699,100549.918790657,910127.266084022,385418.598731071,320366578.720853,32137490.8046838,6,6,12,35,1.2,14,30,40,20,0.501074224098126,0.031461926262179,3248,818,0.573818810051477,0.976481182835531,0.337935742025681,0.872018442161509,0.690063544268549,1963,1906,1966,1882,1951
71,24786.6150036996,103518.558816353,770681.263951646,332766.141697387,329606620.262963,32567408.5390871,6,6,12,35,1.2,14,30,60,17,0.522348712976235,0.0377204611191163,3415,964,0.594110338379479,0.999805310682757,0.285611714159671,0.732291466848548,0.652954707517614,1957,1914,1968,1824,1909
72,24790.6958789678,103552.412170145,761402.263348772,329514.380403806,330030023.325209,32422745.0725353,6,6,12,35,1.2,14,30,60,20,0.523323566140872,0.0356145202018463,3423,911,0.594341736016617,1,0.282380236311827,0.722993769759061,0.649928935521876,1955,1916,1970,1813,1905
73,19132.7876432708,74845.6270659342,1037536.89181072,456321.623546622,307778797.380588,32465124.4463006,6,6,12,35,1.2,17,22,40,17,0.472091820404041,0.0362314586686756,3137,926,0.398122410633308,0.730074011323672,0.40839649647556,0.999684788677829,0.634069426777592,1953,1796,1896,1924,1969
74,19136.1598358087,74870.1505988455,1025827.94406609,451686.730186547,308242811.261291,32253760.9348869,6,6,12,35,1.2,17,22,40,20,0.473160176871847,0.0331545306942949,3138,847,0.398290036198707,0.730234890992775,0.403790514096174,0.987952248286309,0.630066922393491,1951,1798,1898,1921,1967
75,19646.645973433,77802.9890584488,872078.991351923,389864.94196614,317740067.997848,32264448.5451134,6,6,12,35,1.2,17,22,60,17,0.49502688406073,0.0333101157650831,3204,853,0.418336850285081,0.754589028540365,0.342354350395367,0.833893503024524,0.587293433061334,1937,1820,1912,1890,1945
76,19649.9648175509,77827.9914300159,862002.222340323,386153.478077155,318165631.205603,32094271.2095985,6,6,12,35,1.2,17,22,60,20,0.496006710795171,0.0308327562589462,3209,797,0.418507748853627,0.754747363077171,0.338666037429712,0.823796430083116,0.583929394860906,1935,1822,1914,1884,1943
77,19641.7630806829,77760.3931672687,943688.027974337,403228.488386882,318722163.746559,32266631.0092796,6,6,12,35,1.2,17,30,40,17,0.497288084401438,0.0333418870249425,3218,856,0.418045694831723,0.754356076785359,0.35563453929254,0.905646826456676,0.608420784341574,1945,1816,1908,1902,1961
78,19645.281571882,77786.7373333307,932980.306338776,399144.591027985,319174894.121003,32086375.8695627,6,6,12,35,1.2,17,30,40,20,0.498330461459162,0.0307178197097715,3229,793,0.418225764960569,0.754523936032277,0.351576115977705,0.894917529569342,0.604810836634973,1943,1818,1911,1896,1959
79,20153.7691274599,80732.3872295385,794313.714844699,346278.716139463,328203664.357769,32475039.2751266,6,6,12,35,1.2,17,30,60,17,0.5191185143169,0.0363757939608544,3384,935,0.438360148986892,0.778782725756543,0.2990400014891,0.755971535348351,0.568038602895222,1929,1838,1924,1850,1915
80,20157.2078804617,80758.9067474656,785081.259555382,343006.088736366,328617975.002475,32330803.9997651,6,6,12,35,1.2,17,30,60,20,0.520072432885632,0.0342760864442455,3392,882,0.438541417697347,0.778946780874644,0.295787787687849,0.746720477357719,0.56499911590439,1927,1842,1926,1842,1911
81,23791.6327885126,97547.4109530042,1015714.28387146,443109.585221009,310460149.603623,31774041.3615213,6,6,12,35,1.5,14,22,40,17,0.47826542880042,0.0261710047050008,3145,680,0.553295785260519,0.952336962494421,0.395266870614532,0.977818209828921,0.719679457049598,1970,1892,1955,1917,1965
