measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,KwaZulu-Natal,Female,20-24 years,All causes,Number,1995,1652.852007,2350.065775,1223.574932
Deaths,KwaZulu-Natal,Male,20-24 years,All causes,Rate,1995,514.3506011,567.5442432,469.5205551
Deaths,KwaZulu-Natal,Female,20-24 years,All causes,Rate,1995,365.2779571,519.3612142,270.4083303
Deaths,KwaZulu-Natal,Male,25-29 years,All causes,Number,1995,3402.167538,3837.746955,3106.71112
Deaths,KwaZulu-Natal,Female,25-29 years,All causes,Number,1995,2331.412075,3246.399713,1789.898304
Deaths,KwaZulu-Natal,Male,25-29 years,All causes,Rate,1995,1017.449951,1147.714041,929.0909522
Deaths,KwaZulu-Natal,Female,25-29 years,All causes,Rate,1995,590.0637236,821.6405515,453.0104606
Deaths,KwaZulu-Natal,Male,30-34 years,All causes,Number,1995,3877.390436,4449.907686,3486.534611
Deaths,KwaZulu-Natal,Female,30-34 years,All causes,Number,1995,2181.179876,2906.127986,1751.391461
Deaths,KwaZulu-Natal,Male,30-34 years,All causes,Rate,1995,1405.497734,1613.026924,1263.818172
Deaths,KwaZulu-Natal,Female,30-34 years,All causes,Rate,1995,656.0352881,874.078535,526.7674685
Deaths,KwaZulu-Natal,Male,35-39 years,All causes,Number,1995,3480.994451,4232.944893,3064.293094
Deaths,KwaZulu-Natal,Female,35-39 years,All causes,Number,1995,1689.6057,2289.327198,1365.353591
Deaths,KwaZulu-Natal,Male,35-39 years,All causes,Rate,1995,1489.87234,1811.70858,1311.523355
Deaths,KwaZulu-Natal,Female,35-39 years,All causes,Rate,1995,609.5218645,825.870191,492.548567
Deaths,KwaZulu-Natal,Male,40-44 years,All causes,Number,1995,3022.462042,3532.303479,2665.783509
Deaths,KwaZulu-Natal,Female,40-44 years,All causes,Number,1995,1287.25204,1739.894191,1038.695956
Deaths,KwaZulu-Natal,Male,40-44 years,All causes,Rate,1995,1553.574894,1815.638352,1370.238658
Deaths,KwaZulu-Natal,Female,40-44 years,All causes,Rate,1995,578.5282372,781.9586903,466.8199559
Deaths,KwaZulu-Natal,Male,45-49 years,All causes,Number,1995,2731.15694,3110.325999,2408.889597
