measure,location,sex_id,age_id,cause,metric,year,val,upper,lower
1,485,2,11,294,3,2012,1316.702344,1701.454049,1076.622236
1,485,1,12,294,3,2012,2015.029597,2567.67724,1720.890938
1,485,2,12,294,3,2012,1419.289196,1817.823366,1179.472326
1,485,1,13,294,3,2012,2241.035526,2801.229774,1884.896387
1,485,2,13,294,3,2012,1360.215789,1683.716849,1147.319336
1,485,1,14,294,3,2012,2448.528963,3004.588854,2081.582122
1,485,2,14,294,3,2012,1359.390816,1626.600828,1178.439244
1,485,1,15,294,3,2012,2655.344848,3068.59378,2365.102938
1,485,2,15,294,3,2012,1426.994897,1643.15243,1277.26712
1,485,1,16,294,3,2012,3089.193778,3410.795843,2846.561043
1,485,2,16,294,3,2012,1591.893936,1765.111494,1472.616767
1,485,1,8,294,3,2014,218.9292605,250.0908578,195.2330106
1,485,2,8,294,3,2014,214.6695959,291.438288,180.064048
1,485,1,9,294,3,2014,430.9897083,476.0310403,401.6860528
1,485,2,9,294,3,2014,418.0143917,592.6829379,335.9486651
1,485,1,10,294,3,2014,773.7370315,930.0482481,703.911857
1,485,2,10,294,3,2014,714.4549943,1008.915616,565.3613353
1,485,1,11,294,3,2014,1201.274444,1489.431962,1055.053891
1,485,2,11,294,3,2014,980.2642567,1341.141611,782.3411038
1,485,1,12,294,3,2014,1555.597388,2021.69832,1328.309306
1,485,2,12,294,3,2014,1081.630727,1488.184007,877.9132983
1,485,1,13,294,3,2014,1825.159303,2315.861977,1550.674603
1,485,2,13,294,3,2014,1132.999411,1461.346898,948.3520365
1,485,1,14,294,3,2014,2034.858807,2512.051791,1749.353503
1,485,2,14,294,3,2014,1180.173512,1434.180044,1030.842962
1,485,1,15,294,3,2014,2436.224626,2796.758551,2174.340771
1,485,2,15,294,3,2014,1307.747765,1510.417413,1174.613693
1,485,1,16,294,3,2014,2791.182484,3074.117808,2565.194966
1,485,2,16,294,3,2014,1497.475533,1664.401401,1381.703847
1,485,1,8,294,3,2016,227.4156953,269.7682485,197.3645249
1,485,2,8,294,3,2016,213.2248103,297.1526383,171.7825904
1,485,1,9,294,3,2016,428.8883574,478.3385257,396.0808604
1,485,2,9,294,3,2016,389.65351,560.2143845,305.5939036
1,485,1,10,294,3,2016,720.6812113,878.5085544,648.4310622
1,485,2,10,294,3,2016,626.6463327,902.9578711,481.3480894
1,485,1,11,294,3,2016,1090.059145,1397.318481,935.1248481
1,485,2,11,294,3,2016,845.3284713,1195.983903,650.8999498
1,485,1,12,294,3,2016,1379.901311,1874.784249,1136.406575
1,485,2,12,294,3,2016,974.4311406,1364.153146,763.4127859
1,485,1,13,294,3,2016,1695.489584,2232.45582,1398.664477
1,485,2,13,294,3,2016,1060.740188,1396.224346,866.2480908
1,485,1,14,294,3,2016,1912.880486,2457.298437,1591.262336
1,485,2,14,294,3,2016,1132.510345,1378.619321,969.4605197
1,485,1,15,294,3,2016,2421.11093,2834.464794,2122.252924
1,485,2,15,294,3,2016,1321.854966,1513.510442,1172.358001
1,485,1,16,294,3,2016,2804.443608,3132.413839,2547.62844
1,485,2,16,294,3,2016,1494.245783,1664.438114,1365.422378
1,485,1,8,294,3,2015,221.4994019,257.0387755,194.6689207
1,485,2,8,294,3,2015,210.6214002,294.0741978,173.4151596
1,485,1,9,294,3,2015,428.940859,476.3793479,400.5988495
1,485,2,9,294,3,2015,398.0873202,571.5211738,315.629497
1,485,1,10,294,3,2015,737.5157328,890.7985801,671.5338611
1,485,2,10,294,3,2015,659.1340124,940.2219097,511.6532571
1,485,1,11,294,3,2015,1125.403113,1421.21553,981.3394821
1,485,2,11,294,3,2015,896.3692924,1250.974044,699.1233032
1,485,1,12,294,3,2015,1442.229179,1920.938782,1216.871235
1,485,2,12,294,3,2015,1015.684214,1405.833863,816.3925897
1,485,1,13,294,3,2015,1726.571926,2217.103807,1452.860687
1,485,2,13,294,3,2015,1088.854886,1411.45299,908.7131545
1,485,1,14,294,3,2015,1950.892564,2441.695042,1665.904479
1,485,2,14,294,3,2015,1156.530175,1408.626887,1008.371877
1,485,1,15,294,3,2015,2416.473898,2799.709513,2159.525784
1,485,2,15,294,3,2015,1319.177524,1513.769303,1190.414176
1,485,1,16,294,3,2015,2766.005127,3071.72662,2545.711484
1,485,2,16,294,3,2015,1501.794248,1657.718823,1389.022407
1,485,1,8,294,3,2017,221.2809656,262.3426075,186.533095
1,485,2,8,294,3,2017,204.323652,277.9051996,167.9959472
1,485,1,9,294,3,2017,424.5666703,475.8486791,386.7394786
1,485,2,9,294,3,2017,373.7458065,522.9790007,295.387227
1,485,1,10,294,3,2017,715.5542302,865.166987,639.6334587
1,485,2,10,294,3,2017,589.3307541,829.9292949,457.1428375
1,485,1,11,294,3,2017,1079.622177,1373.866748,925.5471774
1,485,2,11,294,3,2017,792.7174309,1085.061648,620.7078424
1,485,1,12,294,3,2017,1349.186302,1805.816702,1110.677116
1,485,2,12,294,3,2017,912.2949194,1224.003259,728.0822488
1,485,1,13,294,3,2017,1664.184389,2189.855549,1362.518975
1,485,2,13,294,3,2017,1001.2548,1270.436614,822.6375663
1,485,1,14,294,3,2017,1873.599381,2385.376208,1536.048387
1,485,2,14,294,3,2017,1069.58071,1282.923912,908.6369196
1,485,1,15,294,3,2017,2383.121395,2820.926182,2054.366798
1,485,2,15,294,3,2017,1262.587022,1450.393731,1109.939485
1,485,1,16,294,3,2017,2771.174492,3162.915165,2464.754158
1,485,2,16,294,3,2017,1430.310951,1601.026405,1286.816769
1,485,1,8,294,3,2018,190.7443886,225.2497354,161.3339183
1,485,2,8,294,3,2018,181.2852763,234.5444717,152.0695345
1,485,1,9,294,3,2018,391.8061022,443.75567,348.4034015
1,485,2,9,294,3,2018,348.3911923,460.5449466,283.7580503
1,485,1,10,294,3,2018,724.4715617,846.349594,645.4703914
1,485,2,10,294,3,2018,575.9165907,758.4400568,460.2423046
1,485,1,11,294,3,2018,1121.509987,1344.704073,976.5255334
1,485,2,11,294,3,2018,782.399611,996.5856035,636.6107209
1,485,1,12,294,3,2018,1374.020352,1728.644024,1155.202017
1,485,2,12,294,3,2018,867.3765594,1087.228412,704.7715163
1,485,1,13,294,3,2018,1579.582532,1939.2117,1306.294776
1,485,2,13,294,3,2018,922.4065196,1124.201549,766.3027078
1,485,1,14,294,3,2018,1726.493803,2144.088861,1421.527639
1,485,2,14,294,3,2018,963.02902,1136.068686,819.2447659
1,485,1,15,294,3,2018,2107.683975,2505.385163,1774.554703
1,485,2,15,294,3,2018,1099.668613,1253.717202,951.5376712
1,485,1,16,294,3,2018,2432.492585,2790.291897,2096.215765
1,485,2,16,294,3,2018,1255.392161,1408.42058,1104.788019
