measure,location,sex_id,age_id,cause,metric,year,val,upper,lower
1,485,1,16,294,3,2007,3968.460139,4336.170353,3672.554048
1,485,2,16,294,3,2007,2337.695958,2606.946297,2099.963558
1,485,1,8,294,3,2008,227.9031555,248.3220197,214.9563224
1,485,2,8,294,3,2008,238.304916,313.7255855,201.4171696
1,485,1,9,294,3,2008,574.2392716,632.5234362,544.6260348
1,485,2,9,294,3,2008,855.368722,1120.302889,711.3787989
1,485,1,10,294,3,2008,1350.911895,1587.005419,1238.380104
1,485,2,10,294,3,2008,1859.973177,2366.788492,1548.498997
1,485,1,11,294,3,2008,2570.404928,3053.127186,2309.021894
1,485,2,11,294,3,2008,2598.906105,3118.865655,2220.603584
1,485,1,12,294,3,2008,3292.367936,4100.259442,2841.812269
1,485,2,12,294,3,2008,2513.681912,3114.974759,2139.358021
1,485,1,13,294,3,2008,3317.669749,4112.277761,2802.062757
1,485,2,13,294,3,2008,2154.922155,2604.767091,1834.483623
1,485,1,14,294,3,2008,3336.225675,4007.314477,2876.571467
1,485,2,14,294,3,2008,1982.302292,2363.541022,1699.399185
1,485,1,15,294,3,2008,3293.450973,3744.52519,2975.812184
1,485,2,15,294,3,2008,1894.1417,2170.506408,1672.390182
1,485,1,16,294,3,2008,3831.825147,4172.670331,3609.214324
1,485,2,16,294,3,2008,2214.156956,2431.543128,2045.493378
1,485,1,8,294,3,2009,226.1994058,247.2122983,212.4059991
1,485,2,8,294,3,2009,235.7031455,309.4481606,200.9855088
1,485,1,9,294,3,2009,532.3070921,588.9572305,504.2108138
1,485,2,9,294,3,2009,770.4558871,1014.042793,648.3557223
1,485,1,10,294,3,2009,1237.568156,1454.974414,1133.4726
1,485,2,10,294,3,2009,1616.825569,2083.110497,1355.273848
1,485,1,11,294,3,2009,2313.429471,2740.91378,2081.467483
1,485,2,11,294,3,2009,2266.073241,2783.084617,1941.04826
1,485,1,12,294,3,2009,3026.750558,3788.412914,2635.565533
1,485,2,12,294,3,2009,2251.583411,2831.501964,1919.87907
1,485,1,13,294,3,2009,3105.956021,3838.89094,2653.650643
1,485,2,13,294,3,2009,1970.061039,2409.978763,1695.851468
1,485,1,14,294,3,2009,3183.734105,3824.692869,2751.449943
1,485,2,14,294,3,2009,1833.256504,2174.264355,1602.299433
1,485,1,15,294,3,2009,3146.738201,3592.60748,2846.216042
1,485,2,15,294,3,2009,1765.077701,2014.913309,1583.959697
1,485,1,16,294,3,2009,3653.137926,3981.411852,3445.296655
1,485,2,16,294,3,2009,2031.930581,2230.207862,1887.639818
1,485,1,8,294,3,2010,225.030082,248.8226914,208.9211776
1,485,2,8,294,3,2010,238.8296016,314.2719719,205.8118238
1,485,1,9,294,3,2010,489.2165825,544.7541777,458.7815754
1,485,2,9,294,3,2010,686.8848251,918.323207,579.037964
1,485,1,10,294,3,2010,1109.912986,1317.868509,1012.905096
1,485,2,10,294,3,2010,1405.662051,1825.735896,1173.884198
1,485,1,11,294,3,2010,2004.209299,2411.498161,1786.37921
1,485,2,11,294,3,2010,1939.149234,2423.979331,1633.204851
1,485,1,12,294,3,2010,2655.488338,3375.964371,2287.857384
1,485,2,12,294,3,2010,1994.210936,2536.249965,1683.367418
1,485,1,13,294,3,2010,2826.277473,3535.055111,2391.626287
1,485,2,13,294,3,2010,1780.065536,2205.982901,1515.801409
1,485,1,14,294,3,2010,3015.487223,3598.922156,2598.065156
1,485,2,14,294,3,2010,1689.374926,2021.903507,1463.196222
1,485,1,15,294,3,2010,2987.540015,3401.766748,2680.109477
1,485,2,15,294,3,2010,1643.155969,1887.787615,1462.415206
1,485,1,16,294,3,2010,3442.873917,3760.922144,3209.849956
1,485,2,16,294,3,2010,1836.25346,2034.742438,1691.556995
1,485,1,8,294,3,2011,220.8971672,247.1439925,201.9854254
1,485,2,8,294,3,2011,235.5804852,311.1867555,201.2900297
1,485,1,9,294,3,2011,449.5923972,502.8719132,420.1325846
1,485,2,9,294,3,2011,597.2124725,799.5285177,496.7575767
1,485,1,10,294,3,2011,1001.527551,1193.407179,910.7021594
1,485,2,10,294,3,2011,1169.863466,1537.167942,963.44398
1,485,1,11,294,3,2011,1701.867372,2075.195403,1496.992978
1,485,2,11,294,3,2011,1604.188261,2052.309341,1326.478324
1,485,1,12,294,3,2011,2317.605068,2952.118702,1976.60486
1,485,2,12,294,3,2011,1708.387045,2203.629516,1426.445035
1,485,1,13,294,3,2011,2525.678574,3143.443158,2114.809965
1,485,2,13,294,3,2011,1564.521497,1953.943393,1322.173866
1,485,1,14,294,3,2011,2764.111896,3365.859871,2358.055777
1,485,2,14,294,3,2011,1531.009212,1824.29899,1324.899418
1,485,1,15,294,3,2011,2835.923089,3258.134649,2527.979435
1,485,2,15,294,3,2011,1546.712331,1787.71206,1373.019342
1,485,1,16,294,3,2011,3285.605791,3622.174858,3040.075987
1,485,2,16,294,3,2011,1714.206701,1908.3186,1568.003475
1,485,1,8,294,3,2013,219.1400203,249.5825753,195.9083209
1,485,2,8,294,3,2013,215.1057941,287.1141558,181.686719
1,485,1,9,294,3,2013,434.457434,482.3003185,405.4291254
1,485,2,9,294,3,2013,457.2383908,628.8768327,373.4254481
1,485,1,10,294,3,2013,837.3148393,996.1203812,760.5562482
1,485,2,10,294,3,2013,811.6870983,1114.71204,653.3282464
1,485,1,11,294,3,2013,1328.987592,1632.304581,1160.332803
1,485,2,11,294,3,2013,1109.257353,1479.246666,896.2474874
1,485,1,12,294,3,2013,1747.854843,2241.765596,1486.733555
1,485,2,12,294,3,2013,1205.459926,1607.366675,991.5057159
1,485,1,13,294,3,2013,2002.390121,2503.487164,1683.548434
1,485,2,13,294,3,2013,1222.54476,1540.811283,1029.042288
1,485,1,14,294,3,2013,2198.448902,2695.15918,1867.346794
1,485,2,14,294,3,2013,1246.809947,1509.067531,1087.363109
1,485,1,15,294,3,2013,2505.569613,2885.020092,2231.240664
1,485,2,15,294,3,2013,1340.905971,1549.323638,1203.098693
1,485,1,16,294,3,2013,2895.656149,3190.968444,2673.435699
1,485,2,16,294,3,2013,1505.702837,1664.405347,1386.843166
1,485,1,8,294,3,2012,218.4987044,245.7731094,197.7702143
1,485,2,8,294,3,2012,225.6112369,297.8553378,192.5852548
1,485,1,9,294,3,2012,433.0710011,484.7792859,403.7118584
1,485,2,9,294,3,2012,515.25524,695.3211004,428.5475193
1,485,1,10,294,3,2012,921.9137192,1101.180868,837.5117729
1,485,2,10,294,3,2012,958.7797364,1276.793406,785.1532397
1,485,1,11,294,3,2012,1488.351817,1821.943297,1302.964629
