"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
5221,6460.97538960717,57896.0019739117,284101.0782613,503754.683112315,344134956.902558,52723016.2969835,396857973.199541,0.0498736408920472,0.0310938837970571,11,11,12,45,1.2,14,30,40,17,0.861698158489009,0.0259274329577038,6037,232
5222,6440.74985134037,57676.0179815568,302493.147180784,518205.496855736,345388276.831169,51475883.2914062,396864160.122575,0.0498785145323819,0.0305900868490016,11,11,12,45,1.2,14,30,40,20,0.865307553329837,0.0217879823033911,6052,171
5223,5862.53602185128,52093.4300768837,531645.311225821,721026.603606455,371318239.050669,48868503.0222942,420186742.072964,0.0517341765811795,0.0284523062598134,11,11,12,45,1.2,14,30,60,17,0.939982398691673,0.0131336351625891,6236,62
5224,5843.75496053238,51892.5863136565,553004.699688772,736376.012821133,372501186.10583,47867245.346961,420368431.452791,0.0517383707092833,0.0279804725770742,11,11,12,45,1.2,14,30,60,20,0.94338912900881,0.00981028735545194,6239,41
5225,16053.9615509675,126273.355649565,136294.959435391,327252.519296777,309375004.856959,62123954.1349153,371498958.991875,0.0478206864349672,0.034354019201924,11,11,12,45,1.2,17,22,40,17,0.761594115844554,0.0571307754322831,5211,944
5226,16019.571146096,125908.59708169,149529.565764735,339814.048188157,310574670.593854,60623822.2601354,371198492.853989,0.047825702320536,0.0338334639892265,11,11,12,45,1.2,17,22,40,20,0.765048993743341,0.0521515776700215,5249,813
5227,14804.3845527108,115612.113431146,324562.684112683,516348.664674371,335893410.331475,55487057.7653444,391380468.09682,0.0497422739821876,0.0315802337819145,11,11,12,45,1.2,17,22,60,17,0.837963599582666,0.03510176577833,5893,396
5228,14772.0794990601,115275.483115994,341515.53112529,530314.085547122,337038919.105897,54256130.4278036,391295049.533701,0.0497469486307856,0.0310923500260311,11,11,12,45,1.2,17,22,60,20,0.841262512626444,0.0310161045457207,5918,318
5229,14715.1429560196,115314.719127342,255970.967093553,468326.928685753,341453389.626703,52854137.3225508,394307526.949254,0.0497305028366161,0.031196137198925,11,11,12,45,1.2,17,30,40,17,0.853975601087779,0.026362646373315,5991,240
5230,14681.2226120031,114963.719186501,273399.114064317,482197.048789279,342682309.068361,51617616.9612236,394299926.029585,0.0497352785845195,0.0306990103537698,11,11,12,45,1.2,17,30,40,20,0.857514725768761,0.0222584209251259,6013,177
5231,13511.4078130514,105128.071004195,484212.181229742,672103.999839253,367593571.625796,49231864.4649893,416825436.090785,0.0515289001441695,0.0286117667696612,11,11,12,45,1.2,17,30,60,17,0.929255851478755,0.0143396947849306,6224,79
5232,13479.7289124105,104805.543002007,504491.346574403,686851.29660919,368756116.789185,48228150.4193852,416984267.20857,0.0515333203270977,0.0281459526805334,11,11,12,45,1.2,17,30,60,20,0.932603827058794,0.0110081938590166,6229,46
5233,7150.30859859309,64250.8640960336,153162.590843429,351715.808161423,312637641.192479,60511992.7949039,373149633.987383,0.0479166382120151,0.033604676708538,11,11,12,45,1.5,14,22,40,17,0.770990074919406,0.0517803962876399,5306,806
5234,7129.57465889594,64020.3616429608,167138.23720144,364766.796646169,313876683.137202,59015425.4153018,372892108.552504,0.0479220260232895,0.0330768023582626,11,11,12,45,1.5,14,22,40,20,0.774558351064037,0.046813029702831,5341,682
5235,6531.37655609589,58243.9098065625,358340.616060735,552928.628770463,340601055.243547,53386559.1789261,393987614.422473,0.0499143072416373,0.0307927732140092,11,11,12,45,1.5,14,22,60,17,0.851520991330928,0.0281298468177639,5979,272
5236,6512.12589403334,58033.3105828249,376189.182271169,567420.038302766,341778677.816166,52178846.7698129,393957524.585979,0.0499187170165847,0.0302989006423097,11,11,12,45,1.5,14,22,60,20,0.854912387845914,0.0241212399572542,6000,204
5237,6468.75927679344,57914.3925740268,283575.255889261,502505.642594752,345793918.584422,51146745.6632005,396940664.247622,0.0498767017635757,0.030403534866191,11,11,12,45,1.5,14,30,40,17,0.86647574767351,0.0206955174545401,6060,153
5238,6448.48922098251,57694.2217076781,301923.615475686,516928.555259682,347059101.78539,49926569.7746474,396985671.560038,0.0498815749935421,0.0299000283906021,11,11,12,45,1.5,14,30,40,20,0.870119307162217,0.0166455421450424,6072,100
5239,5869.88332023999,52111.294598912,530833.995078731,719246.604669848,373050200.108612,47503977.778171,420554177.886783,0.051737259525189,0.0277680926600084,11,11,12,45,1.5,14,30,60,17,0.944970216378401,0.00860453931687584,6241,32
5240,5851.062363014,51910.2873705362,552142.757852399,734565.240263412,374243689.060041,46527460.8876181,420771149.947659,0.0517414532918665,0.0272965116635551,11,11,12,45,1.5,14,30,60,20,0.948407305955878,0.00536331046360253,6243,15
5241,16067.5208536735,126305.17466161,135931.658392514,326223.050767861,310904212.083132,60292764.1777617,371196976.260894,0.0478237644045239,0.0336586469818759,11,11,12,45,1.5,17,22,40,17,0.765998029439723,0.0510527385008481,5260,791
