"calibration_group","max_incidence","min_incidence","mean_incidence"
"HIV_neg_female",304.36115821428,260.2767449018,279.414017761293
"HIV_neg_male",351.973217501761,301.15811100046,323.070536722419
"HIV_pos_female",979.959225486,852.094942069201,907.523472047825
"HIV_pos_male",489.9429983759,424.32747192325,452.665843155517
