F15Regions,DName2016,CName2016,SName2016,scode,SC,Sname,scode17,DNama2017,BCOUNTIES
ANKOLE,RUBIRIZI,BUNYARUGURU,KATUNGURU,"425101",RUBIRIZIBUNYARUGURUKATUNGURU,KATUNGURU,"425101",RUBIRIZI,
ANKOLE,RUBIRIZI,BUNYARUGURU,KICHWAMBA,"425102",RUBIRIZIBUNYARUGURUKICHWAMBA,KICHWAMBA,"425102",RUBIRIZI,
ANKOLE,RUBIRIZI,KATERERA,KIRUGU,"425204",RUBIRIZIBUNYARUGURUKIRUGU,KIRUGU,"425204",RUBIRIZI,
ANKOLE,RUBIRIZI,KATERERA,KYABAKARA,"425205",RUBIRIZIBUNYARUGURUKYABAKARA,KYABAKARA,"425205",RUBIRIZI,
ANKOLE,RUBIRIZI,BUNYARUGURU,MAGAMBO,"425103",RUBIRIZIBUNYARUGURUMAGAMBO,MAGAMBO,"425103",RUBIRIZI,
ANKOLE,RUBIRIZI,BUNYARUGURU,RUBIRIZI TOWN COUNCIL,"425104",RUBIRIZIBUNYARUGURURUBIRIZI TOWN COUNCIL,RUBIRIZIRI TOWN COUNCIL,"425104",RUBIRIZI,
ANKOLE,RUBIRIZI,BUNYARUGURU,RUTOTO,"425105",RUBIRIZIBUNYARUGURURUTOTO,RUTOTO,"425105",RUBIRIZI,
ANKOLE,RUBIRIZI,BUNYARUGURU,RYERU,"425106",RUBIRIZIBUNYARUGURURYERU,RYERU,"425106",RUBIRIZI,
TORO,KAMWENGE,KIBALE,BUSIRIBA,"413102",KAMWENGEKIBALEBUSIRIBA,BUSIRIBA,"413102",KAMWENGE,
KIGEZI,RUKUNGIRI,RUJUMBURA,BWAMBARA,"412203",RUKUNGIRIBUJUMBURABWAMBARA,BWAMBARA,"412203",RUKUNGIRI,
KIGEZI,RUKUNGIRI,RUBABO,NYARUSHANJE,"412104",RUKUNGIRIRUBABONYARUSHANJE,NYARUSHANJE,"412104",RUKUNGIRI,
ANKOLE,NTUNGAMO,RUSHENYI,KAYONZA,"411401",NTUNGAMORUSHENYIKAYONZA,KAYONZA,"411401",NTUNGAMO,
ANKOLE,BUHWEJU,BUHWEJU,BIHANGA,"420101",BUHWEJUBUHWEJUBIHANGA,BIHANGA,"420101",BUHWEJU,
TORO,KAMWENGE,KITAGWENDA,NTARA,"413205",KAMWENGEKITAGWENDANTARA,NTARA,"413205",KAMWENGE,
TORO,KAMWENGE,KITAGWENDA,NYABBANI,"413206",KAMWENGEKITAGWENDANYABBANI,NYABBANI,"413206",KAMWENGE,
TORO,KAMWENGE,KIBALE,KAMWENGE TOWN COUNCIL,"413107",KAMWENGEKIBALEKAMWENGE TOWN COUNCIL,KAMWENGE TOWN COUNCIL,"413107",KAMWENGE,
TORO,KAMWENGE,KIBALE,KABAMBIRO,"413104",KAMWENGEKIBALEKABAMBIRO,KABAMBIRO,"413104",KAMWENGE,
TORO,KAMWENGE,KITAGWENDA,BUHANDA,"413201",KAMWENGEKITAGWENDABUHANDA,BUHANDA,"413201",KAMWENGE,
ANKOLE,IBANDA,IBANDA,KEIHANGARA,"417104",IBANDAIBANDAKEIHANGARA,KEIHANGARA,"417104",IBANDA,
KIGEZI,KISORO,BUFUMBIRA,KIRUNDO,"408105",KISOROBUFUMBIRAKIRUNDO,KIRUNDO,"408105",KISORO,
KIGEZI,KISORO,KISORO MUNICIPALITY,NORTHERN,"408202",KISOROKISORO MUNICIPALITYNORTHERN DIVISION,NORTHERN,"408202",KISORO,
KIGEZI,KISORO,KISORO MUNICIPALITY,CENTRAL,"408201",KISOROKISORO MUNICIPALITYCENTRAL DIVISION,CENTRAL,"408201",KISORO,
ANKOLE,NTUNGAMO,KAJARA,KAGARAMA TOWN COUNCIL,"411106",NTUNGAMOKAJARAKAGARAMA TOWN COUNCIL,KAGARAMA TOWN COUNCIL,"411106",NTUNGAMO,
TORO,KASESE,BUKONZO,KISINGA,"406105",KASESEBUKONJOKISINGA,KISINGA,"406105",KASESE,
TORO,KABAROLE,BUNYANGABU,BUHEESI TOWN COUNCIL,"405110",KABAROLEBUNYANGABUBUHEESI TOWN COUNCIL,BUHEESI TOWN COUNCIL,"430110",BUNYANGABU,
KIGEZI,RUBANDA,RUBANDA,RUBANDA TOWN COUNCIL,"429309",RUBANDARUBANDARUBANDA TOWN COUNCIL,RUBANDA TOWN COUNCIL,"429309",RUBANDA,
KIGEZI,KABALE,NDORWA,RUBAYA,"404209",KABALENDORWARUBAYA,RUBAYA,"404209",KABALE,
ANKOLE,ISINGIRO,BUKANGA,KAKAMBA,"418109",ISINGIROBUKANGAKAKAMBA,KAKAMBA,"418109",ISINGIRO,
ANKOLE,BUSHENYI,IGARA,KYAMUHUNGA TOWN COUNCIL,"402210",BUSHENYIIGARAKYAMUHUNGA TOWN COUNCIL,KYAMUHUNGA TOWN COUNCIL,"402210",BUSHENYI,
ANKOLE,MITOOMA,RUHINDA,KABIRA,"423102",MITOOMARUHINDAKABIRA,KABIRA,"423102",MITOOMA,
ANKOLE,MITOOMA,RUHINDA,KANYABWANGA,"423103",MITOOMARUHINDAKANYABWANGA,KANYABWANGA,"423103",MITOOMA,
ANKOLE,MITOOMA,RUHINDA,KASHENSHERO,"423104",MITOOMARUHINDAKASHENSHERO,KASHENSHERO,"423104",MITOOMA,
ANKOLE,MITOOMA,RUHINDA,KASHENSHERO TOWN COUNCIL,"423105",MITOOMARUHINDAKASHENSHERO TOWN COUNCIL,KASHENSHERO TOWN COUNCIL,"423105",MITOOMA,
ANKOLE,MITOOMA,RUHINDA,MAYANGA,"423108",MITOOMARUHINDAMAYANGA,MAYANGA,"423108",MITOOMA,
ANKOLE,MITOOMA,RUHINDA,MITOOMA,"423109",MITOOMARUHINDAMITOOMA,MITOOMA,"423109",MITOOMA,
ANKOLE,MITOOMA,RUHINDA,MITOOMA TOWN COUNCIL,"423110",MITOOMARUHINDAMITOOMA TOWN COUNCIL,MITOOMA TOWN COUNCIL,"423110",MITOOMA,
ANKOLE,MITOOMA,RUHINDA,RUREHE,"423112",MITOOMARUHINDARUREHE,RUREHE,"423112",MITOOMA,
TORO,BUNDIBUGYO,BWAMBA,BUNDINGOMA,"401205",BUNDIBUGYOBWAMBABUNDINGOMA,BUNDINGOMA,"401205",BUNDIBUGYO,
TORO,BUNDIBUGYO,BUGHENDERA,KAGUGU,"401109",BUNDIBUGYOBUGHENDERAKAGUGU,KAGUGU,"401109",BUNDIBUGYO,
TORO,BUNDIBUGYO,BWAMBA,BUBUKWANGA,"401202",BUNDIBUGYOBWAMBABUBUKWANGA,BUBUKWANGA,"401202",BUNDIBUGYO,
TORO,BUNDIBUGYO,BUGHENDERA,BURONDO,"401108",BUNDIBUGYOBUGHENDERABURONDO,BURONDO,"401108",BUNDIBUGYO,
TORO,NTOROKO,NTOROKO,NOMBE,"424108",NTOROKONTOROKONOMBE,NOMBE,"424108",NTOROKO,
ANKOLE,SHEEMA,SHEEMA,SHUUKU,"426108",SHEEMASHEEMASHUUKU,SHUUKU,"426108",SHEEMA,
BUNYORO,KIBAALE,BUYANJA,BWAMIRAMIRA,"407302",KIBAALEBUYANJABWAMIRAMIRA,BWAMIRAMIRA,"407302",KIBAALE,
BUNYORO,KIBAALE,BUYANJA,KYEBANDO,"407304",KIBAALEBUYANJAKYEBANDO,KYEBANDO,"407304",KIBAALE,
ANKOLE,BUSHENYI,IGARA,KYABUGIMBI,"402205",BUSHENYIIGARAKYABUGIMBI,KYABUGIMBI,"402205",BUSHENYI,
BUNYORO,MASINDI,BURULI,KIMENGO,"409201",MASINDIBURUULIKIMENGO,KIMENGO,"409201",MASINDI,
BUNYORO,BULIISA,BULIISA,KIHUNGYA,"416106",BULIISABULIISAKIHUNGYA,KIHUNGYA,"416106",BULIISA,
BUNYORO,BULIISA,BULIISA,BIISO,"416101",BULIISABULIISABIISO,BIISO,"416101",BULIISA,
ANKOLE,KIRUHURA,KAZO,BURUNGA,"419102",KIRUHURAKAZOBURUNGA,BURUNGA,"419102",KIRUHURA,
BUNYORO,BULIISA,BULIISA,NGWEDO,"416107",BULIISABULIISANGWEDO,NGWEDO,"416107",BULIISA,
BUNYORO,BULIISA,BULIISA,KIGWERA,"416105",BULIISABULIISAKIGWERA,KIGWERA,"416105",BULIISA,
BUNYORO,KIRYANDONGO,KIBANDA,MUTUNDA,"421108",KIRYANDONGOKIBANDAMUTUNDA,MUTUNDA,"421108",KIRYANDONGO,
BUNYORO,KIRYANDONGO,KIBANDA,KIRYANDONGO,"421104",KIRYANDONGOKIBANDAKIRYANDONGO,KIRYANDONGO,"421104",KIRYANDONGO,
TORO,KYENJOJO,MWENGE,BUTUNDUZI,"415104",KYENJOJOMWENGEBUTUNDUZI,BUTUNDUZI,"415104",KYENJOJO,
TORO,KYENJOJO,MWENGE,KISOJO,"415110",KYENJOJOMWENGEKISOJO,KISOJO,"415110",KYENJOJO,
ANKOLE,SHEEMA,SHEEMA,KASAANA,"426102",SHEEMASHEEMAKASAANA,KASAANA,"426102",SHEEMA,
ANKOLE,MITOOMA,RUHINDA,MUTARA,"423111",MITOOMARUHINDAMUTARA,MUTARA,"423111",MITOOMA,
ANKOLE,MITOOMA,RUHINDA,KATENGA,"423106",MITOOMARUHINDAKATENGA,KATENGA,"423106",MITOOMA,
ANKOLE,BUSHENYI,IGARA,NYABUBARE,"402208",BUSHENYIIGARANYABUBAARE,NYABUBARE,"402208",BUSHENYI,
ANKOLE,BUSHENYI,IGARA,KYAMUHUNGA,"402206",BUSHENYIIGARAKYAMUHUNGA,KYAMUHUNGA,"402206",BUSHENYI,
ANKOLE,MITOOMA,RUHINDA,BITEREKO,"423101",MITOOMARUHINDABITEREKO,BITEREKO,"423101",MITOOMA,
ANKOLE,MITOOMA,RUHINDA,KIYANGA,"423107",MITOOMARUHINDAKIYANGA,KIYANGA,"423107",MITOOMA,
ANKOLE,KIRUHURA,NYABUSHOZI,KINONI,"419205",KIRUHURANYABUSHOZIKINONI,KINONI,"419205",KIRUHURA,
TORO,KYENJOJO,MWENGE,KIGARAALE,"415108",KYENJOJOMWENGEKIGARAALE,KIGARAALE,"415108",KYENJOJO,
TORO,KYENJOJO,MWENGE,BUGAAKI,"415102",KYENJOJOMWENGEBUGAAKI,BUGAAKI,"415102",KYENJOJO,
TORO,KYENJOJO,MWENGE,KYARUSOZI,"415111",KYENJOJOMWENGEKYARUSOZI,KYARUSOZI,"415111",KYENJOJO,
TORO,KYENJOJO,MWENGE,NYANKWANZI,"415115",KYENJOJOMWENGENYANKWANZI,NYANKWANZI,"415115",KYENJOJO,
TORO,KYENJOJO,MWENGE,BUFUNJO,"415101",KYENJOJOMWENGEBUFUNJO,BUFUNJO,"415101",KYENJOJO,
TORO,KYEGEGWA,KYAKA,HAPUUYO,"422101",KYEGEGWAKYAKAHAPUYO,HAPUUYO,"422101",KYEGEGWA,
TORO,KYEGEGWA,KYAKA,KASULE,"422104",KYEGEGWAKYAKAKASULE,KASULE,"422104",KYEGEGWA,
TORO,KYEGEGWA,KYAKA,KABWEZA KYEGEGWA,"422102",KYEGEGWAKYAKAKYEGEGWA,KABWEZA KYEGEGWA,"422102",KYEGEGWA,
TORO,KYEGEGWA,KYAKA,RUYONZA,"422107",KYEGEGWAKYAKARUYONZA,RUYONZA,"422107",KYEGEGWA,
TORO,KYEGEGWA,KYAKA,RWENTUHA,"422108",KYEGEGWAKYAKARWENTUHA,RWENTUHA,"422108",KYEGEGWA,
WEST NILE,KOBOKO,KOBOKO,LUDARA,"319106",KOBOKOKOBOKOLUDARA,LUDARA,"319106",KOBOKO,
WEST NILE,KOBOKO,KOBOKO,ABUKU,"319101",KOBOKOKOBOKOABUKU,ABUKU,"319101",KOBOKO,
WEST NILE,KOBOKO,KOBOKO MUNICIPALITY,NORTHERN DIVISON,"319201",KOBOKOKOBOKO MUNICIPALITYNORTH DIVISION,NORTHERN DIVISON,"319201",KOBOKO,
WEST NILE,KOBOKO,KOBOKO,KULUBA,"319104",KOBOKOKOBOKOKULUBA,KULUBA,"319104",KOBOKO,
WEST NILE,KOBOKO,KOBOKO,LOBULE,"319105",KOBOKOKOBOKOLOBULE,LOBULE,"319105",KOBOKO,
WEST NILE,MARACHA,MARACHA,MARACHA TOWN COUNCIL,"320102",MARACHAMARACHAMARACHA  TOWN COUNCIL,MARACHA TOWN COUNCIL,"320102",MARACHA,
WEST NILE,MARACHA,MARACHA,NYADRI,"320103",MARACHAMARACHANYADRI,NYADRI,"320103",MARACHA,
WEST NILE,MARACHA,MARACHA,OLEBA,"320104",MARACHAMARACHAOLEBA,OLEBA,"320104",MARACHA,
WEST NILE,MARACHA,MARACHA,OLUFFE,"320105",MARACHAMARACHAOLUFEE,OLUFFE,"320105",MARACHA,
WEST NILE,MARACHA,MARACHA,YIVU,"320108",MARACHAMARACHAYIVU,YIVU,"320108",MARACHA,
WEST NILE,KOBOKO,KOBOKO,MIDIA,"319107",KOBOKOKOBOKOMIDIA,MIDIA,"319107",KOBOKO,
WEST NILE,MARACHA,MARACHA,TARA,"320107",MARACHAMARACHATARA,TARA,"320107",MARACHA,
WEST NILE,MARACHA,MARACHA,OLUVU,"320106",MARACHAMARACHAOLUVU,OLUVU,"320106",MARACHA,
WEST NILE,KOBOKO,KOBOKO,DRANYA,"319102",KOBOKOKOBOKODRANYA,DRANYA,"319102",KOBOKO,
LANGO,OYAM,OYAM,ABER,"321101",OYAMOYAMABER,ABER,"321101",OYAM,
LANGO,OYAM,OYAM,ABOK,"321102",OYAMOYAMABOK,ABOK,"321102",OYAM,
LANGO,OYAM,OYAM,ACABA,"321103",OYAMOYAMACHABA,ACABA,"321103",OYAM,
LANGO,OYAM,OYAM,ALEKA,"321104",OYAMOYAMALEKA,ALEKA,"321104",OYAM,
LANGO,OYAM,OYAM,ICEME,"321105",OYAMOYAMICEME,ICEME,"321105",OYAM,
LANGO,OYAM,OYAM,KAMDINI,"321106",OYAMOYAMKAMDINI,KAMDINI,"321106",OYAM,
LANGO,OYAM,OYAM,LORO,"321107",OYAMOYAMLORO,LORO,"321107",OYAM,
LANGO,OYAM,OYAM,MINAKULU,"321108",OYAMOYAMMINAKULU,MINAKULU,"321108",OYAM,
LANGO,OYAM,OYAM,MYENE,"321109",OYAMOYAMMYENE,MYENE,"321109",OYAM,
LANGO,OYAM,OYAM,NGAI,"321110",OYAMOYAMNGAI,NGAI,"321110",OYAM,
LANGO,OYAM,OYAM,OTWAL,"321111",OYAMOYAMOTWAL,OTWAL,"321111",OYAM,
LANGO,OYAM,OYAM,OYAM TOWN COUNCIL,"321112",OYAMOYAMOYAM TC,OYAM TOWN COUNCIL,"321112",OYAM,
ACHOLI,GULU,ASWA,AWACH,"304101",GULUASWAAWACH,AWACH,"304101",GULU,
ACHOLI,GULU,ASWA,BUNGATIRA,"304102",GULUASWABUNGATIRA,BUNGATIRA,"304102",GULU,
ACHOLI,GULU,ASWA,PAICHO,"304103",GULUASWAPAICHO,PAICHO,"304103",GULU,
ACHOLI,GULU,ASWA,PALARO,"304104",GULUASWAPALARO,PALARO,"304104",GULU,
ACHOLI,GULU,ASWA,PATIKO,"304105",GULUASWAPATIKO,PATIKO,"304105",GULU,
ACHOLI,GULU,ASWA,UNYAMA,"304106",GULUASWAUNYAMA,UNYAMA,"304106",GULU,
ACHOLI,GULU,GULU MUNICIPALITY,BAR DEGE DIVISION,"304201",GULUGULU MUNICIPALITYBAR-DEGE,BAR DEGE DIVISION,"304201",GULU,
ACHOLI,GULU,GULU MUNICIPALITY,LAROO DIVISION,"304202",GULUGULU MUNICIPALITYLAROO,LAROO DIVISION,"304202",GULU,
ACHOLI,GULU,GULU MUNICIPALITY,LAYIBI DIVISION,"304203",GULUGULU MUNICIPALITYLAYIBI,LAYIBI DIVISION,"304203",GULU,
ACHOLI,GULU,GULU MUNICIPALITY,PECE DIVISION,"304204",GULUGULU MUNICIPALITYPECE,PECE DIVISION,"304204",GULU,
ACHOLI,OMORO,OMORO,BOBI,"331301",OMOROOMOROBOBI,BOBI,"331301",OMORO,
ACHOLI,OMORO,OMORO,KORO,"331302",OMOROOMOROKORO,KORO,"331302",OMORO,
ACHOLI,OMORO,OMORO,LAKWANA,"331303",OMOROOMOROLAKWANA,LAKWANA,"331303",OMORO,
ACHOLI,OMORO,OMORO,LALOGI,"331304",OMOROOMOROLALOGI,LALOGI,"331304",OMORO,
ACHOLI,OMORO,OMORO,ODEK,"331305",OMOROOMOROODEK,ODEK,"331305",OMORO,
ACHOLI,AGAGO,AGAGO,ADILANG,"322101",AGAGOAGAGOADILANG,ADILANG,"322101",AGAGO,
ACHOLI,AGAGO,AGAGO,AGAGO TOWN COUNCIL,"322102",AGAGOAGAGOAGAGO TC,AGAGO TOWN COUNCIL,"322102",AGAGO,
ACHOLI,AGAGO,AGAGO,ARUM,"322103",AGAGOAGAGOARUM,ARUM,"322103",AGAGO,
ACHOLI,AGAGO,AGAGO,KALONGO TOWN COUNCIL,"322104",AGAGOAGAGOKALONGO TC,KALONGO TOWN COUNCIL,"322104",AGAGO,
ACHOLI,AGAGO,AGAGO,KOTOMOL,"322105",AGAGOAGAGOKOTOMOR,KOTOMOL,"322105",AGAGO,
ACHOLI,AGAGO,AGAGO,LAMIYO,"322106",AGAGOAGAGOLAMIYO,LAMIYO,"322106",AGAGO,
ACHOLI,AGAGO,AGAGO,LAPONO,"322107",AGAGOAGAGOLAPONO,LAPONO,"322107",AGAGO,
ACHOLI,AGAGO,AGAGO,LIRA PALWO,"322108",AGAGOAGAGOLIRA PALWO,LIRA PALWO,"322108",AGAGO,
ACHOLI,AGAGO,AGAGO,LOKOLE,"322109",AGAGOAGAGOLUKOLE,LOKOLE,"322109",AGAGO,
ACHOLI,AGAGO,AGAGO,OMIYA PACWA,"322110",AGAGOAGAGOOMIYA  PACWA,OMIYA PACWA,"322110",AGAGO,
ACHOLI,AGAGO,AGAGO,OMOT,"322111",AGAGOAGAGOOMOT,OMOT,"322111",AGAGO,
ACHOLI,AGAGO,AGAGO,PAIMOL,"322112",AGAGOAGAGOPAIMOL,PAIMOL,"322112",AGAGO,
ACHOLI,AGAGO,AGAGO,PARABONGO,"322113",AGAGOAGAGOPARABONGO,PARABONGO,"322113",AGAGO,
ACHOLI,AGAGO,AGAGO,PATONGO,"322114",AGAGOAGAGOPATONGO,PATONGO,"322114",AGAGO,
ACHOLI,AGAGO,AGAGO,PATONGO TOWN COUNCIL,"322115",AGAGOAGAGOPATONGO TC,PATONGO TOWN COUNCIL,"322115",AGAGO,
ACHOLI,AGAGO,AGAGO,WOL,"322116",AGAGOAGAGOWOL,WOL,"322116",AGAGO,
ACHOLI,KITGUM,KITGUM MUNICIPALITY,PAGER DIVISION,"305202",KITGUMKITGUM MUNICIPALITYPAGER DIVISION,PAGER DIVISION,"305202",KITGUM,
ACHOLI,KITGUM,CHUA,KITGUM MATIDI,"305101",KITGUMCHUAKITIGUM MATIDI,KITGUM MATIDI,"305101",KITGUM,
ACHOLI,KITGUM,CHUA,LABONGO LAYAMO,"305104",KITGUMCHUALABONGO LAYAMO,LABONGO LAYAMO,"305104",KITGUM,
ACHOLI,KITGUM,CHUA,LAGORO,"305105",KITGUMCHUALAGORO,LAGORO,"305105",KITGUM,
ACHOLI,KITGUM,CHUA,NAMOKORA,"305107",KITGUMCHUANAMOKORA,NAMOKORA,"305107",KITGUM,
ACHOLI,KITGUM,CHUA,OMIYA ANYIMA,"305108",KITGUMCHUAOMIYA ANYIMA,OMIYA ANYIMA,"305108",KITGUM,
ACHOLI,KITGUM,CHUA,OROM,"305109",KITGUMCHUAOROM,OROM,"305109",KITGUM,
ACHOLI,NWOYA,NWOYA,ALERO,"328101",NWOYANWOYAALERO,ALERO,"328101",NWOYA,
ACHOLI,NWOYA,NWOYA,ANAKA PAYIRA,"328102",NWOYANWOYAANAKA,ANAKA PAYIRA,"328102",NWOYA,
ACHOLI,NWOYA,NWOYA,KOCH-GOMA,"328103",NWOYANWOYAKOCH GOMA,KOCH-GOMA,"328103",NWOYA,
ACHOLI,NWOYA,NWOYA,ANAKA TOWN COUNCIL,"328104",NWOYANWOYANWOYA TC,ANAKA TOWN COUNCIL,"328104",NWOYA,
ACHOLI,AMURU,KILAK,AMURU,"316101",AMURUKILAKAMURU,AMURU,"316101",AMURU,
ACHOLI,AMURU,KILAK,AMURU TOWN COUNCIL,"316102",AMURUKILAKAMURU TC,AMURU TOWN COUNCIL,"316102",AMURU,
ACHOLI,AMURU,KILAK,ATTIAK,"316103",AMURUKILAKATIAK,ATTIAK,"316103",AMURU,
ACHOLI,AMURU,KILAK,LAMOGI,"316104",AMURUKILAKLAMOGI,LAMOGI,"316104",AMURU,
ACHOLI,AMURU,KILAK,PABO,"316105",AMURUKILAKPABBO,PABO,"316105",AMURU,
ACHOLI,PADER,ARUU,ACHOLIBUR,"312101",PADERARUUACHOLI BUR,ACHOLIBUR,"312101",PADER,
ACHOLI,PADER,ARUU,ANGAGURA,"312102",PADERARUUANGANGURA,ANGAGURA,"312102",PADER,
ACHOLI,PADER,ARUU,ATANGA,"312103",PADERARUUATANGA,ATANGA,"312103",PADER,
ACHOLI,PADER,ARUU,AWERE,"312104",PADERARUUAWERE,AWERE,"312104",PADER,
ACHOLI,PADER,ARUU,LAGUTI,"312105",PADERARUULAGUTI,LAGUTI,"312105",PADER,
ACHOLI,PADER,ARUU,LAPUL,"312106",PADERARUULAPUL,LAPUL,"312106",PADER,
ACHOLI,PADER,ARUU,LATANYA,"312107",PADERARUULATANYA,LATANYA,"312107",PADER,
ACHOLI,PADER,ARUU,OGOM,"312108",PADERARUUOGOM,OGOM,"312108",PADER,
ACHOLI,PADER,ARUU,PADER,"312109",PADERARUUPADER,PADER,"312109",PADER,
ACHOLI,PADER,ARUU,PADER TOWN COUNCIL,"312110",PADERARUUPADER TC,PADER TOWN COUNCIL,"312110",PADER,
ACHOLI,PADER,ARUU,PAJULE,"312111",PADERARUUPAJULE,PAJULE,"312111",PADER,
ACHOLI,PADER,ARUU,PURANGA,"312112",PADERARUUPURANGA,PURANGA,"312112",PADER,
ACHOLI,LAMWO,LAMWO,AGORO,"326101",LAMWOLAMWOAGORO,AGORO,"326101",LAMWO,
ACHOLI,LAMWO,LAMWO,LAMWO TOWN COUNCIL,"326102",LAMWOLAMWOLAMWO TOWN COUNCIL,LAMWO TOWN COUNCIL,"326102",LAMWO,
ACHOLI,LAMWO,LAMWO,LOKUNG,"326106",LAMWOLAMWOLOKUNG,LOKUNG,"326106",LAMWO,
ACHOLI,LAMWO,LAMWO,PADIBE EAST,"326107",LAMWOLAMWOPADIBE EAST,PADIBE EAST,"326107",LAMWO,
ACHOLI,LAMWO,LAMWO,PADIBE TOWN COUNCIL,"326111",LAMWOLAMWOPADIBE TC,PADIBE TOWN COUNCIL,"326111",LAMWO,
ACHOLI,LAMWO,LAMWO,PADIBE WEST,"326105",LAMWOLAMWOPADIBE WEST,PADIBE WEST,"326105",LAMWO,
ACHOLI,LAMWO,LAMWO,PALABEK GEM,"326103",LAMWOLAMWOPALABEK GEM,PALABEK GEM,"326103",LAMWO,
ACHOLI,LAMWO,LAMWO,PALABEK KAL,"326108",LAMWOLAMWOPALABEK KAL,PALABEK KAL,"326108",LAMWO,
ACHOLI,LAMWO,LAMWO,PALOGA,"326110",LAMWOLAMWOPALOGA,PALOGA,"326110",LAMWO,
ACHOLI,LAMWO,LAMWO,PALABEK OGILI,"326109",LAMWOLAMWOPALABEK OGIL,PALABEK OGILI,"326109",LAMWO,
ACHOLI,OMORO,OMORO,ONGAKO,"331306",OMOROOMOROONGAKO,ONGAKO,"331306",OMORO,
ACHOLI,KITGUM,CHUA,LABONGO AKWANG,"305102",KITGUMCHUALABONGO AKWANG,LABONGO AKWANG,"305102",KITGUM,
ACHOLI,KITGUM,CHUA,LABONGO AMIDA,"305103",KITGUMCHUALABONGO AMIDA,LABONGO AMIDA,"305103",KITGUM,
ACHOLI,KITGUM,CHUA,MUCWINI,"305106",KITGUMCHUAMUCWINI,MUCWINI,"305106",KITGUM,
ACHOLI,LAMWO,LAMWO,MADI  OPEI,"326104",LAMWOLAMWOMADI OPEI,MADI  OPEI,"326104",LAMWO,
WEST NILE,ARUA,ARUA MUNICIPALITY,ARUA HILL DIVISION,"303101",ARUAARUA MUNICIPALITYARUA HILL,ARUA HILL DIVISION,"303101",ARUA,
WEST NILE,ARUA,ARUA MUNICIPALITY,RIVER OLI DIVISION,"303102",ARUAARUA MUNICIPALITYOLI RIVER,RIVER OLI DIVISION,"303102",ARUA,
WEST NILE,ARUA,AYIVU,ADUMI,"303201",ARUAAYIVUADUMI,ADUMI,"303201",ARUA,
WEST NILE,ARUA,AYIVU,AROI,"303202",ARUAAYIVUAROI,AROI,"303202",ARUA,
WEST NILE,ARUA,AYIVU,AYIVUNI,"303203",ARUAAYIVUAYIVUNI,AYIVUNI,"303203",ARUA,
WEST NILE,ARUA,AYIVU,DADAMU,"303204",ARUAAYIVUDADAMU,DADAMU,"303204",ARUA,
WEST NILE,ARUA,AYIVU,OLUKO,"303206",ARUAAYIVUOLUKO,OLUKO,"303206",ARUA,
WEST NILE,ARUA,AYIVU,PAJULU,"303207",ARUAAYIVUPAJULU,PAJULU,"303207",ARUA,
WEST NILE,ARUA,MADI OKOLLO,ANYIRIBU,"303301",ARUAMADI OKOLLOANYIRIBU,ANYIRIBU,"303301",ARUA,
WEST NILE,ARUA,MADI OKOLLO,OFFAKA,"303303",ARUAMADI OKOLLOOFFAKA,OFFAKA,"303303",ARUA,
WEST NILE,ARUA,MADI OKOLLO,OGOKO,"303304",ARUAMADI OKOLLOOGOKO,OGOKO,"303304",ARUA,
WEST NILE,ARUA,MADI OKOLLO,OKOLLO,"303305",ARUAMADI OKOLLOOKOLLO,OKOLLO,"303305",ARUA,
WEST NILE,ARUA,MADI OKOLLO,PAWOR,"303306",ARUAMADI OKOLLOPAWOR,PAWOR,"303306",ARUA,
WEST NILE,ARUA,MADI OKOLLO,RHINO CAMP,"303307",ARUAMADI OKOLLORHINO CAMP,RHINO CAMP,"303307",ARUA,
WEST NILE,ARUA,MADI OKOLLO,RIGBO,"303308",ARUAMADI OKOLLORIGBO,RIGBO,"303308",ARUA,
WEST NILE,ARUA,MADI OKOLLO,ULEPPI,"303309",ARUAMADI OKOLLOULEPPI,ULEPPI,"303309",ARUA,
WEST NILE,ARUA,TEREGO,AII-VU,"303401",ARUATEREGOAII_VU,AII-VU,"303401",ARUA,
WEST NILE,ARUA,TEREGO,BILEAFE,"303402",ARUATEREGOBILEAFE,BILEAFE,"303402",ARUA,
WEST NILE,ARUA,TEREGO,KATRINI,"303403",ARUATEREGOKATRINI,KATRINI,"303403",ARUA,
WEST NILE,ARUA,AYIVU,MANIBE,"303205",ARUATEREGOMANIBE,MANIBE,"303205",ARUA,
WEST NILE,ARUA,TEREGO,OMUGO,"303404",ARUATEREGOOMUGO,OMUGO,"303404",ARUA,
WEST NILE,ARUA,TEREGO,ODUPI,"303405",ARUATEREGOUDUPI,ODUPI,"303405",ARUA,
WEST NILE,ARUA,TEREGO,URIAMA,"303406",ARUATEREGOURIAMA,URIAMA,"303406",ARUA,
WEST NILE,ARUA,VURRA,AJIA,"303501",ARUAVURRAAJIA,AJIA,"303501",ARUA,
WEST NILE,ARUA,VURRA,ARIVU,"303502",ARUAVURRAARIVU,ARIVU,"303502",ARUA,
WEST NILE,ARUA,VURRA,LOGIRI,"303503",ARUAVURRALOGIRI,LOGIRI,"303503",ARUA,
WEST NILE,ARUA,VURRA,VURRA,"303504",ARUAVURRAVURRA,VURRA,"303504",ARUA,
WEST NILE,NEBBI,JONAM,ALWI,"310101",NEBBIJONAMALWI,ALWI,"332101",PAKWACH,
