"","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
"44",44,20465.2646066383,94468.5110751216,748151.554453062,321156.165062135,91676766.147906,224530109.457464,316206875.60537,0.0295919891663877,0.0583442869809294,6,6,8,45,1.2,17,22,60,20,0.194636256094924,0.492922964306346,1719,4592
"45",45,20478.9361289411,94511.3262885274,773814.825206905,330761.093133861,92051236.2061943,225294332.324702,317345568.530896,0.0296321689091602,0.0584148356673414,6,6,8,45,1.2,17,30,40,17,0.196058628662372,0.495376107691306,1753,4616
"46",46,20480.6372886978,94525.0791380218,769488.721297208,328868.882820308,92090227.3189955,224876485.916621,316966713.235616,0.0296328647268543,0.0583385922374032,6,6,8,45,1.2,17,30,40,20,0.196206730995243,0.494034827292803,1759,4606
"47",47,20572.5457465035,95096.1646205481,710037.772966876,297520.093417095,94116420.8587793,220128810.180293,314245231.039072,0.0299255494656407,0.0579618429942206,6,6,8,45,1.2,17,30,60,17,0.203902946069158,0.478794862845512,2022,4340
"48",48,20574.1720795594,95109.3569569218,706010.144345033,295824.798467164,94154448.5018221,219730468.040258,313884916.542081,0.0299261770239303,0.0578877460411806,6,6,8,45,1.2,17,30,60,20,0.20404738879581,0.477516190840698,2033,4307
"49",49,23113.694822571,107351.941207307,815343.81760976,356178.487549356,90062841.1910785,226468947.804307,316531788.995385,0.0292971582659453,0.0583410947962761,6,6,8,45,1.5,14,22,40,17,0.188505986040747,0.499146604907752,1582,4638
"50",50,23115.2548179192,107364.629575091,810776.993960038,354148.700009197,90102387.681577,226038288.627984,316140676.309561,0.0292978900875755,0.0582628185410055,6,6,8,45,1.5,14,22,40,20,0.188656197898755,0.497764195724699,1585,4629
"51",51,23207.5295670774,107919.802394424,747706.407158383,320095.310480228,92123850.3662564,220628826.407234,312752676.773491,0.0296115299735958,0.0576120804980715,6,6,8,45,1.5,14,22,60,17,0.196334443475852,0.480399907070279,1762,4376
"52",52,23209.0218265565,107931.980211954,743449.223600732,318274.91066142,92163308.8935044,220218463.192194,312381772.085698,0.0296121823706084,0.0575359011243754,6,6,8,45,1.5,14,22,60,20,0.196484321217656,0.479082647603749,1767,4350
"53",53,23214.3694232958,107954.071169581,768943.771819505,327806.085352909,92707687.5749998,220077591.247123,312785278.822123,0.0296531970156387,0.057538032069014,6,6,8,45,1.5,14,30,40,17,0.198552068119509,0.478630450875555,1811,4331
"54",54,23215.9129313795,107966.622881557,764592.644602487,325905.798785576,92749701.3022135,219661587.09554,312411288.397753,0.0296539038137356,0.0574612377265002,6,6,8,45,1.5,14,30,40,20,0.198711651433908,0.477295084091436,1813,4300
"55",55,23304.9986914938,108501.321969047,705023.977179281,294487.972247343,94663812.3836943,215803395.093725,310467207.477419,0.0299500837818015,0.0571495505854073,6,6,8,45,1.5,14,30,60,17,0.205982136838779,0.464910348443092,2170,3991
"56",56,23306.4757422396,108513.371773279,700968.284735754,292783.980412693,94704660.2203067,215405713.192661,310110373.412968,0.0299507212457079,0.0570748872736401,6,6,8,45,1.5,14,30,60,20,0.206137291679469,0.46363379579499,2181,3962
"57",57,20359.1318924638,93839.1756148928,819730.013131901,359080.465240381,90037032.2495426,225348624.927128,315385657.17667,0.0292846148157056,0.0580237974386028,6,6,8,45,1.5,17,22,40,17,0.18840795435671,0.495550386091237,1581,4621
"58",58,20360.8474298348,93853.0435003448,815193.516460312,357061.868059564,90076930.4404606,224923068.106887,314999998.547347,0.0292853351710441,0.0579460941367081,6,6,8,45,1.5,17,22,40,20,0.188559502099971,0.494184355390962,1583,4608
"59",59,20461.0784935762,94444.2363078341,752533.256744375,323132.142601312,92034510.1945718,220796353.255528,312830863.4501,0.0295953555986848,0.0576285519575558,6,6,8,45,1.5,17,22,60,17,0.195995097227567,0.480937665618621,1751,4388
"60",60,20462.7196554509,94457.5500743797,748307.334111041,321321.853579357,92073361.2379362,220390061.173136,312463422.411072,0.029595997757438,0.0575530629191972,6,6,8,45,1.5,17,22,60,20,0.196142667526113,0.479633474423866,1757,4361
"61",61,20468.4450665366,94480.7915216767,773610.312925857,330819.102594641,92607767.0376538,220253005.131926,312860772.169579,0.0296361573840069,0.05755547330371,6,6,8,45,1.5,17,30,40,17,0.198172533820037,0.47919352668705,1803,4352
"62",62,20470.143196104,94494.5172695993,769291.592063193,328929.807637226,92649127.8876909,219841145.778232,312490273.665923,0.029636853116712,0.0574793782669371,6,6,8,45,1.5,17,30,40,20,0.198329637271053,0.477871464638974,1806,4310
"63",63,20569.9986128097,95085.1688358945,710189.030981512,297681.027517118,94538058.9881936,216027956.09125,310566015.079444,0.0299295503864428,0.0571713301156687,6,6,8,45,1.5,17,30,60,17,0.205504480011311,0.465631185713495,2141,4014
"64",64,20571.6248550907,95098.3582152363,706161.717236027,295985.45767485,94578263.7122043,215634184.427585,310212448.139789,0.0299301778666536,0.0570973457993935,6,6,8,45,1.5,17,30,60,20,0.205657192078001,0.464367184865945,2151,3983
"65",65,23041.4656806641,106848.315913421,808917.569552459,357769.140086125,169540105.406877,155471063.988018,325011169.394895,0.037036493952143,0.0508962201029107,6,6,12,35,1.2,14,22,40,17,0.490389348553323,0.271244514435593,3137,3136
"66",66,23042.9828004902,106860.704300664,804447.934356634,355839.883706435,169638448.187357,155109289.811223,324747737.99858,0.0370371257609615,0.0508179639856206,6,6,12,35,1.2,14,22,40,20,0.490762889962216,0.270083225017675,3138,3134
"67",67,23136.319631574,107431.072158576,735752.274603115,318959.591079625,173540177.234522,150362754.224493,323902931.459014,0.037379781753542,0.0502998098138814,6,6,12,35,1.2,14,22,60,17,0.50558306647424,0.254846920432663,3278,3019
"68",68,23137.7740210896,107442.971819295,731611.843130159,317241.416559983,173635002.114282,150020651.66767,323655653.781952,0.03738039762153,0.0502239803194729,6,6,12,35,1.2,14,22,60,20,0.505943245625277,0.253748776605483,3281,3000
"69",69,23131.3862098757,107394.001096755,765580.261866543,332035.478847603,173369810.195905,151594105.234025,324963915.42993,0.0373300120139722,0.0505367775006546,6,6,12,35,1.2,14,30,40,17,0.504935950912496,0.258799537807902,3268,3064
"70",70,23132.895830138,107406.308575049,761307.992705031,330217.84189505,173468243.519727,151243600.064243,324711843.58397,0.0373307000073009,0.0504599986554246,6,6,12,35,1.2,14,30,40,20,0.505309836237712,0.257674421725269,3274,3050
"71",71,23227.8478537556,107978.368124228,696096.257796766,295918.888345563,177016841.559576,146879376.551256,323896218.110832,0.037682201420707,0.0498709737398071,6,6,12,35,1.2,14,30,60,17,0.518788693607118,0.243665332884378,3608,2755
"72",72,23229.2887687481,107990.153209019,692138.910852351,294300.026171337,177111453.747653,146547588.249242,323659041.996896,0.0376828043228779,0.0497965326234591,6,6,12,35,1.2,14,30,60,20,0.519148064878301,0.242600297652925,3619,2728
"73",73,20273.1318828773,93284.9185670638,813810.457040867,360826.494065029,170807266.604261,155392654.296937,326199920.901198,0.0370072262329319,0.050789135541534,6,6,12,35,1.2,17,22,40,17,0.495202484572614,0.270992820560367,3145,3135
"74",74,20274.8043717238,93298.4784615712,809372.012600655,358908.911753404,170905004.816177,155035567.622265,325940572.438441,0.0370079091193705,0.0507115516897727,6,6,12,35,1.2,17,22,40,20,0.495573729611684,0.269846577950542,3146,3133
"75",75,20381.9184310859,93934.7199847435,741338.35985895,322245.112102478,174481368.03717,151413374.645299,325894742.682469,0.0373807565146339,0.0504630622865578,6,6,12,35,1.2,17,22,60,17,0.509158049169894,0.258219395460427,3317,3057
"76",76,20384.160752774,93953.4790128947,737254.140174326,320567.110103832,174600647.675643,150706422.369904,325307070.045547,0.0373813688780805,0.0502160861455769,6,6,12,35,1.2,17,22,60,20,0.509611116329373,0.255950089774592,3327,3033
"77",77,20376.6947920321,93895.495112477,770747.571939376,335235.836222985,174298147.83258,151785950.311353,326084098.143933,0.0373152810798496,0.0503514096957629,6,6,12,35,1.2,17,30,40,17,0.508462112640275,0.259415357488994,3308,3071
"78",78,20378.3535670332,93908.9398954771,766505.278743748,333428.180461201,174395720.469461,151439785.193837,325835505.663298,0.0373159495664373,0.0502752716570824,6,6,12,35,1.2,17,30,40,20,0.508832728765549,0.258304172905876,3312,3059
"79",79,20484.6603671769,94542.4165897937,702020.652698222,299375.365082575,177937987.629786,147625499.41618,325563487.045966,0.0376789233838327,0.0498676178771818,6,6,12,35,1.2,17,30,60,17,0.522287539167342,0.24606037554657,3720,2811
"80",80,20486.2459714916,94555.3106538245,698089.251906816,297763.749767347,178031503.140743,147297123.432741,325328626.573484,0.0376795229235848,0.0497938545246662,6,6,12,35,1.2,17,30,60,20,0.522642744862624,0.245006293804074,3729,2783
"81",81,23039.1530727827,106838.595317477,809040.352788841,357909.620533743,170565761.664167,151988538.73714,322554300.401307,0.0370400840313334,0.0501094043835364,6,6,12,35,1.5,14,22,40,17,0.494285161560826,0.260065663149676,3143,3076
"82",82,23040.6703356073,106850.982072958,804571.492579631,355980.468881972,170666272.50462,151631622.288093,322297894.792713,0.0370407157663617,0.0500312709812722,6,6,12,35,1.5,14,22,40,20,0.494666938044758,0.258919966961432,3144,3065
"83",83,23133.9891597415,107421.217399657,735910.388643092,319128.883817816,174594072.324357,146938920.174105,321532992.498463,0.037383705102807,0.049513834178428,6,6,12,35,1.5,14,22,60,17,0.509586140769692,0.243856466977288,3326,2759
"84",84,23135.4436311702,107433.115069734,731770.3387403,317410.525763767,174690939.501391,146601477.319904,321292416.821296,0.037384320893285,0.0494381225234616,6,6,12,35,1.5,14,22,60,20,0.509954077303602,0.24277328072224,3329,2732
"85",85,23129.0706952119,107384.261184869,765701.112782148,332173.544274529,174422101.582819,148153542.713356,322575644.296176,0.0373340291011706,0.0497507650499213,6,6,12,35,1.5,14,30,40,17,0.508932933764878,0.247755386226012,3314,2856
"86",86,23130.580442983,107396.566919225,761429.548588123,330355.974973673,174522637.963225,147807792.540774,322330430.503998,0.0373347170079022,0.0496741070638909,6,6,12,35,1.5,14,30,40,20,0.509314807258776,0.246645533609607,3321,2823
"87",87,23225.5182963476,107968.494013143,696249.669933284,296082.970427506,178093015.392713,143495764.105036,321588779.497749,0.0376861172176375,0.0490857423774966,6,6,12,35,1.5,14,30,60,17,0.522876390618345,0.232803990145819,3736,2441
"88",88,23226.9592833064,107980.277012748,692292.665179142,294463.912605915,178189610.995673,143168542.099747,321358153.09542,0.0376867200439031,0.049011417664089,6,6,12,35,1.5,14,30,60,20,0.523243295615808,0.231753612655037,3744,2412
"89",89,20270.5185934216,93272.8445769709,813885.062542077,360934.597445672,171763535.996581,152133022.025602,323896558.022183,0.0370111831732783,0.0500385893374986,6,6,12,35,1.5,17,22,40,17,0.498834741199331,0.260529452233362,3163,3082
"90",90,20272.1906192925,93286.3975874473,809450.360328746,359018.385378797,171863106.029494,151780793.973766,323643900.003261,0.0370118659747523,0.0499612151411366,6,6,12,35,1.5,17,22,40,20,0.499212944156341,0.259398805726432,3170,3070
"91",91,20379.9336063509,93928.2619235598,741459.671520533,322408.052089944,175482330.263853,147832397.658977,323314727.92283,0.037384710574473,0.0495417525956361,6,6,12,35,1.5,17,22,60,17,0.512960065327858,0.246724515652076,3402,2827
"92",92,20381.5318528806,93941.2597461269,737351.38285555,320699.683518865,175577799.133447,147498520.179648,323076319.313095,0.0373853228604615,0.0494668162134865,6,6,12,35,1.5,17,22,60,20,0.513322690584939,0.245652774194296,3416,2797
"93",93,20374.0796964007,93883.3944292893,770815.53430646,335338.215694897,175274882.225521,148565353.446875,323840235.672396,0.0373192306518849,0.0496015610178274,6,6,12,35,1.5,17,30,40,17,0.512172102732816,0.249077292204091,3377,2898
"94",94,20375.7379932781,93896.832225692,766576.887469026,333531.893835211,175374229.631432,148223945.960858,323598175.592291,0.037319899055272,0.049525630180279,6,6,12,35,1.5,17,30,40,20,0.512549460072041,0.247981379543266,3389,2866
"95",95,20482.030325266,94530.1789497602,702107.101181316,299499.846105388,178933062.208967,144450559.17722,323383621.386187,0.0376828701561367,0.0491188106783689,6,6,12,35,1.5,17,30,60,17,0.52606719191304,0.235868867311544,3808,2524
"96",96,20483.6153971528,94543.0657319175,698179.081735249,297889.290698841,179028248.416209,144126752.436698,323155000.852908,0.0376834696200223,0.0490452487423661,6,6,12,35,1.5,17,30,60,20,0.526428743516392,0.234829452766952,3815,2492
"97",97,22890.9509173739,106589.331766909,837100.460841698,380674.299486047,276408080.244431,84772081.2963233,361180161.540754,0.0461166906841919,0.0403913269589915,6,6,12,45,1.2,14,22,40,17,0.896312525542309,0.0443018918725884,4711,1554
"98",98,22892.4275721898,106601.288324937,832765.415712918,378793.104788314,276543756.341339,84526959.7224117,361070716.063751,0.0461173593846973,0.0403179021879447,6,6,12,45,1.2,14,22,40,20,0.896827872374531,0.04351505547534,4715,1545
"99",99,22980.1864820537,107121.172878176,771774.219189293,346698.553918756,280185834.478301,82648396.3636107,362834230.841912,0.0463868833648684,0.0399125795547906,6,6,12,45,1.2,14,22,60,17,0.910661800924639,0.0374848966376067,4882,1422
"100",100,22981.5979586755,107132.642106155,767722.493469789,344996.976743163,280315999.068174,82415365.8173421,362731364.885516,0.0463874726449049,0.0398411412268473,6,6,12,45,1.2,14,22,60,20,0.911156213061981,0.0367368722489376,4896,1384
"101",101,22984.4171256493,107145.514911965,792495.229338326,353833.39379591,280934713.369265,82819900.5507317,363754613.919997,0.0464186848632749,0.0399540581252744,6,6,12,45,1.2,14,30,40,17,0.913506313502539,0.0380354223810322,4954,1449
"102",102,22985.8790370774,107157.347859925,788353.120150351,352060.495637387,281068927.630612,82583381.9941939,363652309.624806,0.0464193390493179,0.0398820242812344,6,6,12,45,1.2,14,30,40,20,0.914016107755179,0.0372762015342548,4969,1407
"103",103,23072.3340193619,107669.360894694,730602.714734148,322290.680377739,284634441.833593,80812598.9320305,365447040.765623,0.0466808239519877,0.0394878700419568,6,6,12,45,1.2,14,30,60,17,0.927559218823515,0.0315920157536759,5295,1159
"104",104,23073.7313917387,107680.711428366,726729.808967983,320686.64768149,284763176.906426,80587623.4135741,365350800.32,0.0466814003238142,0.0394177630226645,6,6,12,45,1.2,14,30,60,20,0.928048201138693,0.0308698478776033,5312,1102
"105",105,20107.486683544,92989.6105903685,841295.56121983,383367.41389019,276265511.682978,84859318.837077,361124830.520055,0.046105773977482,0.0403964752685652,6,6,12,45,1.2,17,22,40,17,0.895770998639683,0.0445819230064298,4708,1557
"106",106,20109.1059384816,93002.6595904083,836996.037637166,381499.436529719,276399642.118683,84616728.4814375,361016370.60012,0.0461064321670981,0.0403237403165796,6,6,12,45,1.2,17,22,40,20,0.896280474492245,0.0438032117800267,4710,1550
"107",107,20207.1362327347,93575.2383432507,776541.812794976,349630.990184834,279998727.877761,82754679.4232331,362753407.300994,0.0463726141661085,0.0399221634564084,6,6,12,45,1.2,17,22,60,17,0.909951102459153,0.0378260635874894,4869,1436
"108",108,20208.6851238399,93587.7671302384,772521.553695459,347940.170205837,280127405.853375,82524008.2315559,362651414.084931,0.0463731940977236,0.0398513945844476,6,6,12,45,1.2,17,22,60,20,0.910439867898463,0.0370856126899533,4877,1401
"109",109,20211.6966318467,93601.4628806007,797090.44829995,356741.870827415,280731086.165357,82930890.6746854,363661976.840042,0.0464038111029615,0.0399643129934098,6,6,12,45,1.2,17,30,40,17,0.912732863817005,0.0383916989333907,4931,1460
"110",110,20213.3014574424,93614.3916371277,792980.950005734,354980.527380144,280863751.365276,82696775.1952634,363560526.560539,0.0464044550270116,0.0398929575661635,6,6,12,45,1.2,17,30,40,20,0.913236774174705,0.0376401919263618,4946,1429
"111",111,20309.9288456979,94178.6834073089,735712.432604323,325396.072120256,284386958.45181,80940598.6207944,365327557.072605,0.0466627052937374,0.0395024311475031,6,6,12,45,1.2,17,30,60,17,0.926619187530343,0.0320028927415671,5274,1181
"112",112,20311.4638802111,94191.0962148762,731868.31704868,323801.322618412,284514204.91772,80717863.2312415,365232068.148961,0.0466632725420373,0.0394329826230533,6,6,12,45,1.2,17,30,60,20,0.927102515578631,0.0312879156440442,5288,1133
"113",113,22888.1564923321,106574.874849349,837183.429535717,380772.214501897,277802741.268593,82646106.5226946,360448847.791288,0.0461204758959844,0.0398199031307662,6,6,12,45,1.5,14,22,40,17,0.901609951965996,0.0374775462842783,4739,1421
"114",114,22889.6334309002,106586.83231651,832849.774733833,378891.791138409,277939986.536672,82404749.5771779,360344736.113849,0.0461211445124593,0.0397466442530642,6,6,12,45,1.5,14,22,40,20,0.902131259077223,0.0367027942849714,4749,1383
