"","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"1",35,23209.8310054462,107929.734573866,747549.902785984,319928.52784079,91727602.0842206,224773333.78746,316500935.871681,0.0296075062788458,0.0584034956036967,6,6,8,45,1.2,14,22,60,17,0.194829349346718,0.493703710580463,1724,4601,0.992223478300904,0.993306053481816,0.860822515367103,0.869853411282449,0.91630868435141,1537,1543,1544,1501,1500
"2",36,23211.3231442493,107941.914064903,743292.381751472,318108.416849651,91764794.2779056,224358251.477398,316123045.755303,0.0296081587572114,0.0583272012043014,6,6,8,45,1.2,14,22,60,20,0.194970618734884,0.492371302893129,1730,4587,0.992383039059932,0.993407001128899,0.85464493063537,0.862176755810747,0.912204513971601,1532,1545,1545,1498,1494
"3",37,23216.6575562882,107963.898902118,768823.743868548,327669.781440263,92302278.301069,224216362.978537,316518641.279606,0.029649193829775,0.0583295903096574,6,6,8,45,1.2,14,30,40,17,0.197012177233536,0.491915843043256,1778,4582,0.992671057442838,0.993767890037369,0.887096874608588,0.908211870871194,0.935880413139976,1546,1547,1548,1517,1522
"4",38,23218.2009087115,107976.452113147,764471.964338117,325769.528086898,92341985.0700109,223795570.067837,316137555.137848,0.0296499007144379,0.058252677949948,6,6,8,45,1.2,14,30,40,20,0.197162997886976,0.490565104417684,1781,4560,0.992835514223009,0.993872302438839,0.880647281062194,0.900365259692266,0.931645325558707,1543,1549,1549,1513,1516
"5",39,23307.2993721332,108511.275466905,704871.720762726,294326.331726963,94239962.1872431,219903501.086159,314143463.273402,0.0299460679120264,0.0579401303653596,6,6,8,45,1.2,14,30,60,17,0.204372200666858,0.478071624196762,2058,4315,0.999842114089232,0.999900079628866,0.773926860881447,0.792901190284521,0.86999685409341,1517,1551,1552,1440,1433
"6",40,23308.7763264485,108523.327114483,700815.737927125,292622.64551655,94278612.9561993,219501202.663971,313779815.62017,0.0299467054554628,0.0578653534026469,6,6,8,45,1.2,14,30,60,20,0.204519010250848,0.476780252588453,2068,4284,1,1,0.768144430044893,0.785587924518917,0.866119706369143,1512,1553,1553,1433,1423
"7",43,20463.6233623662,94455.1944546065,752377.838161447,322966.195960555,91640160.8405835,224941073.433616,316581234.2742,0.0295913469277678,0.0584198901625063,6,6,8,45,1.2,17,22,60,17,0.19449721591319,0.494242152206596,1714,4609,0.815696573980828,0.807516903430073,0.87113257463716,0.878558570039536,0.849550038885189,1498,1437,1428,1508,1505
"8",44,20465.2646066383,94468.5110751216,748151.554453062,321156.165062135,91676766.147906,224530109.457464,316206875.60537,0.0295919891663877,0.0583442869809294,6,6,8,45,1.2,17,22,60,20,0.194636256094924,0.492922964306346,1719,4592,0.81587103201611,0.807627938507522,0.864989202449157,0.870938237998439,0.845478026239005,1493,1439,1429,1504,1502
"9",45,20478.9361289411,94511.3262885274,773814.825206905,330761.093133861,92051236.2061943,225294332.324702,317345568.530896,0.0296321689091602,0.0584148356673414,6,6,8,45,1.2,17,30,40,17,0.196058628662372,0.495376107691306,1753,4616,0.816431944448997,0.808552857828514,0.897589003941557,0.917211195021379,0.869437020144383,1516,1442,1433,1525,1530
"10",46,20480.6372886978,94525.0791380218,769488.721297208,328868.882820308,92090227.3189955,224876485.916621,316966713.235616,0.0296328647268543,0.0583385922374032,6,6,8,45,1.2,17,30,40,20,0.196206730995243,0.494034827292803,1759,4606,0.816612117421532,0.808667946367465,0.891166709038042,0.909410879067488,0.865229289189458,1511,1443,1434,1521,1526
"11",47,20572.5457465035,95096.1646205481,710037.772966876,297520.093417095,94116420.8587793,220128810.180293,314245231.039072,0.0299255494656407,0.0579618429942206,6,6,8,45,1.2,17,30,60,17,0.203902946069158,0.478794862845512,2022,4340,0.824093779240061,0.814885828071102,0.784766712709054,0.802216001086067,0.803890735600769,1458,1453,1437,1452,1445
"12",48,20574.1720795594,95109.3569569218,706010.144345033,295824.798467164,94154448.5018221,219730468.040258,313884916.542081,0.0299261770239303,0.0578877460411806,6,6,8,45,1.2,17,30,60,20,0.20404738879581,0.477516190840698,2033,4307,0.8242666090569,0.814995854360232,0.779012762400825,0.794953860265805,0.800042479483415,1452,1456,1438,1445,1435
"13",49,23113.694822571,107351.941207307,815343.81760976,356178.487549356,90062841.1910785,226468947.804307,316531788.995385,0.0292971582659453,0.0583410947962761,6,6,8,45,1.5,14,22,40,17,0.188505986040747,0.499146604907752,1582,4638,0.984653938009919,0.986802153548895,0.983857428464004,0.99209133399881,0.987075847050607,1553,1540,1540,1545,1552
"14",50,23115.2548179192,107364.629575091,810776.993960038,354148.700009197,90102387.681577,226038288.627984,316140676.309561,0.0292978900875755,0.0582628185410055,6,6,8,45,1.5,14,22,40,20,0.188656197898755,0.497764195724699,1585,4629,0.984820165448184,0.986907691893953,0.976968186776114,0.98385698084477,0.982593121754692,1550,1541,1541,1542,1548
"15",51,23207.5295670774,107919.802394424,747706.407158383,320095.310480228,92123850.3662564,220628826.407234,312752676.773491,0.0296115299735958,0.0576120804980715,6,6,8,45,1.5,14,22,60,17,0.196334443475852,0.480399907070279,1762,4376,0.992093359063102,0.993150354301702,0.861388587376955,0.870135601349622,0.916505999290934,1538,1542,1542,1502,1501
"16",52,23209.0218265565,107931.980211954,743449.223600732,318274.91066142,92163308.8935044,220218463.192194,312381772.085698,0.0296121823706084,0.0575359011243754,6,6,8,45,1.5,14,22,60,20,0.196484321217656,0.479082647603749,1767,4350,0.992252897897893,0.993251310112882,0.8552100223438,0.862459554376052,0.912401714618111,1533,1544,1543,1499,1495
"17",53,23214.3694232958,107954.071169581,768943.771819505,327806.085352909,92707687.5749998,220077591.247123,312785278.822123,0.0296531970156387,0.057538032069014,6,6,8,45,1.5,14,30,40,17,0.198552068119509,0.478630450875555,1811,4331,0.992542306540334,0.993613091005719,0.887559499675816,0.908428290994313,0.93602741671025,1547,1546,1546,1518,1523
"18",54,23215.9129313795,107966.622881557,764592.644602487,325905.798785576,92749701.3022135,219661587.09554,312411288.397753,0.0296539038137356,0.0574612377265002,6,6,8,45,1.5,14,30,40,20,0.198711651433908,0.477295084091436,1813,4300,0.992706743681742,0.993717513938083,0.881109793398879,0.900582855989336,0.931792646340429,1544,1548,1547,1514,1517
"19",55,23304.9986914938,108501.321969047,705023.977179281,294487.972247343,94663812.3836943,215803395.093725,310467207.477419,0.0299500837818015,0.0571495505854073,6,6,8,45,1.5,14,30,60,17,0.205982136838779,0.464910348443092,2170,3991,0.999711715563675,0.999744431711417,0.774475480177516,0.793175720943037,0.870186589791184,1518,1550,1550,1441,1434
"20",56,23306.4757422396,108513.371773279,700968.284735754,292783.980412693,94704660.2203067,215405713.192661,310110373.412968,0.0299507212457079,0.0570748872736401,6,6,8,45,1.5,14,30,60,20,0.206137291679469,0.46363379579499,2181,3962,0.999869577325182,0.999844358606359,0.768692012030807,0.785862978777876,0.866309284428913,1513,1552,1551,1435,1424
"21",57,20359.1318924638,93839.1756148928,819730.013131901,359080.465240381,90037032.2495426,225348624.927128,315385657.17667,0.0292846148157056,0.0580237974386028,6,6,8,45,1.5,17,22,40,17,0.18840795435671,0.495550386091237,1581,4621,0.807626250406513,0.800447743372291,0.993706944874364,1,0.91972688221807,1539,1430,1417,1551,1553
"22",58,20360.8474298348,93853.0435003448,815193.516460312,357061.868059564,90076930.4404606,224923068.106887,314999998.547347,0.0292853351710441,0.0579460941367081,6,6,8,45,1.5,17,22,40,20,0.188559502099971,0.494184355390962,1583,4608,0.807807930439126,0.800563804599801,0.986855684053218,0.991820328845352,0.915277150877356,1534,1431,1418,1546,1551
"23",59,20461.0784935762,94444.2363078341,752533.256744375,323132.142601312,92034510.1945718,220796353.255528,312830863.4501,0.0295953555986848,0.0576285519575558,6,6,8,45,1.5,17,22,60,17,0.195995097227567,0.480937665618621,1751,4388,0.81555301377694,0.807344735454831,0.871695809208684,0.878838802340297,0.849739933311048,1499,1436,1423,1509,1507
"24",60,20462.7196554509,94457.5500743797,748307.334111041,321321.853579357,92073361.2379362,220390061.173136,312463422.411072,0.029595997757438,0.0575530629191972,6,6,8,45,1.5,17,22,60,20,0.196142667526113,0.479633474423866,1757,4361,0.815727434423013,0.807455764957855,0.865551560931248,0.87121912134678,0.845667844559582,1494,1438,1425,1506,1504
"25",61,20468.4450665366,94480.7915216767,773610.312925857,330819.102594641,92607767.0376538,220253005.131926,312860772.169579,0.0296361573840069,0.05755547330371,6,6,8,45,1.5,17,30,40,17,0.198172533820037,0.47919352668705,1803,4352,0.816031915370559,0.807843106119762,0.89778589213187,0.916842442804158,0.869163504778872,1515,1440,1431,1526,1529
"26",62,20470.143196104,94494.5172695993,769291.592063193,328929.807637226,92649127.8876909,219841145.778232,312490273.665923,0.029636853116712,0.0574793782669371,6,6,8,45,1.5,17,30,40,20,0.198329637271053,0.477871464638974,1806,4310,0.816211733291527,0.807957989657352,0.891373492152152,0.90905543908242,0.864962623960147,1510,1441,1432,1522,1525
"27",63,20569.9986128097,95085.1688358945,710189.030981512,297681.027517118,94538058.9881936,216027956.09125,310566015.079444,0.0299295503864428,0.0571713301156687,6,6,8,45,1.5,17,30,60,17,0.205504480011311,0.465631185713495,2141,4014,0.8239497259508,0.814713506868356,0.785312934364744,0.802488731545008,0.804073146336757,1459,1452,1435,1453,1446
"28",64,20571.6248550907,95098.3582152363,706161.717236027,295985.45767485,94578263.7122043,215634184.427585,310212448.139789,0.0299301778666536,0.0570973457993935,6,6,8,45,1.5,17,30,60,20,0.205657192078001,0.464367184865945,2151,3983,0.824122517028232,0.814823527016298,0.779558051052585,0.79522715847234,0.800224771666383,1453,1454,1436,1447,1436
"29",65,23041.4656806641,106848.315913421,808917.569552459,357769.140086125,169540105.406877,155471063.988018,325011169.394895,0.037036493952143,0.0508962201029107,6,6,12,35,1.2,14,22,40,17,0.490389348553323,0.271244514435593,3137,3136,0.978056056874072,0.981915636348474,0.989256215061344,0.980504287942738,0.982922489545734,1551,1537,1538,1547,1544
"30",66,23042.9828004902,106860.704300664,804447.934356634,355839.883706435,169638448.187357,155109289.811223,324747737.99858,0.0370371257609615,0.0508179639856206,6,6,12,35,1.2,14,22,40,20,0.490762889962216,0.270083225017675,3138,3134,0.978218354335082,0.982018274036386,0.982708183203511,0.972445173447613,0.978593332669631,1548,1539,1539,1543,1542
