"sim_id","percent_recent","percent_remote"
10051,0.184930830059456,0.815069169940544
10160,0.180701541012795,0.819298458987205
10289,0.222085825781712,0.777914174218288
10342,0.208224817634862,0.791775182365138
10463,0.183519960864419,0.816480039135581
10508,0.198525840716783,0.801474159283217
10537,0.223360660606069,0.776639339393931
10610,0.234645340797477,0.765354659202523
10791,0.258256044259483,0.741743955740517
108,0.285358566261488,0.714641433738512
1089,0.184684379773112,0.815315620226888
11012,0.217054446807963,0.782945553192037
11093,0.255730375212478,0.744269624787522
11099,0.218731714082576,0.781268285917423
1116,0.207801257404414,0.792198742595586
11232,0.189737987394024,0.810262012605976
1134,0.253718144430002,0.746281855569998
11370,0.178653105255323,0.821346894744677
11449,0.228466564252823,0.771533435747177
11480,0.234454640323523,0.765545359676477
11560,0.200243484718787,0.799756515281213
11599,0.243222552579294,0.756777447420706
11615,0.240120607402273,0.759879392597727
11670,0.184132667430563,0.815867332569437
11672,0.220886830043975,0.779113169956025
11691,0.188706617468757,0.811293382531243
11716,0.222472140896225,0.777527859103775
11810,0.198124534602023,0.801875465397977
11956,0.204144020484513,0.795855979515487
11964,0.22346394987003,0.77653605012997
11986,0.213779283443639,0.786220716556361
12139,0.207693872652479,0.792306127347521
12569,0.236440018810166,0.763559981189834
12803,0.228070110705841,0.771929889294159
12825,0.256670532516246,0.743329467483755
12849,0.185535362642295,0.814464637357705
12981,0.242057686879907,0.757942313120094
13073,0.172845363081644,0.827154636918356
1308,0.186591778310439,0.813408221689561
13295,0.218591403069946,0.781408596930054
13492,0.229196873639631,0.770803126360369
13500,0.225424998394641,0.774575001605359
13611,0.248077713104799,0.751922286895201
13645,0.276360070035681,0.723639929964319
13702,0.208831508100181,0.791168491899819
13732,0.259859940630288,0.740140059369712
1375,0.167410477294572,0.832589522705428
13868,0.167988734399371,0.832011265600629
13953,0.226122118721398,0.773877881278602
13989,0.18110452943629,0.81889547056371
14017,0.194316423446609,0.805683576553391
14037,0.19800944460903,0.80199055539097
14082,0.20248264415918,0.79751735584082
14268,0.236469804883083,0.763530195116917
14300,0.202474437954617,0.797525562045383
14471,0.241712756335953,0.758287243664047
14530,0.185165055608732,0.814834944391268
14566,0.202304939960545,0.797695060039455
14634,0.182148969043155,0.817851030956846
14671,0.191351775889172,0.808648224110828
14677,0.233805325435365,0.766194674564635
147,0.229414207615709,0.770585792384291
14701,0.212227021307363,0.787772978692637
14831,0.21883125966634,0.78116874033366
14918,0.240913314272358,0.759086685727642
15269,0.246535370318308,0.753464629681692
15433,0.195547952647301,0.804452047352699
15463,0.188760884628203,0.811239115371797
15579,0.216284311682031,0.783715688317969
15684,0.188598229592866,0.811401770407134
15798,0.211798887093442,0.788201112906558
15828,0.220606645117216,0.779393354882784
16005,0.189986565998284,0.810013434001716
16034,0.204417770471225,0.795582229528775
16141,0.210508401164545,0.789491598835455
16204,0.211922820570455,0.788077179429545
16214,0.165869614029372,0.834130385970628
16304,0.254953009798833,0.745046990201167
16451,0.180060196934045,0.819939803065955
16482,0.213283550318838,0.786716449681162
16528,0.233823418703094,0.766176581296906
16818,0.23447886758811,0.76552113241189
