"sim_id","program_id","undisc_inc","disc_inc"
15463,1,12153.4882055591,10666.8391924461
15463,2,9659.76822068444,8527.50582185825
15463,3,9427.77136807571,8326.17616537388
15579,1,12866.9947853846,11309.7857080479
15579,2,10008.543244397,8849.49446532763
15579,3,9894.50044113559,8748.23071588623
15684,1,11066.3823742581,9726.16613822356
15684,2,8499.77253337654,7517.47120895465
15684,3,8424.34665070518,7449.69292903096
15798,1,11978.9631183275,10517.9413956031
15798,2,9731.18665729378,8589.41785871109
15798,3,9671.33858620072,8534.18844968113
15828,1,13100.3043501041,11506.8022276327
15828,2,10359.5839980585,9154.45001554799
15828,3,10120.405715856,8946.52936667373
16005,1,12350.3144409341,10851.9588571466
16005,2,9914.23296113297,8762.2783640736
16005,3,9514.34602850357,8414.09117608633
16034,1,12537.1143006185,11024.3019083153
16034,2,9684.00576961174,8572.53102878237
16034,3,9232.53570741156,8179.17477383887
16141,1,12548.8341309127,11027.5368000263
16141,2,9776.16612979938,8650.16826635933
16141,3,9243.53347982694,8186.68510836722
16204,1,12615.1891092102,11080.6933299808
16204,2,10155.5202810878,8968.23463563666
16204,3,9905.37136022798,8749.68735619553
16214,1,12208.585052515,10714.429190754
16214,2,9768.19007200376,8624.78044385172
16214,3,9283.67373816719,8205.48333259926
16304,1,13030.3976788203,11444.7663661506
16304,2,10453.9329050008,9236.27396171899
16304,3,9932.04353528736,8784.01107036211
16451,1,12517.9013958125,10999.7923294955
16451,2,9608.68570344745,8498.64358378081
16451,3,9557.25463766683,8451.76611265215
16482,1,11746.9231482111,10315.9902354866
16482,2,9229.30720967929,8152.34855068869
16482,3,9192.0766226432,8117.8130106162
16528,1,13014.928984245,11421.6702475485
16528,2,10147.1029597901,8957.79325522912
16528,3,9973.91132531997,8804.95959993776
16818,1,13559.0457937553,11906.4118234889
16818,2,10706.3461919165,9460.14908498691
16818,3,10138.8113803601,8967.17779252705
16880,1,12445.0295184287,10939.0024596778
16880,2,9592.58953897997,8486.0612056936
16880,3,9513.86920694363,8414.78276599689
16883,1,14218.4648729715,12476.3055667626
16883,2,11442.9716732294,10100.42374991
16883,3,10860.1218620626,9593.74021846364
16950,1,12859.4326862825,11294.3961224443
16950,2,10096.5967031421,8922.28255436654
16950,3,9869.81834104796,8724.54299124202
1702,1,11615.8565992906,10197.1189581899
1702,2,9177.56840991763,8102.87286839565
1702,3,8970.93268365318,7922.71328690119
17287,1,12346.0287402325,10849.2194715241
17287,2,9769.10003756032,8636.69669498837
17287,3,9414.13776182718,8327.14098790716
17379,1,12883.5631172694,11320.7074190662
17379,2,10273.0894989344,9079.89811077072
17379,3,9813.45877096139,8681.18154714545
17534,1,13656.1747870273,11987.9528227939
17534,2,10622.0043424903,9383.54530574293
17534,3,10386.7847748994,9178.28904554091
1765,1,12354.8012659693,10856.9057632129
1765,2,9565.79490074185,8461.44514910961
1765,3,9308.96023600593,8238.66478065059
17701,1,12451.3476915879,10922.9993001036
17701,2,9854.33043903316,8694.94205694894
17701,3,9712.9293216197,8570.30766610013
17752,1,12555.2551143359,11040.6358079473
17752,2,9796.21976851453,8671.48098823274
17752,3,9403.04425535562,8329.45822987705
17891,1,13374.0295094139,11753.0097272123
17891,2,10431.8127826534,9225.23997317893
17891,3,10129.2352905725,8960.76297649465
18046,1,10807.1490859328,9497.78401290692
18046,2,8268.24026402437,7318.93114111902
18046,3,8076.98375746587,7152.24870220773
18109,1,13031.4651356931,11441.336925269
18109,2,10675.8986973322,9423.56672498247
18109,3,10051.6640440042,8883.46760559403
18321,1,12806.3792489873,11241.0324110707
18321,2,10307.8305953297,9096.39314517224
18321,3,9977.17798262043,8807.59432665429
18423,1,12285.5051845523,10785.4739538659
18423,2,9692.98688776969,8559.89436014302
18423,3,9302.46928776587,8219.93961163439
18426,1,12833.1162937433,11265.9395582908
18426,2,10350.7550279585,9139.17824792639
18426,3,9876.68706120852,8726.20933432776
1872,1,12067.545043439,10601.0240132305
1872,2,9314.32721210138,8235.33645174487
1872,3,9181.47495136084,8118.43655698658
18741,1,12921.7300096,11363.3749909711
18741,2,9981.73734566043,8840.46477069558
18741,3,9566.79304502227,8479.89224342123
18761,1,12959.2609890814,11376.6841971726
18761,2,9986.00586750146,8828.3664448747
18761,3,9580.77677354134,8476.10679517176
18829,1,11706.1582479781,10284.4716261252
18829,2,9200.38716887616,8131.20902997186
18829,3,9044.10194654008,7992.96148015355
18848,1,11019.1440029358,9684.86182460249
18848,2,8602.25653586135,7606.82017668736
18848,3,8412.7471873839,7441.02004501446
18866,1,12683.9774443024,11139.8587010266
18866,2,9878.44121307583,8729.81502856738
18866,3,9469.25776188247,8374.77947092922
18882,1,12525.2760712821,10995.4860967303
18882,2,10041.0541675963,8865.19433514245
18882,3,9613.18171807002,8494.90129977878
18905,1,12615.6594892453,11070.4271107959
18905,2,10259.461770005,9048.32906005939
18905,3,9852.43529420007,8694.20873130756
18944,1,13010.4825572597,11443.760555687
18944,2,9746.57646661165,8637.86010896364
18944,3,9606.67157141086,8513.20503174138
18981,1,13864.7013728108,12176.4676519682
18981,2,10567.5531615325,9349.78450867319
18981,3,10116.510228917,8957.74423944558
19009,1,11958.1092964265,10505.1784061657
19009,2,9502.59786756048,8393.59393860453
19009,3,9307.33226948107,8223.3185950588
1911,1,12686.7862673325,11146.1897842679
1911,2,10086.7987376504,8914.66539599071
1911,3,9499.70233691129,8407.02526250193
19453,1,14113.8010483431,12392.132497352
19453,2,11684.8711367474,10310.3059314114
19453,3,10945.2084217895,9671.64413750893
197,1,13687.2541191951,12023.8714829505
197,2,11002.9557728874,9723.36459466248
197,3,10450.1468130833,9243.79423355475
19873,1,13872.2814979255,12186.314472574
19873,2,10655.2264919367,9424.77546284404
19873,3,10451.8935810331,9246.05726108289
20050,1,11873.0791705313,10441.2865721958
20050,2,9472.93657786417,8380.31205982058
20050,3,9009.83450679838,7977.0414405138
20095,1,12514.5684022122,10990.8029912624
20095,2,9806.84667642977,8669.00518400574
20095,3,9418.0855642603,8329.73992543273
20456,1,12510.8563715808,10989.3148271968
20456,2,9868.72129171566,8720.09673514908
20456,3,9628.37754633265,8509.93273416338
20467,1,12344.2979673039,10841.3715240637
20467,2,9667.2259013825,8542.87477561972
20467,3,9244.77181052028,8175.67138352377
20655,1,11672.2915698217,10251.7842259352
20655,2,9103.63016978378,8043.89217265813
20655,3,9014.28558178559,7963.61735336661
20658,1,12827.9692588231,11271.258651852
20658,2,9776.54878177762,8649.68001981555
20658,3,9370.74498458117,8295.94300983873
20693,1,13367.2645618503,11727.6318124784
20693,2,10473.8850221709,9243.71900706962
20693,3,10399.1324840713,9176.3303998218
20905,1,13201.5695962561,11595.0869886206
20905,2,10720.596139343,9464.82371686313
20905,3,10445.2933316173,9223.2672143147
20983,1,12690.4724325706,11145.8546865493
20983,2,10089.9864771723,8914.03122341277
20983,3,9600.82373478765,8490.14797741479
21047,1,11185.0414275311,9826.19397546526
21047,2,8850.46769293576,7821.53463880712
21047,3,8693.95135239904,7685.56931965525
21049,1,12792.8182076006,11240.9307538839
21049,2,10047.996479888,8884.99093744208
21049,3,9745.59213687589,8621.39778786531
21284,1,13750.7684745994,12075.0968275456
21284,2,11291.4569900347,9964.43550289888
21284,3,10420.5085544989,9214.22394186681
21360,1,12736.4892292735,11190.687568257
21360,2,10414.7330975076,9197.0109736447
21360,3,9856.23369499762,8714.66736196833
21389,1,11872.0433478028,10425.3299220775
21389,2,9227.11250779542,8154.8668605478
21389,3,9044.52508785921,7995.055012817
21403,1,13893.0047587619,12182.5724618179
21403,2,11495.7619912574,10132.7682070979
21403,3,10678.9263657995,9430.15722890991
21497,1,11350.5358296226,9975.58174544554
21497,2,8674.76478141037,7680.03618270302
21497,3,8471.19813018563,7502.30381033373
21517,1,11518.6264291669,10120.5379849704
21517,2,8908.25723053656,7882.24374846386
21517,3,8627.29529123996,7636.68814001423
2168,1,12952.6829630701,11376.7028349665
2168,2,10023.5548317456,8863.74363872574
2168,3,9844.08324379075,8705.55617920241
21693,1,12693.6083244535,11161.2155424826
21693,2,9440.26100366624,8363.12765996774
21693,3,9421.66147314714,8344.22742126628
21695,1,12487.9727992802,10957.0150221007
21695,2,10195.999361666,8988.99797758301
21695,3,9863.39299104259,8698.85496763881
21832,1,13339.1184596031,11707.280363432
21832,2,10567.9731054998,9330.53854848147
21832,3,10086.280794633,8913.04219307274
21901,1,12878.2319766159,11307.7925667867
21901,2,9885.53024851446,8738.16276074982
21901,3,9729.83214577203,8601.20048462616
22226,1,12895.3316406026,11329.1201013343
22226,2,10131.6817457601,8950.33550595671
22226,3,10059.422313683,8884.65642078728
22260,1,12804.5615400107,11244.0800504049
22260,2,10107.4038900626,8933.94239233045
22260,3,9729.66359745599,8606.6107448634
22425,1,12086.4819609832,10616.1367361524
22425,2,9415.34547878212,8322.92862399725
22425,3,9076.53823974277,8029.33120219732
22648,1,13124.2221988018,11525.5447390537
22648,2,10501.9133947113,9271.56551669497
22648,3,10422.0384743431,9198.80317178743
22828,1,13314.2003896047,11694.1131934588
22828,2,10336.9285263177,9140.10425207948
22828,3,9726.2634273539,8611.97467348845
23016,1,12760.043934791,11213.8692808316
23016,2,9762.34264832925,8640.74681243697
23016,3,9555.23632597067,8459.39101236795
23079,1,13107.6956247672,11513.311728695
23079,2,10755.0363662912,9492.59821208184
23079,3,10334.5125971574,9125.88143591688
23105,1,12254.4915086427,10773.5996644107
23105,2,9398.32996373633,8320.5521577028
23105,3,8981.37006102808,7958.68938277067
23167,1,13101.1277762751,11499.9367465022
23167,2,10589.3465192059,9348.70398789625
23167,3,10077.0319239649,8903.07126959741
23732,1,12641.9882357672,11112.9849360308
23732,2,9554.58247640777,8463.29504330075
23732,3,9287.78783348719,8230.7245944601
23778,1,11661.8847474103,10240.5565140001
23778,2,9169.30096027177,8099.00736949602
23778,3,9089.89993272624,8027.9760826753
23932,1,13123.5528068646,11522.7036907596
23932,2,10690.8986575072,9441.27779155718
23932,3,9842.88568272547,8708.72022257652
23961,1,12988.3979013851,11396.0884717957
23961,2,10404.8619049931,9178.10933437179
23961,3,10163.2851542796,8966.42574493467
24183,1,12744.0643662817,11188.7005391563
24183,2,9982.12463693918,8816.1684627551
24183,3,9946.92476083076,8782.96557063807
24204,1,12854.5331919027,11292.5867119682
24204,2,10579.8769446509,9340.81400160276
24204,3,10200.0496506633,9009.87123164795
24210,1,11881.0485971288,10440.9616116174
24210,2,8963.25394633054,7931.86602854505
24210,3,8833.46174970114,7818.2229346753
24389,1,12343.2597993784,10837.3470678669
24389,2,9525.40508002284,8420.76287002205
24389,3,9274.52842617845,8201.17607861951
24657,1,14498.0842698357,12735.2598584281
24657,2,11934.6068761452,10538.2648487807
24657,3,11187.9385067835,9892.47638829165
2475,1,14454.8803179063,12694.3195149835
2475,2,11290.2876284313,9980.22025175399
2475,3,11061.0817631737,9778.88457792389
24897,1,13092.9443606497,11495.3378610895
24897,2,10234.8846231052,9046.26448382198
24897,3,9840.81172434246,8701.7646337334
24919,1,11911.8373780372,10460.3360688293
24919,2,9445.52337465279,8345.34619107977
24919,3,9099.1157460706,8046.46490835075
24942,1,13087.8692177798,11481.4866001973
24942,2,10648.2985968573,9389.94896626639
24942,3,10226.8220896621,9023.80335723758
24979,1,13150.6220095057,11553.736447974
24979,2,10654.0996161436,9413.34717006466
24979,3,10029.6357156512,8871.19845909219
25067,1,13364.5961467195,11732.8099755372
25067,2,10634.3933790111,9387.17737196093
25067,3,10547.5062588797,9307.65316840916
25088,1,12850.6497802877,11286.1676209368
25088,2,9986.76171241056,8828.00512829228
25088,3,9652.29053601777,8537.65014429993
2526,1,12417.1368426408,10907.6870637669
2526,2,9688.48044768619,8562.72157921005
2526,3,9575.12071776336,8462.1988840826
25820,1,13314.6764262028,11696.8694954936
25820,2,10601.1762280101,9369.85475605211
25820,3,9967.52498932589,8820.82963959948
25953,1,12978.700023128,11406.4137797377
25953,2,9932.33050917939,8789.32698220058
25953,3,9531.21793977357,8441.48185174711
26072,1,12254.9291425579,10775.7432732247
26072,2,9473.09428130882,8382.52639262321
26072,3,9285.24528612333,8218.59039946382
2611,1,12541.0599583562,11011.1230173543
2611,2,10173.6895218251,8974.85644896063
2611,3,10050.7683627561,8865.15342186616
26200,1,12866.4005454686,11305.8983400728
26200,2,10016.9295793258,8860.28684413602
26200,3,9597.40478956486,8495.7325574257
26222,1,12542.7363979713,11024.7013447038
26222,2,9528.20178200122,8433.44883889169
26222,3,9402.26218217244,8321.01283694934
26256,1,12708.2792409471,11156.657140333
26256,2,10358.8497346197,9140.2337160611
26256,3,9826.18717487523,8677.99932943618
26309,1,10521.7134655555,9241.23105160362
26309,2,8215.96098780811,7258.86293043961
26309,3,8052.16417368668,7117.60488911809
26490,1,13772.9094608984,12096.2867457714
26490,2,10939.5122343781,9663.07970293881
26490,3,10743.420037844,9490.57441838273
26515,1,11939.4218407374,10480.8277892004
26515,2,9366.43766633056,8274.22350856474
26515,3,9202.78543571559,8129.16732450805
267,1,12769.2919662681,11215.909246231
267,2,10257.5712649874,9059.24073550541
267,3,9770.74318395573,8637.73290333249
27019,1,12967.7326908882,11380.3030173987
27019,2,10528.1548684824,9291.23571953032
27019,3,10144.8901233308,8958.35868051094
27088,1,13078.7704872064,11485.4829296531
27088,2,10304.3330982657,9105.34025168072
27088,3,9762.32011394284,8637.06714006206
27130,1,12389.033907293,10871.0166975509
27130,2,9519.75792813499,8409.71066975474
27130,3,9222.9574429071,8150.63496943798
27139,1,12078.3385645378,10610.4660562615
27139,2,9239.69591440962,8173.35673140952
27139,3,9053.73363654446,8011.17905738159
27403,1,12942.181338586,11357.0635008324
27403,2,10237.0624090535,9034.09233188335
27403,3,9948.96352530165,8783.5371970176
27483,1,12110.325507556,10639.8872211702
27483,2,9090.20358932469,8045.10591231874
27483,3,8942.94525189127,7915.47600117389
27553,1,12413.1597698779,10911.4025045823
27553,2,9381.32524446481,8304.24662914416
27553,3,9249.76656040681,8188.23469963495
28084,1,13499.1804783237,11845.6331637767
28084,2,10954.5592321493,9665.22672588009
28084,3,10232.6143406886,9041.29010754214
28118,1,12374.4894178089,10874.1917939403
28118,2,9350.41253589494,8272.21819282852
28118,3,9299.73840701342,8225.04077180755
28280,1,12981.1198813079,11402.3569349341
28280,2,10185.053779391,9004.69621127934
28280,3,9634.69248592568,8527.18044956122
28711,1,13204.0326649611,11601.5509738088
28711,2,10248.0355358842,9061.58333898803
28711,3,10046.4145632265,8883.43330362748
28735,1,13413.527577736,11771.3273532273
28735,2,10729.8807479953,9468.30929314002
28735,3,10467.9011521358,9239.90439314033
28871,1,14372.6486256268,12625.1566868344
28871,2,11710.3984101698,10345.5129782877
28871,3,10880.3720433977,9627.39953554904
29037,1,12578.0496591493,11049.0558889053
29037,2,9569.69148909951,8465.97092135943
29037,3,9224.04817554889,8164.98413320937
29215,1,13405.6912927513,11762.4046551209
29215,2,10551.4331526203,9313.5672676091
29215,3,10437.7351409468,9211.64605778079
29270,1,12093.0643978063,10622.8063134827
29270,2,9943.44760615237,8777.94778269418
29270,3,9418.33453039647,8323.37870638943
29584,1,11610.8861193037,10189.1400077248
29584,2,9026.0633245956,7976.35872990062
29584,3,8715.47782336564,7706.65778711875
29643,1,13261.5503594399,11656.1862985365
29643,2,10741.0445342658,9495.03906087781
29643,3,10167.3005474819,8998.52500063691
29857,1,13086.200946662,11487.7805907537
29857,2,10472.7331737418,9247.5822394501
29857,3,10223.6557011469,9029.51107073682
29909,1,12504.4374580132,10984.9868428086
29909,2,9880.38076439257,8738.1240048219
29909,3,9408.88639060402,8327.36300630685
29911,1,11240.6176148721,9879.19033971536
29911,2,8523.93963551344,7545.84778701497
29911,3,8406.85364282475,7441.91664325233
29951,1,12490.6056138993,10973.0055509954
29951,2,9806.08069947849,8668.58143100839
29951,3,9252.34595514187,8188.93362491303
30007,1,10801.4594113807,9488.94632907184
30007,2,8618.12129290229,7615.44751846792
30007,3,8194.45729980435,7247.86675456264
30116,1,12695.7416558717,11152.7973378344
30116,2,9308.35712930417,8242.83063155229
30116,3,9195.56292778933,8141.57956650022
30123,1,11793.1089165897,10364.6777572199
30123,2,9181.45140056615,8123.14777726228
30123,3,8908.81503947785,7885.78928725965
3014,1,12540.3369364309,11020.3632055139
3014,2,9549.72115664043,8453.79665727344
3014,3,9286.61276008701,8225.02012588305
3021,1,12875.5364701162,11319.844029961
3021,2,10279.3505921085,9090.87544420783
3021,3,9667.06548681216,8558.59565603237
3024,1,12333.405974159,10843.3825587249
3024,2,9344.34830719517,8273.73548201424
3024,3,9140.33404478333,8095.8811533734
30520,1,11786.0949675341,10354.573677951
30520,2,9441.72717126923,8343.81323736552
30520,3,9019.51206713107,7977.61708832773
30592,1,12190.7235369907,10707.6101689669
30592,2,9550.6295604068,8440.49197212997
30592,3,9186.16077673742,8123.36830395328
30627,1,13533.6503512576,11889.8250767191
30627,2,10565.7961800689,9342.84963056554
30627,3,10261.6107488118,9077.03801555206
30655,1,10746.2728928775,9446.58444168229
30655,2,8556.55390345989,7568.95404638982
30655,3,8247.68483048574,7299.29295126134
31032,1,12497.6157352229,10976.7894833969
31032,2,9845.53900097908,8697.38631449234
31032,3,9475.67264572351,8375.78977745052
31123,1,13504.9909462016,11853.0312277127
31123,2,10599.4473168277,9358.15444296224
31123,3,10470.2718530925,9243.1118334618
31356,1,14018.9320917235,12306.8603873408
31356,2,10829.4598280055,9572.04475894674
31356,3,10370.951872905,9176.45030357953
31378,1,11488.058463038,10084.9950664363
31378,2,8905.40741375233,7865.2451978083
31378,3,8813.40064997482,7783.98410747125
31401,1,13533.4910917532,11887.6795931778
31401,2,10658.1594850473,9425.72851713654
31401,3,10164.3543584848,8995.61383375572
31590,1,13113.6494304884,11528.63996263
31590,2,10318.5859832792,9126.53929066687
31590,3,10178.0291986237,9001.34622884008
31692,1,13018.1235879173,11440.5078150226
31692,2,10274.5168491625,9080.51852389171
31692,3,9971.03626094687,8816.91822920562
31924,1,12723.171585335,11173.5669777429
31924,2,10256.1899360347,9055.24097508296
31924,3,9940.11537776035,8777.63539117096
32032,1,13365.9459703208,11727.9975503936
32032,2,10446.4208390769,9225.26846421398
32032,3,10329.879621475,9121.39747207837
32033,1,12491.9859376584,10971.7032564899
32033,2,9569.37791500858,8459.80379205884
32033,3,9553.36200558385,8441.81961527098
32073,1,13226.6942553445,11620.2481181912
32073,2,10217.9669781079,9037.08611611383
32073,3,10003.5359283817,8848.30672260946
32088,1,13172.7546980606,11558.8309813489
32088,2,10564.9500440654,9322.6896719095
32088,3,10357.8802546951,9140.80625747857
32111,1,12348.1156740062,10840.8208425761
32111,2,9632.39713251398,8512.48113514317
32111,3,9293.95868857086,8217.64045601999
32263,1,13636.4302036857,11974.434356087
32263,2,10811.6293637763,9549.96906128042
32263,3,10289.8705754054,9098.54910537406
32314,1,14256.8234559035,12522.2609088678
32314,2,11598.3368520928,10240.1954311963
32314,3,11329.1416406701,10002.7907828464
32477,1,13540.3701935144,11887.6705626314
32477,2,10909.8516993094,9634.14341019581
32477,3,10462.3693525332,9243.77550640797
32542,1,11690.5566190483,10269.1959314514
32542,2,8850.35958229826,7830.37135587525
32542,3,8652.31035852023,7656.37659652456
32992,1,12539.462455394,11014.3450851572
32992,2,9782.64185656129,8646.35907508054
32992,3,9473.27932607669,8375.84906817814
33033,1,13333.3794329915,11708.4363003419
33033,2,10497.8570847131,9278.33692561531
33033,3,9895.71804237208,8756.86660973654
33173,1,13080.6900751614,11493.2875372875
33173,2,10229.3253873982,9040.86456729285
33173,3,10111.7160748597,8935.42207682734
33209,1,13099.8284925477,11500.2684869883
33209,2,10151.2975958566,8970.56418538825
33209,3,9929.43156825365,8777.2350075154
33257,1,12421.4423041448,10903.2202521163
33257,2,9571.79765021721,8463.62827108876
33257,3,9210.17530631923,8150.40271770216
33317,1,13304.8507045391,11673.7462419961
33317,2,10609.8606514078,9359.09460134288
33317,3,10345.6134038723,9128.34347763778
33558,1,12707.0954157425,11158.3033044491
33558,2,10158.7708474734,8970.41408149817
33558,3,9744.75413864167,8612.14216684343
33634,1,12621.3905198383,11081.1846341496
33634,2,9932.10687663316,8775.61535683324
33634,3,9440.89979730781,8349.64642265645
33720,1,13615.6306221498,11952.9580393274
33720,2,10930.5375107477,9649.04977370398
33720,3,10362.3403603154,9156.96609391147
33809,1,12440.5622315782,10938.067595904
33809,2,9673.56790118502,8559.95688435857
33809,3,9549.7087921553,8449.32588782774
33892,1,12216.2013510415,10726.9122894572
33892,2,9582.97345591865,8465.18072586424
33892,3,9330.46264398576,8244.63753750261
33977,1,12238.185954192,10751.6830695101
33977,2,9653.69438364459,8528.1028655945
33977,3,9424.72429253198,8329.85195647622
33998,1,12497.5020363293,10978.7362648866
33998,2,9765.64309962574,8635.35080271821
33998,3,9255.06611852081,8191.60978836829
34001,1,13139.5055692718,11541.2948217984
34001,2,10056.4201538129,8894.05250372564
34001,3,9872.00059577195,8731.65845333571
34012,1,11918.3606747381,10474.6287326644
34012,2,9289.53886788641,8220.52465972713
34012,3,8992.43462723239,7961.97824684731
34103,1,11531.8849814647,10137.6812483139
34103,2,9013.01348603681,7970.21628898873
34103,3,8772.92061198949,7761.00391233561
34113,1,12532.7032083966,11009.793471632
34113,2,10098.6329371366,8921.7609507198
34113,3,9774.47775080282,8637.68253805117
34136,1,12136.3205326768,10663.2390032462
34136,2,9607.71707227216,8493.87828427455
34136,3,9309.99097704493,8234.44389341037
34146,1,12932.2839966389,11356.8672012542
34146,2,9999.12314897981,8841.63177572094
34146,3,9836.75170987458,8698.89358379505
34322,1,12900.6977303162,11324.1925935273
34322,2,10388.9707752518,9169.75166728187
34322,3,9962.17476244974,8800.17466422649
34337,1,14086.842713306,12369.0720913935
34337,2,10726.2581388842,9486.43361159227
34337,3,10570.1637790426,9347.97823098091
3453,1,12331.7949728608,10836.0194081492
3453,2,9498.09721732092,8397.31530266301
3453,3,9399.77631204962,8309.50430755492
34626,1,13280.9174445082,11667.1094731663
34626,2,10760.47572233,9504.92003533522
34626,3,10499.599785919,9277.59723343901
35010,1,12895.7189406295,11323.2504239737
35010,2,10190.4334678968,9002.77306008987
35010,3,9924.01796649104,8768.78032443942
35293,1,13664.0776048583,11986.5580442404
35293,2,11239.7515029859,9906.15898852537
35293,3,10826.1208603973,9546.21072040852
35304,1,12370.1456778837,10877.8878763727
35304,2,9601.98848434147,8501.57501906664
35304,3,9271.45625808758,8211.6851306544
3533,1,12554.3065489452,11036.5224626828
3533,2,9805.29334423404,8677.71220127268
3533,3,9396.79877144715,8323.20088199767
35401,1,11121.7698020705,9768.26216743404
35401,2,8694.84814721502,7684.92816064451
35401,3,8490.96191807793,7507.57945226963
35838,1,13626.8672116016,11969.4878249972
35838,2,10949.3665667121,9670.25260989093
35838,3,10462.0986728042,9245.26003392217
35845,1,12410.9630190128,10896.5601205505
35845,2,9771.38619102433,8630.451049664
35845,3,9408.27374646786,8313.09140948395
36012,1,11401.1299756156,10012.4868188214
36012,2,9171.0851136515,8097.17550925159
36012,3,9004.11689193359,7949.32668426582
36231,1,12024.0463557084,10567.2349816387
36231,2,9280.28876661696,8209.50663373595
36231,3,9009.58323362213,7973.50114993311
36410,1,12323.2060686951,10826.7658775971
36410,2,9901.57425409273,8749.20709780349
36410,3,9305.65821868016,8233.16742325762
36426,1,11946.8093510678,10494.9071171271
36426,2,9240.51026213566,8168.05536707522
36426,3,9189.00497581323,8120.64298719559
36490,1,12329.5718984605,10833.4208174964
36490,2,9897.13898690587,8747.27921075649
36490,3,9277.44785611097,8210.65322205289
36566,1,10723.3424827152,9422.06683214347
36566,2,8227.70440443903,7277.68999900503
36566,3,8073.74052681706,7141.96512645472
3658,1,11533.341520404,10134.2749979413
3658,2,8839.90424461518,7820.4684598837
3658,3,8626.45896413418,7634.2603100916
36830,1,12354.6870617422,10847.4846451617
36830,2,9683.17013243568,8552.53035236053
36830,3,9416.13064980976,8318.97806518635
36906,1,12652.6490013622,11111.8118603433
36906,2,10051.8670998875,8881.36118691705
36906,3,9708.38659813304,8583.87365726598
36971,1,13322.8130305863,11705.6757830573
36971,2,10584.680864233,9355.32968754221
36971,3,10335.5037733985,9136.57360133695
36983,1,12827.2815614799,11273.4325332329
36983,2,9907.22255913129,8762.90752240418
36983,3,9843.73648108089,8703.62004909258
37069,1,12357.2562146176,10857.4507864408
37069,2,9778.77948441821,8643.450148326
37069,3,9602.0529148691,8486.4912451894
37320,1,12428.5845430298,10913.1587457622
37320,2,10037.8223383651,8862.2513524615
37320,3,9789.1507345521,8644.3455061633
37400,1,13503.4335494967,11853.5406726891
37400,2,10498.5890570605,9272.34532642795
37400,3,10376.0323839782,9164.41140730714
37615,1,11657.8154764315,10243.6151616863
37615,2,9170.35844096679,8106.02345466702
37615,3,8831.60825267217,7810.62761683931
37623,1,13547.7319569806,11897.8886317906
37623,2,10681.4392718627,9438.19254648606
37623,3,10271.0869967745,9082.22167384582
37755,1,13181.6117368933,11578.1566598279
37755,2,10337.0058333601,9140.66248765594
37755,3,9952.25584525914,8803.69539133947
37837,1,13849.7526096051,12158.882770168
37837,2,11458.1078723997,10107.1326866009
37837,3,10994.7780565223,9703.97149400217
37870,1,12680.6131705721,11129.6648163474
37870,2,10316.5897205147,9097.49335396689
37870,3,10019.2124635811,8838.69216135163
3791,1,12213.8486004887,10719.8142918907
3791,2,9545.69973713387,8430.98108599658
3791,3,9322.7717689927,8237.48614123414
37938,1,12595.2474456035,11060.2013250787
37938,2,10002.8555964469,8838.12930950871
37938,3,9536.08901409442,8433.5395656138
38128,1,12595.193295155,11067.5229400722
38128,2,9526.65829567189,8434.65539374764
38128,3,9196.1703336577,8146.42836214288
38483,1,12961.8016724596,11395.2644089704
38483,2,10154.8672482665,8987.75796647381
38483,3,9766.56637948348,8650.14649533966
38981,1,13576.6515298404,11929.2188288061
38981,2,10632.441548961,9403.26893107817
38981,3,10312.3825052764,9125.59292580747
38988,1,12576.9411309828,11044.2060079282
38988,2,9657.04562120256,8536.87123057799
38988,3,9407.70289739294,8319.35030465531
39045,1,12107.498338586,10623.7458770272
39045,2,9621.7468122999,8489.31375298195
39045,3,9411.04463302196,8304.85448611054
39171,1,13127.1114609812,11529.6112595961
39171,2,10699.6424160502,9444.70435768371
39171,3,10323.8519448057,9117.00373808488
39177,1,13243.2088724464,11627.7474491153
39177,2,10491.7607922927,9265.322602865
39177,3,10160.1427706038,8978.04183673151
39282,1,12795.8947125514,11237.0072083484
39282,2,9794.64117854423,8664.78197772421
39282,3,9438.40570219917,8354.76530927263
3941,1,13860.4701732203,12156.3315570185
3941,2,11065.1577262158,9761.96330991656
3941,3,10615.0090172976,9369.63684787496
39469,1,13379.3253844533,11750.0106312158
39469,2,10682.5874149879,9435.6539318225
39469,3,10394.8560743578,9185.05056114198
39563,1,13013.7915317653,11425.3929262892
39563,2,10564.1456378128,9321.91006765278
39563,3,10021.3628132725,8853.00553576707
39587,1,11871.584032201,10424.1086251161
39587,2,9285.79823666896,8205.11770741613
39587,3,8824.87131332383,7805.04169972057
39613,1,13072.2264595419,11485.1138859069
39613,2,10043.7363853338,8888.46628600913
39613,3,9608.73314255379,8511.94752868353
39669,1,12659.3782662545,11116.5836702611
39669,2,9776.32783750848,8637.36277527237
39669,3,9738.92446009859,8602.87601544316
397,1,13064.179269792,11484.9162879047
397,2,10506.5939518104,9294.37801350474
397,3,9809.64888817229,8690.10295060069
39772,1,13400.2612758267,11761.6865194064
39772,2,11002.613235555,9703.74396574846
39772,3,10437.3608349854,9216.15423494499
39810,1,12101.530152413,10625.5127001052
39810,2,9604.74536900783,8484.90952216268
39810,3,9183.98236194871,8120.29793631158
39816,1,13044.5204292835,11454.318420265
39816,2,10323.0384889079,9123.43341279222
39816,3,9745.30527854858,8623.26077843728
