sim_calib_id,b1_contact,b2_contact,hiv2_mort,hiv3_mort,hiv4_mort,tb_hiv1_mort,tb_hiv2_mort,tb_hiv3_mort,tb_hiv4_mort
1500,7,10,10,30,1.5,17,22,60,20
1501,7,10,10,30,1.5,17,30,40,17
1502,7,10,10,30,1.5,17,30,40,20
1503,7,10,10,30,1.5,17,30,60,17
1504,7,10,10,30,1.5,17,30,60,20
1505,7,10,10,40,1.2,14,22,40,17
1506,7,10,10,40,1.2,14,22,40,20
1507,7,10,10,40,1.2,14,22,60,17
1508,7,10,10,40,1.2,14,22,60,20
1509,7,10,10,40,1.2,14,30,40,17
1510,7,10,10,40,1.2,14,30,40,20
1511,7,10,10,40,1.2,14,30,60,17
1512,7,10,10,40,1.2,14,30,60,20
1513,7,10,10,40,1.2,17,22,40,17
1514,7,10,10,40,1.2,17,22,40,20
1515,7,10,10,40,1.2,17,22,60,17
1516,7,10,10,40,1.2,17,22,60,20
1517,7,10,10,40,1.2,17,30,40,17
1518,7,10,10,40,1.2,17,30,40,20
1519,7,10,10,40,1.2,17,30,60,17
1520,7,10,10,40,1.2,17,30,60,20
1521,7,10,10,40,1.5,14,22,40,17
1522,7,10,10,40,1.5,14,22,40,20
1523,7,10,10,40,1.5,14,22,60,17
1524,7,10,10,40,1.5,14,22,60,20
1525,7,10,10,40,1.5,14,30,40,17
1526,7,10,10,40,1.5,14,30,40,20
1527,7,10,10,40,1.5,14,30,60,17
1528,7,10,10,40,1.5,14,30,60,20
1529,7,10,10,40,1.5,17,22,40,17
1530,7,10,10,40,1.5,17,22,40,20
1531,7,10,10,40,1.5,17,22,60,17
1532,7,10,10,40,1.5,17,22,60,20
1533,7,10,10,40,1.5,17,30,40,17
1534,7,10,10,40,1.5,17,30,40,20
1535,7,10,10,40,1.5,17,30,60,17
1536,7,10,10,40,1.5,17,30,60,20
1537,7,11,6,30,1.2,14,22,40,17
1538,7,11,6,30,1.2,14,22,40,20
1539,7,11,6,30,1.2,14,22,60,17
1540,7,11,6,30,1.2,14,22,60,20
1541,7,11,6,30,1.2,14,30,40,17
1542,7,11,6,30,1.2,14,30,40,20
1543,7,11,6,30,1.2,14,30,60,17
1544,7,11,6,30,1.2,14,30,60,20
1545,7,11,6,30,1.2,17,22,40,17
1546,7,11,6,30,1.2,17,22,40,20
1547,7,11,6,30,1.2,17,22,60,17
1548,7,11,6,30,1.2,17,22,60,20
1549,7,11,6,30,1.2,17,30,40,17
1550,7,11,6,30,1.2,17,30,40,20
1551,7,11,6,30,1.2,17,30,60,17
1552,7,11,6,30,1.2,17,30,60,20
1553,7,11,6,30,1.5,14,22,40,17
1554,7,11,6,30,1.5,14,22,40,20
1555,7,11,6,30,1.5,14,22,60,17
1556,7,11,6,30,1.5,14,22,60,20
1557,7,11,6,30,1.5,14,30,40,17
1558,7,11,6,30,1.5,14,30,40,20
1559,7,11,6,30,1.5,14,30,60,17
1560,7,11,6,30,1.5,14,30,60,20
1561,7,11,6,30,1.5,17,22,40,17
1562,7,11,6,30,1.5,17,22,40,20
1563,7,11,6,30,1.5,17,22,60,17
1564,7,11,6,30,1.5,17,22,60,20
1565,7,11,6,30,1.5,17,30,40,17
1566,7,11,6,30,1.5,17,30,40,20
1567,7,11,6,30,1.5,17,30,60,17
1568,7,11,6,30,1.5,17,30,60,20
1569,7,11,6,40,1.2,14,22,40,17
1570,7,11,6,40,1.2,14,22,40,20
1571,7,11,6,40,1.2,14,22,60,17
1572,7,11,6,40,1.2,14,22,60,20
1573,7,11,6,40,1.2,14,30,40,17
1574,7,11,6,40,1.2,14,30,40,20
1575,7,11,6,40,1.2,14,30,60,17
1576,7,11,6,40,1.2,14,30,60,20
1577,7,11,6,40,1.2,17,22,40,17
1578,7,11,6,40,1.2,17,22,40,20
1579,7,11,6,40,1.2,17,22,60,17
1580,7,11,6,40,1.2,17,22,60,20
1581,7,11,6,40,1.2,17,30,40,17
1582,7,11,6,40,1.2,17,30,40,20
1583,7,11,6,40,1.2,17,30,60,17
1584,7,11,6,40,1.2,17,30,60,20
1585,7,11,6,40,1.5,14,22,40,17
1586,7,11,6,40,1.5,14,22,40,20
1587,7,11,6,40,1.5,14,22,60,17
1588,7,11,6,40,1.5,14,22,60,20
1589,7,11,6,40,1.5,14,30,40,17
1590,7,11,6,40,1.5,14,30,40,20
1591,7,11,6,40,1.5,14,30,60,17
1592,7,11,6,40,1.5,14,30,60,20
1593,7,11,6,40,1.5,17,22,40,17
1594,7,11,6,40,1.5,17,22,40,20
1595,7,11,6,40,1.5,17,22,60,17
1596,7,11,6,40,1.5,17,22,60,20
1597,7,11,6,40,1.5,17,30,40,17
1598,7,11,6,40,1.5,17,30,40,20
1599,7,11,6,40,1.5,17,30,60,17
1600,7,11,6,40,1.5,17,30,60,20
1601,7,11,10,30,1.2,14,22,40,17
1602,7,11,10,30,1.2,14,22,40,20
1603,7,11,10,30,1.2,14,22,60,17
1604,7,11,10,30,1.2,14,22,60,20
1605,7,11,10,30,1.2,14,30,40,17
1606,7,11,10,30,1.2,14,30,40,20
1607,7,11,10,30,1.2,14,30,60,17
1608,7,11,10,30,1.2,14,30,60,20
1609,7,11,10,30,1.2,17,22,40,17
1610,7,11,10,30,1.2,17,22,40,20
1611,7,11,10,30,1.2,17,22,60,17
1612,7,11,10,30,1.2,17,22,60,20
1613,7,11,10,30,1.2,17,30,40,17
1614,7,11,10,30,1.2,17,30,40,20
1615,7,11,10,30,1.2,17,30,60,17
1616,7,11,10,30,1.2,17,30,60,20
1617,7,11,10,30,1.5,14,22,40,17
1618,7,11,10,30,1.5,14,22,40,20
1619,7,11,10,30,1.5,14,22,60,17
1620,7,11,10,30,1.5,14,22,60,20
1621,7,11,10,30,1.5,14,30,40,17
1622,7,11,10,30,1.5,14,30,40,20
1623,7,11,10,30,1.5,14,30,60,17
1624,7,11,10,30,1.5,14,30,60,20
1625,7,11,10,30,1.5,17,22,40,17
1626,7,11,10,30,1.5,17,22,40,20
1627,7,11,10,30,1.5,17,22,60,17
1628,7,11,10,30,1.5,17,22,60,20
1629,7,11,10,30,1.5,17,30,40,17
1630,7,11,10,30,1.5,17,30,40,20
1631,7,11,10,30,1.5,17,30,60,17
1632,7,11,10,30,1.5,17,30,60,20
1633,7,11,10,40,1.2,14,22,40,17
1634,7,11,10,40,1.2,14,22,40,20
1635,7,11,10,40,1.2,14,22,60,17
1636,7,11,10,40,1.2,14,22,60,20
1637,7,11,10,40,1.2,14,30,40,17
1638,7,11,10,40,1.2,14,30,40,20
1639,7,11,10,40,1.2,14,30,60,17
1640,7,11,10,40,1.2,14,30,60,20
1641,7,11,10,40,1.2,17,22,40,17
1642,7,11,10,40,1.2,17,22,40,20
1643,7,11,10,40,1.2,17,22,60,17
1644,7,11,10,40,1.2,17,22,60,20
1645,7,11,10,40,1.2,17,30,40,17
1646,7,11,10,40,1.2,17,30,40,20
1647,7,11,10,40,1.2,17,30,60,17
1648,7,11,10,40,1.2,17,30,60,20
1649,7,11,10,40,1.5,14,22,40,17
1650,7,11,10,40,1.5,14,22,40,20
1651,7,11,10,40,1.5,14,22,60,17
1652,7,11,10,40,1.5,14,22,60,20
1653,7,11,10,40,1.5,14,30,40,17
1654,7,11,10,40,1.5,14,30,40,20
1655,7,11,10,40,1.5,14,30,60,17
1656,7,11,10,40,1.5,14,30,60,20
1657,7,11,10,40,1.5,17,22,40,17
1658,7,11,10,40,1.5,17,22,40,20
1659,7,11,10,40,1.5,17,22,60,17
1660,7,11,10,40,1.5,17,22,60,20
1661,7,11,10,40,1.5,17,30,40,17
1662,7,11,10,40,1.5,17,30,40,20
1663,7,11,10,40,1.5,17,30,60,17
1664,7,11,10,40,1.5,17,30,60,20
1665,7,12,6,30,1.2,14,22,40,17
1666,7,12,6,30,1.2,14,22,40,20
1667,7,12,6,30,1.2,14,22,60,17
1668,7,12,6,30,1.2,14,22,60,20
1669,7,12,6,30,1.2,14,30,40,17
1670,7,12,6,30,1.2,14,30,40,20
1671,7,12,6,30,1.2,14,30,60,17
1672,7,12,6,30,1.2,14,30,60,20
1673,7,12,6,30,1.2,17,22,40,17
1674,7,12,6,30,1.2,17,22,40,20
1675,7,12,6,30,1.2,17,22,60,17
1676,7,12,6,30,1.2,17,22,60,20
1677,7,12,6,30,1.2,17,30,40,17
1678,7,12,6,30,1.2,17,30,40,20
1679,7,12,6,30,1.2,17,30,60,17
1680,7,12,6,30,1.2,17,30,60,20
1681,7,12,6,30,1.5,14,22,40,17
1682,7,12,6,30,1.5,14,22,40,20
1683,7,12,6,30,1.5,14,22,60,17
1684,7,12,6,30,1.5,14,22,60,20
1685,7,12,6,30,1.5,14,30,40,17
1686,7,12,6,30,1.5,14,30,40,20
1687,7,12,6,30,1.5,14,30,60,17
1688,7,12,6,30,1.5,14,30,60,20
1689,7,12,6,30,1.5,17,22,40,17
1690,7,12,6,30,1.5,17,22,40,20
1691,7,12,6,30,1.5,17,22,60,17
1692,7,12,6,30,1.5,17,22,60,20
1693,7,12,6,30,1.5,17,30,40,17
1694,7,12,6,30,1.5,17,30,40,20
1695,7,12,6,30,1.5,17,30,60,17
1696,7,12,6,30,1.5,17,30,60,20
1697,7,12,6,40,1.2,14,22,40,17
1698,7,12,6,40,1.2,14,22,40,20
1699,7,12,6,40,1.2,14,22,60,17
1700,7,12,6,40,1.2,14,22,60,20
1701,7,12,6,40,1.2,14,30,40,17
1702,7,12,6,40,1.2,14,30,40,20
1703,7,12,6,40,1.2,14,30,60,17
1704,7,12,6,40,1.2,14,30,60,20
1705,7,12,6,40,1.2,17,22,40,17
1706,7,12,6,40,1.2,17,22,40,20
1707,7,12,6,40,1.2,17,22,60,17
1708,7,12,6,40,1.2,17,22,60,20
1709,7,12,6,40,1.2,17,30,40,17
1710,7,12,6,40,1.2,17,30,40,20
1711,7,12,6,40,1.2,17,30,60,17
1712,7,12,6,40,1.2,17,30,60,20
1713,7,12,6,40,1.5,14,22,40,17
1714,7,12,6,40,1.5,14,22,40,20
1715,7,12,6,40,1.5,14,22,60,17
1716,7,12,6,40,1.5,14,22,60,20
1717,7,12,6,40,1.5,14,30,40,17
1718,7,12,6,40,1.5,14,30,40,20
1719,7,12,6,40,1.5,14,30,60,17
1720,7,12,6,40,1.5,14,30,60,20
1721,7,12,6,40,1.5,17,22,40,17
1722,7,12,6,40,1.5,17,22,40,20
1723,7,12,6,40,1.5,17,22,60,17
1724,7,12,6,40,1.5,17,22,60,20
1725,7,12,6,40,1.5,17,30,40,17
1726,7,12,6,40,1.5,17,30,40,20
1727,7,12,6,40,1.5,17,30,60,17
1728,7,12,6,40,1.5,17,30,60,20
1729,7,12,10,30,1.2,14,22,40,17
1730,7,12,10,30,1.2,14,22,40,20
1731,7,12,10,30,1.2,14,22,60,17
1732,7,12,10,30,1.2,14,22,60,20
1733,7,12,10,30,1.2,14,30,40,17
1734,7,12,10,30,1.2,14,30,40,20
1735,7,12,10,30,1.2,14,30,60,17
1736,7,12,10,30,1.2,14,30,60,20
1737,7,12,10,30,1.2,17,22,40,17
1738,7,12,10,30,1.2,17,22,40,20
1739,7,12,10,30,1.2,17,22,60,17
1740,7,12,10,30,1.2,17,22,60,20
1741,7,12,10,30,1.2,17,30,40,17
1742,7,12,10,30,1.2,17,30,40,20
1743,7,12,10,30,1.2,17,30,60,17
1744,7,12,10,30,1.2,17,30,60,20
1745,7,12,10,30,1.5,14,22,40,17
1746,7,12,10,30,1.5,14,22,40,20
1747,7,12,10,30,1.5,14,22,60,17
1748,7,12,10,30,1.5,14,22,60,20
1749,7,12,10,30,1.5,14,30,40,17
1750,7,12,10,30,1.5,14,30,40,20
1751,7,12,10,30,1.5,14,30,60,17
1752,7,12,10,30,1.5,14,30,60,20
1753,7,12,10,30,1.5,17,22,40,17
1754,7,12,10,30,1.5,17,22,40,20
1755,7,12,10,30,1.5,17,22,60,17
1756,7,12,10,30,1.5,17,22,60,20
1757,7,12,10,30,1.5,17,30,40,17
1758,7,12,10,30,1.5,17,30,40,20
1759,7,12,10,30,1.5,17,30,60,17
1760,7,12,10,30,1.5,17,30,60,20
1761,7,12,10,40,1.2,14,22,40,17
1762,7,12,10,40,1.2,14,22,40,20
1763,7,12,10,40,1.2,14,22,60,17
1764,7,12,10,40,1.2,14,22,60,20
1765,7,12,10,40,1.2,14,30,40,17
1766,7,12,10,40,1.2,14,30,40,20
1767,7,12,10,40,1.2,14,30,60,17
1768,7,12,10,40,1.2,14,30,60,20
1769,7,12,10,40,1.2,17,22,40,17
1770,7,12,10,40,1.2,17,22,40,20
1771,7,12,10,40,1.2,17,22,60,17
1772,7,12,10,40,1.2,17,22,60,20
1773,7,12,10,40,1.2,17,30,40,17
1774,7,12,10,40,1.2,17,30,40,20
1775,7,12,10,40,1.2,17,30,60,17
1776,7,12,10,40,1.2,17,30,60,20
1777,7,12,10,40,1.5,14,22,40,17
1778,7,12,10,40,1.5,14,22,40,20
1779,7,12,10,40,1.5,14,22,60,17
1780,7,12,10,40,1.5,14,22,60,20
1781,7,12,10,40,1.5,14,30,40,17
1782,7,12,10,40,1.5,14,30,40,20
1783,7,12,10,40,1.5,14,30,60,17
1784,7,12,10,40,1.5,14,30,60,20
1785,7,12,10,40,1.5,17,22,40,17
1786,7,12,10,40,1.5,17,22,40,20
1787,7,12,10,40,1.5,17,22,60,17
1788,7,12,10,40,1.5,17,22,60,20
1789,7,12,10,40,1.5,17,30,40,17
1790,7,12,10,40,1.5,17,30,40,20
1791,7,12,10,40,1.5,17,30,60,17
1792,7,12,10,40,1.5,17,30,60,20
1793,8,6,6,30,1.2,14,22,40,17
1794,8,6,6,30,1.2,14,22,40,20
1795,8,6,6,30,1.2,14,22,60,17
1796,8,6,6,30,1.2,14,22,60,20
1797,8,6,6,30,1.2,14,30,40,17
1798,8,6,6,30,1.2,14,30,40,20
1799,8,6,6,30,1.2,14,30,60,17
1800,8,6,6,30,1.2,14,30,60,20
1801,8,6,6,30,1.2,17,22,40,17
1802,8,6,6,30,1.2,17,22,40,20
1803,8,6,6,30,1.2,17,22,60,17
1804,8,6,6,30,1.2,17,22,60,20
1805,8,6,6,30,1.2,17,30,40,17
1806,8,6,6,30,1.2,17,30,40,20
1807,8,6,6,30,1.2,17,30,60,17
1808,8,6,6,30,1.2,17,30,60,20
1809,8,6,6,30,1.5,14,22,40,17
1810,8,6,6,30,1.5,14,22,40,20
1811,8,6,6,30,1.5,14,22,60,17
1812,8,6,6,30,1.5,14,22,60,20
1813,8,6,6,30,1.5,14,30,40,17
1814,8,6,6,30,1.5,14,30,40,20
1815,8,6,6,30,1.5,14,30,60,17
1816,8,6,6,30,1.5,14,30,60,20
1817,8,6,6,30,1.5,17,22,40,17
1818,8,6,6,30,1.5,17,22,40,20
1819,8,6,6,30,1.5,17,22,60,17
1820,8,6,6,30,1.5,17,22,60,20
1821,8,6,6,30,1.5,17,30,40,17
1822,8,6,6,30,1.5,17,30,40,20
1823,8,6,6,30,1.5,17,30,60,17
1824,8,6,6,30,1.5,17,30,60,20
1825,8,6,6,40,1.2,14,22,40,17
1826,8,6,6,40,1.2,14,22,40,20
1827,8,6,6,40,1.2,14,22,60,17
1828,8,6,6,40,1.2,14,22,60,20
1829,8,6,6,40,1.2,14,30,40,17
1830,8,6,6,40,1.2,14,30,40,20
1831,8,6,6,40,1.2,14,30,60,17
1832,8,6,6,40,1.2,14,30,60,20
1833,8,6,6,40,1.2,17,22,40,17
1834,8,6,6,40,1.2,17,22,40,20
1835,8,6,6,40,1.2,17,22,60,17
1836,8,6,6,40,1.2,17,22,60,20
1837,8,6,6,40,1.2,17,30,40,17
1838,8,6,6,40,1.2,17,30,40,20
1839,8,6,6,40,1.2,17,30,60,17
1840,8,6,6,40,1.2,17,30,60,20
1841,8,6,6,40,1.5,14,22,40,17
1842,8,6,6,40,1.5,14,22,40,20
1843,8,6,6,40,1.5,14,22,60,17
1844,8,6,6,40,1.5,14,22,60,20
1845,8,6,6,40,1.5,14,30,40,17
1846,8,6,6,40,1.5,14,30,40,20
1847,8,6,6,40,1.5,14,30,60,17
1848,8,6,6,40,1.5,14,30,60,20
1849,8,6,6,40,1.5,17,22,40,17
1850,8,6,6,40,1.5,17,22,40,20
1851,8,6,6,40,1.5,17,22,60,17
1852,8,6,6,40,1.5,17,22,60,20
1853,8,6,6,40,1.5,17,30,40,17
1854,8,6,6,40,1.5,17,30,40,20
1855,8,6,6,40,1.5,17,30,60,17
1856,8,6,6,40,1.5,17,30,60,20
1857,8,6,10,30,1.2,14,22,40,17
1858,8,6,10,30,1.2,14,22,40,20
1859,8,6,10,30,1.2,14,22,60,17
1860,8,6,10,30,1.2,14,22,60,20
1861,8,6,10,30,1.2,14,30,40,17
1862,8,6,10,30,1.2,14,30,40,20
1863,8,6,10,30,1.2,14,30,60,17
1864,8,6,10,30,1.2,14,30,60,20
1865,8,6,10,30,1.2,17,22,40,17
1866,8,6,10,30,1.2,17,22,40,20
1867,8,6,10,30,1.2,17,22,60,17
1868,8,6,10,30,1.2,17,22,60,20
1869,8,6,10,30,1.2,17,30,40,17
1870,8,6,10,30,1.2,17,30,40,20
1871,8,6,10,30,1.2,17,30,60,17
1872,8,6,10,30,1.2,17,30,60,20
1873,8,6,10,30,1.5,14,22,40,17
1874,8,6,10,30,1.5,14,22,40,20
1875,8,6,10,30,1.5,14,22,60,17
1876,8,6,10,30,1.5,14,22,60,20
1877,8,6,10,30,1.5,14,30,40,17
1878,8,6,10,30,1.5,14,30,40,20
1879,8,6,10,30,1.5,14,30,60,17
1880,8,6,10,30,1.5,14,30,60,20
1881,8,6,10,30,1.5,17,22,40,17
1882,8,6,10,30,1.5,17,22,40,20
1883,8,6,10,30,1.5,17,22,60,17
1884,8,6,10,30,1.5,17,22,60,20
1885,8,6,10,30,1.5,17,30,40,17
1886,8,6,10,30,1.5,17,30,40,20
1887,8,6,10,30,1.5,17,30,60,17
1888,8,6,10,30,1.5,17,30,60,20
1889,8,6,10,40,1.2,14,22,40,17
1890,8,6,10,40,1.2,14,22,40,20
1891,8,6,10,40,1.2,14,22,60,17
1892,8,6,10,40,1.2,14,22,60,20
1893,8,6,10,40,1.2,14,30,40,17
1894,8,6,10,40,1.2,14,30,40,20
1895,8,6,10,40,1.2,14,30,60,17
1896,8,6,10,40,1.2,14,30,60,20
1897,8,6,10,40,1.2,17,22,40,17
1898,8,6,10,40,1.2,17,22,40,20
1899,8,6,10,40,1.2,17,22,60,17
1900,8,6,10,40,1.2,17,22,60,20
1901,8,6,10,40,1.2,17,30,40,17
1902,8,6,10,40,1.2,17,30,40,20
1903,8,6,10,40,1.2,17,30,60,17
1904,8,6,10,40,1.2,17,30,60,20
1905,8,6,10,40,1.5,14,22,40,17
1906,8,6,10,40,1.5,14,22,40,20
1907,8,6,10,40,1.5,14,22,60,17
1908,8,6,10,40,1.5,14,22,60,20
1909,8,6,10,40,1.5,14,30,40,17
1910,8,6,10,40,1.5,14,30,40,20
1911,8,6,10,40,1.5,14,30,60,17
1912,8,6,10,40,1.5,14,30,60,20
1913,8,6,10,40,1.5,17,22,40,17
1914,8,6,10,40,1.5,17,22,40,20
1915,8,6,10,40,1.5,17,22,60,17
1916,8,6,10,40,1.5,17,22,60,20
1917,8,6,10,40,1.5,17,30,40,17
1918,8,6,10,40,1.5,17,30,40,20
1919,8,6,10,40,1.5,17,30,60,17
1920,8,6,10,40,1.5,17,30,60,20
1921,8,7,6,30,1.2,14,22,40,17
1922,8,7,6,30,1.2,14,22,40,20
1923,8,7,6,30,1.2,14,22,60,17
1924,8,7,6,30,1.2,14,22,60,20
1925,8,7,6,30,1.2,14,30,40,17
1926,8,7,6,30,1.2,14,30,40,20
1927,8,7,6,30,1.2,14,30,60,17
1928,8,7,6,30,1.2,14,30,60,20
1929,8,7,6,30,1.2,17,22,40,17
1930,8,7,6,30,1.2,17,22,40,20
1931,8,7,6,30,1.2,17,22,60,17
1932,8,7,6,30,1.2,17,22,60,20
1933,8,7,6,30,1.2,17,30,40,17
1934,8,7,6,30,1.2,17,30,40,20
1935,8,7,6,30,1.2,17,30,60,17
1936,8,7,6,30,1.2,17,30,60,20
1937,8,7,6,30,1.5,14,22,40,17
1938,8,7,6,30,1.5,14,22,40,20
1939,8,7,6,30,1.5,14,22,60,17
1940,8,7,6,30,1.5,14,22,60,20
1941,8,7,6,30,1.5,14,30,40,17
1942,8,7,6,30,1.5,14,30,40,20
1943,8,7,6,30,1.5,14,30,60,17
1944,8,7,6,30,1.5,14,30,60,20
1945,8,7,6,30,1.5,17,22,40,17
1946,8,7,6,30,1.5,17,22,40,20
1947,8,7,6,30,1.5,17,22,60,17
1948,8,7,6,30,1.5,17,22,60,20
1949,8,7,6,30,1.5,17,30,40,17
1950,8,7,6,30,1.5,17,30,40,20
1951,8,7,6,30,1.5,17,30,60,17
1952,8,7,6,30,1.5,17,30,60,20
1953,8,7,6,40,1.2,14,22,40,17
1954,8,7,6,40,1.2,14,22,40,20
1955,8,7,6,40,1.2,14,22,60,17
1956,8,7,6,40,1.2,14,22,60,20
1957,8,7,6,40,1.2,14,30,40,17
1958,8,7,6,40,1.2,14,30,40,20
1959,8,7,6,40,1.2,14,30,60,17
1960,8,7,6,40,1.2,14,30,60,20
1961,8,7,6,40,1.2,17,22,40,17
1962,8,7,6,40,1.2,17,22,40,20
1963,8,7,6,40,1.2,17,22,60,17
1964,8,7,6,40,1.2,17,22,60,20
1965,8,7,6,40,1.2,17,30,40,17
1966,8,7,6,40,1.2,17,30,40,20
1967,8,7,6,40,1.2,17,30,60,17
1968,8,7,6,40,1.2,17,30,60,20
1969,8,7,6,40,1.5,14,22,40,17
1970,8,7,6,40,1.5,14,22,40,20
1971,8,7,6,40,1.5,14,22,60,17
1972,8,7,6,40,1.5,14,22,60,20
1973,8,7,6,40,1.5,14,30,40,17
1974,8,7,6,40,1.5,14,30,40,20
1975,8,7,6,40,1.5,14,30,60,17
1976,8,7,6,40,1.5,14,30,60,20
1977,8,7,6,40,1.5,17,22,40,17
1978,8,7,6,40,1.5,17,22,40,20
1979,8,7,6,40,1.5,17,22,60,17
1980,8,7,6,40,1.5,17,22,60,20
1981,8,7,6,40,1.5,17,30,40,17
1982,8,7,6,40,1.5,17,30,40,20
1983,8,7,6,40,1.5,17,30,60,17
1984,8,7,6,40,1.5,17,30,60,20
1985,8,7,10,30,1.2,14,22,40,17
1986,8,7,10,30,1.2,14,22,40,20
1987,8,7,10,30,1.2,14,22,60,17
1988,8,7,10,30,1.2,14,22,60,20
1989,8,7,10,30,1.2,14,30,40,17
1990,8,7,10,30,1.2,14,30,40,20
1991,8,7,10,30,1.2,14,30,60,17
1992,8,7,10,30,1.2,14,30,60,20
1993,8,7,10,30,1.2,17,22,40,17
1994,8,7,10,30,1.2,17,22,40,20
1995,8,7,10,30,1.2,17,22,60,17
1996,8,7,10,30,1.2,17,22,60,20
1997,8,7,10,30,1.2,17,30,40,17
1998,8,7,10,30,1.2,17,30,40,20
1999,8,7,10,30,1.2,17,30,60,17
2000,8,7,10,30,1.2,17,30,60,20
2001,8,7,10,30,1.5,14,22,40,17
2002,8,7,10,30,1.5,14,22,40,20
2003,8,7,10,30,1.5,14,22,60,17
2004,8,7,10,30,1.5,14,22,60,20
2005,8,7,10,30,1.5,14,30,40,17
2006,8,7,10,30,1.5,14,30,40,20
2007,8,7,10,30,1.5,14,30,60,17
2008,8,7,10,30,1.5,14,30,60,20
2009,8,7,10,30,1.5,17,22,40,17
2010,8,7,10,30,1.5,17,22,40,20
2011,8,7,10,30,1.5,17,22,60,17
2012,8,7,10,30,1.5,17,22,60,20
2013,8,7,10,30,1.5,17,30,40,17
2014,8,7,10,30,1.5,17,30,40,20
2015,8,7,10,30,1.5,17,30,60,17
2016,8,7,10,30,1.5,17,30,60,20
2017,8,7,10,40,1.2,14,22,40,17
2018,8,7,10,40,1.2,14,22,40,20
2019,8,7,10,40,1.2,14,22,60,17
2020,8,7,10,40,1.2,14,22,60,20
2021,8,7,10,40,1.2,14,30,40,17
2022,8,7,10,40,1.2,14,30,40,20
2023,8,7,10,40,1.2,14,30,60,17
2024,8,7,10,40,1.2,14,30,60,20
2025,8,7,10,40,1.2,17,22,40,17
2026,8,7,10,40,1.2,17,22,40,20
2027,8,7,10,40,1.2,17,22,60,17
2028,8,7,10,40,1.2,17,22,60,20
2029,8,7,10,40,1.2,17,30,40,17
2030,8,7,10,40,1.2,17,30,40,20
2031,8,7,10,40,1.2,17,30,60,17
2032,8,7,10,40,1.2,17,30,60,20
2033,8,7,10,40,1.5,14,22,40,17
2034,8,7,10,40,1.5,14,22,40,20
2035,8,7,10,40,1.5,14,22,60,17
2036,8,7,10,40,1.5,14,22,60,20
2037,8,7,10,40,1.5,14,30,40,17
2038,8,7,10,40,1.5,14,30,40,20
2039,8,7,10,40,1.5,14,30,60,17
2040,8,7,10,40,1.5,14,30,60,20
2041,8,7,10,40,1.5,17,22,40,17
2042,8,7,10,40,1.5,17,22,40,20
2043,8,7,10,40,1.5,17,22,60,17
2044,8,7,10,40,1.5,17,22,60,20
2045,8,7,10,40,1.5,17,30,40,17
2046,8,7,10,40,1.5,17,30,40,20
2047,8,7,10,40,1.5,17,30,60,17
2048,8,7,10,40,1.5,17,30,60,20
2049,8,8,6,30,1.2,14,22,40,17
2050,8,8,6,30,1.2,14,22,40,20
2051,8,8,6,30,1.2,14,22,60,17
2052,8,8,6,30,1.2,14,22,60,20
2053,8,8,6,30,1.2,14,30,40,17
2054,8,8,6,30,1.2,14,30,40,20
2055,8,8,6,30,1.2,14,30,60,17
2056,8,8,6,30,1.2,14,30,60,20
2057,8,8,6,30,1.2,17,22,40,17
2058,8,8,6,30,1.2,17,22,40,20
2059,8,8,6,30,1.2,17,22,60,17
2060,8,8,6,30,1.2,17,22,60,20
2061,8,8,6,30,1.2,17,30,40,17
2062,8,8,6,30,1.2,17,30,40,20
2063,8,8,6,30,1.2,17,30,60,17
2064,8,8,6,30,1.2,17,30,60,20
2065,8,8,6,30,1.5,14,22,40,17
2066,8,8,6,30,1.5,14,22,40,20
2067,8,8,6,30,1.5,14,22,60,17
2068,8,8,6,30,1.5,14,22,60,20
2069,8,8,6,30,1.5,14,30,40,17
2070,8,8,6,30,1.5,14,30,40,20
2071,8,8,6,30,1.5,14,30,60,17
2072,8,8,6,30,1.5,14,30,60,20
2073,8,8,6,30,1.5,17,22,40,17
2074,8,8,6,30,1.5,17,22,40,20
2075,8,8,6,30,1.5,17,22,60,17
2076,8,8,6,30,1.5,17,22,60,20
2077,8,8,6,30,1.5,17,30,40,17
2078,8,8,6,30,1.5,17,30,40,20
2079,8,8,6,30,1.5,17,30,60,17
2080,8,8,6,30,1.5,17,30,60,20
2081,8,8,6,40,1.2,14,22,40,17
2082,8,8,6,40,1.2,14,22,40,20
2083,8,8,6,40,1.2,14,22,60,17
2084,8,8,6,40,1.2,14,22,60,20
2085,8,8,6,40,1.2,14,30,40,17
2086,8,8,6,40,1.2,14,30,40,20
2087,8,8,6,40,1.2,14,30,60,17
2088,8,8,6,40,1.2,14,30,60,20
2089,8,8,6,40,1.2,17,22,40,17
2090,8,8,6,40,1.2,17,22,40,20
2091,8,8,6,40,1.2,17,22,60,17
2092,8,8,6,40,1.2,17,22,60,20
2093,8,8,6,40,1.2,17,30,40,17
2094,8,8,6,40,1.2,17,30,40,20
2095,8,8,6,40,1.2,17,30,60,17
2096,8,8,6,40,1.2,17,30,60,20
2097,8,8,6,40,1.5,14,22,40,17
2098,8,8,6,40,1.5,14,22,40,20
2099,8,8,6,40,1.5,14,22,60,17
2100,8,8,6,40,1.5,14,22,60,20
2101,8,8,6,40,1.5,14,30,40,17
2102,8,8,6,40,1.5,14,30,40,20
2103,8,8,6,40,1.5,14,30,60,17
