"X","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
6188,6188,2033.4450909691,9875.80301772563,17121.4748723064,52867.2874496219,111491232.33734,176955406.455274,288446638.792614,0.0320854221086935,0.0527414862341877,12,12,8,45,1.2,17,22,60,20,0.245375208923011,0.370128084586392,2982,3250,0.0327949561335268,0.000302707330050819,0.168703736363859,0.00777914244894272,0.0595643963365561,128,151,3,800,25
6189,6189,2034.35174646245,9888.73133255069,23233.8821446102,37262.4310336606,113944601.363702,176527870.209195,290472471.572897,0.0322539635503277,0.0527750753455937,12,12,8,45,1.2,17,30,40,17,0.253881245236033,0.368787585033168,3051,3243,0.0329820130540021,0.000363114298620261,0.106556028082947,0.0177397820488042,0.0439577685100497,56,155,4,644,47
6190,6190,2028.90172006062,9830.57106838943,21542.7717814878,39792.3332860387,114214220.769579,175082298.407439,289296519.177018,0.0322567255535048,0.0524976994957055,12,12,8,45,1.2,17,30,40,20,0.254816038343977,0.364255131066568,3057,3223,0.0321405050883278,0,0.116631585522822,0.0149839871385111,0.0459127728160653,73,145,1,674,45
6206,6206,2031.59133796441,9838.5891476078,21564.6914742138,39494.8582097524,114878931.084594,171562108.959021,286441040.043615,0.0322600522846081,0.0517399149786538,12,12,8,45,1.5,17,30,40,20,0.257120644791849,0.353217909249367,3068,3189,0.032256516898607,0.000179198896791274,0.115446864960896,0.0150197069702659,0.0456271147384282,70,146,2,669,46
