"","sim_id","HIV/TB_coinfection_Female","HIV/TB_coinfection_Male","TB_only_Female","TB_only_Male","total_mse"
"1",1,63335.9936790601,89036.2023573694,15552.9891356992,59847.636853974,227772.822026103
"2",2,64065.0859039469,86036.977848647,15566.4186424528,59917.6828279918,225586.165223039
"3",3,64373.9668387203,84157.0819998304,15575.5662199447,59975.7352076449,224082.35026614
"4",4,18305.810317503,193733.922917633,15860.1668896933,61409.8983653815,289309.798490211
"5",5,18266.2285640587,189444.665564368,15871.4823306318,61467.6286870724,285050.005146131
"6",6,18242.4997500891,186472.892453737,15880.8151545904,61528.228504857,282124.435863274
"7",7,13135.0017246691,315364.378546639,16137.1831247043,62886.3047931077,407522.86818912
"8",8,12569.2474781521,309766.438746585,16148.1074082488,62943.8904908118,401427.684123797
"9",9,12173.4084977801,305767.607190922,16157.4094548004,63005.5679101892,397103.993053691
"10",10,28419.2976082689,146293.024024091,15892.6333429245,61582.747660528,252187.702635812
"11",11,28440.5482916772,142845.871869713,15904.3273215084,61642.8075071426,248833.554990041
"12",12,28420.1447137892,140300.605145678,15914.0039279127,61705.5126510164,246340.266438397
"13",13,13106.3033875215,271337.355397481,16196.8878191607,63193.3788018798,363833.925406043
"14",14,12611.935098356,266448.487284861,16208.1958214585,63253.5095932607,358522.127797936
"15",15,12187.8286450765,262766.4690046,16217.8589837237,63317.5569891857,354489.713622586
"16",16,29833.9515066358,400312.543246131,16494.1274548063,64725.2451735727,511365.867381146
"17",17,29168.267165312,396394.634996736,16506.4365325231,64790.4135246679,506859.752219239
"18",18,28124.465033439,390585.124952698,16514.1209243511,64859.4786503003,500083.189560789
"19",19,16798.6145522556,216333.582072928,16260.5474604938,63525.4848023203,312918.228887998
"20",20,16438.3825407661,213476.247146244,16273.1781888907,63591.4199063708,309779.227782272
"21",21,15976.2909563295,210208.747205075,16283.2683185904,63658.2183046272,306126.524784622
"22",22,27850.3654551838,354461.383854299,16579.3350414247,65170.7884744823,464061.87282539
"23",23,27233.2108225952,350798.404687644,16592.5683930792,65241.5724522347,459865.756355553
"24",24,25979.6602766057,345330.546132914,16600.1675457929,65310.6233038376,453220.997259151
"25",25,65202.0336222079,495434.513639895,16866.9834054163,66691.3897828113,644194.92045033
"26",26,63752.9352131801,489598.333599682,16877.6911588169,66764.0649090588,636993.024880738
"27",27,62439.4161312481,484462.88697427,16890.3928644558,66841.9215280543,630634.617498028
