"","sim_id","HIV/TB_coinfection_Female","HIV/TB_coinfection_Male","TB_only_Female","TB_only_Male","total_mse"
"1",2674,57903.7535472856,593178.211156505,7967.20610521893,25640.5714983516,684689.742307361
"2",2675,58190.5982432743,591725.200899754,7968.92185327508,25611.8055395782,683496.526535882
"3",2676,57199.2294537106,587105.520983424,7971.29387431768,25582.399900927,677858.444212379
"4",2677,195441.352090256,974946.003524445,8223.05427480335,26624.2525427132,1205234.66243222
"5",2678,196067.969467233,972745.253704359,8224.02039632656,26596.8412667171,1203634.08483464
"6",2679,194217.364812043,966199.844855293,8227.52352832363,26575.6297757366,1195220.3629714
"7",2680,390036.042165329,1358753.05901348,8481.2350922707,27609.010142482,1784879.34641356
"8",2681,387670.67127726,1351013.45599638,8485.13385775255,27598.1498755524,1774767.41100695
"9",2682,384886.741874099,1342656.88463592,8488.94834878315,27582.2215249497,1763614.79638375
"10",2683,157747.250130015,828025.544611504,8256.32090956695,26779.5522315127,1020808.6678826
"11",2684,155876.179296173,821844.716199744,8259.60982399086,26755.9545721691,1012736.45989208
"12",2685,153812.052619029,815222.412292369,8262.01002370765,26733.0828597558,1004029.55779486
"13",2686,348265.700113104,1240749.82958887,8541.78728612911,27855.2546753761,1625412.57166348
"14",2687,345675.320769144,1233118.82352816,8546.18236428082,27845.9702910615,1615186.29695265
"15",2688,342947.365446842,1225334.74846162,8550.31568733127,27831.2215440645,1604663.65113986
"16",2689,582810.10512499,1646005.85783036,8803.1607401939,28890.8640086102,2266509.98770416
"17",2690,576202.986418055,1629592.73734172,8807.53546939351,28887.9952033898,2243491.25443256
"18",2691,577945.276535692,1625829.71745684,8807.78713502299,28870.6947896166,2241453.47591717
"19",2692,309625.084794358,1082696.80145929,8606.98341849172,28121.8734707464,1429050.74314289
"20",2693,308979.969690944,1078300.46544401,8606.43417756319,28097.0006316946,1423983.86994421
"21",2694,305881.070514752,1070624.29244802,8609.66088547871,28082.7665501695,1413197.79039842
"22",2695,548545.041856246,1521880.81510399,8887.1281745036,29260.0835936666,2108573.06872841
"23",2696,548554.945631839,1517139.6236258,8887.54487894786,29247.5089849936,2103829.62312158
"24",2697,544156.881036457,1507067.84080721,8892.62596031041,29240.9254530116,2089358.27325698
"25",2698,814587.746008406,1934461.19137446,9154.98609453523,30411.4904283734,2788615.41390578
"26",2699,807535.84461334,1916766.95981757,9158.11682203076,30405.0146450577,2763865.935898
"27",2700,807722.661168873,1911130.39305275,9159.3365524422,30399.1988564548,2758411.58963052
"28",2701,47812.5640384401,554740.931448491,2942.63261997168,16061.4757176328,621557.603824536
