measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,1990,7.176139771,13.03619677,4.147686043
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,1990,10.41179574,18.7199435,6.288958619
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,1990,8.843534049,15.77205179,5.247546351
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,1991,12.9111426,23.0680175,7.580839202
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,1991,18.78180179,32.93801487,11.51887196
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,1991,15.93674564,28.17079174,9.578739834
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,1992,22.69378978,40.27970147,13.59938526
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,1992,32.70854673,56.66278639,20.16007952
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,1992,27.8566685,47.90525942,16.8209209
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,1993,38.2937333,66.4248853,23.16362018
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,1993,54.83924069,93.23689921,33.80306669
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,1993,46.82635846,79.53726202,28.72010517
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,1994,61.95013531,106.7229078,37.91330034
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,1994,88.07945829,148.6580837,54.26404537
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,1994,75.43133542,126.8239075,46.62287104
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,1995,95.75116343,162.7544259,59.01250695
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,1995,135.0105963,224.1504916,83.7605493
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,1995,116.0200615,190.8314931,71.95846165
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,1997,197.5120142,325.2598935,123.8598264
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,1997,274.0606812,436.5309795,171.1325368
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,1997,237.0714936,380.1729743,148.4561883
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,1998,263.4388622,426.3592456,165.5898716
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,1998,365.0015117,570.0187014,225.9636351
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,1998,315.9736965,496.9476181,198.5222378
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,1996,140.9792381,236.8918894,87.40148563
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,1996,196.6441108,318.728969,122.9113585
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,1996,169.7280616,276.0075494,106.3308545
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,1999,335.5293258,534.4758846,213.8497097
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,1999,466.0301743,714.3185076,288.9578433
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,1999,403.1039522,620.3633654,254.7976128
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2000,410.0255723,638.9768201,264.8069892
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2000,572.22303,859.4978304,359.1775276
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,2000,494.0901997,745.0650184,312.9320148
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2001,481.3261037,733.6556283,313.531055
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2001,675.1878383,995.432103,426.4881168
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,2001,581.7799851,859.9486794,370.7411547
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2002,544.8673284,818.4072128,359.5120349
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2002,771.6465046,1115.765464,493.1242624
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,2002,662.2680264,964.4342659,426.6762192
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2003,599.2171799,885.9461124,398.733176
1,Deaths,196,South Africa,2,Female,24,15-49 years,298,HIV/AIDS,3,Rate,2003,858.7943701,1214.292264,556.575745
1,Deaths,196,South Africa,3,Both,24,15-49 years,298,HIV/AIDS,3,Rate,2003,733.3868329,1041.58167,482.1100949
1,Deaths,196,South Africa,1,Male,24,15-49 years,298,HIV/AIDS,3,Rate,2004,640.2127712,929.3977702,430.7883198
