"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
22,9594.41381699688,35840.337126143,178681.972280261,29911.8222275018,48801073.138139,321789697.504296,370590770.642435,0.0216968742840914,0.0640320564034797,6,6,8,35,1.5,14,30,40,20,0.0111758201404739,0.919006394541104,88,6204
23,9908.80382114225,37518.5040465973,115365.801823797,22599.1610807941,52662791.7607913,305667881.293642,358330673.054433,0.0226368451788789,0.0629922051905722,6,6,8,35,1.5,14,30,60,17,0.0222970565902754,0.865495291584601,265,6065
24,9911.35767829093,37537.5288165096,111185.882669139,22704.9095083278,52697261.3393269,304269469.745258,356966731.084585,0.0226384208216144,0.0627706116578162,6,6,8,35,1.5,14,30,60,20,0.0223963243957987,0.86085372122036,266,6052
25,6300.92511091323,21668.9303973217,248489.024824635,47845.4805826242,44923400.4021213,341224530.161358,386147930.563479,0.0207957801326223,0.0656586536423103,6,6,8,35,1.5,17,22,40,17,8.63796432063349e-06,0.983513973443239,2,6268
26,6301.69640096562,21671.6681966962,241539.93348308,46602.4961816933,44920400.9705537,339589485.55194,384509886.522493,0.020797646807203,0.0654146253901252,6,6,8,35,1.5,17,22,40,20,0,0.978086976925611,1,6264
27,6587.22344282265,23050.3465987111,162628.620794988,29119.330413524,48542379.8591585,322093819.760386,370636199.619544,0.0217708430458606,0.0643089864347831,6,6,8,35,1.5,17,22,60,17,0.0104308178747365,0.920015829033121,76,6205
28,6588.23186674817,23055.71996,157340.008180123,28742.9681851738,48556285.2968248,320620391.329392,369176676.626217,0.0217724462430312,0.0640806746632697,6,6,8,35,1.5,17,22,60,20,0.010470863687323,0.915125264630221,79,6195
29,6582.04784185132,23001.9759657299,195481.993952051,33449.4428292034,48283077.4921307,324941846.619858,373224924.111988,0.0216049497589136,0.0643968779918905,6,6,8,35,1.5,17,30,40,17,0.00968406151636441,0.929468923926945,61,6221
30,6583.12353253503,23007.5905152194,189722.011472957,32719.7283590212,48302090.4216386,323411087.269604,371713177.691243,0.0216067388385185,0.0641631215739094,6,6,8,35,1.5,17,30,40,20,0.00973881622672076,0.924388068263864,63,6212
31,6874.97003103253,24445.3825948571,125128.097600931,23495.7552916442,52018769.6267724,307439506.168085,359458275.794857,0.0225274989463112,0.0631331742974123,6,6,8,35,1.5,17,30,60,17,0.0204423584283439,0.871375621680038,230,6083
32,6876.25136292049,24453.314617323,120812.684039106,23489.9596043666,52050204.9939081,306057587.571945,358107792.565853,0.022529035302495,0.0629143530038684,6,6,8,35,1.5,17,30,60,20,0.0205328881082516,0.86678879428359,232,6071
33,9226.75980387153,34537.1560852073,285380.40138335,67796.2626723329,97580428.2239195,209148830.207616,306729258.431536,0.0302716949595676,0.0564757342709903,6,6,8,45,1.2,14,22,40,17,0.151653880503455,0.545131828036664,1552,4846
34,9229.13875369833,34554.4781051824,277986.28972882,66059.8058389737,97729962.5804918,207875171.294078,305605133.874569,0.0302735178187692,0.0562437635995426,6,6,8,45,1.2,14,22,40,20,0.152084519578776,0.540904333295173,1554,4834
35,9510.31426736788,36047.7248249637,201797.349569992,44919.2969018934,102879812.516386,197879301.630925,300759114.147311,0.0310513948746727,0.0553858873445461,6,6,8,45,1.2,14,22,60,17,0.166915403031062,0.507726308952526,1633,4743
36,9512.7054740756,36065.5696300234,195891.005034983,43982.5395799308,103026621.325736,196721343.98123,299747965.306966,0.0310529654143561,0.05516719058699,6,6,8,45,1.2,14,22,60,20,0.167338192892579,0.503882846764242,1637,4730
37,9540.746544324,36181.4972583988,226898.733988368,48251.0232071957,103921421.828049,197180606.838848,301102028.666897,0.0310624797262732,0.0551964484743531,6,6,8,45,1.2,14,30,40,17,0.169915099429285,0.50540721980863,1663,4734
38,9543.31736210585,36200.5695734307,220688.155433296,47047.0017920067,104083088.297028,195994113.650233,300077201.947261,0.0310642723086231,0.0549743040581729,6,6,8,45,1.2,14,30,40,20,0.170380677376101,0.501469043219617,1669,4722
39,9823.02357169387,37697.9718048163,157656.792815862,33810.1747260613,109253739.279921,186711024.650349,295964763.930269,0.0318152179750576,0.0541852656239734,6,6,8,45,1.2,14,30,60,17,0.185271465079492,0.470656861469343,1850,4584
40,9825.57306812252,37717.2854798385,152762.66576038,33282.6330226954,109409552.783644,185632862.083537,295042414.867181,0.0318167203497213,0.0539759292065306,6,6,8,45,1.2,14,30,60,20,0.185720187264174,0.467078252994797,1855,4561
41,6239.29258232809,21862.3210886493,297067.602675925,72633.8440872087,97046557.0168728,209449082.319612,306495639.336485,0.0302162408860153,0.0565168344500212,6,6,8,45,1.2,17,22,40,17,0.150116402373256,0.546128416849488,1547,4847
42,6240.15251171517,21866.7036543256,289647.899871587,70834.2725922796,97191870.4960672,208194882.366434,305386752.862501,0.0302180176618256,0.0562882077684721,6,6,8,45,1.2,17,22,40,20,0.150534885882641,0.541965509770928,1548,4839
43,6499.16921693643,23136.3634478097,212986.798324283,48552.3185265197,102191114.956101,198470661.043592,300661775.999693,0.0309784691823133,0.0554440605306479,6,6,8,45,1.2,17,22,60,17,0.164932045578396,0.509689133363997,1615,4751
44,6500.2155903287,23142.7938787807,207019.799278324,47537.1376292653,102333865.813001,197329149.485219,299663015.298219,0.0309800032814432,0.0552284755605464,6,6,8,45,1.2,17,22,60,20,0.165343149076119,0.505900258603982,1619,4737
45,6522.70378993583,23230.1026161103,237997.565560967,52153.9307132176,103337256.536454,197399213.212277,300736469.748731,0.0310074044705073,0.0552632836993783,6,6,8,45,1.2,17,30,40,17,0.168232781019161,0.506132812260663,1644,4739
46,6523.86244959145,23237.2421079637,231751.187964528,50880.6006753517,103493902.244912,196232626.24718,299726528.492092,0.0310091044469743,0.0550445750887885,6,6,8,45,1.2,17,30,40,20,0.168683899842886,0.502260707878542,1650,4726
